run_id,run_order,circuit_family,input_circuit_sha256,n_qubits,listing_model,rule_set,window_gates,budget_seconds,status,valid_equivalent_output,time_to_first_valid_seconds,time_to_best_seconds,first_valid_event_index,best_event_index,event_count,input_gate_count,best_valid_gate_count,best_valid_reduction_pct_itt,cell_receipt_sha256
e32-cb85c06928d4b0606cbfc7c9,76,SurfaceCode,14da3f908abda6229c65d0aec602aaf53fad733479c969be7e0504eaa5dacae0,8,RANDOM_TOPOLOGICAL,COMMUTATION_ONLY,16,60.0,success,True,1.2101816,1.2101816,4,4,6,11,11,0.0,470506b11a11383163dc53160a1f0ea76ffe361d76e7a9eb65498b54992fa4ca
e32-2bf011b79b4e1235eeebcdf0,77,SurfaceCode,14da3f908abda6229c65d0aec602aaf53fad733479c969be7e0504eaa5dacae0,8,RANDOM_TOPOLOGICAL,COMMUTATION_PLUS_TEMPLATES,16,60.0,success,True,1.4186693,1.4186693,4,4,6,11,11,0.0,5f663243e1de6342727d791267552147895fa8a699524ae9c5d275f7d9991294
e32-32be27515ecaa4924cfe157c,78,UCCSD_inspired,22551b784d24a75d9256bbd007b935019702d979f1a26edaef3c56d99546120b,8,LBL,COMMUTATION_ONLY,16,60.0,success,True,3.1748213,3.1748213,4,4,7,80,68,15.000000000000002,e0eb7e4ff219ff6b1507db9fbda0e4b96080267c650e631917a5629549753d28
e32-6428d08f4a5206cc96590302,79,UCCSD_inspired,22551b784d24a75d9256bbd007b935019702d979f1a26edaef3c56d99546120b,8,LBL,COMMUTATION_PLUS_TEMPLATES,16,60.0,success,True,2.4441994,2.4441994,4,4,7,80,68,15.000000000000002,de4050fca00ff285bcef7fd1778f6fdb9ec0acf398219955d638163e4c969d2a
e32-2f305b81c91a2ba1e1b85416,80,UCCSD_inspired,22551b784d24a75d9256bbd007b935019702d979f1a26edaef3c56d99546120b,8,WCL,COMMUTATION_ONLY,16,60.0,success,True,1.873091,1.873091,4,4,7,80,68,15.000000000000002,8d7af647c0e811e28e411007caa02f20cab819f321f4ab602f66706644e1bfc8
e32-9faadaef4a30c6bd6ba2af29,81,UCCSD_inspired,22551b784d24a75d9256bbd007b935019702d979f1a26edaef3c56d99546120b,8,WCL,COMMUTATION_PLUS_TEMPLATES,16,60.0,success,True,1.6318979,1.6318979,4,4,7,80,68,15.000000000000002,88a8d95961bcef18abef6b9bdb079612793ac6ff58166ad17f3bb2666b84245c
e32-cf624872d79157644963ee79,82,UCCSD_inspired,22551b784d24a75d9256bbd007b935019702d979f1a26edaef3c56d99546120b,8,RANDOM_TOPOLOGICAL,COMMUTATION_ONLY,16,60.0,success,True,1.3725996,1.3725996,4,4,7,80,68,15.000000000000002,4d33822f97c31591ebdade76ab6b640c031078b62de2f8cb0681d2153956d437
e32-21ee227686a6809124a50ad3,83,UCCSD_inspired,22551b784d24a75d9256bbd007b935019702d979f1a26edaef3c56d99546120b,8,RANDOM_TOPOLOGICAL,COMMUTATION_PLUS_TEMPLATES,16,60.0,success,True,1.4944527,1.4944527,4,4,7,80,68,15.000000000000002,7315d68f86c1013fe27f3c9cef7d43008d9fef8188e885507e8a243cb0dca906
e32-58acbfb4e0b62fc7d2c763ac,84,VQE,014e8da4cad4f97582e18a894f34fc8c3a41b14e6c31d3b3736404a1cf5b8e78,8,LBL,COMMUTATION_ONLY,16,60.0,success,True,1.4074705,1.4074705,4,4,6,62,62,0.0,5bcb60dce3f0cde9d8ebb56588a3c22e2f496f09285736b07d8d45a847583cd8
e32-9b0809dbd6da62d7f51f158b,85,VQE,014e8da4cad4f97582e18a894f34fc8c3a41b14e6c31d3b3736404a1cf5b8e78,8,LBL,COMMUTATION_PLUS_TEMPLATES,16,60.0,success,True,1.4207392,1.4207392,4,4,6,62,62,0.0,d6ff513761f170c587f5a1c3fb14f05c9bc3f5bf6273e4a1d16aa9015fe86084
e32-9e0f0e259e7bf2aeea2bd6e9,86,VQE,014e8da4cad4f97582e18a894f34fc8c3a41b14e6c31d3b3736404a1cf5b8e78,8,WCL,COMMUTATION_ONLY,16,60.0,success,True,1.4066223,1.4066223,4,4,6,62,62,0.0,979d2be242b4479aa73d06ef2bfb743cabe7f37bf0e9a30f1f61450612605188
e32-0666f742029bed3bed915250,87,VQE,014e8da4cad4f97582e18a894f34fc8c3a41b14e6c31d3b3736404a1cf5b8e78,8,WCL,COMMUTATION_PLUS_TEMPLATES,16,60.0,success,True,1.360438,1.360438,4,4,6,62,62,0.0,477f284a41c7d554efe952685498e71a9f2fbdeb693ba59addfba2ce61b85b64
e32-821f2e7ba9d66e9582e05590,88,VQE,014e8da4cad4f97582e18a894f34fc8c3a41b14e6c31d3b3736404a1cf5b8e78,8,RANDOM_TOPOLOGICAL,COMMUTATION_ONLY,16,60.0,success,True,1.6978549,1.6978549,4,4,6,62,62,0.0,4f6e553a7372b56856098cffc2601c9c59c2f7d61b780de7c86c9a59cceb6436
e32-0fb90451f6f53f59e646e709,89,VQE,014e8da4cad4f97582e18a894f34fc8c3a41b14e6c31d3b3736404a1cf5b8e78,8,RANDOM_TOPOLOGICAL,COMMUTATION_PLUS_TEMPLATES,16,60.0,success,True,1.3719983,1.3719983,4,4,6,62,62,0.0,c385392d470bdb652f8e6445a12c6fd661b7f731ac38d5ad0986ad73b8b00cf5
