optimizer,original_size,optimized_size,reduction,fidelity,success,runtime_seconds,experiment,circuit_family,n_qubits,depth,param_n,seed_index,seed,gate_count
greedy_phase1,6,0,1.0,1.0,True,0.0,E10_real_variance,CNOT_chain,4,6,4,2,242,6
commutation_phase2,6,6,0.0,1.0,True,0.0,E10_real_variance,CNOT_chain,4,6,4,2,242,6
hybrid_phase1_2,6,0,1.0,1.0,True,0.0019996166229248047,E10_real_variance,CNOT_chain,4,6,4,2,242,6
template_phase2b,6,6,0.0,1.0,True,0.0,E10_real_variance,CNOT_chain,4,6,4,2,242,6
greedy_phase1,6,0,1.0,1.0,True,0.0,E10_real_variance,CNOT_chain,4,6,4,3,342,6
commutation_phase2,6,6,0.0,1.0,True,0.0010008811950683594,E10_real_variance,CNOT_chain,4,6,4,3,342,6
hybrid_phase1_2,6,0,1.0,1.0,True,0.0020198822021484375,E10_real_variance,CNOT_chain,4,6,4,3,342,6
template_phase2b,6,6,0.0,1.0,True,0.0,E10_real_variance,CNOT_chain,4,6,4,3,342,6
greedy_phase1,6,0,1.0,1.0,True,0.0,E10_real_variance,CNOT_chain,4,6,4,4,442,6
commutation_phase2,6,6,0.0,1.0,True,0.0,E10_real_variance,CNOT_chain,4,6,4,4,442,6
hybrid_phase1_2,6,0,1.0,1.0,True,0.0019996166229248047,E10_real_variance,CNOT_chain,4,6,4,4,442,6
template_phase2b,6,6,0.0,1.0,True,0.0,E10_real_variance,CNOT_chain,4,6,4,4,442,6
greedy_phase1,8,0,1.0,1.0,True,0.0,E10_real_variance,CNOT_chain,5,8,5,0,42,8
commutation_phase2,8,8,0.0,1.0,True,0.0,E10_real_variance,CNOT_chain,5,8,5,0,42,8
hybrid_phase1_2,8,0,1.0,1.0,True,0.003504037857055664,E10_real_variance,CNOT_chain,5,8,5,0,42,8
template_phase2b,8,8,0.0,1.0,True,0.0,E10_real_variance,CNOT_chain,5,8,5,0,42,8
greedy_phase1,8,0,1.0,1.0,True,0.0,E10_real_variance,CNOT_chain,5,8,5,1,142,8
commutation_phase2,8,8,0.0,1.0,True,0.0,E10_real_variance,CNOT_chain,5,8,5,1,142,8
hybrid_phase1_2,8,0,1.0,1.0,True,0.0019986629486083984,E10_real_variance,CNOT_chain,5,8,5,1,142,8
template_phase2b,8,8,0.0,1.0,True,0.0,E10_real_variance,CNOT_chain,5,8,5,1,142,8
greedy_phase1,8,0,1.0,1.0,True,0.0,E10_real_variance,CNOT_chain,5,8,5,2,242,8
commutation_phase2,8,8,0.0,1.0,True,0.0010001659393310547,E10_real_variance,CNOT_chain,5,8,5,2,242,8
hybrid_phase1_2,8,0,1.0,1.0,True,0.002000093460083008,E10_real_variance,CNOT_chain,5,8,5,2,242,8
template_phase2b,8,8,0.0,1.0,True,0.0,E10_real_variance,CNOT_chain,5,8,5,2,242,8
greedy_phase1,8,0,1.0,1.0,True,0.0010001659393310547,E10_real_variance,CNOT_chain,5,8,5,3,342,8
commutation_phase2,8,8,0.0,1.0,True,0.0,E10_real_variance,CNOT_chain,5,8,5,3,342,8
hybrid_phase1_2,8,0,1.0,1.0,True,0.0020008087158203125,E10_real_variance,CNOT_chain,5,8,5,3,342,8
template_phase2b,8,8,0.0,1.0,True,0.0,E10_real_variance,CNOT_chain,5,8,5,3,342,8
greedy_phase1,8,0,1.0,1.0,True,0.0,E10_real_variance,CNOT_chain,5,8,5,4,442,8
commutation_phase2,8,8,0.0,1.0,True,0.0,E10_real_variance,CNOT_chain,5,8,5,4,442,8
hybrid_phase1_2,8,0,1.0,1.0,True,0.002000570297241211,E10_real_variance,CNOT_chain,5,8,5,4,442,8
template_phase2b,8,8,0.0,1.0,True,0.0,E10_real_variance,CNOT_chain,5,8,5,4,442,8
greedy_phase1,10,0,1.0,1.0,True,0.0,E10_real_variance,CNOT_chain,6,10,6,0,42,10
commutation_phase2,10,10,0.0,1.0,True,0.0,E10_real_variance,CNOT_chain,6,10,6,0,42,10
hybrid_phase1_2,10,0,1.0,1.0,True,0.004734516143798828,E10_real_variance,CNOT_chain,6,10,6,0,42,10
template_phase2b,10,10,0.0,1.0,True,0.0,E10_real_variance,CNOT_chain,6,10,6,0,42,10
greedy_phase1,10,0,1.0,1.0,True,0.0,E10_real_variance,CNOT_chain,6,10,6,1,142,10
commutation_phase2,10,10,0.0,1.0,True,0.0,E10_real_variance,CNOT_chain,6,10,6,1,142,10
hybrid_phase1_2,10,0,1.0,1.0,True,0.00400090217590332,E10_real_variance,CNOT_chain,6,10,6,1,142,10
template_phase2b,10,10,0.0,1.0,True,0.0,E10_real_variance,CNOT_chain,6,10,6,1,142,10
greedy_phase1,10,0,1.0,1.0,True,0.0,E10_real_variance,CNOT_chain,6,10,6,2,242,10
commutation_phase2,10,10,0.0,1.0,True,0.0,E10_real_variance,CNOT_chain,6,10,6,2,242,10
hybrid_phase1_2,10,0,1.0,1.0,True,0.004028797149658203,E10_real_variance,CNOT_chain,6,10,6,2,242,10
template_phase2b,10,10,0.0,1.0,True,0.0,E10_real_variance,CNOT_chain,6,10,6,2,242,10
greedy_phase1,10,0,1.0,1.0,True,0.0,E10_real_variance,CNOT_chain,6,10,6,3,342,10
commutation_phase2,10,10,0.0,1.0,True,0.0,E10_real_variance,CNOT_chain,6,10,6,3,342,10
hybrid_phase1_2,10,0,1.0,1.0,True,0.004946708679199219,E10_real_variance,CNOT_chain,6,10,6,3,342,10
template_phase2b,10,10,0.0,1.0,True,0.0,E10_real_variance,CNOT_chain,6,10,6,3,342,10
greedy_phase1,10,0,1.0,1.0,True,0.0,E10_real_variance,CNOT_chain,6,10,6,4,442,10
commutation_phase2,10,10,0.0,1.0,True,0.0,E10_real_variance,CNOT_chain,6,10,6,4,442,10
hybrid_phase1_2,10,0,1.0,1.0,True,0.003908634185791016,E10_real_variance,CNOT_chain,6,10,6,4,442,10
template_phase2b,10,10,0.0,1.0,True,0.0,E10_real_variance,CNOT_chain,6,10,6,4,442,10
greedy_phase1,12,0,1.0,1.0,True,0.0,E10_real_variance,CNOT_chain,7,12,7,0,42,12
commutation_phase2,12,12,0.0,1.0,True,0.0,E10_real_variance,CNOT_chain,7,12,7,0,42,12
hybrid_phase1_2,12,0,1.0,1.0,True,0.010004997253417969,E10_real_variance,CNOT_chain,7,12,7,0,42,12
template_phase2b,12,12,0.0,1.0,True,0.0009055137634277344,E10_real_variance,CNOT_chain,7,12,7,0,42,12
greedy_phase1,12,0,1.0,1.0,True,0.0,E10_real_variance,CNOT_chain,7,12,7,1,142,12
commutation_phase2,12,12,0.0,1.0,True,0.0,E10_real_variance,CNOT_chain,7,12,7,1,142,12
hybrid_phase1_2,12,0,1.0,1.0,True,0.011343240737915039,E10_real_variance,CNOT_chain,7,12,7,1,142,12
template_phase2b,12,12,0.0,1.0,True,0.0015637874603271484,E10_real_variance,CNOT_chain,7,12,7,1,142,12
greedy_phase1,12,0,1.0,1.0,True,0.0,E10_real_variance,CNOT_chain,7,12,7,2,242,12
commutation_phase2,12,12,0.0,1.0,True,0.0,E10_real_variance,CNOT_chain,7,12,7,2,242,12
hybrid_phase1_2,12,0,1.0,1.0,True,0.010654449462890625,E10_real_variance,CNOT_chain,7,12,7,2,242,12
template_phase2b,12,12,0.0,1.0,True,0.0009624958038330078,E10_real_variance,CNOT_chain,7,12,7,2,242,12
greedy_phase1,12,0,1.0,1.0,True,0.0,E10_real_variance,CNOT_chain,7,12,7,3,342,12
commutation_phase2,12,12,0.0,1.0,True,0.0,E10_real_variance,CNOT_chain,7,12,7,3,342,12
hybrid_phase1_2,12,0,1.0,1.0,True,0.010629892349243164,E10_real_variance,CNOT_chain,7,12,7,3,342,12
template_phase2b,12,12,0.0,1.0,True,0.0,E10_real_variance,CNOT_chain,7,12,7,3,342,12
greedy_phase1,12,0,1.0,1.0,True,0.0,E10_real_variance,CNOT_chain,7,12,7,4,442,12
commutation_phase2,12,12,0.0,1.0,True,0.0006158351898193359,E10_real_variance,CNOT_chain,7,12,7,4,442,12
hybrid_phase1_2,12,0,1.0,1.0,True,0.011120796203613281,E10_real_variance,CNOT_chain,7,12,7,4,442,12
template_phase2b,12,12,0.0,1.0,True,0.0,E10_real_variance,CNOT_chain,7,12,7,4,442,12
greedy_phase1,11,11,0.0,0.9999999999999979,True,0.0,E10_real_variance,BV,4,6,3,0,42,11
commutation_phase2,11,11,0.0,0.9999999999999979,True,0.0,E10_real_variance,BV,4,6,3,0,42,11
hybrid_phase1_2,11,11,0.0,0.9999999999999979,True,0.0051233768463134766,E10_real_variance,BV,4,6,3,0,42,11
template_phase2b,11,5,0.5454545454545454,0.9999999999999988,True,0.004858493804931641,E10_real_variance,BV,4,6,3,0,42,11
greedy_phase1,11,11,0.0,0.9999999999999979,True,0.0,E10_real_variance,BV,4,6,3,1,142,11
commutation_phase2,11,11,0.0,0.9999999999999979,True,0.0005373954772949219,E10_real_variance,BV,4,6,3,1,142,11
hybrid_phase1_2,11,11,0.0,0.9999999999999979,True,0.004758596420288086,E10_real_variance,BV,4,6,3,1,142,11
template_phase2b,11,5,0.5454545454545454,0.9999999999999988,True,0.0010864734649658203,E10_real_variance,BV,4,6,3,1,142,11
greedy_phase1,11,11,0.0,0.9999999999999979,True,0.0,E10_real_variance,BV,4,6,3,2,242,11
commutation_phase2,11,11,0.0,0.9999999999999979,True,0.0010056495666503906,E10_real_variance,BV,4,6,3,2,242,11
hybrid_phase1_2,11,11,0.0,0.9999999999999979,True,0.004999876022338867,E10_real_variance,BV,4,6,3,2,242,11
template_phase2b,11,5,0.5454545454545454,0.9999999999999988,True,0.0009903907775878906,E10_real_variance,BV,4,6,3,2,242,11
greedy_phase1,11,11,0.0,0.9999999999999979,True,0.0,E10_real_variance,BV,4,6,3,3,342,11
commutation_phase2,11,11,0.0,0.9999999999999979,True,0.0,E10_real_variance,BV,4,6,3,3,342,11
hybrid_phase1_2,11,11,0.0,0.9999999999999979,True,0.00528717041015625,E10_real_variance,BV,4,6,3,3,342,11
template_phase2b,11,5,0.5454545454545454,0.9999999999999988,True,0.0009946823120117188,E10_real_variance,BV,4,6,3,3,342,11
greedy_phase1,11,11,0.0,0.9999999999999979,True,0.0,E10_real_variance,BV,4,6,3,4,442,11
commutation_phase2,11,11,0.0,0.9999999999999979,True,0.0,E10_real_variance,BV,4,6,3,4,442,11
hybrid_phase1_2,11,11,0.0,0.9999999999999979,True,0.005063772201538086,E10_real_variance,BV,4,6,3,4,442,11
template_phase2b,11,5,0.5454545454545454,0.9999999999999988,True,0.0010042190551757812,E10_real_variance,BV,4,6,3,4,442,11
greedy_phase1,14,14,0.0,0.999999999999997,True,0.0,E10_real_variance,BV,5,7,4,0,42,14
commutation_phase2,14,14,0.0,0.999999999999997,True,0.0009968280792236328,E10_real_variance,BV,5,7,4,0,42,14
hybrid_phase1_2,14,14,0.0,0.999999999999997,True,0.0070171356201171875,E10_real_variance,BV,5,7,4,0,42,14
template_phase2b,14,6,0.5714285714285714,0.9999999999999984,True,0.0020003318786621094,E10_real_variance,BV,5,7,4,0,42,14
greedy_phase1,14,14,0.0,0.999999999999997,True,0.0,E10_real_variance,BV,5,7,4,1,142,14
commutation_phase2,14,14,0.0,0.999999999999997,True,0.0,E10_real_variance,BV,5,7,4,1,142,14
hybrid_phase1_2,14,14,0.0,0.999999999999997,True,0.007010221481323242,E10_real_variance,BV,5,7,4,1,142,14
template_phase2b,14,6,0.5714285714285714,0.9999999999999984,True,0.0009553432464599609,E10_real_variance,BV,5,7,4,1,142,14
greedy_phase1,14,14,0.0,0.999999999999997,True,0.0,E10_real_variance,BV,5,7,4,2,242,14
commutation_phase2,14,14,0.0,0.999999999999997,True,0.0010144710540771484,E10_real_variance,BV,5,7,4,2,242,14
hybrid_phase1_2,14,14,0.0,0.999999999999997,True,0.006081104278564453,E10_real_variance,BV,5,7,4,2,242,14
template_phase2b,14,6,0.5714285714285714,0.9999999999999984,True,0.0019905567169189453,E10_real_variance,BV,5,7,4,2,242,14
greedy_phase1,14,14,0.0,0.999999999999997,True,0.0,E10_real_variance,BV,5,7,4,3,342,14
commutation_phase2,14,14,0.0,0.999999999999997,True,0.0010192394256591797,E10_real_variance,BV,5,7,4,3,342,14
hybrid_phase1_2,14,14,0.0,0.999999999999997,True,0.004998922348022461,E10_real_variance,BV,5,7,4,3,342,14
template_phase2b,14,6,0.5714285714285714,0.9999999999999984,True,0.0019953250885009766,E10_real_variance,BV,5,7,4,3,342,14
greedy_phase1,14,14,0.0,0.999999999999997,True,0.0,E10_real_variance,BV,5,7,4,4,442,14
commutation_phase2,14,14,0.0,0.999999999999997,True,0.0,E10_real_variance,BV,5,7,4,4,442,14
hybrid_phase1_2,14,14,0.0,0.999999999999997,True,0.005988597869873047,E10_real_variance,BV,5,7,4,4,442,14
template_phase2b,14,6,0.5714285714285714,0.9999999999999984,True,0.0020380020141601562,E10_real_variance,BV,5,7,4,4,442,14
greedy_phase1,17,17,0.0,0.9999999999999964,True,0.0,E10_real_variance,BV,6,8,5,0,42,17
commutation_phase2,17,17,0.0,0.9999999999999964,True,0.0,E10_real_variance,BV,6,8,5,0,42,17
hybrid_phase1_2,17,17,0.0,0.9999999999999964,True,0.011738777160644531,E10_real_variance,BV,6,8,5,0,42,17
template_phase2b,17,11,0.3529411764705882,0.9999999999999971,True,0.02145242691040039,E10_real_variance,BV,6,8,5,0,42,17
greedy_phase1,17,17,0.0,0.9999999999999964,True,0.0,E10_real_variance,BV,6,8,5,1,142,17
commutation_phase2,17,17,0.0,0.9999999999999964,True,0.0,E10_real_variance,BV,6,8,5,1,142,17
hybrid_phase1_2,17,17,0.0,0.9999999999999964,True,0.010438680648803711,E10_real_variance,BV,6,8,5,1,142,17
template_phase2b,17,11,0.3529411764705882,0.9999999999999971,True,0.020415067672729492,E10_real_variance,BV,6,8,5,1,142,17
greedy_phase1,17,17,0.0,0.9999999999999964,True,0.0,E10_real_variance,BV,6,8,5,2,242,17
commutation_phase2,17,17,0.0,0.9999999999999964,True,0.0,E10_real_variance,BV,6,8,5,2,242,17
hybrid_phase1_2,17,17,0.0,0.9999999999999964,True,0.010872125625610352,E10_real_variance,BV,6,8,5,2,242,17
template_phase2b,17,11,0.3529411764705882,0.9999999999999971,True,0.019913196563720703,E10_real_variance,BV,6,8,5,2,242,17
greedy_phase1,17,17,0.0,0.9999999999999964,True,0.0,E10_real_variance,BV,6,8,5,3,342,17
commutation_phase2,17,17,0.0,0.9999999999999964,True,0.001058816909790039,E10_real_variance,BV,6,8,5,3,342,17
hybrid_phase1_2,17,17,0.0,0.9999999999999964,True,0.009103775024414062,E10_real_variance,BV,6,8,5,3,342,17
template_phase2b,17,11,0.3529411764705882,0.9999999999999971,True,0.018470048904418945,E10_real_variance,BV,6,8,5,3,342,17
greedy_phase1,17,17,0.0,0.9999999999999964,True,0.000896453857421875,E10_real_variance,BV,6,8,5,4,442,17
commutation_phase2,17,17,0.0,0.9999999999999964,True,0.0010802745819091797,E10_real_variance,BV,6,8,5,4,442,17
hybrid_phase1_2,17,17,0.0,0.9999999999999964,True,0.010107994079589844,E10_real_variance,BV,6,8,5,4,442,17
template_phase2b,17,11,0.3529411764705882,0.9999999999999971,True,0.018909215927124023,E10_real_variance,BV,6,8,5,4,442,17
greedy_phase1,20,20,0.0,0.9999999999999962,True,0.0,E10_real_variance,BV,7,9,6,0,42,20
commutation_phase2,20,20,0.0,0.9999999999999962,True,0.0,E10_real_variance,BV,7,9,6,0,42,20
hybrid_phase1_2,20,20,0.0,0.9999999999999962,True,0.025090456008911133,E10_real_variance,BV,7,9,6,0,42,20
template_phase2b,20,16,0.19999999999999996,0.9999999999999964,True,0.036107540130615234,E10_real_variance,BV,7,9,6,0,42,20
greedy_phase1,20,20,0.0,0.9999999999999962,True,0.0009992122650146484,E10_real_variance,BV,7,9,6,1,142,20
commutation_phase2,20,20,0.0,0.9999999999999962,True,0.0009503364562988281,E10_real_variance,BV,7,9,6,1,142,20
hybrid_phase1_2,20,20,0.0,0.9999999999999962,True,0.024005651473999023,E10_real_variance,BV,7,9,6,1,142,20
template_phase2b,20,16,0.19999999999999996,0.9999999999999964,True,0.035251617431640625,E10_real_variance,BV,7,9,6,1,142,20
greedy_phase1,20,20,0.0,0.9999999999999962,True,0.0,E10_real_variance,BV,7,9,6,2,242,20
commutation_phase2,20,20,0.0,0.9999999999999962,True,0.0,E10_real_variance,BV,7,9,6,2,242,20
hybrid_phase1_2,20,20,0.0,0.9999999999999962,True,0.024001359939575195,E10_real_variance,BV,7,9,6,2,242,20
template_phase2b,20,16,0.19999999999999996,0.9999999999999964,True,0.034590721130371094,E10_real_variance,BV,7,9,6,2,242,20
greedy_phase1,20,20,0.0,0.9999999999999962,True,0.0009999275207519531,E10_real_variance,BV,7,9,6,3,342,20
commutation_phase2,20,20,0.0,0.9999999999999962,True,0.0009968280792236328,E10_real_variance,BV,7,9,6,3,342,20
hybrid_phase1_2,20,20,0.0,0.9999999999999962,True,0.024689435958862305,E10_real_variance,BV,7,9,6,3,342,20
template_phase2b,20,16,0.19999999999999996,0.9999999999999964,True,0.03444957733154297,E10_real_variance,BV,7,9,6,3,342,20
greedy_phase1,20,20,0.0,0.9999999999999962,True,0.0,E10_real_variance,BV,7,9,6,4,442,20
commutation_phase2,20,20,0.0,0.9999999999999962,True,0.0005233287811279297,E10_real_variance,BV,7,9,6,4,442,20
hybrid_phase1_2,20,20,0.0,0.9999999999999962,True,0.024477481842041016,E10_real_variance,BV,7,9,6,4,442,20
template_phase2b,20,16,0.19999999999999996,0.9999999999999964,True,0.03327345848083496,E10_real_variance,BV,7,9,6,4,442,20
greedy_phase1,23,23,0.0,0.9999999999999958,True,0.001005411148071289,E10_real_variance,BV,8,10,7,0,42,23
commutation_phase2,23,23,0.0,0.9999999999999958,True,0.0009999275207519531,E10_real_variance,BV,8,10,7,0,42,23
hybrid_phase1_2,23,23,0.0,0.9999999999999958,True,0.11308169364929199,E10_real_variance,BV,8,10,7,0,42,23
template_phase2b,23,21,0.08695652173913049,0.9999999999999962,True,0.05101776123046875,E10_real_variance,BV,8,10,7,0,42,23
greedy_phase1,23,23,0.0,0.9999999999999958,True,0.0,E10_real_variance,BV,8,10,7,1,142,23
commutation_phase2,23,23,0.0,0.9999999999999958,True,0.0009987354278564453,E10_real_variance,BV,8,10,7,1,142,23
hybrid_phase1_2,23,23,0.0,0.9999999999999958,True,0.11252093315124512,E10_real_variance,BV,8,10,7,1,142,23
template_phase2b,23,21,0.08695652173913049,0.9999999999999962,True,0.05006265640258789,E10_real_variance,BV,8,10,7,1,142,23
greedy_phase1,23,23,0.0,0.9999999999999958,True,0.0,E10_real_variance,BV,8,10,7,2,242,23
commutation_phase2,23,23,0.0,0.9999999999999958,True,0.0010037422180175781,E10_real_variance,BV,8,10,7,2,242,23
hybrid_phase1_2,23,23,0.0,0.9999999999999958,True,0.12044548988342285,E10_real_variance,BV,8,10,7,2,242,23
template_phase2b,23,21,0.08695652173913049,0.9999999999999962,True,0.04946136474609375,E10_real_variance,BV,8,10,7,2,242,23
greedy_phase1,23,23,0.0,0.9999999999999958,True,0.0,E10_real_variance,BV,8,10,7,3,342,23
commutation_phase2,23,23,0.0,0.9999999999999958,True,0.0010762214660644531,E10_real_variance,BV,8,10,7,3,342,23
hybrid_phase1_2,23,23,0.0,0.9999999999999958,True,0.10913777351379395,E10_real_variance,BV,8,10,7,3,342,23
template_phase2b,23,21,0.08695652173913049,0.9999999999999962,True,0.05071520805358887,E10_real_variance,BV,8,10,7,3,342,23
greedy_phase1,23,23,0.0,0.9999999999999958,True,0.001005411148071289,E10_real_variance,BV,8,10,7,4,442,23
commutation_phase2,23,23,0.0,0.9999999999999958,True,0.0,E10_real_variance,BV,8,10,7,4,442,23
hybrid_phase1_2,23,23,0.0,0.9999999999999958,True,0.11052227020263672,E10_real_variance,BV,8,10,7,4,442,23
template_phase2b,23,21,0.08695652173913049,0.9999999999999962,True,0.04950451850891113,E10_real_variance,BV,8,10,7,4,442,23
greedy_phase1,21,21,0.0,0.9999999999999996,True,0.0,E10_real_variance,QAOA,3,15,3,0,42,21
commutation_phase2,21,21,0.0,0.9999999999999996,True,0.0010352134704589844,E10_real_variance,QAOA,3,15,3,0,42,21
hybrid_phase1_2,21,21,0.0,0.9999999999999996,True,0.010294198989868164,E10_real_variance,QAOA,3,15,3,0,42,21
template_phase2b,21,21,0.0,0.9999999999999996,True,0.032621145248413086,E10_real_variance,QAOA,3,15,3,0,42,21
greedy_phase1,21,21,0.0,0.9999999999999996,True,0.0009922981262207031,E10_real_variance,QAOA,3,15,3,1,142,21
commutation_phase2,21,21,0.0,0.9999999999999996,True,0.0,E10_real_variance,QAOA,3,15,3,1,142,21
hybrid_phase1_2,21,21,0.0,0.9999999999999996,True,0.010904788970947266,E10_real_variance,QAOA,3,15,3,1,142,21
template_phase2b,21,21,0.0,0.9999999999999996,True,0.033174991607666016,E10_real_variance,QAOA,3,15,3,1,142,21
greedy_phase1,21,21,0.0,0.9999999999999996,True,0.0,E10_real_variance,QAOA,3,15,3,2,242,21
commutation_phase2,21,21,0.0,0.9999999999999996,True,0.0010046958923339844,E10_real_variance,QAOA,3,15,3,2,242,21
hybrid_phase1_2,21,21,0.0,0.9999999999999996,True,0.008697032928466797,E10_real_variance,QAOA,3,15,3,2,242,21
template_phase2b,21,21,0.0,0.9999999999999996,True,0.03300118446350098,E10_real_variance,QAOA,3,15,3,2,242,21
greedy_phase1,21,21,0.0,0.9999999999999996,True,0.0,E10_real_variance,QAOA,3,15,3,3,342,21
commutation_phase2,21,21,0.0,0.9999999999999996,True,0.001093149185180664,E10_real_variance,QAOA,3,15,3,3,342,21
hybrid_phase1_2,21,21,0.0,0.9999999999999996,True,0.009908199310302734,E10_real_variance,QAOA,3,15,3,3,342,21
template_phase2b,21,21,0.0,0.9999999999999996,True,0.03551840782165527,E10_real_variance,QAOA,3,15,3,3,342,21
greedy_phase1,21,21,0.0,0.9999999999999996,True,0.0,E10_real_variance,QAOA,3,15,3,4,442,21
commutation_phase2,21,21,0.0,0.9999999999999996,True,0.001020193099975586,E10_real_variance,QAOA,3,15,3,4,442,21
hybrid_phase1_2,21,21,0.0,0.9999999999999996,True,0.009950637817382812,E10_real_variance,QAOA,3,15,3,4,442,21
template_phase2b,21,21,0.0,0.9999999999999996,True,0.0380711555480957,E10_real_variance,QAOA,3,15,3,4,442,21
greedy_phase1,30,30,0.0,0.9999999999999991,True,0.0010008811950683594,E10_real_variance,QAOA,4,18,4,0,42,30
commutation_phase2,30,30,0.0,0.9999999999999991,True,0.0010027885437011719,E10_real_variance,QAOA,4,18,4,0,42,30
hybrid_phase1_2,30,30,0.0,0.9999999999999991,True,0.013099908828735352,E10_real_variance,QAOA,4,18,4,0,42,30
template_phase2b,30,30,0.0,0.9999999999999996,True,0.041599273681640625,E10_real_variance,QAOA,4,18,4,0,42,30
greedy_phase1,30,30,0.0,0.9999999999999991,True,0.0010132789611816406,E10_real_variance,QAOA,4,18,4,1,142,30
commutation_phase2,30,30,0.0,0.9999999999999991,True,0.0009958744049072266,E10_real_variance,QAOA,4,18,4,1,142,30
hybrid_phase1_2,30,30,0.0,0.9999999999999991,True,0.013428211212158203,E10_real_variance,QAOA,4,18,4,1,142,30
template_phase2b,30,30,0.0,0.9999999999999996,True,0.0436091423034668,E10_real_variance,QAOA,4,18,4,1,142,30
greedy_phase1,30,30,0.0,0.9999999999999991,True,0.0,E10_real_variance,QAOA,4,18,4,2,242,30
commutation_phase2,30,30,0.0,0.9999999999999991,True,0.0010039806365966797,E10_real_variance,QAOA,4,18,4,2,242,30
hybrid_phase1_2,30,30,0.0,0.9999999999999991,True,0.014903068542480469,E10_real_variance,QAOA,4,18,4,2,242,30
template_phase2b,30,30,0.0,0.9999999999999996,True,0.041298627853393555,E10_real_variance,QAOA,4,18,4,2,242,30
greedy_phase1,30,30,0.0,0.9999999999999991,True,0.0,E10_real_variance,QAOA,4,18,4,3,342,30
commutation_phase2,30,30,0.0,0.9999999999999991,True,0.0009775161743164062,E10_real_variance,QAOA,4,18,4,3,342,30
hybrid_phase1_2,30,30,0.0,0.9999999999999991,True,0.01210165023803711,E10_real_variance,QAOA,4,18,4,3,342,30
template_phase2b,30,30,0.0,0.9999999999999996,True,0.04390835762023926,E10_real_variance,QAOA,4,18,4,3,342,30
greedy_phase1,30,30,0.0,0.9999999999999991,True,0.0,E10_real_variance,QAOA,4,18,4,4,442,30
commutation_phase2,30,30,0.0,0.9999999999999991,True,0.0010008811950683594,E10_real_variance,QAOA,4,18,4,4,442,30
hybrid_phase1_2,30,30,0.0,0.9999999999999991,True,0.014007806777954102,E10_real_variance,QAOA,4,18,4,4,442,30
template_phase2b,30,30,0.0,0.9999999999999996,True,0.04277920722961426,E10_real_variance,QAOA,4,18,4,4,442,30
greedy_phase1,39,39,0.0,0.9999999999999989,True,0.0,E10_real_variance,QAOA,5,21,5,0,42,39
commutation_phase2,39,39,0.0,0.9999999999999989,True,0.0009951591491699219,E10_real_variance,QAOA,5,21,5,0,42,39
hybrid_phase1_2,39,39,0.0,0.9999999999999989,True,0.01999974250793457,E10_real_variance,QAOA,5,21,5,0,42,39
template_phase2b,39,39,0.0,0.9999999999999991,True,0.053696632385253906,E10_real_variance,QAOA,5,21,5,0,42,39
greedy_phase1,39,39,0.0,0.9999999999999989,True,0.0009982585906982422,E10_real_variance,QAOA,5,21,5,1,142,39
commutation_phase2,39,39,0.0,0.9999999999999989,True,0.0009922981262207031,E10_real_variance,QAOA,5,21,5,1,142,39
hybrid_phase1_2,39,39,0.0,0.9999999999999989,True,0.019956588745117188,E10_real_variance,QAOA,5,21,5,1,142,39
template_phase2b,39,39,0.0,0.9999999999999991,True,0.05251264572143555,E10_real_variance,QAOA,5,21,5,1,142,39
greedy_phase1,39,39,0.0,0.9999999999999989,True,0.0010004043579101562,E10_real_variance,QAOA,5,21,5,2,242,39
commutation_phase2,39,39,0.0,0.9999999999999989,True,0.0010802745819091797,E10_real_variance,QAOA,5,21,5,2,242,39
hybrid_phase1_2,39,39,0.0,0.9999999999999989,True,0.01891303062438965,E10_real_variance,QAOA,5,21,5,2,242,39
template_phase2b,39,39,0.0,0.9999999999999991,True,0.050606727600097656,E10_real_variance,QAOA,5,21,5,2,242,39
greedy_phase1,39,39,0.0,0.9999999999999989,True,0.0009958744049072266,E10_real_variance,QAOA,5,21,5,3,342,39
commutation_phase2,39,39,0.0,0.9999999999999989,True,0.0019991397857666016,E10_real_variance,QAOA,5,21,5,3,342,39
hybrid_phase1_2,39,39,0.0,0.9999999999999989,True,0.020000696182250977,E10_real_variance,QAOA,5,21,5,3,342,39
template_phase2b,39,39,0.0,0.9999999999999991,True,0.05351591110229492,E10_real_variance,QAOA,5,21,5,3,342,39
greedy_phase1,39,39,0.0,0.9999999999999989,True,0.0009996891021728516,E10_real_variance,QAOA,5,21,5,4,442,39
commutation_phase2,39,39,0.0,0.9999999999999989,True,0.0010001659393310547,E10_real_variance,QAOA,5,21,5,4,442,39
hybrid_phase1_2,39,39,0.0,0.9999999999999989,True,0.018999099731445312,E10_real_variance,QAOA,5,21,5,4,442,39
template_phase2b,39,39,0.0,0.9999999999999991,True,0.0539095401763916,E10_real_variance,QAOA,5,21,5,4,442,39
greedy_phase1,48,48,0.0,0.9999999999999996,True,0.0009953975677490234,E10_real_variance,QAOA,6,24,6,0,42,48
commutation_phase2,48,48,0.0,0.9999999999999996,True,0.0020029544830322266,E10_real_variance,QAOA,6,24,6,0,42,48
hybrid_phase1_2,48,48,0.0,0.9999999999999996,True,0.030368328094482422,E10_real_variance,QAOA,6,24,6,0,42,48
template_phase2b,48,48,0.0,1.0,True,0.060410261154174805,E10_real_variance,QAOA,6,24,6,0,42,48
