schema_version,experiment_id,run_id,timestamp_utc,circuit_id,circuit_family,circuit_type,benchmark_suite,n_qubits,depth,gate_count_total,gate_count_1q,gate_count_2q,gate_count_multiq,gate_counts_json,commuting_block_count,mean_block_size,max_block_size,cancellable_pair_count,mergeable_rotation_count,adjacent_commuting_pairs,commutation_enabled_inverse_pairs,structural_lower_bound,structural_upper_bound_reduction,observed_best_gate_count,observed_best_reduction,ceiling_gap,ceiling_gap_pct,best_optimizer,best_compiler,analysis_method,analysis_version,source_file,source_sha256,input_circuit_sha256,env_id,notes,seed,trial
1.0.0,E13,e13_full_20260609_043322,2026-06-09T04:33:23.163162+00:00,qft_3,QFT,qft,real_circuit_v1_full,3,5,6,3,3,0,"{""cp"":3,""h"":3}",5,1.2,2,0,0,1,0,6,0.0,6,0.0,0.0,0.0,hybrid_phase1_2,not_evaluated_in_e13,local_commutation_window_10,4.0.0,experiments/e13_structural_ceiling/run.py,b1b0c6c11f60b22e90246ba5370919178fecfc9c62ee7431f8ca4cb5acbfd482,0ac4b0a0e813ec474432f4044e46798bce4668210034b65414d4d5303e67f710,e13_full_20260609_043322,upper-bound proxy; overlapping opportunities may double-count,42,0
1.0.0,E13,e13_full_20260609_043322,2026-06-09T04:33:23.168254+00:00,ghz_3,GHZ,ghz,real_circuit_v1_full,3,3,3,1,2,0,"{""cx"":2,""h"":1}",3,1.0,1,0,0,0,0,3,0.0,3,0.0,0.0,0.0,hybrid_phase1_2,not_evaluated_in_e13,local_commutation_window_10,4.0.0,experiments/e13_structural_ceiling/run.py,b1b0c6c11f60b22e90246ba5370919178fecfc9c62ee7431f8ca4cb5acbfd482,c69d250a367e14af30448dc6336a129d4b1d3025bf8f24a8e752571bfc1813ba,e13_full_20260609_043322,upper-bound proxy; overlapping opportunities may double-count,42,1
1.0.0,E13,e13_full_20260609_043322,2026-06-09T04:33:23.176252+00:00,cnot_chain_3,CNOT,cnot_chain,real_circuit_v1_full,3,16,16,0,16,0,"{""cx"":16}",16,1.0,1,8,0,0,0,0,1.0,0,1.0,0.0,0.0,hybrid_phase1_2,not_evaluated_in_e13,local_commutation_window_10,4.0.0,experiments/e13_structural_ceiling/run.py,b1b0c6c11f60b22e90246ba5370919178fecfc9c62ee7431f8ca4cb5acbfd482,f3e1cc1549652f162539e9c0634f98494d1781a08f998296495d4a11a19ae4e8,e13_full_20260609_043322,upper-bound proxy; overlapping opportunities may double-count,42,2
1.0.0,E13,e13_full_20260609_043322,2026-06-09T04:33:23.187255+00:00,bv_3,Oracle,bernstein_vazirani,real_circuit_v1_full,4,6,12,10,2,0,"{""cx"":2,""h"":8,""x"":2}",4,3.0,5,0,0,8,1,10,0.16666666666666666,10,0.16666666666666663,2.7755575615628914e-17,2.7755575615628914e-15,hybrid_phase1_2,not_evaluated_in_e13,local_commutation_window_10,4.0.0,experiments/e13_structural_ceiling/run.py,b1b0c6c11f60b22e90246ba5370919178fecfc9c62ee7431f8ca4cb5acbfd482,2b1cde4abea2ed44a9eb8279de400f807116abcb88a364fd04bbb05b1c3244ae,e13_full_20260609_043322,upper-bound proxy; overlapping opportunities may double-count,45,3
1.0.0,E13,e13_full_20260609_043322,2026-06-09T04:33:23.207257+00:00,qaoa_line_3,QAOA,qaoa_line,real_circuit_v1_full,3,15,21,13,8,0,"{""cx"":8,""u"":13}",17,1.2352941176470589,2,0,0,4,0,21,0.0,21,0.0,0.0,0.0,hybrid_phase1_2,not_evaluated_in_e13,local_commutation_window_10,4.0.0,experiments/e13_structural_ceiling/run.py,b1b0c6c11f60b22e90246ba5370919178fecfc9c62ee7431f8ca4cb5acbfd482,4ab7f5ec5a5f9989af1f36279dbbc10173d67caa576e8d8365361fd7b2825f61,e13_full_20260609_043322,upper-bound proxy; overlapping opportunities may double-count,145,4
1.0.0,E13,e13_full_20260609_043322,2026-06-09T04:33:23.228686+00:00,vqe_twolocal_3,VQE,two_local,real_circuit_v1_full,3,10,22,18,4,0,"{""cx"":4,""u"":18}",9,2.4444444444444446,4,0,0,13,0,22,0.0,22,0.0,0.0,0.0,hybrid_phase1_2,not_evaluated_in_e13,local_commutation_window_10,4.0.0,experiments/e13_structural_ceiling/run.py,b1b0c6c11f60b22e90246ba5370919178fecfc9c62ee7431f8ca4cb5acbfd482,dcd9e71f60c8f6cbdd359b080e754fa27352f6697878f78765d880b4e2e3a2be,e13_full_20260609_043322,upper-bound proxy; overlapping opportunities may double-count,245,5
1.0.0,E13,e13_full_20260609_043322,2026-06-09T04:33:23.244779+00:00,hardware_eff_3,HardwareEfficient,hardware_efficient,real_circuit_v1_full,3,8,16,12,4,0,"{""cx"":4,""ry"":6,""rz"":6}",9,1.7777777777777777,2,0,0,7,0,16,0.0,16,0.0,0.0,0.0,hybrid_phase1_2,not_evaluated_in_e13,local_commutation_window_10,4.0.0,experiments/e13_structural_ceiling/run.py,b1b0c6c11f60b22e90246ba5370919178fecfc9c62ee7431f8ca4cb5acbfd482,1b903d51ab9c0ccf044b3a368ea979a8f5f6b41a3f43814c4207751e2749a4d8,e13_full_20260609_043322,upper-bound proxy; overlapping opportunities may double-count,345,6
1.0.0,E13,e13_full_20260609_043322,2026-06-09T04:33:23.261798+00:00,qft_4,QFT,qft,real_circuit_v1_full,4,7,10,4,6,0,"{""cp"":6,""h"":4}",8,1.25,2,0,0,2,0,10,0.0,10,0.0,0.0,0.0,hybrid_phase1_2,not_evaluated_in_e13,local_commutation_window_10,4.0.0,experiments/e13_structural_ceiling/run.py,b1b0c6c11f60b22e90246ba5370919178fecfc9c62ee7431f8ca4cb5acbfd482,ec754f7e3892ee8ca405ace36ffa2cf3d8489863d2f83852f623de773dd94b1e,e13_full_20260609_043322,upper-bound proxy; overlapping opportunities may double-count,42,7
1.0.0,E13,e13_full_20260609_043322,2026-06-09T04:33:23.268781+00:00,ghz_4,GHZ,ghz,real_circuit_v1_full,4,4,4,1,3,0,"{""cx"":3,""h"":1}",4,1.0,1,0,0,0,0,4,0.0,4,0.0,0.0,0.0,hybrid_phase1_2,not_evaluated_in_e13,local_commutation_window_10,4.0.0,experiments/e13_structural_ceiling/run.py,b1b0c6c11f60b22e90246ba5370919178fecfc9c62ee7431f8ca4cb5acbfd482,632a65a86fd9bfab17ccedbd10b32b45490cc33030a23af0d675ad3e8ad7a445,e13_full_20260609_043322,upper-bound proxy; overlapping opportunities may double-count,42,8
1.0.0,E13,e13_full_20260609_043322,2026-06-09T04:33:23.278773+00:00,cnot_chain_4,CNOT,cnot_chain,real_circuit_v1_full,4,18,24,0,24,0,"{""cx"":24}",21,1.1428571428571428,2,12,0,3,0,0,1.0,0,1.0,0.0,0.0,hybrid_phase1_2,not_evaluated_in_e13,local_commutation_window_10,4.0.0,experiments/e13_structural_ceiling/run.py,b1b0c6c11f60b22e90246ba5370919178fecfc9c62ee7431f8ca4cb5acbfd482,c15ccd1efbe0b71c21464e888a978afbe6b6cf006bd895873c7d9b8e51efbaf0,e13_full_20260609_043322,upper-bound proxy; overlapping opportunities may double-count,42,9
1.0.0,E13,e13_full_20260609_043322,2026-06-09T04:33:23.292692+00:00,bv_4,Oracle,bernstein_vazirani,real_circuit_v1_full,5,6,14,12,2,0,"{""cx"":2,""h"":10,""x"":2}",4,3.5,6,0,0,10,2,10,0.2857142857142857,10,0.2857142857142857,0.0,0.0,hybrid_phase1_2,not_evaluated_in_e13,local_commutation_window_10,4.0.0,experiments/e13_structural_ceiling/run.py,b1b0c6c11f60b22e90246ba5370919178fecfc9c62ee7431f8ca4cb5acbfd482,f82545ab8dd2e124bb20b12a2943a1f6d29666837c03c9275f4c803dc1929c72,e13_full_20260609_043322,upper-bound proxy; overlapping opportunities may double-count,46,10
1.0.0,E13,e13_full_20260609_043322,2026-06-09T04:33:23.323244+00:00,qaoa_line_4,QAOA,qaoa_line,real_circuit_v1_full,4,18,30,18,12,0,"{""cx"":12,""u"":18}",25,1.2,2,0,0,5,0,30,0.0,30,0.0,0.0,0.0,hybrid_phase1_2,not_evaluated_in_e13,local_commutation_window_10,4.0.0,experiments/e13_structural_ceiling/run.py,b1b0c6c11f60b22e90246ba5370919178fecfc9c62ee7431f8ca4cb5acbfd482,4089615b62e2dc0c0b1b7723660abedb66020a4036e6d847a938a772d0d6172b,e13_full_20260609_043322,upper-bound proxy; overlapping opportunities may double-count,146,11
