experiment,run_id,circuit_family,n_qubits,param_n,depth,original_size,optimized_size,reduction,fidelity,fidelity_method,success,runtime_seconds,seed,trial
E27_new_families,e27_smoke_20260721_040156,QPE,3,3,10,7,7,0.0,0.9999999999999988,exact,True,0.0,1,0
E27_new_families,e27_smoke_20260721_040156,QPE,3,3,10,7,7,0.0,0.9999999999999988,exact,True,0.0,1,0
E27_new_families,e27_smoke_20260721_040156,QPE,3,3,10,7,7,0.0,0.9999999999999988,exact,True,0.0009999275207519531,1,0
E27_new_families,e27_smoke_20260721_040156,QPE,5,5,10,21,21,0.0,0.9999999999999982,exact,True,0.0010001659393310547,1,0
E27_new_families,e27_smoke_20260721_040156,QPE,5,5,10,21,21,0.0,0.9999999999999982,exact,True,0.0019876956939697266,1,0
E27_new_families,e27_smoke_20260721_040156,QPE,5,5,10,21,21,0.0,0.9999999999999982,exact,True,0.002082347869873047,1,0
E27_new_families,e27_smoke_20260721_040156,QuantumVolume,3,3,10,3,3,0.0,0.9999999999999992,exact,True,0.0,1,0
E27_new_families,e27_smoke_20260721_040156,QuantumVolume,3,3,10,3,3,0.0,0.9999999999999992,exact,True,0.0,1,0
E27_new_families,e27_smoke_20260721_040156,QuantumVolume,3,3,10,3,3,0.0,0.9999999999999992,exact,True,0.0009987354278564453,1,0
E27_new_families,e27_smoke_20260721_040156,QuantumVolume,5,5,10,4,4,0.0,1.0,exact,True,0.0,1,0
E27_new_families,e27_smoke_20260721_040156,QuantumVolume,5,5,10,4,4,0.0,1.0,exact,True,0.0,1,0
E27_new_families,e27_smoke_20260721_040156,QuantumVolume,5,5,10,4,4,0.0,1.0,exact,True,0.0,1,0
E27_new_families,e27_smoke_20260721_040156,RepetitionCode,4,3,10,82,42,0.4878048780487805,0.9999999999999941,exact,True,0.001001119613647461,1,0
E27_new_families,e27_smoke_20260721_040156,RepetitionCode,4,3,10,82,82,0.0,0.9999999999999883,exact,True,0.00299835205078125,1,0
E27_new_families,e27_smoke_20260721_040156,RepetitionCode,4,3,10,82,42,0.4878048780487805,0.9999999999999941,exact,True,0.011114835739135742,1,0
E27_new_families,e27_smoke_20260721_040156,RepetitionCode,5,5,10,83,43,0.4819277108433735,0.9999999999999936,exact,True,0.0,1,0
E27_new_families,e27_smoke_20260721_040156,RepetitionCode,5,5,10,83,83,0.0,0.9999999999999879,exact,True,0.005528926849365234,1,0
E27_new_families,e27_smoke_20260721_040156,RepetitionCode,5,5,10,83,43,0.4819277108433735,0.9999999999999936,exact,True,0.011179924011230469,1,0
E27_new_families,e27_smoke_20260721_040156,TrotterHamiltonian,3,3,10,60,60,0.0,1.0,exact,True,0.0015802383422851562,1,0
E27_new_families,e27_smoke_20260721_040156,TrotterHamiltonian,3,3,10,60,60,0.0,1.0,exact,True,0.002104520797729492,1,0
E27_new_families,e27_smoke_20260721_040156,TrotterHamiltonian,3,3,10,60,55,0.08333333333333337,1.0,exact,True,0.010509967803955078,1,0
E27_new_families,e27_smoke_20260721_040156,TrotterHamiltonian,5,5,10,110,110,0.0,0.9999999999999982,exact,True,0.0010001659393310547,1,0
E27_new_families,e27_smoke_20260721_040156,TrotterHamiltonian,5,5,10,110,110,0.0,0.9999999999999982,exact,True,0.003997325897216797,1,0
E27_new_families,e27_smoke_20260721_040156,TrotterHamiltonian,5,5,10,110,104,0.054545454545454564,0.9999999999999987,exact,True,0.034578800201416016,1,0
E27_new_families,e27_smoke_20260721_040156,WState,3,3,10,9,9,0.0,1.0000000000000009,exact,True,0.0009920597076416016,1,0
E27_new_families,e27_smoke_20260721_040156,WState,3,3,10,9,9,0.0,1.0000000000000009,exact,True,0.0,1,0
E27_new_families,e27_smoke_20260721_040156,WState,3,3,10,9,9,0.0,1.0000000000000009,exact,True,0.0,1,0
E27_new_families,e27_smoke_20260721_040156,WState,5,5,10,17,17,0.0,1.0000000000000004,exact,True,0.0009970664978027344,1,0
E27_new_families,e27_smoke_20260721_040156,WState,5,5,10,17,17,0.0,1.0000000000000004,exact,True,0.0009315013885498047,1,0
E27_new_families,e27_smoke_20260721_040156,WState,5,5,10,17,17,0.0,1.0000000000000004,exact,True,0.0010004043579101562,1,0
