input_circuit_sha256,circuit_id,circuit_family,successful_rows,unique_output_circuits
96561fd3e0765c0456e8f0b0e5c9c800074d4f866c985077bc85ca4c0fb159aa,clifford_4,RandomClifford,54,10
96cd385647c924a15dadcdee8b59db5e9352e18d77f51d5aa446cd42c94b7327,qwalk_5,QuantumWalk,54,9
974adb34b1a2c479396dd1800d00c4417c08a4c562a7370805ba00b5d6610880,clifford_6,RandomClifford,54,9
98123c419282ef8d7ead755526545f8d1b8e6129c506a92b5eb114e588eb0ab3,surface_code_4,SurfaceCode,54,1
98288a8bb24c6c4e673cdd1a4153610759a5259eab1700308a6bb0e7520a1d09,qaoa_line_4,QAOA,54,2
998d28f393fb6fe8a78d18a2436597cf82c17978859d430e5e43e089471944d1,qwalk_6,QuantumWalk,54,9
9993748afb946e813a238ac5a076c27198681dc64512c0ce7cc22005a88285fa,bv_7,Oracle,54,7
99bbb7d14c43822569de544c5e8a4b3ccfd00506bb1041b2da2a6c12d1b20f7f,adder_8,Adder,54,3
9a041e65e0425acb6f1da0991581cf3416dbc278e761b7a398593dbb6f7ed442,qwalk_7,QuantumWalk,33,9
9a6752a986b7de67a2977ce77e0634b35bfc7e4d5a12d7062bff9e2c4b218176,surface_code_5,SurfaceCode,54,1
9b814e3da54f5c874ddcbdff9fe61f872bb409035a9acff0f2c7ae13b5c91b90,qwalk_3,QuantumWalk,54,5
9b819e13eadb54421cd96fd869adb2ed0aa6de9853a854066e3d928117142acf,qwalk_7,QuantumWalk,32,9
9d28cb9bb42a70f9fa00e7efba94348562efdd144be3a7aef8382f0ab9e0b925,bv_5,Oracle,54,6
9d7bae7cb361f289bfa22b373c94a22b6cd06c8e0c5262709fba830673dcf4e2,qwalk_3,QuantumWalk,54,5
9efcd7e7d63057f26477dd71e9cc9399123981e05ee8aa5ae613fa5f7681e66c,surface_code_5,SurfaceCode,54,1
9fac801b9c9b3af1aab1409fb21f666a7b588bdf8dd5282a5a0b081971ec442e,vqe_twolocal_4,VQE,54,2
a0ce795cd049a6a5d79e6ebd68db90d152d868a0c823cf524ea052b7c5e56697,vqe_twolocal_4,VQE,54,2
a16dbe89e98ec8eef49995c9edecf7e520b6fce018b74c0aa8248506ead433db,surface_code_6,SurfaceCode,54,1
a184604fe8e9fff65d7fc4b04a0374176884155f49835fc64a3e78eeea2e3335,iqp_4,IQP,54,4
a1b0ba8e9683b6e8fb7f674fec300eb87f2d2387d58f482c81187c497cdc2175,surface_code_8,SurfaceCode,54,1
a25cdf698d5ca8a8af744fd0fd1ebd652891919421d5e150b2a7e5e42e0cf9e7,surface_code_8,SurfaceCode,53,2
a56b84561ace0423d3f71194279f62be3b29e47c98491c316e3446561f61dbf1,vqe_twolocal_6,VQE,54,2
a5f7781ed3e4e651a2e5798f49ae601eea6d43bc87e45d3700bb4db9feee5c3a,bv_7,Oracle,54,6
a7ab9db53d4fc264f2d6a392f086a33f96e5c9b66ca7eb54d656793b0b5aeb07,vqe_twolocal_8,VQE,54,2
a7f212f7ecd7ee7353a7ba466a9af47a975f54aa9c15ab288c44982273c22d68,qaoa_line_8,QAOA,54,2
a8db7c393892d2adec545708e5f0d633c2a3a558227f079b35365b5a62cf7950,bv_7,Oracle,54,5
a8fb890216921697e75dec718450347728fa67236e477ce8e39377128e6df537,grover_6,Grover,54,6
a9cbe813352eb8bbddbb6de7feecde853f066b5cf29e96a7a2f84a6cd354761a,cnot_chain_6,CNOT,54,1
ab626155e296fef5bbc2642087791bce56ed006287bde666542289458665c89d,grover_8,Grover,53,8
ab6c0308e70783c337dc12cc3601cedbca26ad9ff939cc7bbedff27b595326e7,clifford_8,RandomClifford,54,8
aba6140f6f41bb9a15bf0b99954920f2f59a73deff2d6fea22ba7c52a34ffc96,bv_8,Oracle,54,6
ac23376052bba9fcf5428066a06b89b96da995a9acb10b13e8626b43ae59a3f4,iqp_4,IQP,54,9
ac5cb7a1191241454b4fd01d93fcb219cc0a72bbf543d70ec604ba87a2a0d7ad,qwalk_4,QuantumWalk,54,6
ace916e35582c95d21da984fde2d1f6a3536707d59739f448aeda811b215f37b,qaoa_line_6,QAOA,54,2
ad24aca845e266cfd8d2120a528eaaa1b8189e8618686a63cc593efe3ae9c728,uccsd_8,UCCSD_inspired,54,5
adb7f9987b9b0c05e801b5fd0511f99788c5efa1cba7a076de804d89d6620b85,qwalk_3,QuantumWalk,54,5
adbb48a0ef0579f1930cd5635450dda6ac0134b70ed705fee57896785a5c920c,hardware_eff_6,HardwareEfficient,54,3
ae182db40b924159285ac8bdf3845f1ffd37b35456f942ececf2ce981152b240,hardware_eff_6,HardwareEfficient,54,3
aef180d7cfe4026d3e6db4acce1baa759ce2591ce74fa6b84d10d2c6bd83dc03,vqe_twolocal_6,VQE,54,2
b15d50df71933b4745ec5799d5ef54fb7c162bc3ca92e983a8aeafe41413e0a6,vqe_twolocal_4,VQE,54,2
b1eea75a6b9b0df65f92fc8a6cc335196d0e181b16f0295c85e61c1ab5bcff75,bv_5,Oracle,54,6
b23d5b47568d035621cb80cca02e66ed29fa44d2e21a148d6383023cfd01a848,clifford_8,RandomClifford,53,11
b259423cfea000395faab3e5ca8720b18bebae620bc17f21338f9ffae251d987,clifford_6,RandomClifford,54,13
b2b8ea4ed9aecdcfd921ea28cb16d178c46018000c9dec2eead95b2c37123b51,hardware_eff_4,HardwareEfficient,54,3
b2f83603b76f95e86e3b51898d6ea360adf3a62f51aa296baf0178913d4108b2,qft_8,QFT,54,2
b45c3a20db4f3ccbe86b7028b2a3ed6875c846178b3f7e82a870185c5a08cbaa,qwalk_8,QuantumWalk,0,0
b48696525dc16ace3d17f7656e6602f2710e54d030274a737712c3dc966a5f93,qwalk_6,QuantumWalk,53,9
b4accbdc8bd4599d8f4a4a4f335254fe7d27c0867b844bb682bb307303bce702,qwalk_6,QuantumWalk,54,9
b4cd6266c1d6b1edd7ea9ea096d9648f4a7ea3feb36e3428f392b9ca88c53b4a,uccsd_8,UCCSD_inspired,54,5
b566c5863a335453fb112204e335b3b8c73d2037c3d0809e6850d62248548ca5,qwalk_4,QuantumWalk,54,6
b5ac35a68d5e59c46c6564e09d414ba98d05d318ac2cd28aaf6914b943c91c9b,surface_code_8,SurfaceCode,54,2
b63fd2de0ff796d62723a6961d9f93b047c283f4c15875f6f34624e5c2b51a09,clifford_6,RandomClifford,54,11
b7163b3a00248ea960a5124b05a311a33fb77506ed9fa5aaef446ad5230301a1,bv_5,Oracle,54,6
b72eb04aad8622c714692f86379ddbd86e546720b70e03867b27fc5229606036,bv_5,Oracle,53,5
b81e1fce8a1444d85177c6bc7af38bad39960f4060e55d08611f399ee4619722,bv_4,Oracle,54,5
b866fb4b41003a7d731ad7258462101c103a99bb9ec5d149206b154bb5a479bf,surface_code_8,SurfaceCode,54,1
b98a3363c993ad5edbd737590039c24e4937feb19e9844969467b91522d86dd8,bv_6,Oracle,54,5
baa36a6bacd09d29a4e1ac1a3471506608430765957e6bc127dfa683d2dcf33d,hardware_eff_6,HardwareEfficient,54,3
bb4d201ec90fe59ed3e9c9ab9ff269487e716ab1bee068bff9f74529b1de6f93,iqp_8,IQP,54,8
bc22540f392dc6218ac675f61a3e1ee5a21f4dc4e1c913d2f494c41bf37a67ac,qwalk_5,QuantumWalk,54,9
be09cfe6fcb270823374495faa12de7dd56fe873b61ea5f4780fe001b3ab1ec1,qwalk_8,QuantumWalk,0,0
bf030e55f967a90ee4eb2ded2fcf87d656a3c8d4b083d1929398168bd0de4ba9,grover_8,Grover,54,8
c03a59f09d1814f61e8886ce6c504c04c0bf89965ff911746bb96e21e9cd570c,surface_code_7,SurfaceCode,54,2
c0c051c7a9295d5137a161ac09714dc00806ce534ed42ba562204e5c4a2bdbb3,bv_6,Oracle,54,4
c15ccd1efbe0b71c21464e888a978afbe6b6cf006bd895873c7d9b8e51efbaf0,cnot_chain_4,CNOT,54,1
c250d0ccb4006b4e767ef51fbcbcf33ec45690c2483928f4ce6a525259b23d35,iqp_8,IQP,54,11
c2bc1600a43475bd792ec7ca2dfb34c87d2b32b84e9b2893c489410f17e2a572,bv_5,Oracle,54,6
c2edd0f05863f7c5791bbf5b6ee2131a4e62dce0b2cac1a356f178eeca043f8a,uccsd_8,UCCSD_inspired,54,5
c2f59740e6b3e2a395683f9a2c34a12a350af985f437251f55c71e43bf23f1ab,adder_3,Adder,54,1
c3781847e3b476f0de097ecb06e247f54b9b45f604f5ccafeaab4169f506470a,adder_8,Adder,54,3
c3e848fe6db54137fa92444db2668cef254476947d748c8e25e29c13f6d30cb7,qaoa_line_4,QAOA,54,2
c4a720840c00df3b0c2ea7000f573447922240d5d236a8c5747e3c48a1fb6259,qwalk_5,QuantumWalk,54,9
c5d3cc7e27224a7f0435dbe10fc8c046011f5e3b58eea6c57431181a4bcbcb20,qwalk_6,QuantumWalk,54,9
c63e19873423ccaaf570f0b635947cafec97a5e60d7fb9d0985ab0dc116133d6,grover_6,Grover,54,6
c73af4761baf3dcf4f28a3987d55dab7647737f13e2d751db93c903d205972c6,qwalk_8,QuantumWalk,0,0
c76911ce3c699af70df27c30a55cb7d4fd150a3f8bf77edf7314c601b966ce1d,qwalk_5,QuantumWalk,54,9
c79699bc553ba266feca0cc48d12346c9fa31633f6c158d26ee08f6599c9d82f,surface_code_6,SurfaceCode,54,1
c80dc910531d98ab04912a54ca6e6cff211f9569ba484ea14b21a9fcde6bec0c,bv_7,Oracle,54,5
c838d74688b6214d2871ed53c97174482edaa079269b7f347a8a6bf095e67a70,qaoa_line_4,QAOA,54,2
c89d31d25881b4b5dd8323251c36c8c21866d3fa920f89cfd20f0916925d98ed,uccsd_6,UCCSD_inspired,54,5
c91f83f84726fdd86c22a20ea08453d780f2bdd292a5b3b056d983430ea40d06,grover_4,Grover,54,4
c9e5b59e32c53d4772620b8ccf8ab1e16870e879379d57c33dae662522f67ce3,qwalk_6,QuantumWalk,52,9
ca386edd88164ffa11c481f7253c35755085ab3b89dc4a040baf53ef07db46b7,qaoa_line_8,QAOA,54,2
ca837fd5027f82056681081774fff9507cfd1c727e71867d93a552ff2a4cdc99,hardware_eff_8,HardwareEfficient,53,3
cc1ddd28093a20372a6d256992968b8bc18e2829750947498955a406113f5f52,grover_4,Grover,54,2
cc5fe9a32e955a3c62cf12c58fdd8fe6ea17b2a383a2d9c22c7b0c1576080d57,bv_6,Oracle,54,7
cc7c4783b7000be0e3c619b0c96a7ebef0b8efc8519c4f8c90d9d9b1b3a49f6e,qaoa_line_6,QAOA,54,2
ccdc8f9f8df42bd9ba725c7a01cb969824ddf0f3041bb56bc2f91791a8b9db06,clifford_8,RandomClifford,54,7
ccea9ac438850bdbc663c5c72a67f5ea0eacc8d96469a1fb20d748e4a81b5c76,qwalk_4,QuantumWalk,54,6
cdbe33fccd70c92e6cc7d2b7574511bac38dc61b4808e8978c79d8fe49b754db,qaoa_line_4,QAOA,54,2
cdd100c7eff0d706945d603b660c1569d33187e1be34e594e80d66dbe901ac39,vqe_twolocal_4,VQE,54,2
cf3c03de2da7d0f3afc65dcd7a8b9bf97cc30cecd8d496b48c60f839667848c4,qaoa_line_6,QAOA,54,2
d200c6e5a74daf138e202579980ec549be8f1d3b945dcb231a735ae5ef935ab2,uccsd_8,UCCSD_inspired,54,5
d38566d48961c0f4bf6be3a09a849c118d9719eaeb3ba58b46b96218d1814c2e,qaoa_line_4,QAOA,54,2
d3b5ace1ffcfa1395fa7475de82da131003d95cdf3358f349d791df72f45b4ae,bv_8,Oracle,53,9
d3e8b51351e86caa6d8939fe0a903f48a089e7d220d46a14b52d6c94e6e43394,cnot_chain_8,CNOT,54,1
d47fbcf86d26708129ff7ec50334223b04f3b91344825d19f2600cab1a7800c0,clifford_8,RandomClifford,54,11
d666adb13ce66e444e16398e08fd2d7d2169fcc728eb154e78b91f40918df82c,bv_4,Oracle,54,5
d75b107d6610e55aacfddff9d177a41d58656d6851d4b751fc8b7a09d03890a5,uccsd_8,UCCSD_inspired,54,4
d9314ccce0f63523afe008acf2a9b627f9cd1bc22c527bfb6df0dd4c5f4c780c,clifford_8,RandomClifford,54,13
da3d5d211a834bc0eae3944ac1de0713b7822563ca9f58d191717e39618f430e,uccsd_6,UCCSD_inspired,54,4
dac7e56e9490cb5f19a852e1206995c9711c1c95c63e61eba2ed4a4acecf7099,hardware_eff_8,HardwareEfficient,54,3
db276c8d92545f754aab16b3664fca1ddb31410f3135295ca28b78969f0459a4,uccsd_4,UCCSD_inspired,54,3
db73dc3dec7c024cc43e6fa9f7009bc8675da1af254d45987392008ad0a477b4,vqe_twolocal_4,VQE,54,2
dbf2ecc496a8a4f6e88f13828e776d93956e73b115d0ae52ddd4ce1fa1fc5605,hardware_eff_4,HardwareEfficient,54,3
dbf410d1e5693402b537af90e7218374f0c429041426b90bd4d34500d64685d5,bv_6,Oracle,54,5
dc8ceaecb8e2ef6b2a8168d75f511498a0bb1c550f459c37996e52c89e84ba85,qwalk_7,QuantumWalk,33,9
dce7762d954de1250538ce0ef1982983332ffbdb47daa6e5f864c86712de8393,iqp_4,IQP,54,6
dd0bd9d601309ab2409129880f851b4a0aa922f7e24924a06c30ef6874a5a00b,grover_4,Grover,54,2
de6c0eaa11dbb8cb038759ba22e2ae33584fddad76d7f93a185f16b9e2034ea9,uccsd_4,UCCSD_inspired,54,4
de948303c9c984b841388b3aa67f077ef51521bf18b9a003b8ea79b973958b75,vqe_twolocal_4,VQE,53,2
df499dded1e0518f2f6266b9f0e35d3c81e6057b5ba6e6decbb0f26370e5bb03,ghz_6,GHZ,54,1
dfb04a777b1d92f2bd1c26ca8fecfc77e6e9e7fe6b9091cef1ea2753dd14dae8,clifford_4,RandomClifford,54,8
e00e580e23474658e32e03271e9930d065185c3eea39cd126893c951749d2ca8,iqp_8,IQP,54,6
e088528b02a19eec385f62f0fcc85a3229fa96910264b09991adb2dcc6fd3870,vqe_twolocal_6,VQE,54,2
e0b3e1cffafcde6de2affb92f841e127bb661b6483670899f818b5dc9fe9021e,adder_8,Adder,54,3
e166fa2a19a186e5e1137d16871bf8113bf541253cf619d063dff93086ac2fbd,grover_8,Grover,53,8
e1e87948c1add56cf7276d71868a09a47fa9a3c181b86099ca4c0991612b1e44,uccsd_6,UCCSD_inspired,54,4
e2143d08e116cb3586d657f776bf753f5b6696964a06ed9814fe6dc5d6a4f903,surface_code_5,SurfaceCode,54,1
e26eca49b8903c7b025bb5c3be2146eaa21c6fab5a1606c2bb182de89c74b664,clifford_6,RandomClifford,54,6
e4bc9db5147e3cf352a2b34eb199daa122ba5549fa5d7b3f3f678a4af97036f6,surface_code_8,SurfaceCode,54,1
e4d691f8c012af76095e7a10ad56544d75b24ab2672cd278233741ac8ea1250f,bv_4,Oracle,54,5
e531af1f8b94fffea8b8bce63a1597bd0985b332e393c62efb10770617f93294,hardware_eff_8,HardwareEfficient,54,3
e541b465d3e72bc04ff8e5a4eb83441dd9b5c474b735a707e491dfff3e8ff456,qwalk_7,QuantumWalk,31,9
e5bbbd1f18635ae8322525fdc27639ee5570adb4ddc5f530d7a8cb95f2790501,bv_8,Oracle,54,6
e70adb6d3e5448619b259d6e825d34f94cb868684eb2b940009ecdb58c7275ee,surface_code_4,SurfaceCode,54,1
e761adf8efeac5c21762208c08429dd4686d16eb4cbc1582e6d4ebc809852f66,qft_6,QFT,54,2
e7c3197175704bce082edb885d4fa6328a0f697d629942098860c96b5b014a8c,qaoa_line_8,QAOA,54,2
e7fffabc07b75ea40680bf5a6622f4cdc16711362459ed4523e903018e295e22,hardware_eff_6,HardwareEfficient,54,3
ea35cdaebcc83e38febe7db50517ceef51edfed198ba7cbb4f3cc64485df66df,bv_6,Oracle,54,6
ea4cff4dbbb34657d0633d5d1bcc4831684ba4949396d8256e08ea5b99fa4636,qwalk_4,QuantumWalk,54,6
ea616cc3027e3233ee7136c2491ed791a67189fd196da0c12b55f980a7200a76,haar_4,HaarRandom,53,6
ea73428471a9248638dd006062cec1db6ccaa07e8d43e75ef1c93ebe8cdb08c1,bv_6,Oracle,54,5
ec754f7e3892ee8ca405ace36ffa2cf3d8489863d2f83852f623de773dd94b1e,qft_4,QFT,54,1
ec9289c88d9acb9814cb60890e2e2d888e2853fae21087e87cdc61fd856c3ee5,surface_code_8,SurfaceCode,54,2
ecdc88be58bf549d56d32e78bd4bc92867b980440b9b1b2d29c6a6a0c98bcfe2,uccsd_4,UCCSD_inspired,54,3
ecfd2572e51eb6ffed7dc27ff03ff03e0340732f1c1277c844b7427722591d79,hardware_eff_8,HardwareEfficient,54,3
edd5a22e6ec1e0d26a85c6c718e1e94836f192ceab2dbfb5f4d8a6786339dd0d,qaoa_line_6,QAOA,54,2
eddd39fb7713c30765eff96b2b18a93b5a81f161905df421991d8256e7b31b8f,clifford_4,RandomClifford,54,7
efcc1de189949fabda88791e6b68d73aff3b14e37c742a15535d4e16dce0f0ac,qwalk_8,QuantumWalk,0,0
efe05a598852b28e2f1b7f34b2184f3989d4eb2ea9ee1ee00b340a751d905e75,surface_code_7,SurfaceCode,54,1
f0ce08a94e8912e5622a6df3ca1903091c67e592bc993e854d2aac9723e208a7,grover_6,Grover,54,6
f1284efd15a9080f1c608580385172943d833e7426babe23f2a385b344fca9ac,qwalk_6,QuantumWalk,54,9
f1385dea23b197291382303ec5ddac0c2b35748e3eb579fdc7cf835943215c47,adder_4,Adder,54,1
f1bbfe2c5554ef1e3780c3589fe5016e2871845659c086dd38a099ad9bd9415e,surface_code_6,SurfaceCode,54,1
f360b2738c36711c1019ce7764c30286bb612c574b1f9d512b2ca2afeaad5639,grover_6,Grover,54,6
f4b0bcb6432520607dadb467eb5e704c725dfbb16639473eee8c5a019635e799,qwalk_7,QuantumWalk,31,9
f5218a03ce51439316bb3e4b2f5acfecbedb82b79c39fa380d33bec3ad235abe,haar_4,HaarRandom,54,6
f5800ccda7bc5fe6d0223d2c5024b1e92540cfdc9389dbbd217178e1660d20cb,iqp_8,IQP,54,8
f5abe5e6eaa29a69e1bf7d01179729f0dbdaec8309b1956baf7cc1f60ae61b0a,grover_8,Grover,54,8
f6bad2be7e968d27cb136e3528e2562cdb27eccfd23b265b21bc4684c8c2ff48,grover_6,Grover,54,6
f82545ab8dd2e124bb20b12a2943a1f6d29666837c03c9275f4c803dc1929c72,bv_4,Oracle,54,5
f82bca5573e6e4f880dd93e93fbd33df5af794da6882ff8adad6e33e221312b3,adder_8,Adder,54,3
f88dd26fe808edabf53419e020b87e3b4a517886def363d693787b3bc9728cf8,qwalk_5,QuantumWalk,54,9
f9d16c2d718e8feb24e5f21b7bc25db092d80ca773e1eeec21eebaf6cdf07b81,bv_8,Oracle,54,5
fa9e1b48ab72bf8257e53fa08802bb8190d6d9ea0feacf0444e455c6a6058b83,vqe_twolocal_4,VQE,54,2
faa92b4b8c5dc1e1c3f300c4914c715114a30697cd05ffab2f7353daa84168d5,hardware_eff_6,HardwareEfficient,54,3
fad3c5f191237ccefb3283566a70159b1baa6b56d18ce49a8add74141be307f5,surface_code_4,SurfaceCode,54,1
fbbb1f6cb302de75c9077919dccba48d46bf95447cc57a644a2377416daa7c26,hardware_eff_4,HardwareEfficient,54,3
fbc4d3c061750bc2d5462260e0508f2ff85141dcec68e851026e02ad27734a4c,qwalk_3,QuantumWalk,54,5
fc2908d6c4fd8d02ebb288c7d8a25dc4e5b9a8036c7104236e5788bd6a0d11cd,vqe_twolocal_6,VQE,54,2
fc9c0098d5d07331d9cb6faf263afc0d636a3b06394b50375880dd47fed4a931,qwalk_8,QuantumWalk,0,0
fcc1daadc89b349ed68d575311f3e662b665486c74c598f45f3b363c8841378d,grover_4,Grover,54,4
fd904e687f3606b7bbc5cd8c5f015303fb63612af2cc5137bd4ac9367a00f3f1,hardware_eff_6,HardwareEfficient,54,3
fdae7380efaf259898d620665d1e44cd04b23f73bf766b851f7195de78f58d9d,clifford_4,RandomClifford,53,8
ffbccff06f7f6ee0e5485c7374bbae521e513bf19f08f375c992f0d2c68d895c,adder_6,Adder,54,3
fff9e82ccf288b69ac39de668fca6fe3c6b30b9b7b6254dc68246f60aa6e303c,uccsd_4,UCCSD_inspired,54,3
