semantic_cell_id,input_circuit_sha256,listing_model,rule_set,window_gates,successful_budget_count,formal_success_rows_bound,qpy_sha256,declared_qubits,ancilla_qubits,active_qubits_static,logical_gate_count,logical_depth,multi_qubit_gate_count,two_qubit_gate_count,measurement_count,reset_count,swap_count,toffoli_ccz_count,logical_t_tdg_count,two_qubit_depth,logical_t_tdg_layer_depth,interaction_graph_pair_edges,interaction_graph_density,contains_non_clifford_t_operations
00205b147a2ee498523a524e39c501fe6e7bf0b321375dc5b5d6d5bc28b87b8f,dd0bd9d601309ab2409129880f851b4a0aa922f7e24924a06c30ef6874a5a00b,LBL,COMMUTATION_PLUS_TEMPLATES,64,3,3,aec2fbe84bd6bc6e5003a68116fe2b3584e419fdbf2996eff44e909e2d4857a5,4,0,4,80,57,28,28,0,0,0,0,0,28,0,6,1.0,True
0047f74fd89f955e70d8dcd9a6a09524e73948b4c115174b68482b42b34e9f69,d75b107d6610e55aacfddff9d177a41d58656d6851d4b751fc8b7a09d03890a5,WCL,COMMUTATION_ONLY,16,3,3,32b2081b6192f4d2dfa62cc49d1543b2214e9323472b79ddada0214822b2dbb4,8,0,8,68,28,36,36,0,0,0,0,0,17,0,18,0.6428571428571429,True
00485f2d8483f4d7dbeda4d87fe69063fb568e719cb01b0cef3f1cf67a73d0fa,adb7f9987b9b0c05e801b5fd0511f99788c5efa1cba7a076de804d89d6620b85,RANDOM_TOPOLOGICAL,COMMUTATION_ONLY,4,3,3,d7a2b61e47b037eaf0b20d79d65d5586510efca0d843ae080995de4d27c5ed25,4,0,4,226,179,96,90,0,0,0,6,0,90,0,6,1.0,True
004c39c30539efaae345f3cdafaa13c90e43b38658422144d0a691f3cf0b4ecc,a9cbe813352eb8bbddbb6de7feecde853f066b5cf29e96a7a2f84a6cd354761a,WCL,COMMUTATION_PLUS_TEMPLATES,4,3,3,d3bd9958a135c525d514ebf5f4026d83bce2217034e0940b13ae27908648f9c5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,False
00523c2c843d3c14896d214e3fa906e12f1d6c87a53ae36beb8c15cb17c562d4,5eaf1f2b9f33724492a3e71d4e8ceaefbf99cfd60c760cd93842c60ec7375ec3,LBL,COMMUTATION_ONLY,16,3,3,ef4e7f253633f035363c0febf03fcbc9d568f21035ae5f70667c44c49ea57d44,6,0,6,46,13,10,10,0,0,0,0,0,7,0,5,0.3333333333333333,True
005dd9191985e8ad9e1cc2ec928fd6b7d43973c60ca3e2ec6041507dc1de5911,dc8ceaecb8e2ef6b2a8168d75f511498a0bb1c550f459c37996e52c89e84ba85,RANDOM_TOPOLOGICAL,COMMUTATION_PLUS_TEMPLATES,4,2,2,302d799014833d5f05be85cdc161b63470bffad355807bb998048a0fcdba3ccf,8,0,8,6976,4863,2904,2898,0,0,0,6,1458,2270,949,25,0.8928571428571429,True
005e317517876cdd9208db22511acb6e259fb362ee9f97d95f8fa35603067179,f82545ab8dd2e124bb20b12a2943a1f6d29666837c03c9275f4c803dc1929c72,WCL,COMMUTATION_ONLY,4,3,3,2f794daef96108052ccda8991e1cb4c6c197225fd72d60ebabc56843c20001cd,5,0,3,10,6,2,2,0,0,0,0,0,2,0,2,0.2,False
00641ddb4441176b40c8c84c916af3a902fea4fd2bcc4aa5d120a6757694f804,fbbb1f6cb302de75c9077919dccba48d46bf95447cc57a644a2377416daa7c26,RANDOM_TOPOLOGICAL,COMMUTATION_ONLY,64,3,3,cf18c7b36cbf882304da62884a92233056aeb74e7d56da19bea421ea185dca2f,4,0,4,22,8,6,6,0,0,0,0,0,4,0,3,0.5,True
00777b7d38f915be7d13adefc195bb2b9835b9d6a11056f6d482e9c8103af230,08824540c17b7e5551c4fed38e25fb7c445eb88bc2adf305e2ac828fad4d56a8,RANDOM_TOPOLOGICAL,COMMUTATION_PLUS_TEMPLATES,4,3,3,07c7c52c63743b6dd662b6d2c029b9e67624513ca63b282c02ed0af01908b7f8,10,0,10,18,9,15,6,0,0,0,9,0,2,0,18,0.4,True
007a934b51ddacb2eb868b0644c6b2b447858fc5ef4c526fa15ab78a9465b430,587577f385cf54a3edd3cc639b3ac8cc5aa139f2ef414827515ddc7be4c12104,LBL,COMMUTATION_ONLY,16,3,3,4df562769ac79b98c9c415dbdab568dff3fa835e9aeaafd2aff869a05d1025db,8,0,8,8,8,7,7,0,0,0,0,0,7,0,7,0.25,False
007f56dc0d5bf9a15693648f6a791f40a7c249081af048ec56282da09a7378f9,893f6526bf6a6d3aeec9c02876eace88e08e93caa6ed56c50764daeba95b4560,LBL,COMMUTATION_ONLY,64,3,3,c5bde19673ce8a73c5aaac8e16878040e97f0cbd8cd2095e56473bc06dcc0ff4,4,0,4,272,189,95,95,0,0,0,0,0,94,0,6,1.0,True
0087cf8e02ba8bc18ddc6a9bff963a2745d0962878b965f66cf106e576c9bf0f,ecfd2572e51eb6ffed7dc27ff03ff03e0340732f1c1277c844b7427722591d79,RANDOM_TOPOLOGICAL,COMMUTATION_ONLY,64,3,3,234d829072bccbb68aea98ec9bfa54b7ee84bad675b39c47b1626a798a4e9b6e,8,0,8,46,8,14,14,0,0,0,0,0,4,0,7,0.25,True
008cd74033ae0c4798fefa17a4b20019b005c9f41395260930b5b0e9eae333d3,c91f83f84726fdd86c22a20ea08453d780f2bdd292a5b3b056d983430ea40d06,RANDOM_TOPOLOGICAL,COMMUTATION_PLUS_TEMPLATES,64,3,3,a9561952cffa7c64ac4e60783a6e88d2e2529eb48a1516b71d58e70ffed28bb9,4,0,4,82,59,28,28,0,0,0,0,0,28,0,6,1.0,True
009eadff76272bee693876277e8bf04a123529586fa35e875b0e531c7f47af75,49e4535dd05722cfe2cfda0d59fcc03e485eca61c04e97f3b303a014d4a4357b,LBL,COMMUTATION_ONLY,16,3,3,8c3536855cd7cd10a41a738cea7c320b47c329210a6867c37b0147c362593e3f,8,0,8,46,8,14,14,0,0,0,0,0,4,0,7,0.25,True
00a721136b67b49d25cd275360d80e3fb0e8b03ac9d8d6c7a283ca46f0249944,28bfaeeecb293e1f876f9558f967228672ed62c635b047fed680c0fd03f9b918,WCL,COMMUTATION_ONLY,4,3,3,c3d5aa262133068133a2c047c37acdf114b29bf98374b958fdc12027faa13a71,6,0,6,36,10,6,6,0,0,0,0,0,3,0,5,0.3333333333333333,False
00b4497e2d61e8696160a0688d5ca05e0b4d21b11640a3e25277b187feadfdb4,1da141578648db952d0c0258f06e9ac1c658cc518f58ccc3eae0aa459e7dd61c,WCL,COMMUTATION_ONLY,16,3,3,568a9cb7b6a6075794b5d9e2e88474d09acb49fd4d9a22e04cbc1346e0511fd7,9,0,6,19,9,5,5,0,0,0,0,0,5,0,5,0.1388888888888889,False
00ce46a81ae5d20400dcd931f451094b82dfb2167f4e3f9aca028a38aa47e000,43bca13faef5c6cfe77a9608604ef4b0638bd1866f694ba91570d8417f61f6dc,RANDOM_TOPOLOGICAL,COMMUTATION_PLUS_TEMPLATES,16,3,3,bb3512d581c94d2c389022aca297fa2a7f661072083eaaab9aea60193777b7ea,8,0,8,46,8,14,14,0,0,0,0,0,4,0,7,0.25,True
00d26bc9d5548750eea180989fa0830fc472fdf36329e3f5c2ed00823abd93db,1e0a27417d327285c170dedda1a30b6477266b0adcb25849edabf48071b99ff9,WCL,COMMUTATION_ONLY,4,3,3,d7d3b827937320fdf80382598f5548339ab830b3110b2932e24c204296e88b71,6,0,6,34,8,10,10,0,0,0,0,0,4,0,5,0.3333333333333333,True
00d27bcb512f001cc0699632ce70d0729fa5bea504db22b3f5bdfdb65953cde2,11ca0a34ccfcff1362a4d080d776863708b5bb85227870100bccb7ea7d29a31f,LBL,COMMUTATION_ONLY,64,3,3,55bd937b3fbea052e91f77ef7b96d25ac8f5ca464725c6b98876b4eac6e530ff,7,0,7,10,8,6,6,0,0,0,0,0,6,0,6,0.2857142857142857,False
00d987bee3430b472a47574003cc894a23c3699e1b8898ae51dd6e7961af1c23,ec9289c88d9acb9814cb60890e2e2d888e2853fae21087e87cdc61fd856c3ee5,LBL,COMMUTATION_ONLY,16,3,3,dbbbdc2ff9fe8d9dfa2b9a860b501c6e8930013b045415dd710204e8231dddce,9,0,9,13,10,8,8,0,0,0,0,0,8,0,8,0.2222222222222222,False
00dc50c54f8f2cfcc3ae57b44a238ad0a4e2cd3e632281fc5c56b35880ec2020,826a81832c43fd3beaa5ea66f63d19579c7ae7c3f309c590d3c64709d2be3057,RANDOM_TOPOLOGICAL,COMMUTATION_PLUS_TEMPLATES,4,3,3,8f9be87ce19d34acbc8da74080040b66828f62db22be4b9eb7826d25e8620409,9,0,8,17,9,5,5,0,0,0,0,0,5,0,5,0.1388888888888889,False
0100c6111bc58625575245e52a89395e44c6b264c889bc34ca8bfa44b1575de6,baa36a6bacd09d29a4e1ac1a3471506608430765957e6bc127dfa683d2dcf33d,RANDOM_TOPOLOGICAL,COMMUTATION_ONLY,4,3,3,7d6f93f23efe7ea446c23c978ca2c5416650e99d0bbdf02f43bccd5094a3b33c,6,0,6,34,8,10,10,0,0,0,0,0,4,0,5,0.3333333333333333,True
01091840e062f8f83487abf020f6b052dabec08f7757f9f30948ad4f22846c3c,2b1cde4abea2ed44a9eb8279de400f807116abcb88a364fd04bbb05b1c3244ae,RANDOM_TOPOLOGICAL,COMMUTATION_ONLY,16,3,3,6e7ca92d9765ccea9474a5b4021bfec7c5d9c14d2832e2bdf32575d382e34e38,4,0,3,10,6,2,2,0,0,0,0,0,2,0,2,0.3333333333333333,False
011a6c54d75a17ddff34573653ca8e335234c09226c2886194568c83bbd72965,50b8786b19b903fee03c7d549eeadd02f826e61a98ec20ccfe13816a21e87930,WCL,COMMUTATION_PLUS_TEMPLATES,64,3,3,7125ccb3c4638a06f0b26f4f9992667f60ab1cbee02f9a1615f0ce622399ab52,8,0,8,1100,756,438,438,0,0,0,0,208,339,159,25,0.8928571428571429,True
012560049ceab77b745e1b6ce26d4fae648f2af0404f47f516b331bf1ebde60f,f4b0bcb6432520607dadb467eb5e704c725dfbb16639473eee8c5a019635e799,LBL,COMMUTATION_PLUS_TEMPLATES,16,2,2,0bcd2619a17455dc0a0895bc22f20c50027a7e1510b5cffab31d2e49882e5a5d,8,0,8,6970,4863,2904,2898,0,0,0,6,1458,2270,949,25,0.8928571428571429,True
012c783829237b8e907c92d024a6a18022194199752f388b2fe5648b81317b76,495bef64d81542b62d65ea7f3ea2f68c15fd96f817571830c26016e760cb0b20,RANDOM_TOPOLOGICAL,COMMUTATION_PLUS_TEMPLATES,16,3,3,70289c2bd4cc8492b9d4835dcad8b8b98800d495f8caa08d682b795d59fb057c,8,0,8,10,9,7,7,0,0,0,0,0,7,0,7,0.25,False
0137770e8ec1a22f64000b7a46dafb1adecb60a9efed02f188bfc457e5b5f3f1,0cdd5a16e73c23ba58925f4d39695d1266fd02932361888693ce1d5d922fd6ce,WCL,COMMUTATION_PLUS_TEMPLATES,16,3,3,ddda191bac621b1b68cfbfee5806378fcf3b2cc27268c51787a618135908a1de,4,0,4,7,6,5,2,0,0,0,3,0,2,0,6,1.0,True
0137922e52bd5632ecce9f44de6b128d466b7d581fea58eab875cc2c073744f1,251f2e6bde8df1f5e9ec01838a8651a4178e7cd4f49748cd82510544d5869691,LBL,COMMUTATION_PLUS_TEMPLATES,64,3,3,b931f8af416f8ca3767b3be76cbde1fbb629f953e559fbceae4c94a8199f6c79,8,0,8,62,15,14,14,0,0,0,0,0,9,0,7,0.25,True
014dd4ece095aa99b68564fe776b521fb841dfe0fac42cb9a49c19eb74186ea8,59b729dbea5b2457f083d3577ed253a3b4f24dfc11f1e185af454468b65fb400,WCL,COMMUTATION_ONLY,4,3,3,c825321176b2e59c2e1e1cef005157063477688021f46ac582f6ac0dff5de87d,4,0,4,14,6,2,2,0,0,0,0,0,1,0,2,0.3333333333333333,False
016fd2b05477324a8c4a5561973012ec42f7ffe412aa56c569ca8c5ea742511b,3f042fa9b9dbce7185f41afba08f1499752dc0e6949614c29d69df95229d96bd,LBL,COMMUTATION_ONLY,4,3,3,92f2b87ef1703059a0484f75792414abec377780dd0bdab67f1f85d22cd85e03,7,0,7,9,8,6,6,0,0,0,0,0,6,0,6,0.2857142857142857,False
0188b49f3da14d8abf4450e8602025f9250ff53456d7f409fc608db2a337bb4e,251f2e6bde8df1f5e9ec01838a8651a4178e7cd4f49748cd82510544d5869691,LBL,COMMUTATION_ONLY,4,3,3,b931f8af416f8ca3767b3be76cbde1fbb629f953e559fbceae4c94a8199f6c79,8,0,8,62,15,14,14,0,0,0,0,0,9,0,7,0.25,True
01895fbc16745e44e886dc1accffcefa406223ec521ea6d1715cee45461c6eaf,0c385466b36d1cfb45b9905a2268a95cbec405473b691709845e71a0553c0b79,RANDOM_TOPOLOGICAL,COMMUTATION_PLUS_TEMPLATES,16,3,3,8b532142dcebdd6e932e0d566d432f8752c07b114bf6747bb409de4d3344e81c,9,0,5,6,6,4,4,0,0,0,0,0,4,0,4,0.1111111111111111,False
018bb721cbc71e51a7f4de6fee2d1bfe09f30762a25fa449c133a73f5549030b,146c3e821e8145d085eb90027904fa7f60f9de8430825fefc368f5c286fa991b,LBL,COMMUTATION_ONLY,4,3,3,106afbdfba2905b1ccf512125043e57de0c12e5464c4510c493079d984089d07,8,0,8,46,8,14,14,0,0,0,0,0,4,0,7,0.25,True
018cf35904b82a02076bcdfdd0d7836a48b096c7779edde351db38828e55869f,adb7f9987b9b0c05e801b5fd0511f99788c5efa1cba7a076de804d89d6620b85,LBL,COMMUTATION_ONLY,64,3,3,d8606f4c4f60c94dcf9ca488153d367796541895493a8429ec17e3de4734fbff,4,0,4,226,179,96,90,0,0,0,6,0,90,0,6,1.0,True
018fc19da306ef9c1f44be0a231fad7715b9ea0b994f6a91ae3f2f8e23b26d44,27de95acc938a43758948985fc9dc86e4a392285121eaca84e3a9c40bceb4e31,RANDOM_TOPOLOGICAL,COMMUTATION_ONLY,64,3,3,41e98c639a0ab577849e02f3497a559488bdaf323ed66a8da5a6e5eb2110bd48,4,0,4,30,18,12,12,0,0,0,0,0,10,0,3,0.5,True
0196c8e24bcdb17c061efbd623c5460627e2c335344d6032d57dbf6165dc709c,e7fffabc07b75ea40680bf5a6622f4cdc16711362459ed4523e903018e295e22,WCL,COMMUTATION_PLUS_TEMPLATES,16,3,3,1011d4d28b8fc7cd3fd53bbac1ee91a64e43091fe5589f11b30265a40b5e078c,6,0,6,34,8,10,10,0,0,0,0,0,4,0,5,0.3333333333333333,True
019cedea130d3fc9b2850e3147f1da28104db07f1c0f1a82f2e9e88903cf76a3,4c91554a6a7a29ac388f41e86df4db15dc97853874c7d6e7defca805db616d06,RANDOM_TOPOLOGICAL,COMMUTATION_PLUS_TEMPLATES,16,3,3,86ecfbc5f4482c2e76448eac68d9a3de82c4c43da0c06f54b0858a068081c9ce,6,0,6,46,13,10,10,0,0,0,0,0,7,0,5,0.3333333333333333,True
01a3add5d3d19fdf9cd365627542f11ea469c35118e9b7f39f36194cc02475bb,ea616cc3027e3233ee7136c2491ed791a67189fd196da0c12b55f980a7200a76,WCL,COMMUTATION_ONLY,16,3,3,61f94a85473636ed9f9a5fcb135aa819c350100d39f5eded279a6c75986aaa63,4,0,4,273,189,95,95,0,0,0,0,0,94,0,6,1.0,True
01b385d0e73ab5b3ba2b2bc8ddcf4b739d407cdfe210368b88b566036c6b0ed7,e2143d08e116cb3586d657f776bf753f5b6696964a06ed9814fe6dc5d6a4f903,WCL,COMMUTATION_ONLY,16,3,3,db3ad730bfd33af0987091c63665e9c33f0d938427246806b2a0643e46abcbd5,6,0,6,8,7,5,5,0,0,0,0,0,5,0,5,0.3333333333333333,False
01b527674e27a9061ca04fcdcaf11adf38b4e5cbbcf6aaf510fddbc69c37eaa3,50d40ab13a27632abb0016ec2e9af6972f0134cee65529429f585010b7f83a33,WCL,COMMUTATION_ONLY,64,3,3,1560dd1cc70a9a8f268dcee340cbde6a3a9d82556e60fe67ad9d1093890c0bf5,8,0,8,44,11,6,6,0,0,0,0,0,4,0,3,0.10714285714285714,False
01b6edc043bb1a11f588fa26176a976e07abb673c774e7534864839fd625fe05,c15ccd1efbe0b71c21464e888a978afbe6b6cf006bd895873c7d9b8e51efbaf0,WCL,COMMUTATION_PLUS_TEMPLATES,16,3,3,903689bf9bc14ba19231d6d88dce1880ee36860560d6f4ea5bfeb5de14951d4f,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,False
01b7a467e0036bedb2a094a48ce5f2b8cf7ca28eb8a12d31e1e14dc5478271c7,f5218a03ce51439316bb3e4b2f5acfecbedb82b79c39fa380d33bec3ad235abe,LBL,COMMUTATION_ONLY,16,3,3,3266dc630227ed630be60e0927c775d499f20309bfa38dad10b993c156a7c968,4,0,4,273,189,95,95,0,0,0,0,0,94,0,6,1.0,True
01c6877036f37c4478d10267be59921b890e97ec4a815c499da52e524c611bdf,1da141578648db952d0c0258f06e9ac1c658cc518f58ccc3eae0aa459e7dd61c,WCL,COMMUTATION_PLUS_TEMPLATES,16,3,3,d3d67cf8d526385ed002d59524bd54330ba9ca33f57a4bade503f2212deabc0c,9,0,6,7,7,5,5,0,0,0,0,0,5,0,5,0.1388888888888889,False
01cb0f2413c12b5042545b88707162b2f1842c602d0b4d55a1aa5fb61f07e366,fdae7380efaf259898d620665d1e44cd04b23f73bf766b851f7195de78f58d9d,LBL,COMMUTATION_PLUS_TEMPLATES,64,3,3,2c5ec0add98f7d907ff5a182f8d7c40290ddd142d4fc17ae1ff3d3467732f95c,4,0,4,23,10,7,7,0,0,0,0,0,6,0,3,0.5,False
01cb333adcc09cb3f4efb7ae04c0c4c479b09514c1a0ce3a6e86765a96026028,2d71c39b26582071bf61dcf0fd75c33b46d5626b7983e36e786fa74e823155c6,WCL,COMMUTATION_ONLY,64,3,3,b94d5c61a0df86de1cca2776949318840c8683750694cf3040fbf54e778816af,8,0,8,28,6,5,5,0,0,0,0,0,3,0,5,0.17857142857142858,True
01cd01a9eddede5ce17e1a7e2a31e20fb24552e86430038d48c75227df9614e1,6d3b95d34d14070b7343cb878e296c782e0bb8553754324f96aa3678075d10e1,RANDOM_TOPOLOGICAL,COMMUTATION_ONLY,4,3,3,ce3b341c3d66c3480bd09556eebf50610e763c8a87c2936a9795f98fefe64811,8,0,8,70,29,36,36,0,0,0,0,0,17,0,18,0.6428571428571429,True
01d23cb9ccf384eff94f5bc3a960cd3f66bc733e0b062ad71fe50396faca780c,4089615b62e2dc0c0b1b7723660abedb66020a4036e6d847a938a772d0d6172b,WCL,COMMUTATION_ONLY,4,3,3,f74ecf6fe20cf194b411479b485d21de2f823fab1921b5b4d4820b146a7afdbd,4,0,4,30,18,12,12,0,0,0,0,0,10,0,3,0.5,True
01d5e9605667ad1db2dd1be13f970555eb5a30b095a520deb6fa82eba0442c55,08824540c17b7e5551c4fed38e25fb7c445eb88bc2adf305e2ac828fad4d56a8,RANDOM_TOPOLOGICAL,COMMUTATION_ONLY,16,3,3,07c7c52c63743b6dd662b6d2c029b9e67624513ca63b282c02ed0af01908b7f8,10,0,10,18,9,15,6,0,0,0,9,0,2,0,18,0.4,True
01d9141670814e2c0aa4b094bdfad5a053aba2c3d4633487ed1ffce6a5ea30cd,d47fbcf86d26708129ff7ec50334223b04f3b91344825d19f2600cab1a7800c0,LBL,COMMUTATION_PLUS_TEMPLATES,4,3,3,e0fbec6d904c78cac12ca6ea7782bc256e952e31f9a8f7db65e2b4e87dc1b3a5,8,0,8,54,10,3,3,0,0,0,0,0,2,0,2,0.07142857142857142,False
01ed8c9a216fa50d681123504d77bdb6209209547c6f8a7e2c66809600e772f5,ae182db40b924159285ac8bdf3845f1ffd37b35456f942ececf2ce981152b240,WCL,COMMUTATION_ONLY,4,3,3,37889ae31c88110d95b57a05fe8120fbc31d4004212f5c7b0c94ec596b19c7d2,6,0,6,34,8,10,10,0,0,0,0,0,4,0,5,0.3333333333333333,True
01ee7edbbd668f7f6328956eb29373742f82e3752bcc6f55b71b9e872f9558c2,de948303c9c984b841388b3aa67f077ef51521bf18b9a003b8ea79b973958b75,RANDOM_TOPOLOGICAL,COMMUTATION_PLUS_TEMPLATES,16,3,3,5a4c41c601fa783126dbcf406009288ce7cc0b151f05e4a25c52ef695b1848a6,4,0,4,30,11,6,6,0,0,0,0,0,5,0,3,0.5,True
01ef9d95089cfed0808c0b26898ec4bbd5fc11bcfb5b965691857cdf06c04343,2a80f64340c58306fb04a784ab1f93b8bc47dddf3b2084721a18783df59e4275,LBL,COMMUTATION_ONLY,16,3,3,9457e518dd1c478d038b8e43106f686fa94f6b688a193a68e6bbaf7640c6575d,4,0,4,273,189,95,95,0,0,0,0,0,94,0,6,1.0,True
020cfb82a25797473c8c34973d2515685d489f5252732feaeb698739b86b7b4d,6a973daf65bd418bdd08beaf9461e58945e15cfd7d372f99f1bfabdf665daccf,RANDOM_TOPOLOGICAL,COMMUTATION_PLUS_TEMPLATES,16,3,3,308c194c769e5fa996fd86d12c3cb9bcdd6052227783a8e06aa8f407d387894b,10,0,10,18,10,15,6,0,0,0,9,0,2,0,18,0.4,True
020d1f497a11eefe1d813d8f67d3a7a973e128d45da966ce32ca41c41c13f1a0,8b29e59e3a39db333187ef02a279d7723f487d94b438e8e97ce4d73eab48b4e8,RANDOM_TOPOLOGICAL,COMMUTATION_ONLY,64,3,3,8fdf3d4cffbf475e753a9cd1a8b39d56a7237c4bf255b19267907803c700b973,4,0,3,14,8,3,3,0,0,0,0,0,3,0,2,0.3333333333333333,False
021540ce6095447019c50ececaeb1f93436bb2b5022bcc0dbf22691f912d6b7d,c3e848fe6db54137fa92444db2668cef254476947d748c8e25e29c13f6d30cb7,WCL,COMMUTATION_ONLY,16,3,3,7972b44c97e28a4ca1b0d103f42898be0161a64ffe587f2736c8fac66cffdd89,4,0,4,30,18,12,12,0,0,0,0,0,10,0,3,0.5,True
022fa4e9236f749f32840f5ddaacba3235ba3899175c93bf0e3ca45c85306cd0,834aeb4ed3be004b7a0b3e681d43de66de6de8f35a5e9fb1bfa818d7b959284b,LBL,COMMUTATION_PLUS_TEMPLATES,16,3,3,9da903810c387f8ab08bc166b9e1d629f797b8d29af49b6bcbb486a49d5a3427,8,0,8,62,15,14,14,0,0,0,0,0,9,0,7,0.25,True
0232b1977143ec1517c3af1aaa83915dd0a5789f557c0c1441d22632de66dca0,03b7ba6584cd57903d9049d3d8d9d802e36a1d22303218b80bcdf8645fad3484,RANDOM_TOPOLOGICAL,COMMUTATION_PLUS_TEMPLATES,4,3,3,eb69d7ed206a2dc7e9a18603c15c3d19ff85cdae57ce92fbac2fc7b4d49be3ad,4,0,4,30,18,12,12,0,0,0,0,0,10,0,3,0.5,True
024167f521f405444c9737b0cad1fcc9b527e985d902c718ecee609b938a12c9,b48696525dc16ace3d17f7656e6602f2710e54d030274a737712c3dc966a5f93,LBL,COMMUTATION_PLUS_TEMPLATES,64,3,3,8a094d76a05518d251083e071ee112d968414469efba772785cddf0ac8a4e5d8,7,0,7,3730,2615,1590,1584,0,0,0,6,678,1242,474,21,1.0,True
025f6e276a894a6652b80046788341583a61332d3b4dc6741c7fad06cc98dce2,c5d3cc7e27224a7f0435dbe10fc8c046011f5e3b58eea6c57431181a4bcbcb20,WCL,COMMUTATION_ONLY,64,3,3,04c8f3c73838eebc7feff150a4bd02c642102b647e25e979e8c9514a7f9aab11,7,0,7,3730,2615,1590,1584,0,0,0,6,678,1242,474,21,1.0,True
02644ea9ff31ad01d2997ea959a7f12e6f6697833913463eb1e049fbb2fe1086,6b06e5f02a79dad7060380635124093ca1f091f78aa2c79881017c4349543c35,LBL,COMMUTATION_ONLY,4,3,3,cfc6a9e97592b92ce991a00988519500a229519c1e447f161b7d16b87be76b2e,6,0,6,48,24,20,20,0,0,0,0,0,14,0,5,0.3333333333333333,True
026d73566cfa2f97480eb2d7154eccd05869cad47eb7c0ec0bd569ccacb5088c,e541b465d3e72bc04ff8e5a4eb83441dd9b5c474b735a707e491dfff3e8ff456,WCL,COMMUTATION_PLUS_TEMPLATES,4,2,2,222d2a67fbbec1d58877b028cb740ba2608843f118cec3aa8ea060709c905772,8,0,8,6970,4863,2904,2898,0,0,0,6,1458,2270,949,25,0.8928571428571429,True
0271df924afe9113f10878600acf767a5c0167f422f6041e5a552ad87ddea40f,b63fd2de0ff796d62723a6961d9f93b047c283f4c15875f6f34624e5c2b51a09,LBL,COMMUTATION_ONLY,64,3,3,8bb1094698ca210afcd1554ae57d282abb9c5ee2d1b04307c49c555eaa75f03d,6,0,6,24,8,3,3,0,0,0,0,0,2,0,3,0.2,False
02728087d82988938827c641c1011007ab3727ccb816652d74da0b8d6ff3371a,798f2da3852850a248b844c609e1ad7fb57b023a680e6d42dc556d31133c1a31,RANDOM_TOPOLOGICAL,COMMUTATION_PLUS_TEMPLATES,4,3,3,23edc9ffed44951c1a89ff4743089bbbd8ea5645e6fd3c4df8a69fce93c65f47,8,0,8,12,9,7,7,0,0,0,0,0,7,0,7,0.25,False
027932fff1bd18b6d6db5366b436642f6b986a42158683d17cdfec9fc37a714a,c3e848fe6db54137fa92444db2668cef254476947d748c8e25e29c13f6d30cb7,RANDOM_TOPOLOGICAL,COMMUTATION_PLUS_TEMPLATES,64,3,3,734c752e4d0525b821fb88deaa5571ce58b3fb7580e2ba5033fd3a533982cdb7,4,0,4,30,18,12,12,0,0,0,0,0,10,0,3,0.5,True
027ef09f8a808f11edd30ce2f6b762e379ba94867d45d7f00104cd32264cc06a,28fa1a35d35427a92d30c622a80840edaaf759c54c7873b8ef1ace832c84a0de,WCL,COMMUTATION_ONLY,64,3,3,2a9c112d701968ef2e7a020e9b8ea002a8723772eece06a6828e713c4e80ffa4,8,0,8,32,7,3,3,0,0,0,0,0,2,0,3,0.10714285714285714,False
02834962dd9473a3406566431d21fcb5244d9eba8bb0dc957d764d65ac3d204e,5562a10a2385796690312a16c52884a150b99c123c39cb6b12089a46cad0a542,WCL,COMMUTATION_PLUS_TEMPLATES,64,3,3,e7f4e8f60012487b1df8bfbb9634770f57197287643fe8557e79028080a2cb30,4,0,4,22,8,6,6,0,0,0,0,0,4,0,3,0.5,True
0287a0bf32f0cc75d6b03525fe15dbf05c1a456e6ce01317d07b6196173ad10a,6194c79c6876f931fd4dd2e105ee631824a9635fa4fec3f8ff6e7642655610e8,RANDOM_TOPOLOGICAL,COMMUTATION_PLUS_TEMPLATES,4,1,1,58534c9a396183dccc036c4da2542b246bfbc4f995becd6b151a1de01d72fdcc,8,0,8,6980,4863,2904,2898,0,0,0,6,1458,2270,949,25,0.8928571428571429,True
0295f084e9b1564e527c7431c3eebc2abff24bea71c352a2343298cb17cca113,b72eb04aad8622c714692f86379ddbd86e546720b70e03867b27fc5229606036,LBL,COMMUTATION_ONLY,16,3,3,dd472b7e90f0d3c5e4ed702312710628aab3f05865066ded1eea8187ed96bc54,6,0,4,13,7,3,3,0,0,0,0,0,3,0,3,0.2,False
02a070ee693c1ea0577c7ffca7f3e2dcc65cf3f422c1d3b0417cc5a231ec9d97,c89d31d25881b4b5dd8323251c36c8c21866d3fa920f89cfd20f0916925d98ed,LBL,COMMUTATION_PLUS_TEMPLATES,4,3,3,1184d09ae1f59fcb12e67882e7b4f3c427839a616f6d918895982aaf53ee3dd6,6,0,6,51,24,24,24,0,0,0,0,0,13,0,11,0.7333333333333333,True
02c0c35637119941b3ef689a9096ea08c8151d0c32fae2d42c3a61de5092b87b,e166fa2a19a186e5e1137d16871bf8113bf541253cf619d063dff93086ac2fbd,RANDOM_TOPOLOGICAL,COMMUTATION_ONLY,64,3,3,277318744a45e2c4501ee35da6b98d550cbf2effd432bf6475a072a628a5d916,8,0,8,1087,753,438,438,0,0,0,0,207,339,159,25,0.8928571428571429,True
