schema_version,experiment_id,run_id,timestamp_utc,mode,n_qubits,depth,trial,seed,optimizer,listing_model,wire_traversal,original_size,optimized_size,reduction,fidelity,runtime_seconds,success
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.619952+00:00,full,5,1,18,42000118,greedy_gate_cancellation,LBL,False,5,5,0.0,0.9999999999999996,0.0010020732879638672,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.619952+00:00,full,5,1,18,42000118,greedy_gate_cancellation,WCL,True,5,5,0.0,0.9999999999999996,0.0,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.622464+00:00,full,5,1,19,42000119,greedy_gate_cancellation,LBL,False,5,5,0.0,0.9999999999999987,0.0010061264038085938,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.623464+00:00,full,5,1,19,42000119,greedy_gate_cancellation,WCL,True,5,5,0.0,0.9999999999999987,0.0009996891021728516,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.624462+00:00,full,5,1,20,42000120,greedy_gate_cancellation,LBL,False,5,5,0.0,1.0,0.0009984970092773438,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.626472+00:00,full,5,1,20,42000120,greedy_gate_cancellation,WCL,True,5,5,0.0,1.0,0.002009868621826172,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.628468+00:00,full,5,1,21,42000121,greedy_gate_cancellation,LBL,False,5,5,0.0,0.9999999999999984,0.0009982585906982422,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.629522+00:00,full,5,1,21,42000121,greedy_gate_cancellation,WCL,True,5,5,0.0,0.9999999999999984,0.0010535717010498047,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.631543+00:00,full,5,1,22,42000122,greedy_gate_cancellation,LBL,False,5,5,0.0,1.0,0.0009739398956298828,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.632564+00:00,full,5,1,22,42000122,greedy_gate_cancellation,WCL,True,5,5,0.0,1.0,0.0010211467742919922,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.633549+00:00,full,5,1,23,42000123,greedy_gate_cancellation,LBL,False,5,5,0.0,0.9999999999999989,0.0009853839874267578,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.635555+00:00,full,5,1,23,42000123,greedy_gate_cancellation,WCL,True,5,5,0.0,0.9999999999999989,0.0020051002502441406,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.637472+00:00,full,5,1,24,42000124,greedy_gate_cancellation,LBL,False,5,5,0.0,0.9999999999999998,0.0019176006317138672,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.638471+00:00,full,5,1,24,42000124,greedy_gate_cancellation,WCL,True,5,5,0.0,0.9999999999999998,0.0009984970092773438,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.639470+00:00,full,5,1,25,42000125,greedy_gate_cancellation,LBL,False,5,5,0.0,1.0,0.0009996891021728516,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.640470+00:00,full,5,1,25,42000125,greedy_gate_cancellation,WCL,True,5,5,0.0,1.0,0.0009999275207519531,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.642470+00:00,full,5,1,26,42000126,greedy_gate_cancellation,LBL,False,5,5,0.0,0.9999999999999989,0.0010001659393310547,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.643470+00:00,full,5,1,26,42000126,greedy_gate_cancellation,WCL,True,5,5,0.0,0.9999999999999989,0.0009996891021728516,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.644470+00:00,full,5,1,27,42000127,greedy_gate_cancellation,LBL,False,5,5,0.0,1.0,0.0009999275207519531,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.645470+00:00,full,5,1,27,42000127,greedy_gate_cancellation,WCL,True,5,5,0.0,1.0,0.0010001659393310547,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.647472+00:00,full,5,1,28,42000128,greedy_gate_cancellation,LBL,False,5,5,0.0,1.0,0.0010023117065429688,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.649470+00:00,full,5,1,28,42000128,greedy_gate_cancellation,WCL,True,5,5,0.0,1.0,0.0019981861114501953,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.652060+00:00,full,5,1,29,42000129,greedy_gate_cancellation,LBL,False,5,5,0.0,1.0000000000000004,0.0015888214111328125,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.654308+00:00,full,5,1,29,42000129,greedy_gate_cancellation,WCL,True,5,5,0.0,1.0000000000000004,0.0022487640380859375,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.656315+00:00,full,5,1,30,42000130,greedy_gate_cancellation,LBL,False,5,5,0.0,0.9999999999999984,0.0020067691802978516,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.658322+00:00,full,5,1,30,42000130,greedy_gate_cancellation,WCL,True,5,5,0.0,0.9999999999999984,0.002007722854614258,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.661326+00:00,full,5,1,31,42000131,greedy_gate_cancellation,LBL,False,5,5,0.0,0.9999999999999996,0.002002716064453125,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.662325+00:00,full,5,1,31,42000131,greedy_gate_cancellation,WCL,True,5,5,0.0,0.9999999999999996,0.0009989738464355469,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.665321+00:00,full,5,1,32,42000132,greedy_gate_cancellation,LBL,False,5,5,0.0,1.0,0.0020008087158203125,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.667322+00:00,full,5,1,32,42000132,greedy_gate_cancellation,WCL,True,5,5,0.0,1.0,0.002000570297241211,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.669320+00:00,full,5,1,33,42000133,greedy_gate_cancellation,LBL,False,5,5,0.0,0.9999999999999996,0.0019981861114501953,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.671321+00:00,full,5,1,33,42000133,greedy_gate_cancellation,WCL,True,5,5,0.0,0.9999999999999996,0.0020008087158203125,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.672826+00:00,full,5,1,34,42000134,greedy_gate_cancellation,LBL,False,5,5,0.0,1.0,0.0005049705505371094,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.673832+00:00,full,5,1,34,42000134,greedy_gate_cancellation,WCL,True,5,5,0.0,1.0,0.0010066032409667969,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.675833+00:00,full,5,1,35,42000135,greedy_gate_cancellation,LBL,False,5,5,0.0,1.0,0.0010006427764892578,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.676833+00:00,full,5,1,35,42000135,greedy_gate_cancellation,WCL,True,5,5,0.0,1.0,0.0009999275207519531,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.677832+00:00,full,5,1,36,42000136,greedy_gate_cancellation,LBL,False,5,5,0.0,1.0,0.0009996891021728516,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.678833+00:00,full,5,1,36,42000136,greedy_gate_cancellation,WCL,True,5,5,0.0,1.0,0.0010004043579101562,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.681833+00:00,full,5,1,37,42000137,greedy_gate_cancellation,LBL,False,5,5,0.0,1.0,0.0020017623901367188,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.683966+00:00,full,5,1,37,42000137,greedy_gate_cancellation,WCL,True,5,5,0.0,1.0,0.0021326541900634766,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.684961+00:00,full,5,1,38,42000138,greedy_gate_cancellation,LBL,False,5,5,0.0,0.9999999999999998,0.0009953975677490234,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.685960+00:00,full,5,1,38,42000138,greedy_gate_cancellation,WCL,True,5,5,0.0,0.9999999999999998,0.0009982585906982422,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.687957+00:00,full,5,1,39,42000139,greedy_gate_cancellation,LBL,False,5,5,0.0,1.0,0.00099945068359375,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.688958+00:00,full,5,1,39,42000139,greedy_gate_cancellation,WCL,True,5,5,0.0,1.0,0.001001119613647461,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.689957+00:00,full,5,1,40,42000140,greedy_gate_cancellation,LBL,False,5,5,0.0,1.0,0.0009992122650146484,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.691962+00:00,full,5,1,40,42000140,greedy_gate_cancellation,WCL,True,5,5,0.0,1.0,0.002004384994506836,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.692959+00:00,full,5,1,41,42000141,greedy_gate_cancellation,LBL,False,5,5,0.0,0.9999999999999998,0.000997304916381836,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.694957+00:00,full,5,1,41,42000141,greedy_gate_cancellation,WCL,True,5,5,0.0,0.9999999999999998,0.001998424530029297,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.695960+00:00,full,5,1,42,42000142,greedy_gate_cancellation,LBL,False,5,5,0.0,0.9999999999999998,0.0010030269622802734,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.696960+00:00,full,5,1,42,42000142,greedy_gate_cancellation,WCL,True,5,5,0.0,0.9999999999999998,0.00099945068359375,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.698962+00:00,full,5,1,43,42000143,greedy_gate_cancellation,LBL,False,5,5,0.0,0.9999999999999993,0.0009949207305908203,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.699960+00:00,full,5,1,43,42000143,greedy_gate_cancellation,WCL,True,5,5,0.0,0.9999999999999993,0.0009980201721191406,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.700960+00:00,full,5,1,44,42000144,greedy_gate_cancellation,LBL,False,5,5,0.0,1.0,0.0010004043579101562,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.702966+00:00,full,5,1,44,42000144,greedy_gate_cancellation,WCL,True,5,5,0.0,1.0,0.0020058155059814453,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.704163+00:00,full,5,1,45,42000145,greedy_gate_cancellation,LBL,False,5,5,0.0,1.0,0.0011966228485107422,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.705162+00:00,full,5,1,45,42000145,greedy_gate_cancellation,WCL,True,5,5,0.0,1.0,0.0009996891021728516,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.707161+00:00,full,5,1,46,42000146,greedy_gate_cancellation,LBL,False,5,5,0.0,0.9999999999999991,0.0009987354278564453,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.708161+00:00,full,5,1,46,42000146,greedy_gate_cancellation,WCL,True,5,5,0.0,0.9999999999999991,0.0009996891021728516,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.709160+00:00,full,5,1,47,42000147,greedy_gate_cancellation,LBL,False,5,5,0.0,0.9999999999999998,0.0009999275207519531,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.710663+00:00,full,5,1,47,42000147,greedy_gate_cancellation,WCL,True,5,5,0.0,0.9999999999999998,0.0015020370483398438,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.711666+00:00,full,5,1,48,42000148,greedy_gate_cancellation,LBL,False,5,5,0.0,1.0,0.0010030269622802734,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.712666+00:00,full,5,1,48,42000148,greedy_gate_cancellation,WCL,True,5,5,0.0,1.0,0.0009999275207519531,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.714747+00:00,full,5,1,49,42000149,greedy_gate_cancellation,LBL,False,5,5,0.0,0.9999999999999991,0.0010788440704345703,True
