schema_version,experiment_id,run_id,timestamp_utc,mode,circuit_family,n_qubits,param_n,depth,gate_count,entanglement_entropy,trial,seed,optimizer,listing_model,wire_traversal,original_size,optimized_size,reduction,fidelity,success,runtime_seconds,wcl_listing_reordered,file_sha256,git_commit
1.1.0,E27_wcl_full_family,e27_smoke_20260717_052457,2026-07-17T05:24:57.083164+00:00,smoke,GHZ,4,4,4,4,1.0,0,46,greedy_gate_cancellation,LBL,False,4,4,0.0,0.9999999999999996,True,0.0010020732879638672,False,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_smoke_20260717_052457,2026-07-17T05:24:57.085161+00:00,smoke,GHZ,4,4,4,4,1.0,0,46,greedy_gate_cancellation,WCL,True,4,4,0.0,0.9999999999999996,True,0.0019969940185546875,False,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_smoke_20260717_052457,2026-07-17T05:24:57.090047+00:00,smoke,GHZ,6,6,6,6,1.0,0,48,greedy_gate_cancellation,LBL,False,6,6,0.0,0.9999999999999998,True,0.0038836002349853516,False,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_smoke_20260717_052457,2026-07-17T05:24:57.095990+00:00,smoke,GHZ,6,6,6,6,1.0,0,48,greedy_gate_cancellation,WCL,True,6,6,0.0,0.9999999999999998,True,0.0059435367584228516,False,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_smoke_20260717_052457,2026-07-17T05:24:57.098057+00:00,smoke,GHZ,4,4,4,4,1.0,1,1046,greedy_gate_cancellation,LBL,False,4,4,0.0,0.9999999999999996,True,0.0009982585906982422,False,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_smoke_20260717_052457,2026-07-17T05:24:57.099933+00:00,smoke,GHZ,4,4,4,4,1.0,1,1046,greedy_gate_cancellation,WCL,True,4,4,0.0,0.9999999999999996,True,0.0018754005432128906,False,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_smoke_20260717_052457,2026-07-17T05:24:57.102948+00:00,smoke,GHZ,6,6,6,6,1.0,1,1048,greedy_gate_cancellation,LBL,False,6,6,0.0,0.9999999999999998,True,0.0030150413513183594,False,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_smoke_20260717_052457,2026-07-17T05:24:57.105284+00:00,smoke,GHZ,6,6,6,6,1.0,1,1048,greedy_gate_cancellation,WCL,True,6,6,0.0,0.9999999999999998,True,0.002336740493774414,False,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_smoke_20260717_052457,2026-07-17T05:24:57.107612+00:00,smoke,GHZ,4,4,4,4,1.0,2,2046,greedy_gate_cancellation,LBL,False,4,4,0.0,0.9999999999999996,True,0.0013287067413330078,False,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_smoke_20260717_052457,2026-07-17T05:24:57.109652+00:00,smoke,GHZ,4,4,4,4,1.0,2,2046,greedy_gate_cancellation,WCL,True,4,4,0.0,0.9999999999999996,True,0.0020399093627929688,False,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_smoke_20260717_052457,2026-07-17T05:24:57.114502+00:00,smoke,GHZ,6,6,6,6,1.0,2,2048,greedy_gate_cancellation,LBL,False,6,6,0.0,0.9999999999999998,True,0.004343509674072266,False,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_smoke_20260717_052457,2026-07-17T05:24:57.116855+00:00,smoke,GHZ,6,6,6,6,1.0,2,2048,greedy_gate_cancellation,WCL,True,6,6,0.0,0.9999999999999998,True,0.002353191375732422,False,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_smoke_20260717_052457,2026-07-17T05:24:57.125506+00:00,smoke,QFT,4,4,7,10,9.61027951144475e-16,0,46,greedy_gate_cancellation,LBL,False,10,10,0.0,0.9999999999999988,True,0.004286527633666992,False,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_smoke_20260717_052457,2026-07-17T05:24:57.130961+00:00,smoke,QFT,4,4,7,10,9.61027951144475e-16,0,46,greedy_gate_cancellation,WCL,True,10,10,0.0,0.9999999999999988,True,0.0046117305755615234,False,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_smoke_20260717_052457,2026-07-17T05:24:57.148607+00:00,smoke,QFT,6,6,11,21,1.121199276335221e-15,0,48,greedy_gate_cancellation,LBL,False,21,21,0.0,0.9999999999999996,True,0.010785102844238281,False,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_smoke_20260717_052457,2026-07-17T05:24:57.162771+00:00,smoke,QFT,6,6,11,21,1.121199276335221e-15,0,48,greedy_gate_cancellation,WCL,True,21,21,0.0,0.9999999999999996,True,0.014163970947265625,False,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_smoke_20260717_052457,2026-07-17T05:24:57.169840+00:00,smoke,QFT,4,4,7,10,9.61027951144475e-16,1,1046,greedy_gate_cancellation,LBL,False,10,10,0.0,0.9999999999999988,True,0.005903482437133789,False,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_smoke_20260717_052457,2026-07-17T05:24:57.174539+00:00,smoke,QFT,4,4,7,10,9.61027951144475e-16,1,1046,greedy_gate_cancellation,WCL,True,10,10,0.0,0.9999999999999988,True,0.004698991775512695,False,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_smoke_20260717_052457,2026-07-17T05:24:57.190711+00:00,smoke,QFT,6,6,11,21,1.121199276335221e-15,1,1048,greedy_gate_cancellation,LBL,False,21,21,0.0,0.9999999999999996,True,0.01365208625793457,False,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_smoke_20260717_052457,2026-07-17T05:24:57.206618+00:00,smoke,QFT,6,6,11,21,1.121199276335221e-15,1,1048,greedy_gate_cancellation,WCL,True,21,21,0.0,0.9999999999999996,True,0.01590704917907715,False,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_smoke_20260717_052457,2026-07-17T05:24:57.212936+00:00,smoke,QFT,4,4,7,10,9.61027951144475e-16,2,2046,greedy_gate_cancellation,LBL,False,10,10,0.0,0.9999999999999988,True,0.005318641662597656,False,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_smoke_20260717_052457,2026-07-17T05:24:57.216939+00:00,smoke,QFT,4,4,7,10,9.61027951144475e-16,2,2046,greedy_gate_cancellation,WCL,True,10,10,0.0,0.9999999999999988,True,0.004002809524536133,False,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_smoke_20260717_052457,2026-07-17T05:24:57.238992+00:00,smoke,QFT,6,6,11,21,1.121199276335221e-15,2,2048,greedy_gate_cancellation,LBL,False,21,21,0.0,0.9999999999999996,True,0.021052837371826172,False,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_smoke_20260717_052457,2026-07-17T05:24:57.253568+00:00,smoke,QFT,6,6,11,21,1.121199276335221e-15,2,2048,greedy_gate_cancellation,WCL,True,21,21,0.0,0.9999999999999996,True,0.013573408126831055,False,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
