n,original_gate_count_theory,thm9_rigorous_lower_bound,thm9_idealized_upper_bound,thm9_rigorous_pct,thm9_idealized_pct
3,11,0.17142857142857143,0.4444444444444444,17.142857142857142,44.44444444444444
5,17,0.18867924528301888,0.5333333333333333,18.867924528301888,53.333333333333336
