schema_version,experiment_id,run_id,timestamp_utc,mode,circuit_family,n_qubits,param_n,depth,gate_count,entanglement_entropy,trial,seed,optimizer,listing_model,wire_traversal,original_size,optimized_size,reduction,fidelity,success,runtime_seconds,wcl_listing_reordered,file_sha256,git_commit
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:07.929124+00:00,full,Universal,4,4,34,80,1.1727229135004136,0,46,greedy_gate_cancellation,LBL,False,80,80,0.0,0.999999999999995,True,0.016003131866455078,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:07.948636+00:00,full,Universal,4,4,34,80,1.1727229135004136,0,46,greedy_gate_cancellation,WCL,True,80,76,0.050000000000000044,0.9999999999999954,True,0.018511295318603516,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:08.012109+00:00,full,Universal,6,6,34,120,1.4764327938203494,0,48,greedy_gate_cancellation,LBL,False,120,120,0.0,0.9999999999999934,True,0.04322361946105957,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:08.058117+00:00,full,Universal,6,6,34,120,1.4764327938203494,0,48,greedy_gate_cancellation,WCL,True,120,111,0.07499999999999996,0.9999999999999939,True,0.04400801658630371,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:08.543275+00:00,full,Universal,8,8,33,160,2.6447748174461596,0,50,greedy_gate_cancellation,LBL,False,160,160,0.0,0.9999999999999876,True,0.46070408821105957,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:08.963201+00:00,full,Universal,8,8,33,160,2.6447748174461596,0,50,greedy_gate_cancellation,WCL,True,160,152,0.050000000000000044,0.9999999999999885,True,0.4199259281158447,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:08.989295+00:00,full,Universal,4,4,31,80,1.2286863075309422,1,1046,greedy_gate_cancellation,LBL,False,80,80,0.0,0.9999999999999908,True,0.013092994689941406,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:09.005294+00:00,full,Universal,4,4,31,80,1.2286863075309422,1,1046,greedy_gate_cancellation,WCL,True,80,76,0.050000000000000044,0.999999999999992,True,0.015000581741333008,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:09.062404+00:00,full,Universal,6,6,34,120,1.3787430020542677,1,1048,greedy_gate_cancellation,LBL,False,120,120,0.0,0.9999999999999917,True,0.03810930252075195,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:09.112932+00:00,full,Universal,6,6,34,120,1.3787430020542677,1,1048,greedy_gate_cancellation,WCL,True,120,114,0.050000000000000044,0.9999999999999912,True,0.04852795600891113,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:09.634729+00:00,full,Universal,8,8,34,160,1.716795642568349,1,1050,greedy_gate_cancellation,LBL,False,160,160,0.0,0.999999999999988,True,0.49524879455566406,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:10.127294+00:00,full,Universal,8,8,34,160,1.716795642568349,1,1050,greedy_gate_cancellation,WCL,True,160,157,0.018750000000000044,0.999999999999988,True,0.4915745258331299,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:10.161135+00:00,full,Universal,4,4,30,80,1.0881594557068361,2,2046,greedy_gate_cancellation,LBL,False,80,80,0.0,0.9999999999999941,True,0.016992568969726562,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:10.192125+00:00,full,Universal,4,4,30,80,1.0881594557068361,2,2046,greedy_gate_cancellation,WCL,True,80,74,0.07499999999999996,0.9999999999999941,True,0.023999691009521484,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:10.258220+00:00,full,Universal,6,6,30,120,1.5653307936412202,2,2048,greedy_gate_cancellation,LBL,False,120,120,0.0,0.9999999999999903,True,0.04409456253051758,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:10.305247+00:00,full,Universal,6,6,30,120,1.5653307936412202,2,2048,greedy_gate_cancellation,WCL,True,120,115,0.04166666666666663,0.9999999999999917,True,0.04602694511413574,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:10.736592+00:00,full,Universal,8,8,34,160,1.7009025915228104,2,2050,greedy_gate_cancellation,LBL,False,160,160,0.0,0.9999999999999885,True,0.40644335746765137,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:11.175108+00:00,full,Universal,8,8,34,160,1.7009025915228104,2,2050,greedy_gate_cancellation,WCL,True,160,149,0.06874999999999998,0.9999999999999889,True,0.4355168342590332,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:11.205441+00:00,full,Universal,4,4,30,80,1.087754852981564,3,3046,greedy_gate_cancellation,LBL,False,80,80,0.0,0.9999999999999939,True,0.01733231544494629,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:11.228439+00:00,full,Universal,4,4,30,80,1.087754852981564,3,3046,greedy_gate_cancellation,WCL,True,80,74,0.07499999999999996,0.9999999999999948,True,0.020998716354370117,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:11.294038+00:00,full,Universal,6,6,31,120,0.8860810208311741,3,3048,greedy_gate_cancellation,LBL,False,120,120,0.0,0.9999999999999934,True,0.043584585189819336,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:11.352471+00:00,full,Universal,6,6,31,120,0.8860810208311741,3,3048,greedy_gate_cancellation,WCL,True,120,110,0.08333333333333337,0.9999999999999946,True,0.05743241310119629,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:11.867345+00:00,full,Universal,8,8,36,160,1.9321666473678218,3,3050,greedy_gate_cancellation,LBL,False,160,160,0.0,0.9999999999999902,True,0.4705321788787842,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:12.326492+00:00,full,Universal,8,8,36,160,1.9321666473678218,3,3050,greedy_gate_cancellation,WCL,True,160,147,0.08125000000000004,0.9999999999999898,True,0.45914626121520996,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:12.352492+00:00,full,Universal,4,4,32,80,1.2779247143353616,4,4046,greedy_gate_cancellation,LBL,False,80,80,0.0,0.9999999999999941,True,0.015001296997070312,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:12.373491+00:00,full,Universal,4,4,32,80,1.2779247143353616,4,4046,greedy_gate_cancellation,WCL,True,80,74,0.07499999999999996,0.9999999999999943,True,0.019998550415039062,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:12.432956+00:00,full,Universal,6,6,36,120,2.0746321587968026,4,4048,greedy_gate_cancellation,LBL,False,120,120,0.0,0.9999999999999893,True,0.037451744079589844,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:12.478928+00:00,full,Universal,6,6,36,120,2.0746321587968026,4,4048,greedy_gate_cancellation,WCL,True,120,117,0.025000000000000022,0.9999999999999895,True,0.04397273063659668,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:12.869748+00:00,full,Universal,8,8,33,160,1.3420991632231722,4,4050,greedy_gate_cancellation,LBL,False,160,160,0.0,0.9999999999999839,True,0.371382474899292,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:13.275843+00:00,full,Universal,8,8,33,160,1.3420991632231722,4,4050,greedy_gate_cancellation,WCL,True,160,153,0.043749999999999956,0.9999999999999855,True,0.40509653091430664,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:13.307359+00:00,full,Universal,4,4,31,80,1.6412263964071705,5,5046,greedy_gate_cancellation,LBL,False,80,80,0.0,0.9999999999999929,True,0.017505645751953125,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:13.329529+00:00,full,Universal,4,4,31,80,1.6412263964071705,5,5046,greedy_gate_cancellation,WCL,True,80,73,0.08750000000000002,0.9999999999999936,True,0.021169424057006836,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:13.387040+00:00,full,Universal,6,6,33,120,1.7065807810014282,5,5048,greedy_gate_cancellation,LBL,False,120,120,0.0,0.9999999999999917,True,0.04150962829589844,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:13.433468+00:00,full,Universal,6,6,33,120,1.7065807810014282,5,5048,greedy_gate_cancellation,WCL,True,120,106,0.1166666666666667,0.999999999999993,True,0.045429229736328125,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:13.892395+00:00,full,Universal,8,8,34,160,1.8685648472644814,5,5050,greedy_gate_cancellation,LBL,False,160,160,0.0,0.9999999999999882,True,0.4328315258026123,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:14.286901+00:00,full,Universal,8,8,34,160,1.8685648472644814,5,5050,greedy_gate_cancellation,WCL,True,160,153,0.043749999999999956,0.9999999999999887,True,0.3925168514251709,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:14.314424+00:00,full,Universal,4,4,30,80,1.0628272933211784,6,6046,greedy_gate_cancellation,LBL,False,80,80,0.0,0.9999999999999936,True,0.01351165771484375,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:14.336423+00:00,full,Universal,4,4,30,80,1.0628272933211784,6,6046,greedy_gate_cancellation,WCL,True,80,77,0.03749999999999998,0.9999999999999938,True,0.020992040634155273,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:14.379138+00:00,full,Universal,6,6,32,120,2.0892548096272847,6,6048,greedy_gate_cancellation,LBL,False,120,120,0.0,0.9999999999999928,True,0.028001070022583008,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:14.426137+00:00,full,Universal,6,6,32,120,2.0892548096272847,6,6048,greedy_gate_cancellation,WCL,True,120,113,0.05833333333333335,0.999999999999993,True,0.04599642753601074,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:14.827849+00:00,full,Universal,8,8,34,160,2.000352336824875,6,6050,greedy_gate_cancellation,LBL,False,160,160,0.0,0.9999999999999865,True,0.3804011344909668,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:15.238744+00:00,full,Universal,8,8,34,160,2.000352336824875,6,6050,greedy_gate_cancellation,WCL,True,160,149,0.06874999999999998,0.9999999999999867,True,0.4098951816558838,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:15.269920+00:00,full,Universal,4,4,32,80,1.2788657902616969,7,7046,greedy_gate_cancellation,LBL,False,80,80,0.0,0.9999999999999929,True,0.018161773681640625,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:15.291927+00:00,full,Universal,4,4,32,80,1.2788657902616969,7,7046,greedy_gate_cancellation,WCL,True,80,73,0.08750000000000002,0.9999999999999929,True,0.022006988525390625,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:15.352444+00:00,full,Universal,6,6,31,120,1.0351260289422517,7,7048,greedy_gate_cancellation,LBL,False,120,120,0.0,0.9999999999999895,True,0.03999495506286621,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:15.395444+00:00,full,Universal,6,6,31,120,1.0351260289422517,7,7048,greedy_gate_cancellation,WCL,True,120,112,0.06666666666666665,0.9999999999999903,True,0.041998863220214844,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:15.834546+00:00,full,Universal,8,8,32,160,1.6737338262304537,7,7050,greedy_gate_cancellation,LBL,False,160,160,0.0,0.999999999999985,True,0.41410279273986816,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:16.260426+00:00,full,Universal,8,8,32,160,1.6737338262304537,7,7050,greedy_gate_cancellation,WCL,True,160,150,0.0625,0.999999999999986,True,0.424879789352417,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:16.294938+00:00,full,Universal,4,4,31,80,1.1079153365182224,8,8046,greedy_gate_cancellation,LBL,False,80,80,0.0,0.9999999999999946,True,0.01898503303527832,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:16.313447+00:00,full,Universal,4,4,31,80,1.1079153365182224,8,8046,greedy_gate_cancellation,WCL,True,80,75,0.0625,0.9999999999999948,True,0.01750946044921875,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:16.360643+00:00,full,Universal,6,6,36,120,2.4819083620258016,8,8048,greedy_gate_cancellation,LBL,False,120,120,0.0,0.9999999999999921,True,0.029160261154174805,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:16.392636+00:00,full,Universal,6,6,36,120,2.4819083620258016,8,8048,greedy_gate_cancellation,WCL,True,120,116,0.033333333333333326,0.9999999999999926,True,0.030991554260253906,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:16.802015+00:00,full,Universal,8,8,37,160,2.4974990409979823,8,8050,greedy_gate_cancellation,LBL,False,160,160,0.0,0.9999999999999878,True,0.3922262191772461,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:17.209188+00:00,full,Universal,8,8,37,160,2.4974990409979823,8,8050,greedy_gate_cancellation,WCL,True,160,149,0.06874999999999998,0.9999999999999889,True,0.4051778316497803,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:17.240880+00:00,full,Universal,4,4,33,80,1.3695600878503096,9,9046,greedy_gate_cancellation,LBL,False,80,80,0.0,0.9999999999999939,True,0.0177001953125,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:17.261132+00:00,full,Universal,4,4,33,80,1.3695600878503096,9,9046,greedy_gate_cancellation,WCL,True,80,72,0.09999999999999998,0.9999999999999939,True,0.019253253936767578,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:17.329856+00:00,full,Universal,6,6,33,120,2.070814913407697,9,9048,greedy_gate_cancellation,LBL,False,120,120,0.0,0.9999999999999887,True,0.04251837730407715,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:17.377855+00:00,full,Universal,6,6,33,120,2.070814913407697,9,9048,greedy_gate_cancellation,WCL,True,120,104,0.1333333333333333,0.9999999999999899,True,0.04700064659118652,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:17.876789+00:00,full,Universal,8,8,32,160,1.9032566394786496,9,9050,greedy_gate_cancellation,LBL,False,160,160,0.0,0.9999999999999876,True,0.47675633430480957,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:18.336280+00:00,full,Universal,8,8,32,160,1.9032566394786496,9,9050,greedy_gate_cancellation,WCL,True,160,138,0.13749999999999996,0.9999999999999889,True,0.4574909210205078,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:18.361337+00:00,full,RandomClifford,4,4,26,65,7.367880958774292e-15,0,46,greedy_gate_cancellation,LBL,False,65,65,0.0,0.9999999999999902,True,0.014006614685058594,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:18.375215+00:00,full,RandomClifford,4,4,26,65,7.367880958774292e-15,0,46,greedy_gate_cancellation,WCL,True,65,53,0.18461538461538463,0.9999999999999919,True,0.013877391815185547,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:18.408814+00:00,full,RandomClifford,6,6,20,85,1.000000000000003,0,48,greedy_gate_cancellation,LBL,False,85,85,0.0,0.9999999999999862,True,0.024590492248535156,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:18.433068+00:00,full,RandomClifford,6,6,20,85,1.000000000000003,0,48,greedy_gate_cancellation,WCL,True,85,59,0.3058823529411765,0.9999999999999903,True,0.024253129959106445,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:18.728310+00:00,full,RandomClifford,8,8,21,116,1.3134048665641102e-14,0,50,greedy_gate_cancellation,LBL,False,116,116,0.0,0.9999999999999823,True,0.28072333335876465,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:18.972572+00:00,full,RandomClifford,8,8,21,116,1.3134048665641102e-14,0,50,greedy_gate_cancellation,WCL,True,116,90,0.22413793103448276,0.999999999999986,True,0.24326443672180176,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:18.991548+00:00,full,RandomClifford,4,4,23,59,6.246681682439076e-15,1,1046,greedy_gate_cancellation,LBL,False,59,59,0.0,0.999999999999992,True,0.010001182556152344,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
1.1.0,E27_wcl_full_family,e27_full_20260718_122807,2026-07-18T12:28:19.000554+00:00,full,RandomClifford,4,4,23,59,6.246681682439076e-15,1,1046,greedy_gate_cancellation,WCL,True,59,45,0.23728813559322037,0.9999999999999941,True,0.009006023406982422,True,7052c9b27e53972b6bb524e8126ed5325fee4a9ff83a50cf2ee9eacef2252ba3,8f41dbcfd681b95b99b94405645c2ab4e46f16af
