n,original_gate_count_theory,thm9_rigorous_lower_bound,thm9_idealized_upper_bound,thm9_rigorous_pct,thm9_idealized_pct
3,11,0.17142857142857143,0.4444444444444444,17.142857142857142,44.44444444444444
5,17,0.18867924528301888,0.5333333333333333,18.867924528301888,53.333333333333336
7,23,0.19718309859154928,0.5714285714285714,19.718309859154928,57.14285714285714
9,29,0.20224719101123595,0.5925925925925926,20.224719101123593,59.25925925925925
