experiment_id,run_id,mode,circuit_family,n_qubits,param_n,trial,seed,listing_model,optimizer,original_size,variant_size,optimized_size,reduction,fidelity,success,runtime_seconds,file_sha256,git_commit
E28_gate_shuffle_ablation,e28_smoke_20260717_052456,smoke,GHZ,6,6,0,48,original,greedy_phase1_lbl,6,6,6,0.0,0.9999999999999998,True,0.0033500194549560547,57072bdbc54564a2cff9db11f2f7323852ff559675e4f3d952f7f524ebb3fe99,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E28_gate_shuffle_ablation,e28_smoke_20260717_052456,smoke,GHZ,6,6,0,48,original,commutation_phase2a,6,6,6,0.0,0.9999999999999998,True,0.0029969215393066406,57072bdbc54564a2cff9db11f2f7323852ff559675e4f3d952f7f524ebb3fe99,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E28_gate_shuffle_ablation,e28_smoke_20260717_052456,smoke,GHZ,6,6,0,48,wcl,greedy_phase1_lbl,6,6,6,0.0,0.9999999999999998,True,0.003587484359741211,57072bdbc54564a2cff9db11f2f7323852ff559675e4f3d952f7f524ebb3fe99,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E28_gate_shuffle_ablation,e28_smoke_20260717_052456,smoke,GHZ,6,6,0,48,wcl,commutation_phase2a,6,6,6,0.0,0.9999999999999998,True,0.004629850387573242,57072bdbc54564a2cff9db11f2f7323852ff559675e4f3d952f7f524ebb3fe99,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E28_gate_shuffle_ablation,e28_smoke_20260717_052456,smoke,GHZ,6,6,0,48,shuffle_0,greedy_phase1_lbl,6,6,6,0.0,0.9999999999999998,True,0.0035262107849121094,57072bdbc54564a2cff9db11f2f7323852ff559675e4f3d952f7f524ebb3fe99,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E28_gate_shuffle_ablation,e28_smoke_20260717_052456,smoke,GHZ,6,6,0,48,shuffle_0,commutation_phase2a,6,6,6,0.0,0.9999999999999998,True,0.003006458282470703,57072bdbc54564a2cff9db11f2f7323852ff559675e4f3d952f7f524ebb3fe99,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E28_gate_shuffle_ablation,e28_smoke_20260717_052456,smoke,GHZ,6,6,0,48,shuffle_1,greedy_phase1_lbl,6,6,6,0.0,0.9999999999999998,True,0.003004312515258789,57072bdbc54564a2cff9db11f2f7323852ff559675e4f3d952f7f524ebb3fe99,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E28_gate_shuffle_ablation,e28_smoke_20260717_052456,smoke,GHZ,6,6,0,48,shuffle_1,commutation_phase2a,6,6,6,0.0,0.9999999999999998,True,0.002502918243408203,57072bdbc54564a2cff9db11f2f7323852ff559675e4f3d952f7f524ebb3fe99,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E28_gate_shuffle_ablation,e28_smoke_20260717_052456,smoke,GHZ,6,6,1,1048,original,greedy_phase1_lbl,6,6,6,0.0,0.9999999999999998,True,0.0033049583435058594,57072bdbc54564a2cff9db11f2f7323852ff559675e4f3d952f7f524ebb3fe99,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E28_gate_shuffle_ablation,e28_smoke_20260717_052456,smoke,GHZ,6,6,1,1048,original,commutation_phase2a,6,6,6,0.0,0.9999999999999998,True,0.002050161361694336,57072bdbc54564a2cff9db11f2f7323852ff559675e4f3d952f7f524ebb3fe99,8f41dbcfd681b95b99b94405645c2ab4e46f16af
