schema_version,experiment_id,run_id,mode,family,n_qubits,trial_seed,trial_idx,original_size,original_depth,original_cnot,ceiling_proxy_value,input_circuit_sha256,strategy_name,gate_reduction,depth_reduction,cnot_reduction,fidelity,fidelity_source,optimized_size,phase1_time_ms,phase2_time_ms,final_phase1_time_ms,total_time_ms,phase1_skipped,phase2_skipped
1.0.0,E21,e21_full_20260721_072214,full,QFT,4,1914837113,9,10,7,0,0,ec754f7e3892ee8ca405ace36ffa2cf3d8489863d2f83852f623de773dd94b1e,naive,0.0,0.0,0.0,0.9999999999999988,exact_average_gate_fidelity,10,2.159299998311326,2.860399996279739,2.434699999867007,7.77030001336243,False,False
1.0.0,E21,e21_full_20260721_072214,full,QFT,4,1914837113,9,10,7,0,0,ec754f7e3892ee8ca405ace36ffa2cf3d8489863d2f83852f623de773dd94b1e,ceiling_aware,0.0,0.0,0.0,0.9999999999999988,exact_average_gate_fidelity,10,0.0,0.0,0.0,0.5112000071676448,True,True
1.0.0,E21,e21_full_20260721_072214,full,QFT,6,669991378,0,21,11,0,0,e761adf8efeac5c21762208c08429dd4686d16eb4cbc1582e6d4ebc809852f66,naive,0.0,0.0,0.0,0.9999999999999996,exact_average_gate_fidelity,21,7.223000007797964,8.324800000991672,6.62430000375025,22.555499992449768,False,False
1.0.0,E21,e21_full_20260721_072214,full,QFT,6,669991378,0,21,11,0,0,e761adf8efeac5c21762208c08429dd4686d16eb4cbc1582e6d4ebc809852f66,ceiling_aware,0.0,0.0,0.0,0.9999999999999996,exact_average_gate_fidelity,21,0.0,0.0,0.0,0.9530000097583979,True,True
1.0.0,E21,e21_full_20260721_072214,full,QFT,6,429389014,1,21,11,0,0,e761adf8efeac5c21762208c08429dd4686d16eb4cbc1582e6d4ebc809852f66,naive,0.0,0.0,0.0,0.9999999999999996,exact_average_gate_fidelity,21,6.425300001865253,8.91770000453107,6.6436000051908195,22.323600001982413,False,False
1.0.0,E21,e21_full_20260721_072214,full,QFT,6,429389014,1,21,11,0,0,e761adf8efeac5c21762208c08429dd4686d16eb4cbc1582e6d4ebc809852f66,ceiling_aware,0.0,0.0,0.0,0.9999999999999996,exact_average_gate_fidelity,21,0.0,0.0,0.0,1.0056000028271228,True,True
1.0.0,E21,e21_full_20260721_072214,full,QFT,6,249467210,2,21,11,0,0,e761adf8efeac5c21762208c08429dd4686d16eb4cbc1582e6d4ebc809852f66,naive,0.0,0.0,0.0,0.9999999999999996,exact_average_gate_fidelity,21,7.262700004503131,8.108699999866076,6.822600000305101,22.554800001671538,False,False
1.0.0,E21,e21_full_20260721_072214,full,QFT,6,249467210,2,21,11,0,0,e761adf8efeac5c21762208c08429dd4686d16eb4cbc1582e6d4ebc809852f66,ceiling_aware,0.0,0.0,0.0,0.9999999999999996,exact_average_gate_fidelity,21,0.0,0.0,0.0,0.796799999079667,True,True
1.0.0,E21,e21_full_20260721_072214,full,QFT,6,1972458954,3,21,11,0,0,e761adf8efeac5c21762208c08429dd4686d16eb4cbc1582e6d4ebc809852f66,naive,0.0,0.0,0.0,0.9999999999999996,exact_average_gate_fidelity,21,6.653500007814728,9.817400001338683,6.839199995738454,23.664199994527735,False,False
1.0.0,E21,e21_full_20260721_072214,full,QFT,6,1972458954,3,21,11,0,0,e761adf8efeac5c21762208c08429dd4686d16eb4cbc1582e6d4ebc809852f66,ceiling_aware,0.0,0.0,0.0,0.9999999999999996,exact_average_gate_fidelity,21,0.0,0.0,0.0,0.9048000065376982,True,True
1.0.0,E21,e21_full_20260721_072214,full,QFT,6,1572714583,4,21,11,0,0,e761adf8efeac5c21762208c08429dd4686d16eb4cbc1582e6d4ebc809852f66,naive,0.0,0.0,0.0,0.9999999999999996,exact_average_gate_fidelity,21,6.839099994977005,8.387499998207204,6.86949999362696,22.453800003859214,False,False
1.0.0,E21,e21_full_20260721_072214,full,QFT,6,1572714583,4,21,11,0,0,e761adf8efeac5c21762208c08429dd4686d16eb4cbc1582e6d4ebc809852f66,ceiling_aware,0.0,0.0,0.0,0.9999999999999996,exact_average_gate_fidelity,21,0.0,0.0,0.0,0.8312999998452142,True,True
