experiment_id,mode,n_qubits,depth,seed_index,seed_base,trial,seed,optimizer,gate_count,entanglement_entropy,normalized_entropy,original_size,optimized_size,reduction,fidelity,success,runtime_seconds,optimizer_version,file_sha256,git_commit
E29_multi_seed_e04,full,5,15,0,42,0,42,hybrid,75,1.5470149121860555,0.8840085212491745,75,69,0.07999999999999996,0.9999999999999954,True,0.05484127998352051,1.1.0,fb277ffd3bd73e95b5b1d52a53865c66ad5c8149bf9a1a56821b99672e8a2501,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E29_multi_seed_e04,full,5,15,0,42,0,42,rls,75,1.5470149121860555,0.8840085212491745,75,195,-1.6,0.9999999999999922,True,8.437207698822021,1.1.0,fb277ffd3bd73e95b5b1d52a53865c66ad5c8149bf9a1a56821b99672e8a2501,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E29_multi_seed_e04,full,5,15,0,42,0,42,sa,75,1.5470149121860555,0.8840085212491745,75,105,-0.3999999999999999,0.9999999999999933,True,1.3279829025268555,1.1.0,fb277ffd3bd73e95b5b1d52a53865c66ad5c8149bf9a1a56821b99672e8a2501,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E29_multi_seed_e04,full,5,15,0,42,0,42,ga,75,1.5470149121860555,0.8840085212491745,75,79,-0.05333333333333323,0.9999999999999944,True,3.79079532623291,1.1.0,fb277ffd3bd73e95b5b1d52a53865c66ad5c8149bf9a1a56821b99672e8a2501,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E29_multi_seed_e04,full,5,15,0,42,1,43,hybrid,75,1.0947803352325343,0.6255887629900195,75,69,0.07999999999999996,0.9999999999999947,True,0.03577423095703125,1.1.0,fb277ffd3bd73e95b5b1d52a53865c66ad5c8149bf9a1a56821b99672e8a2501,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E29_multi_seed_e04,full,5,15,0,42,1,43,rls,75,1.0947803352325343,0.6255887629900195,75,209,-1.7866666666666666,0.9999999999999911,True,8.68873906135559,1.1.0,fb277ffd3bd73e95b5b1d52a53865c66ad5c8149bf9a1a56821b99672e8a2501,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E29_multi_seed_e04,full,5,15,0,42,1,43,sa,75,1.0947803352325343,0.6255887629900195,75,83,-0.10666666666666669,0.9999999999999933,True,1.2687218189239502,1.1.0,fb277ffd3bd73e95b5b1d52a53865c66ad5c8149bf9a1a56821b99672e8a2501,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E29_multi_seed_e04,full,5,15,0,42,1,43,ga,75,1.0947803352325343,0.6255887629900195,75,83,-0.10666666666666669,0.9999999999999929,True,3.788832664489746,1.1.0,fb277ffd3bd73e95b5b1d52a53865c66ad5c8149bf9a1a56821b99672e8a2501,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E29_multi_seed_e04,full,5,15,0,42,2,44,hybrid,75,0.8808309746696269,0.5033319855255011,75,67,0.10666666666666669,0.9999999999999948,True,0.04463672637939453,1.1.0,fb277ffd3bd73e95b5b1d52a53865c66ad5c8149bf9a1a56821b99672e8a2501,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E29_multi_seed_e04,full,5,15,0,42,2,44,rls,75,0.8808309746696269,0.5033319855255011,75,199,-1.6533333333333333,0.9999999999999897,True,8.592763900756836,1.1.0,fb277ffd3bd73e95b5b1d52a53865c66ad5c8149bf9a1a56821b99672e8a2501,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E29_multi_seed_e04,full,5,15,0,42,2,44,sa,75,0.8808309746696269,0.5033319855255011,75,83,-0.10666666666666669,0.9999999999999938,True,1.3223774433135986,1.1.0,fb277ffd3bd73e95b5b1d52a53865c66ad5c8149bf9a1a56821b99672e8a2501,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E29_multi_seed_e04,full,5,15,0,42,2,44,ga,75,0.8808309746696269,0.5033319855255011,75,81,-0.08000000000000007,0.9999999999999938,True,3.7088217735290527,1.1.0,fb277ffd3bd73e95b5b1d52a53865c66ad5c8149bf9a1a56821b99672e8a2501,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E29_multi_seed_e04,full,5,15,0,42,3,45,hybrid,75,1.2366509879463274,0.7066577073979013,75,73,0.026666666666666616,0.9999999999999952,True,0.02857661247253418,1.1.0,fb277ffd3bd73e95b5b1d52a53865c66ad5c8149bf9a1a56821b99672e8a2501,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E29_multi_seed_e04,full,5,15,0,42,3,45,rls,75,1.2366509879463274,0.7066577073979013,75,207,-1.7599999999999998,0.9999999999999918,True,8.637171030044556,1.1.0,fb277ffd3bd73e95b5b1d52a53865c66ad5c8149bf9a1a56821b99672e8a2501,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E29_multi_seed_e04,full,5,15,0,42,3,45,sa,75,1.2366509879463274,0.7066577073979013,75,85,-0.1333333333333333,0.9999999999999944,True,1.3443193435668945,1.1.0,fb277ffd3bd73e95b5b1d52a53865c66ad5c8149bf9a1a56821b99672e8a2501,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E29_multi_seed_e04,full,5,15,0,42,3,45,ga,75,1.2366509879463274,0.7066577073979013,75,81,-0.08000000000000007,0.9999999999999948,True,3.846832752227783,1.1.0,fb277ffd3bd73e95b5b1d52a53865c66ad5c8149bf9a1a56821b99672e8a2501,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E29_multi_seed_e04,full,5,15,0,42,4,46,hybrid,75,1.674178958638939,0.9566736906508223,75,75,0.0,0.9999999999999948,True,0.03562641143798828,1.1.0,fb277ffd3bd73e95b5b1d52a53865c66ad5c8149bf9a1a56821b99672e8a2501,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E29_multi_seed_e04,full,5,15,0,42,4,46,rls,75,1.674178958638939,0.9566736906508223,75,209,-1.7866666666666666,0.9999999999999913,True,8.559769630432129,1.1.0,fb277ffd3bd73e95b5b1d52a53865c66ad5c8149bf9a1a56821b99672e8a2501,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E29_multi_seed_e04,full,5,15,0,42,4,46,sa,75,1.674178958638939,0.9566736906508223,75,105,-0.3999999999999999,0.9999999999999922,True,1.403130292892456,1.1.0,fb277ffd3bd73e95b5b1d52a53865c66ad5c8149bf9a1a56821b99672e8a2501,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E29_multi_seed_e04,full,5,15,0,42,4,46,ga,75,1.674178958638939,0.9566736906508223,75,77,-0.026666666666666616,0.9999999999999948,True,3.6669394969940186,1.1.0,fb277ffd3bd73e95b5b1d52a53865c66ad5c8149bf9a1a56821b99672e8a2501,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E29_multi_seed_e04,full,5,15,0,42,5,47,hybrid,75,1.5137284490894145,0.8649876851939512,75,75,0.0,0.9999999999999952,True,0.03737497329711914,1.1.0,fb277ffd3bd73e95b5b1d52a53865c66ad5c8149bf9a1a56821b99672e8a2501,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E29_multi_seed_e04,full,5,15,0,42,5,47,rls,75,1.5137284490894145,0.8649876851939512,75,211,-1.8133333333333335,0.9999999999999895,True,8.948623180389404,1.1.0,fb277ffd3bd73e95b5b1d52a53865c66ad5c8149bf9a1a56821b99672e8a2501,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E29_multi_seed_e04,full,5,15,0,42,5,47,sa,75,1.5137284490894145,0.8649876851939512,75,89,-0.18666666666666676,0.9999999999999948,True,1.3034214973449707,1.1.0,fb277ffd3bd73e95b5b1d52a53865c66ad5c8149bf9a1a56821b99672e8a2501,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E29_multi_seed_e04,full,5,15,0,42,5,47,ga,75,1.5137284490894145,0.8649876851939512,75,83,-0.10666666666666669,0.999999999999995,True,3.7583014965057373,1.1.0,fb277ffd3bd73e95b5b1d52a53865c66ad5c8149bf9a1a56821b99672e8a2501,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E29_multi_seed_e04,full,5,15,0,42,6,48,hybrid,75,1.638101745759434,0.9360581404339623,75,71,0.053333333333333344,0.999999999999997,True,0.04297018051147461,1.1.0,fb277ffd3bd73e95b5b1d52a53865c66ad5c8149bf9a1a56821b99672e8a2501,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E29_multi_seed_e04,full,5,15,0,42,6,48,rls,75,1.638101745759434,0.9360581404339623,75,203,-1.7066666666666666,0.9999999999999927,True,8.413604736328125,1.1.0,fb277ffd3bd73e95b5b1d52a53865c66ad5c8149bf9a1a56821b99672e8a2501,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E29_multi_seed_e04,full,5,15,0,42,6,48,sa,75,1.638101745759434,0.9360581404339623,75,89,-0.18666666666666676,0.9999999999999961,True,1.3523483276367188,1.1.0,fb277ffd3bd73e95b5b1d52a53865c66ad5c8149bf9a1a56821b99672e8a2501,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E29_multi_seed_e04,full,5,15,0,42,6,48,ga,75,1.638101745759434,0.9360581404339623,75,81,-0.08000000000000007,0.9999999999999961,True,3.6597044467926025,1.1.0,fb277ffd3bd73e95b5b1d52a53865c66ad5c8149bf9a1a56821b99672e8a2501,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E29_multi_seed_e04,full,5,15,0,42,7,49,hybrid,75,0.937657643469487,0.5358043676968497,75,69,0.07999999999999996,0.9999999999999963,True,0.05254721641540527,1.1.0,fb277ffd3bd73e95b5b1d52a53865c66ad5c8149bf9a1a56821b99672e8a2501,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E29_multi_seed_e04,full,5,15,0,42,7,49,rls,75,0.937657643469487,0.5358043676968497,75,215,-1.8666666666666667,0.9999999999999916,True,8.74526858329773,1.1.0,fb277ffd3bd73e95b5b1d52a53865c66ad5c8149bf9a1a56821b99672e8a2501,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E29_multi_seed_e04,full,5,15,0,42,7,49,sa,75,0.937657643469487,0.5358043676968497,75,81,-0.08000000000000007,0.9999999999999959,True,1.1955513954162598,1.1.0,fb277ffd3bd73e95b5b1d52a53865c66ad5c8149bf9a1a56821b99672e8a2501,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E29_multi_seed_e04,full,5,15,0,42,7,49,ga,75,0.937657643469487,0.5358043676968497,75,81,-0.08000000000000007,0.9999999999999957,True,3.6948788166046143,1.1.0,fb277ffd3bd73e95b5b1d52a53865c66ad5c8149bf9a1a56821b99672e8a2501,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E29_multi_seed_e04,full,5,15,0,42,8,50,hybrid,75,1.5933364667074073,0.9104779809756612,75,71,0.053333333333333344,0.9999999999999954,True,0.03442883491516113,1.1.0,fb277ffd3bd73e95b5b1d52a53865c66ad5c8149bf9a1a56821b99672e8a2501,8f41dbcfd681b95b99b94405645c2ab4e46f16af
E29_multi_seed_e04,full,5,15,0,42,8,50,rls,75,1.5933364667074073,0.9104779809756612,75,207,-1.7599999999999998,0.9999999999999901,True,8.344408988952637,1.1.0,fb277ffd3bd73e95b5b1d52a53865c66ad5c8149bf9a1a56821b99672e8a2501,8f41dbcfd681b95b99b94405645c2ab4e46f16af
