experiment,run_id,chunk,optimizer,circuit_family,n_qubits,param_n,depth,original_size,optimized_size,reduction,fidelity,fidelity_method,success,runtime_seconds,seed,trial,template_rewrites,cz_conversions,mcz_conversions,hh_cancellations,local_cancellations,phase_merges,h_reorders,pair_gathers,bv_secret
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,8,7,10,23,9,0.6086956521739131,0.9999999999999971,exact,True,0.0031104087829589844,52,0,7.0,0.0,0.0,7.0,0.0,0.0,119.0,0.0,127
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,8,7,5,18,18,0.0,0.9999999999999958,exact,True,0.0,1052,1,,,,,,,,,48
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,8,7,5,18,8,0.5555555555555556,0.9999999999999967,exact,True,0.0010190010070800781,1052,1,,,,,,,,,48
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,8,7,5,18,4,0.7777777777777778,0.9999999999999971,exact,True,0.0030007362365722656,1052,1,2.0,0.0,0.0,7.0,0.0,0.0,24.0,45.0,48
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,8,7,6,19,19,0.0,0.9999999999999958,exact,True,0.0,2052,2,,,,,,,,,41
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,8,7,6,19,19,0.0,0.9999999999999958,exact,True,0.0013022422790527344,2052,2,,,,,,,,,41
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,8,7,6,19,5,0.736842105263158,0.9999999999999971,exact,True,0.003000020980834961,2052,2,3.0,0.0,0.0,7.0,0.0,0.0,37.0,46.0,41
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,8,7,7,20,20,0.0,0.9999999999999958,exact,True,0.0009996891021728516,3052,3,,,,,,,,,78
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,8,7,7,20,20,0.0,0.9999999999999958,exact,True,0.0,3052,3,,,,,,,,,78
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,8,7,7,20,6,0.7,0.9999999999999971,exact,True,0.00400090217590332,3052,3,4.0,0.0,0.0,7.0,0.0,0.0,53.0,42.0,78
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,8,7,7,20,20,0.0,0.9999999999999958,exact,True,0.0,4052,4,,,,,,,,,60
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,8,7,7,20,20,0.0,0.9999999999999958,exact,True,0.0,4052,4,,,,,,,,,60
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,8,7,7,20,6,0.7,0.9999999999999971,exact,True,0.003999471664428711,4052,4,4.0,0.0,0.0,7.0,0.0,0.0,53.0,42.0,60
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,8,7,5,18,18,0.0,0.9999999999999958,exact,True,0.0,5052,5,,,,,,,,,65
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,8,7,5,18,8,0.5555555555555556,0.9999999999999967,exact,True,0.0010006427764892578,5052,5,,,,,,,,,65
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,8,7,5,18,4,0.7777777777777778,0.9999999999999971,exact,True,0.002033710479736328,5052,5,2.0,0.0,0.0,7.0,0.0,0.0,24.0,45.0,65
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,8,7,8,21,21,0.0,0.9999999999999958,exact,True,0.0,6052,6,,,,,,,,,115
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,8,7,8,21,21,0.0,0.9999999999999958,exact,True,0.0009984970092773438,6052,6,,,,,,,,,115
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,8,7,8,21,7,0.6666666666666667,0.9999999999999971,exact,True,0.0032737255096435547,6052,6,5.0,0.0,0.0,7.0,0.0,0.0,72.0,33.0,115
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,8,7,7,20,20,0.0,0.9999999999999958,exact,True,0.0005056858062744141,7052,7,,,,,,,,,90
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,8,7,7,20,20,0.0,0.9999999999999958,exact,True,0.0,7052,7,,,,,,,,,90
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,8,7,7,20,6,0.7,0.9999999999999971,exact,True,0.0030205249786376953,7052,7,4.0,0.0,0.0,7.0,0.0,0.0,53.0,42.0,90
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,8,7,6,19,19,0.0,0.9999999999999958,exact,True,0.0,8052,8,,,,,,,,,52
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,8,7,6,19,19,0.0,0.9999999999999958,exact,True,0.0010221004486083984,8052,8,,,,,,,,,52
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,8,7,6,19,5,0.736842105263158,0.9999999999999971,exact,True,0.002997875213623047,8052,8,3.0,0.0,0.0,7.0,0.0,0.0,37.0,46.0,52
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,8,7,8,21,21,0.0,0.9999999999999958,exact,True,0.0,9052,9,,,,,,,,,103
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,8,7,8,21,21,0.0,0.9999999999999958,exact,True,0.0,9052,9,,,,,,,,,103
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,8,7,8,21,7,0.6666666666666667,0.9999999999999971,exact,True,0.005002498626708984,9052,9,5.0,0.0,0.0,7.0,0.0,0.0,72.0,33.0,103
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,9,8,11,26,26,0.0,0.9999999999999938,exact,True,0.0,53,0,,,,,,,,,255
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,9,8,11,26,26,0.0,0.9999999999999938,exact,True,0.001001119613647461,53,0,,,,,,,,,255
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,9,8,11,26,10,0.6153846153846154,0.9999999999999967,exact,True,0.004083156585693359,53,0,8.0,0.0,0.0,8.0,0.0,0.0,156.0,0.0,255
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,9,8,5,20,20,0.0,0.9999999999999938,exact,True,0.0,1053,1,,,,,,,,,80
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,9,8,5,20,20,0.0,0.9999999999999938,exact,True,0.0009992122650146484,1053,1,,,,,,,,,80
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,9,8,5,20,4,0.8,0.9999999999999967,exact,True,0.0019979476928710938,1053,1,2.0,0.0,0.0,8.0,0.0,0.0,27.0,57.0,80
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,9,8,9,24,24,0.0,0.9999999999999938,exact,True,0.0010144710540771484,2053,2,,,,,,,,,123
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,9,8,9,24,24,0.0,0.9999999999999938,exact,True,0.0,2053,2,,,,,,,,,123
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,9,8,9,24,8,0.6666666666666667,0.9999999999999967,exact,True,0.004999399185180664,2053,2,6.0,0.0,0.0,8.0,0.0,0.0,101.0,39.0,123
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,9,8,5,20,20,0.0,0.9999999999999938,exact,True,0.001001596450805664,3053,3,,,,,,,,,192
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,9,8,5,20,20,0.0,0.9999999999999938,exact,True,0.0,3053,3,,,,,,,,,192
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,9,8,5,20,4,0.8,0.9999999999999967,exact,True,0.0025060176849365234,3053,3,2.0,0.0,0.0,8.0,0.0,0.0,27.0,57.0,192
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,9,8,10,25,25,0.0,0.9999999999999938,exact,True,0.0009999275207519531,4053,4,,,,,,,,,247
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,9,8,10,25,25,0.0,0.9999999999999938,exact,True,0.0,4053,4,,,,,,,,,247
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,9,8,10,25,9,0.64,0.9999999999999967,exact,True,0.004998445510864258,4053,4,7.0,0.0,0.0,8.0,0.0,0.0,127.0,22.0,247
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,9,8,6,21,21,0.0,0.9999999999999938,exact,True,0.0,5053,5,,,,,,,,,21
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,9,8,6,21,21,0.0,0.9999999999999938,exact,True,0.0,5053,5,,,,,,,,,21
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,9,8,6,21,5,0.7619047619047619,0.9999999999999967,exact,True,0.002117156982421875,5053,5,3.0,0.0,0.0,8.0,0.0,0.0,41.0,60.0,21
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,9,8,8,23,23,0.0,0.9999999999999938,exact,True,0.0,6053,6,,,,,,,,,234
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,9,8,8,23,23,0.0,0.9999999999999938,exact,True,0.0009999275207519531,6053,6,,,,,,,,,234
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,9,8,8,23,7,0.6956521739130435,0.9999999999999967,exact,True,0.004075527191162109,6053,6,5.0,0.0,0.0,8.0,0.0,0.0,78.0,51.0,234
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,9,8,5,20,20,0.0,0.9999999999999938,exact,True,0.0,7053,7,,,,,,,,,18
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,9,8,5,20,20,0.0,0.9999999999999938,exact,True,0.0,7053,7,,,,,,,,,18
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,9,8,5,20,4,0.8,0.9999999999999967,exact,True,0.002000093460083008,7053,7,2.0,0.0,0.0,8.0,0.0,0.0,27.0,57.0,18
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,9,8,6,21,21,0.0,0.9999999999999938,exact,True,0.0010004043579101562,8053,8,,,,,,,,,146
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,9,8,6,21,21,0.0,0.9999999999999938,exact,True,0.001001596450805664,8053,8,,,,,,,,,146
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,9,8,6,21,5,0.7619047619047619,0.9999999999999967,exact,True,0.0020055770874023438,8053,8,3.0,0.0,0.0,8.0,0.0,0.0,41.0,60.0,146
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,9,8,7,22,22,0.0,0.9999999999999938,exact,True,0.0010116100311279297,9053,9,,,,,,,,,153
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,9,8,7,22,22,0.0,0.9999999999999938,exact,True,0.0,9053,9,,,,,,,,,153
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,9,8,7,22,6,0.7272727272727273,0.9999999999999967,exact,True,0.0029993057250976562,9053,9,4.0,0.0,0.0,8.0,0.0,0.0,58.0,58.0,153
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,10,9,12,29,29,0.0,1.0,clifford_tableau,True,0.00099945068359375,54,0,,,,,,,,,511
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,10,9,12,29,29,0.0,1.0,clifford_tableau,True,0.0010001659393310547,54,0,,,,,,,,,511
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,10,9,12,29,11,0.6206896551724138,1.0,clifford_tableau,True,0.004998207092285156,54,0,9.0,0.0,0.0,9.0,0.0,0.0,198.0,0.0,511
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,10,9,8,25,25,0.0,1.0,clifford_tableau,True,0.0,1054,1,,,,,,,,,107
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,10,9,8,25,25,0.0,1.0,clifford_tableau,True,0.0010013580322265625,1054,1,,,,,,,,,107
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,10,9,8,25,7,0.72,1.0,clifford_tableau,True,0.004996061325073242,1054,1,5.0,0.0,0.0,9.0,0.0,0.0,84.0,70.0,107
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,10,9,7,24,24,0.0,1.0,clifford_tableau,True,0.0,2054,2,,,,,,,,,329
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,10,9,7,24,24,0.0,1.0,clifford_tableau,True,0.0,2054,2,,,,,,,,,329
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,10,9,7,24,6,0.75,1.0,clifford_tableau,True,0.0049822330474853516,2054,2,4.0,0.0,0.0,9.0,0.0,0.0,63.0,75.0,329
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,10,9,4,21,21,0.0,1.0,clifford_tableau,True,0.0,3054,3,,,,,,,,,32
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,10,9,4,21,21,0.0,1.0,clifford_tableau,True,0.0,3054,3,,,,,,,,,32
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,10,9,4,21,3,0.8571428571428572,1.0,clifford_tableau,True,0.002997875213623047,3054,3,1.0,0.0,0.0,9.0,0.0,0.0,18.0,60.0,32
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,10,9,6,23,23,0.0,1.0,clifford_tableau,True,0.0010018348693847656,4054,4,,,,,,,,,268
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,10,9,6,23,23,0.0,1.0,clifford_tableau,True,0.0,4054,4,,,,,,,,,268
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,10,9,6,23,5,0.782608695652174,1.0,clifford_tableau,True,0.002997159957885742,4054,4,3.0,0.0,0.0,9.0,0.0,0.0,45.0,75.0,268
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,10,9,6,23,23,0.0,1.0,clifford_tableau,True,0.0010008811950683594,5054,5,,,,,,,,,296
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,10,9,6,23,23,0.0,1.0,clifford_tableau,True,0.0,5054,5,,,,,,,,,296
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,10,9,6,23,5,0.782608695652174,1.0,clifford_tableau,True,0.0029997825622558594,5054,5,3.0,0.0,0.0,9.0,0.0,0.0,45.0,75.0,296
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,10,9,9,26,26,0.0,1.0,clifford_tableau,True,0.0,6054,6,,,,,,,,,359
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,10,9,9,26,26,0.0,1.0,clifford_tableau,True,0.0,6054,6,,,,,,,,,359
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,10,9,9,26,8,0.6923076923076923,1.0,clifford_tableau,True,0.003999948501586914,6054,6,6.0,0.0,0.0,9.0,0.0,0.0,108.0,60.0,359
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,10,9,7,24,24,0.0,1.0,clifford_tableau,True,0.000997781753540039,7054,7,,,,,,,,,480
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,10,9,7,24,24,0.0,1.0,clifford_tableau,True,0.0010001659393310547,7054,7,,,,,,,,,480
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,10,9,7,24,6,0.75,1.0,clifford_tableau,True,0.0040018558502197266,7054,7,4.0,0.0,0.0,9.0,0.0,0.0,63.0,75.0,480
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,10,9,7,24,24,0.0,1.0,clifford_tableau,True,0.0,8054,8,,,,,,,,,464
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,10,9,7,24,24,0.0,1.0,clifford_tableau,True,0.0,8054,8,,,,,,,,,464
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,10,9,7,24,6,0.75,1.0,clifford_tableau,True,0.0031142234802246094,8054,8,4.0,0.0,0.0,9.0,0.0,0.0,63.0,75.0,464
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,10,9,7,24,24,0.0,1.0,clifford_tableau,True,0.0,9054,9,,,,,,,,,92
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,10,9,7,24,24,0.0,1.0,clifford_tableau,True,0.0,9054,9,,,,,,,,,92
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,10,9,7,24,6,0.75,1.0,clifford_tableau,True,0.005065441131591797,9054,9,4.0,0.0,0.0,9.0,0.0,0.0,63.0,75.0,92
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,11,10,13,32,32,0.0,1.0,clifford_tableau,True,0.0,55,0,,,,,,,,,1023
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,11,10,13,32,32,0.0,1.0,clifford_tableau,True,0.0009984970092773438,55,0,,,,,,,,,1023
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,11,10,13,32,12,0.625,1.0,clifford_tableau,True,0.007283449172973633,55,0,10.0,0.0,0.0,10.0,0.0,0.0,245.0,0.0,1023
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,11,10,7,26,26,0.0,1.0,clifford_tableau,True,0.0010025501251220703,1055,1,,,,,,,,,75
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,11,10,7,26,26,0.0,1.0,clifford_tableau,True,0.0009984970092773438,1055,1,,,,,,,,,75
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,11,10,7,26,6,0.7692307692307692,1.0,clifford_tableau,True,0.005998134613037109,1055,1,4.0,0.0,0.0,10.0,0.0,0.0,68.0,93.0,75
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,11,10,8,27,27,0.0,1.0,clifford_tableau,True,0.0,2055,2,,,,,,,,,372
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,11,10,8,27,27,0.0,1.0,clifford_tableau,True,0.0,2055,2,,,,,,,,,372
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,11,10,8,27,7,0.7407407407407407,1.0,clifford_tableau,True,0.005987405776977539,2055,2,5.0,0.0,0.0,10.0,0.0,0.0,90.0,90.0,372
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,11,10,8,27,27,0.0,1.0,clifford_tableau,True,0.0,3055,3,,,,,,,,,227
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,11,10,8,27,27,0.0,1.0,clifford_tableau,True,0.0,3055,3,,,,,,,,,227
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,11,10,8,27,7,0.7407407407407407,1.0,clifford_tableau,True,0.003998279571533203,3055,3,5.0,0.0,0.0,10.0,0.0,0.0,90.0,90.0,227
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,11,10,7,26,26,0.0,1.0,clifford_tableau,True,0.0009856224060058594,4055,4,,,,,,,,,29
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,11,10,7,26,26,0.0,1.0,clifford_tableau,True,0.0010001659393310547,4055,4,,,,,,,,,29
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,11,10,7,26,6,0.7692307692307692,1.0,clifford_tableau,True,0.004012584686279297,4055,4,4.0,0.0,0.0,10.0,0.0,0.0,68.0,93.0,29
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,11,10,6,25,25,0.0,1.0,clifford_tableau,True,0.0,5055,5,,,,,,,,,416
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,11,10,6,25,25,0.0,1.0,clifford_tableau,True,0.0,5055,5,,,,,,,,,416
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,11,10,6,25,5,0.8,1.0,clifford_tableau,True,0.003984689712524414,5055,5,3.0,0.0,0.0,10.0,0.0,0.0,49.0,91.0,416
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,11,10,9,28,28,0.0,1.0,clifford_tableau,True,0.0,6055,6,,,,,,,,,873
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,11,10,9,28,28,0.0,1.0,clifford_tableau,True,0.0,6055,6,,,,,,,,,873
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,11,10,9,28,8,0.7142857142857143,1.0,clifford_tableau,True,0.005985736846923828,6055,6,6.0,0.0,0.0,10.0,0.0,0.0,115.0,82.0,873
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,11,10,7,26,26,0.0,1.0,clifford_tableau,True,0.0,7055,7,,,,,,,,,142
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,11,10,7,26,26,0.0,1.0,clifford_tableau,True,0.0,7055,7,,,,,,,,,142
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,11,10,7,26,6,0.7692307692307692,1.0,clifford_tableau,True,0.003998756408691406,7055,7,4.0,0.0,0.0,10.0,0.0,0.0,68.0,93.0,142
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,11,10,7,26,26,0.0,1.0,clifford_tableau,True,0.0009982585906982422,8055,8,,,,,,,,,582
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,11,10,7,26,26,0.0,1.0,clifford_tableau,True,0.0,8055,8,,,,,,,,,582
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,11,10,7,26,6,0.7692307692307692,1.0,clifford_tableau,True,0.004014015197753906,8055,8,4.0,0.0,0.0,10.0,0.0,0.0,68.0,93.0,582
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,greedy_phase1,BV,11,10,8,27,27,0.0,1.0,clifford_tableau,True,0.0,9055,9,,,,,,,,,805
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,commutation_phase2a,BV,11,10,8,27,27,0.0,1.0,clifford_tableau,True,0.0,9055,9,,,,,,,,,805
E26_phase2b_full_v8,e26v8_bv_20260720_155611,bv,template_phase2b,BV,11,10,8,27,7,0.7407407407407407,1.0,clifford_tableau,True,0.006031036376953125,9055,9,5.0,0.0,0.0,10.0,0.0,0.0,90.0,90.0,805
