experiment,run_id,chunk,optimizer,circuit_family,n_qubits,param_n,depth,original_size,optimized_size,reduction,fidelity,fidelity_method,success,runtime_seconds,seed,trial,template_rewrites,cz_conversions,mcz_conversions,hh_cancellations,local_cancellations,phase_merges,h_reorders,pair_gathers
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,greedy_phase1,IQP,9,9,30,342,342,0.0,1.0000000000000062,exact,True,0.0,365,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,commutation_phase2a,IQP,9,9,30,342,328,0.040935672514619936,1.0000000000000062,exact,True,0.04740309715270996,365,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,template_phase2b,IQP,9,9,30,342,33,0.9035087719298246,0.9999999999999998,exact,True,0.2382948398590088,365,1,0.0,0.0,0.0,0.0,57.0,163.0,129.0,6342.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,greedy_phase1,IQP,9,9,30,342,342,0.0,1.0000000000000036,exact,True,0.0,465,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,commutation_phase2a,IQP,9,9,30,342,324,0.052631578947368474,1.0000000000000036,exact,True,0.08163166046142578,465,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,template_phase2b,IQP,9,9,30,342,30,0.9122807017543859,0.9999999999999996,exact,True,0.20535516738891602,465,2,0.0,0.0,0.0,0.0,61.0,174.0,92.0,5914.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,greedy_phase1,IQP,9,9,40,451,451,0.0,1.0000000000000102,exact,True,0.0,275,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,commutation_phase2a,IQP,9,9,40,451,437,0.03104212860310418,1.0000000000000102,exact,True,0.061367034912109375,275,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,template_phase2b,IQP,9,9,40,451,32,0.9290465631929047,1.000000000000003,exact,True,0.30713462829589844,275,0,0.0,0.0,0.0,0.0,81.0,226.0,100.0,8380.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,greedy_phase1,IQP,9,9,40,447,447,0.0,1.0000000000000084,exact,True,0.009006977081298828,375,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,commutation_phase2a,IQP,9,9,40,447,437,0.022371364653243853,1.0000000000000084,exact,True,0.05536389350891113,375,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,template_phase2b,IQP,9,9,40,447,27,0.9395973154362416,1.0000000000000027,exact,True,0.31680774688720703,375,1,0.0,0.0,0.0,1.0,83.0,221.0,131.0,8871.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,greedy_phase1,IQP,9,9,40,456,456,0.0,1.0000000000000067,exact,True,0.007828235626220703,475,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,commutation_phase2a,IQP,9,9,40,456,442,0.030701754385964897,1.0000000000000067,exact,True,0.13684391975402832,475,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,template_phase2b,IQP,9,9,40,456,29,0.9364035087719298,1.0000000000000004,exact,True,0.24054741859436035,475,2,0.0,1.0,0.0,0.0,84.0,227.0,128.0,9097.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,greedy_phase1,IQP,9,9,45,478,478,0.0,1.000000000000008,exact,True,0.0,280,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,commutation_phase2a,IQP,9,9,45,478,464,0.029288702928870314,1.000000000000008,exact,True,0.07020974159240723,280,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,template_phase2b,IQP,9,9,45,478,31,0.9351464435146444,1.0000000000000027,exact,True,0.22154974937438965,280,0,0.0,0.0,0.0,0.0,80.0,253.0,139.0,8978.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,greedy_phase1,IQP,9,9,45,485,485,0.0,1.000000000000008,exact,True,0.0040895938873291016,380,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,commutation_phase2a,IQP,9,9,45,485,461,0.04948453608247427,1.000000000000008,exact,True,0.09836721420288086,380,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,template_phase2b,IQP,9,9,45,485,25,0.9484536082474226,1.0000000000000009,exact,True,0.2362079620361328,380,1,0.0,1.0,0.0,1.0,81.0,258.0,79.0,9102.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,greedy_phase1,IQP,9,9,45,498,498,0.0,1.0000000000000115,exact,True,0.0,480,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,commutation_phase2a,IQP,9,9,45,498,470,0.05622489959839361,1.0000000000000115,exact,True,0.103179931640625,480,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,template_phase2b,IQP,9,9,45,498,29,0.9417670682730923,1.0000000000000018,exact,True,0.24121332168579102,480,2,0.0,0.0,0.0,0.0,90.0,251.0,99.0,9493.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,greedy_phase1,IQP,10,10,25,337,337,0.0,1.0,sampled200,True,0.008598566055297852,270,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,commutation_phase2a,IQP,10,10,25,337,335,0.005934718100890191,1.0,sampled200,True,0.013241052627563477,270,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,template_phase2b,IQP,10,10,25,337,34,0.8991097922848664,0.9999999999999978,sampled200,True,0.18599796295166016,270,0,0.0,1.0,0.0,0.0,56.0,167.0,172.0,6316.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,greedy_phase1,IQP,10,10,25,353,353,0.0,1.0,sampled200,True,0.0,370,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,commutation_phase2a,IQP,10,10,25,353,353,0.0,1.0,sampled200,True,0.015406131744384766,370,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,template_phase2b,IQP,10,10,25,353,30,0.9150141643059491,0.9999999999999983,sampled200,True,0.1840505599975586,370,1,0.0,0.0,0.0,1.0,68.0,169.0,158.0,6463.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,greedy_phase1,IQP,10,10,25,341,341,0.0,1.0,sampled200,True,0.0,470,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,commutation_phase2a,IQP,10,10,25,341,341,0.0,1.0,sampled200,True,0.015407085418701172,470,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,template_phase2b,IQP,10,10,25,341,32,0.906158357771261,0.9999999999999986,sampled200,True,0.17030668258666992,470,2,0.0,0.0,0.0,0.0,63.0,166.0,112.0,6422.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,greedy_phase1,IQP,10,10,30,386,386,0.0,1.0,sampled200,True,0.0,275,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,commutation_phase2a,IQP,10,10,30,386,382,0.010362694300518172,1.0,sampled200,True,0.025200605392456055,275,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,template_phase2b,IQP,10,10,30,386,35,0.9093264248704663,0.9999999999999993,sampled200,True,0.19055795669555664,275,0,0.0,0.0,0.0,0.0,64.0,193.0,154.0,7309.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,greedy_phase1,IQP,10,10,30,361,361,0.0,1.0,sampled200,True,0.015163660049438477,375,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,commutation_phase2a,IQP,10,10,30,361,359,0.005540166204986097,1.0,sampled200,True,0.01592874526977539,375,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,template_phase2b,IQP,10,10,30,361,35,0.9030470914127424,0.9999999999999993,sampled200,True,0.18497610092163086,375,1,0.0,0.0,0.0,0.0,59.0,182.0,149.0,6869.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,greedy_phase1,IQP,10,10,30,371,371,0.0,1.0,sampled200,True,0.0029637813568115234,475,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,commutation_phase2a,IQP,10,10,30,371,365,0.016172506738544423,1.0,sampled200,True,0.018906593322753906,475,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,template_phase2b,IQP,10,10,30,371,33,0.9110512129380054,0.9999999999999993,sampled200,True,0.1828467845916748,475,2,0.0,1.0,0.0,0.0,67.0,176.0,162.0,6978.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,greedy_phase1,IQP,10,10,40,504,504,0.0,1.0,sampled200,True,0.015842199325561523,285,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,commutation_phase2a,IQP,10,10,40,504,492,0.023809523809523836,1.0,sampled200,True,0.05622529983520508,285,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,template_phase2b,IQP,10,10,40,504,35,0.9305555555555556,1.0,sampled200,True,0.28894996643066406,285,0,0.0,0.0,0.0,0.0,92.0,262.0,188.0,10290.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,greedy_phase1,IQP,10,10,40,494,494,0.0,1.0,sampled200,True,0.0,385,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,commutation_phase2a,IQP,10,10,40,494,482,0.02429149797570851,1.0,sampled200,True,0.09067964553833008,385,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,template_phase2b,IQP,10,10,40,494,30,0.9392712550607287,1.0,sampled200,True,0.2418062686920166,385,1,0.0,1.0,0.0,0.0,95.0,234.0,141.0,9262.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,greedy_phase1,IQP,10,10,40,497,497,0.0,1.0,sampled200,True,0.008788585662841797,485,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,commutation_phase2a,IQP,10,10,40,497,495,0.004024144869215318,1.0,sampled200,True,0.014631509780883789,485,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,template_phase2b,IQP,10,10,40,497,33,0.9336016096579477,0.9999999999999996,sampled200,True,0.24855852127075195,485,2,0.0,0.0,0.0,0.0,93.0,244.0,186.0,9770.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,greedy_phase1,IQP,10,10,45,572,572,0.0,1.0,sampled200,True,0.0,290,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,commutation_phase2a,IQP,10,10,45,572,562,0.0174825174825175,1.0,sampled200,True,0.07606673240661621,290,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,template_phase2b,IQP,10,10,45,572,27,0.9527972027972028,1.0,sampled200,True,0.41500353813171387,290,0,0.0,0.0,0.0,2.0,111.0,283.0,125.0,11587.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,greedy_phase1,IQP,10,10,45,578,578,0.0,1.0,sampled200,True,0.007001638412475586,390,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,commutation_phase2a,IQP,10,10,45,578,572,0.01038062283737029,1.0,sampled200,True,0.04289555549621582,390,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,template_phase2b,IQP,10,10,45,578,31,0.9463667820069204,1.0,sampled200,True,0.3070085048675537,390,1,0.0,1.0,0.0,0.0,105.0,295.0,173.0,11486.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,greedy_phase1,IQP,10,10,45,570,570,0.0,1.0,sampled200,True,0.015623331069946289,490,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,commutation_phase2a,IQP,10,10,45,570,570,0.0,1.0,sampled200,True,0.03057408332824707,490,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051914,depth_fill2,template_phase2b,IQP,10,10,45,570,24,0.9578947368421052,1.0,sampled200,True,0.5015325546264648,490,2,0.0,1.0,0.0,2.0,109.0,279.0,146.0,11348.0
