experiment,run_id,chunk,optimizer,circuit_family,n_qubits,param_n,depth,original_size,optimized_size,reduction,fidelity,fidelity_method,success,runtime_seconds,seed,trial,template_rewrites,cz_conversions,mcz_conversions,hh_cancellations,local_cancellations,phase_merges,h_reorders,pair_gathers
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_053014,depth_fill2,greedy_phase1,Universal,10,10,25,250,250,0.0,1.0,sampled200,True,0.0,270,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_053014,depth_fill2,commutation_phase2a,Universal,10,10,25,250,250,0.0,1.0,sampled200,True,0.015196561813354492,270,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_053014,depth_fill2,template_phase2b,Universal,10,10,25,250,215,0.14,0.9999999999999841,sampled200,True,0.13152480125427246,270,0,0.0,0.0,0.0,1.0,3.0,27.0,603.0,349.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_053014,depth_fill2,greedy_phase1,Universal,10,10,25,250,250,0.0,1.0,sampled200,True,0.0,370,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_053014,depth_fill2,commutation_phase2a,Universal,10,10,25,250,250,0.0,1.0,sampled200,True,0.022511959075927734,370,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_053014,depth_fill2,template_phase2b,Universal,10,10,25,250,210,0.16000000000000003,0.9999999999999838,sampled200,True,0.08448219299316406,370,1,0.0,1.0,0.0,3.0,3.0,26.0,258.0,414.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_053014,depth_fill2,greedy_phase1,Universal,10,10,25,250,250,0.0,1.0,sampled200,True,0.015201330184936523,470,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_053014,depth_fill2,commutation_phase2a,Universal,10,10,25,250,250,0.0,1.0,sampled200,True,0.008012533187866211,470,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_053014,depth_fill2,template_phase2b,Universal,10,10,25,250,216,0.136,0.9999999999999832,sampled200,True,0.12253713607788086,470,2,0.0,1.0,0.0,3.0,2.0,22.0,180.0,408.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_053014,depth_fill2,greedy_phase1,Universal,10,10,30,300,300,0.0,1.0,sampled200,True,0.0,275,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_053014,depth_fill2,commutation_phase2a,Universal,10,10,30,300,300,0.0,1.0,sampled200,True,0.01528310775756836,275,0,,,,,,,,
