experiment,run_id,chunk,optimizer,circuit_family,n_qubits,param_n,depth,original_size,optimized_size,reduction,fidelity,fidelity_method,success,runtime_seconds,seed,trial,template_rewrites,cz_conversions,mcz_conversions,hh_cancellations,local_cancellations,phase_merges,h_reorders,pair_gathers
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052425,depth_fill2,greedy_phase1,Structured,9,9,25,325,325,0.0,0.9999999999999987,exact,True,0.006608247756958008,260,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052425,depth_fill2,commutation_phase2a,Structured,9,9,25,325,325,0.0,0.9999999999999987,exact,True,0.013207197189331055,260,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052425,depth_fill2,template_phase2b,Structured,9,9,25,325,207,0.3630769230769231,0.9999999999999996,exact,True,0.14339566230773926,260,0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,1506.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052425,depth_fill2,greedy_phase1,Structured,9,9,25,325,325,0.0,0.9999999999999996,exact,True,0.006958723068237305,360,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052425,depth_fill2,commutation_phase2a,Structured,9,9,25,325,325,0.0,0.9999999999999996,exact,True,0.015454769134521484,360,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052425,depth_fill2,template_phase2b,Structured,9,9,25,325,207,0.3630769230769231,0.9999999999999991,exact,True,0.15050983428955078,360,1,0.0,0.0,0.0,0.0,0.0,118.0,0.0,1506.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052425,depth_fill2,greedy_phase1,Structured,9,9,25,325,325,0.0,1.0000000000000009,exact,True,0.0,460,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052425,depth_fill2,commutation_phase2a,Structured,9,9,25,325,325,0.0,1.0000000000000009,exact,True,0.01282954216003418,460,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052425,depth_fill2,template_phase2b,Structured,9,9,25,325,207,0.3630769230769231,1.0000000000000009,exact,True,0.21905136108398438,460,2,0.0,0.0,0.0,0.0,0.0,118.0,0.0,1506.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052425,depth_fill2,greedy_phase1,Structured,9,9,30,390,390,0.0,0.9999999999999978,exact,True,0.009600400924682617,265,0,,,,,,,,
