experiment,run_id,chunk,optimizer,circuit_family,n_qubits,param_n,depth,original_size,optimized_size,reduction,fidelity,fidelity_method,success,runtime_seconds,seed,trial,template_rewrites,cz_conversions,mcz_conversions,hh_cancellations,local_cancellations,phase_merges,h_reorders,pair_gathers
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051807,depth_fill2,greedy_phase1,IQP,4,4,25,118,118,0.0,1.0000000000000009,exact,True,0.0,210,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051807,depth_fill2,commutation_phase2a,IQP,4,4,25,118,90,0.23728813559322037,1.0000000000000009,exact,True,0.030745983123779297,210,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051807,depth_fill2,template_phase2b,IQP,4,4,25,118,15,0.8728813559322034,0.9999999999999996,exact,True,0.059455156326293945,210,0,0.0,0.0,0.0,0.0,17.0,59.0,17.0,2063.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051807,depth_fill2,greedy_phase1,IQP,4,4,25,124,124,0.0,1.0000000000000018,exact,True,0.0,310,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051807,depth_fill2,commutation_phase2a,IQP,4,4,25,124,108,0.12903225806451613,1.0000000000000018,exact,True,0.031209230422973633,310,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051807,depth_fill2,template_phase2b,IQP,4,4,25,124,13,0.8951612903225806,0.9999999999999991,exact,True,0.0416717529296875,310,1,0.0,0.0,0.0,0.0,16.0,69.0,10.0,1899.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051807,depth_fill2,greedy_phase1,IQP,4,4,25,113,113,0.0,1.0000000000000009,exact,True,0.00157928466796875,410,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051807,depth_fill2,commutation_phase2a,IQP,4,4,25,113,93,0.17699115044247793,1.0000000000000009,exact,True,0.029251813888549805,410,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051807,depth_fill2,template_phase2b,IQP,4,4,25,113,14,0.8761061946902655,0.9999999999999996,exact,True,0.04573822021484375,410,2,0.0,0.0,0.0,0.0,15.0,61.0,19.0,1847.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051807,depth_fill2,greedy_phase1,IQP,4,4,30,136,135,0.007352941176470562,1.0000000000000009,exact,True,0.0,215,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051807,depth_fill2,commutation_phase2a,IQP,4,4,30,136,122,0.1029411764705882,1.0000000000000009,exact,True,0.015530824661254883,215,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051807,depth_fill2,template_phase2b,IQP,4,4,30,136,14,0.8970588235294118,0.9999999999999991,exact,True,0.06417560577392578,215,0,0.0,0.0,0.0,0.0,21.0,69.0,22.0,2208.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051807,depth_fill2,greedy_phase1,IQP,4,4,30,136,136,0.0,1.0000000000000024,exact,True,0.002004384994506836,315,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_051807,depth_fill2,commutation_phase2a,IQP,4,4,30,136,122,0.1029411764705882,1.0000000000000024,exact,True,0.030414819717407227,315,1,,,,,,,,
