experiment,run_id,chunk,optimizer,circuit_family,n_qubits,param_n,depth,original_size,optimized_size,reduction,fidelity,fidelity_method,success,runtime_seconds,seed,trial,template_rewrites,cz_conversions,mcz_conversions,hh_cancellations,local_cancellations,phase_merges,h_reorders,pair_gathers
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052353,depth_fill2,greedy_phase1,Structured,4,4,25,138,138,0.0,1.0000000000000029,exact,True,0.0,210,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052353,depth_fill2,commutation_phase2a,Structured,4,4,25,138,138,0.0,1.0000000000000029,exact,True,0.00502324104309082,210,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052353,depth_fill2,template_phase2b,Structured,4,4,25,138,78,0.4347826086956522,1.0000000000000018,exact,True,0.03305840492248535,210,0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,789.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052353,depth_fill2,greedy_phase1,Structured,4,4,25,138,138,0.0,0.9999999999999991,exact,True,0.002003908157348633,310,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052353,depth_fill2,commutation_phase2a,Structured,4,4,25,138,138,0.0,0.9999999999999991,exact,True,0.009412288665771484,310,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052353,depth_fill2,template_phase2b,Structured,4,4,25,138,78,0.4347826086956522,0.9999999999999991,exact,True,0.033092498779296875,310,1,0.0,0.0,0.0,0.0,0.0,60.0,0.0,789.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052353,depth_fill2,greedy_phase1,Structured,4,4,25,138,138,0.0,1.0000000000000018,exact,True,0.002007007598876953,410,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052353,depth_fill2,commutation_phase2a,Structured,4,4,25,138,138,0.0,1.0000000000000018,exact,True,0.0,410,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052353,depth_fill2,template_phase2b,Structured,4,4,25,138,78,0.4347826086956522,1.0000000000000018,exact,True,0.0630800724029541,410,2,0.0,0.0,0.0,0.0,0.0,60.0,0.0,789.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052353,depth_fill2,greedy_phase1,Structured,4,4,30,165,165,0.0,0.999999999999999,exact,True,0.004010438919067383,215,0,,,,,,,,
