experiment,run_id,chunk,optimizer,circuit_family,n_qubits,param_n,depth,original_size,optimized_size,reduction,fidelity,fidelity_method,success,runtime_seconds,seed,trial,template_rewrites,cz_conversions,mcz_conversions,hh_cancellations,local_cancellations,phase_merges,h_reorders,pair_gathers
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,greedy_phase1,Universal,4,4,25,100,100,0.0,0.999999999999991,exact,True,0.0,210,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,commutation_phase2a,Universal,4,4,25,100,98,0.020000000000000018,0.9999999999999912,exact,True,0.014203310012817383,210,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,template_phase2b,Universal,4,4,25,100,89,0.10999999999999999,0.9999999999999917,exact,True,0.020767688751220703,210,0,0.0,0.0,0.0,1.0,0.0,9.0,15.0,28.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,greedy_phase1,Universal,4,4,25,100,100,0.0,0.9999999999999948,exact,True,0.0,310,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,commutation_phase2a,Universal,4,4,25,100,96,0.040000000000000036,0.9999999999999948,exact,True,0.015259981155395508,310,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,template_phase2b,Universal,4,4,25,100,86,0.14,0.999999999999995,exact,True,0.03387808799743652,310,1,0.0,0.0,0.0,1.0,1.0,10.0,30.0,41.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,greedy_phase1,Universal,4,4,25,100,100,0.0,0.9999999999999938,exact,True,0.0020036697387695312,410,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,commutation_phase2a,Universal,4,4,25,100,98,0.020000000000000018,0.9999999999999938,exact,True,0.004006385803222656,410,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,template_phase2b,Universal,4,4,25,100,92,0.07999999999999996,0.9999999999999938,exact,True,0.023029804229736328,410,2,0.0,0.0,0.0,0.0,1.0,6.0,17.0,34.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,greedy_phase1,Universal,4,4,30,120,120,0.0,0.9999999999999902,exact,True,0.0,215,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,commutation_phase2a,Universal,4,4,30,120,114,0.050000000000000044,0.9999999999999908,exact,True,0.016428709030151367,215,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,template_phase2b,Universal,4,4,30,120,110,0.08333333333333337,0.9999999999999908,exact,True,0.025972604751586914,215,0,0.0,0.0,0.0,2.0,1.0,4.0,77.0,19.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,greedy_phase1,Universal,4,4,30,120,120,0.0,0.9999999999999875,exact,True,0.0020036697387695312,315,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,commutation_phase2a,Universal,4,4,30,120,116,0.033333333333333326,0.9999999999999879,exact,True,0.0040056705474853516,315,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,template_phase2b,Universal,4,4,30,120,101,0.15833333333333333,0.9999999999999889,exact,True,0.015248298645019531,315,1,0.0,0.0,0.0,1.0,1.0,15.0,52.0,58.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,greedy_phase1,Universal,4,4,30,120,120,0.0,0.9999999999999903,exact,True,0.0,415,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,commutation_phase2a,Universal,4,4,30,120,108,0.09999999999999998,0.999999999999991,exact,True,0.014516830444335938,415,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,template_phase2b,Universal,4,4,30,120,94,0.21666666666666667,0.9999999999999915,exact,True,0.01968216896057129,415,2,0.0,0.0,0.0,2.0,4.0,14.0,67.0,59.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,greedy_phase1,Universal,4,4,40,160,160,0.0,0.999999999999987,exact,True,0.0020036697387695312,225,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,commutation_phase2a,Universal,4,4,40,160,154,0.03749999999999998,0.9999999999999877,exact,True,0.013020038604736328,225,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,template_phase2b,Universal,4,4,40,160,142,0.11250000000000004,0.9999999999999877,exact,True,0.030997753143310547,225,0,0.0,0.0,0.0,2.0,1.0,12.0,60.0,51.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,greedy_phase1,Universal,4,4,40,160,160,0.0,0.9999999999999867,exact,True,0.0,325,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,commutation_phase2a,Universal,4,4,40,160,146,0.08750000000000002,0.9999999999999883,exact,True,0.015294551849365234,325,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,template_phase2b,Universal,4,4,40,160,120,0.25,0.9999999999999879,exact,True,0.04465913772583008,325,1,1.0,1.0,0.0,5.0,2.0,24.0,58.0,140.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,greedy_phase1,Universal,4,4,40,160,160,0.0,0.9999999999999862,exact,True,0.0017447471618652344,425,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,commutation_phase2a,Universal,4,4,40,160,152,0.050000000000000044,0.9999999999999867,exact,True,0.017365455627441406,425,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,template_phase2b,Universal,4,4,40,160,131,0.18125000000000002,0.9999999999999883,exact,True,0.04826021194458008,425,2,0.0,0.0,0.0,2.0,3.0,19.0,109.0,134.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,greedy_phase1,Universal,4,4,45,180,180,0.0,0.9999999999999858,exact,True,0.0,230,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,commutation_phase2a,Universal,4,4,45,180,178,0.011111111111111072,0.9999999999999862,exact,True,0.0,230,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,template_phase2b,Universal,4,4,45,180,148,0.1777777777777778,0.9999999999999875,exact,True,0.039334774017333984,230,0,0.0,0.0,0.0,1.0,0.0,30.0,61.0,169.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,greedy_phase1,Universal,4,4,45,180,180,0.0,0.9999999999999875,exact,True,0.0015571117401123047,330,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,commutation_phase2a,Universal,4,4,45,180,178,0.011111111111111072,0.9999999999999881,exact,True,0.010826349258422852,330,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,template_phase2b,Universal,4,4,45,180,156,0.1333333333333333,0.9999999999999896,exact,True,0.06172680854797363,330,1,0.0,1.0,0.0,1.0,0.0,20.0,71.0,70.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,greedy_phase1,Universal,4,4,45,180,180,0.0,0.9999999999999872,exact,True,0.0010027885437011719,430,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,commutation_phase2a,Universal,4,4,45,180,172,0.0444444444444444,0.9999999999999879,exact,True,0.013493776321411133,430,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,template_phase2b,Universal,4,4,45,180,162,0.09999999999999998,0.9999999999999883,exact,True,0.03085637092590332,430,2,0.0,0.0,0.0,2.0,2.0,10.0,77.0,63.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,greedy_phase1,Universal,6,6,25,150,150,0.0,0.9999999999999878,exact,True,0.0,230,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,commutation_phase2a,Universal,6,6,25,150,146,0.026666666666666616,0.9999999999999878,exact,True,0.0,230,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,template_phase2b,Universal,6,6,25,150,130,0.1333333333333333,0.9999999999999895,exact,True,0.023734569549560547,230,0,0.0,0.0,0.0,0.0,2.0,16.0,88.0,108.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,greedy_phase1,Universal,6,6,25,150,150,0.0,0.9999999999999887,exact,True,0.0,330,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,commutation_phase2a,Universal,6,6,25,150,148,0.013333333333333308,0.9999999999999889,exact,True,0.004403829574584961,330,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,template_phase2b,Universal,6,6,25,150,133,0.11333333333333329,0.9999999999999895,exact,True,0.039865732192993164,330,1,0.0,2.0,0.0,1.0,0.0,11.0,75.0,80.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,greedy_phase1,Universal,6,6,25,150,150,0.0,0.9999999999999889,exact,True,0.0,430,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,commutation_phase2a,Universal,6,6,25,150,142,0.053333333333333344,0.9999999999999891,exact,True,0.0,430,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,template_phase2b,Universal,6,6,25,150,128,0.1466666666666666,0.9999999999999899,exact,True,0.030535459518432617,430,2,0.0,2.0,0.0,0.0,3.0,12.0,116.0,76.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,greedy_phase1,Universal,6,6,30,180,180,0.0,0.9999999999999847,exact,True,0.0,235,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,commutation_phase2a,Universal,6,6,30,180,170,0.05555555555555558,0.9999999999999853,exact,True,0.015208005905151367,235,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,template_phase2b,Universal,6,6,30,180,150,0.16666666666666663,0.999999999999986,exact,True,0.053371429443359375,235,0,0.0,0.0,0.0,3.0,2.0,20.0,166.0,160.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,greedy_phase1,Universal,6,6,30,180,180,0.0,0.9999999999999838,exact,True,0.0,335,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,commutation_phase2a,Universal,6,6,30,180,172,0.0444444444444444,0.9999999999999851,exact,True,0.0,335,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,template_phase2b,Universal,6,6,30,180,159,0.1166666666666667,0.999999999999986,exact,True,0.055803537368774414,335,1,0.0,0.0,0.0,3.0,1.0,13.0,171.0,110.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,greedy_phase1,Universal,6,6,30,180,180,0.0,0.9999999999999842,exact,True,0.0,435,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,commutation_phase2a,Universal,6,6,30,180,174,0.033333333333333326,0.9999999999999847,exact,True,0.031940460205078125,435,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,template_phase2b,Universal,6,6,30,180,152,0.15555555555555556,0.9999999999999865,exact,True,0.06364607810974121,435,2,0.0,1.0,0.0,2.0,1.0,20.0,137.0,136.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,greedy_phase1,Universal,6,6,40,240,240,0.0,0.9999999999999827,exact,True,0.0,245,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,commutation_phase2a,Universal,6,6,40,240,226,0.05833333333333335,0.9999999999999849,exact,True,0.02618408203125,245,0,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,template_phase2b,Universal,6,6,40,240,212,0.1166666666666667,0.9999999999999856,exact,True,0.06576728820800781,245,0,0.0,0.0,0.0,6.0,1.0,14.0,169.0,117.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,greedy_phase1,Universal,6,6,40,240,240,0.0,0.9999999999999815,exact,True,0.015301704406738281,345,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,commutation_phase2a,Universal,6,6,40,240,228,0.050000000000000044,0.9999999999999825,exact,True,0.022954702377319336,345,1,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,template_phase2b,Universal,6,6,40,240,205,0.14583333333333337,0.9999999999999829,exact,True,0.0873255729675293,345,1,0.0,1.0,0.0,4.0,3.0,19.0,208.0,172.0
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,greedy_phase1,Universal,6,6,40,240,240,0.0,0.9999999999999806,exact,True,0.015182256698608398,445,2,,,,,,,,
E26_phase2b_full_v8,e26v8_depth_fill2_20260721_052827,depth_fill2,commutation_phase2a,Universal,6,6,40,240,228,0.050000000000000044,0.9999999999999822,exact,True,0.02601003646850586,445,2,,,,,,,,
