experiment,circuit_id,circuit_family,n_qubits,variant_idx,tool,gate_count,base_gate_count,unitary_check,error
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,0,qiskit_L3,37,48,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,0,tket_FPO_noswap,37,48,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,0,cirq_default,55,48,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,0,prototype_greedy,48,48,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,1,qiskit_L3,37,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,1,tket_FPO_noswap,37,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,1,cirq_default,55,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,1,prototype_greedy,46,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,2,qiskit_L3,37,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,2,tket_FPO_noswap,37,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,2,cirq_default,55,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,2,prototype_greedy,47,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,3,qiskit_L3,37,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,3,tket_FPO_noswap,37,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,3,cirq_default,55,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,3,prototype_greedy,48,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,4,qiskit_L3,37,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,4,tket_FPO_noswap,37,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,4,cirq_default,55,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,4,prototype_greedy,45,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,5,qiskit_L3,37,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,5,tket_FPO_noswap,37,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,5,cirq_default,55,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,5,prototype_greedy,46,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,6,qiskit_L3,37,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,6,tket_FPO_noswap,37,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,6,cirq_default,55,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,6,prototype_greedy,48,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,7,qiskit_L3,37,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,7,tket_FPO_noswap,37,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,7,cirq_default,55,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,7,prototype_greedy,47,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,8,qiskit_L3,37,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,8,tket_FPO_noswap,37,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,8,cirq_default,55,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,8,prototype_greedy,44,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,9,qiskit_L3,37,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,9,tket_FPO_noswap,37,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,9,cirq_default,55,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,9,prototype_greedy,45,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,10,qiskit_L3,37,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,10,tket_FPO_noswap,37,,pass,
E_listing_sensitivity_v8,uccsd_5,UCCSD_inspired,5,10,cirq_default,55,,pass,
