experiment,circuit_id,circuit_family,n_qubits,variant_idx,tool,gate_count,base_gate_count,unitary_check,error
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,0,qiskit_L3,60,80,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,0,tket_FPO_noswap,60,80,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,0,cirq_default,79,80,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,0,prototype_greedy,80,80,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,1,qiskit_L3,60,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,1,tket_FPO_noswap,60,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,1,cirq_default,79,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,1,prototype_greedy,79,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,2,qiskit_L3,60,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,2,tket_FPO_noswap,60,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,2,cirq_default,79,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,2,prototype_greedy,80,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,3,qiskit_L3,60,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,3,tket_FPO_noswap,60,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,3,cirq_default,79,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,3,prototype_greedy,80,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,4,qiskit_L3,60,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,4,tket_FPO_noswap,60,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,4,cirq_default,79,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,4,prototype_greedy,79,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,5,qiskit_L3,60,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,5,tket_FPO_noswap,60,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,5,cirq_default,79,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,5,prototype_greedy,80,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,6,qiskit_L3,60,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,6,tket_FPO_noswap,60,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,6,cirq_default,79,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,6,prototype_greedy,80,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,7,qiskit_L3,60,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,7,tket_FPO_noswap,60,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,7,cirq_default,79,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,7,prototype_greedy,80,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,8,qiskit_L3,60,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,8,tket_FPO_noswap,60,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,8,cirq_default,79,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,8,prototype_greedy,80,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,9,qiskit_L3,60,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,9,tket_FPO_noswap,60,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,9,cirq_default,79,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,9,prototype_greedy,80,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,10,qiskit_L3,60,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,10,tket_FPO_noswap,60,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,10,cirq_default,79,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,10,prototype_greedy,79,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,11,qiskit_L3,60,,pass,
E_listing_sensitivity_v8,uccsd_8,UCCSD_inspired,8,11,tket_FPO_noswap,60,,pass,
