experiment,circuit_id,circuit_family,n_qubits,variant_idx,tool,gate_count,base_gate_count,unitary_check,error
E_listing_sensitivity_v8,adder_5,Adder,7,0,qiskit_L3,14,14,pass,
E_listing_sensitivity_v8,adder_5,Adder,7,0,tket_FPO_noswap,75,14,pass,
E_listing_sensitivity_v8,adder_5,Adder,7,0,cirq_default,160,14,pass,
E_listing_sensitivity_v8,adder_5,Adder,7,0,prototype_greedy,14,14,pass,
E_listing_sensitivity_v8,adder_5,Adder,7,1,qiskit_L3,14,,pass,
E_listing_sensitivity_v8,adder_5,Adder,7,1,tket_FPO_noswap,75,,pass,
E_listing_sensitivity_v8,adder_5,Adder,7,1,cirq_default,160,,pass,
E_listing_sensitivity_v8,adder_5,Adder,7,1,prototype_greedy,14,,pass,
E_listing_sensitivity_v8,adder_5,Adder,7,2,qiskit_L3,14,,pass,
E_listing_sensitivity_v8,adder_5,Adder,7,2,tket_FPO_noswap,75,,pass,
E_listing_sensitivity_v8,adder_5,Adder,7,2,cirq_default,160,,pass,
E_listing_sensitivity_v8,adder_5,Adder,7,2,prototype_greedy,14,,pass,
E_listing_sensitivity_v8,adder_5,Adder,7,3,qiskit_L3,14,,pass,
E_listing_sensitivity_v8,adder_5,Adder,7,3,tket_FPO_noswap,75,,pass,
E_listing_sensitivity_v8,adder_5,Adder,7,3,cirq_default,160,,pass,
E_listing_sensitivity_v8,adder_5,Adder,7,3,prototype_greedy,14,,pass,
E_listing_sensitivity_v8,adder_5,Adder,7,4,qiskit_L3,14,,pass,
E_listing_sensitivity_v8,adder_5,Adder,7,4,tket_FPO_noswap,75,,pass,
E_listing_sensitivity_v8,adder_5,Adder,7,4,cirq_default,160,,pass,
E_listing_sensitivity_v8,adder_5,Adder,7,4,prototype_greedy,14,,pass,
E_listing_sensitivity_v8,adder_5,Adder,7,5,qiskit_L3,14,,pass,
E_listing_sensitivity_v8,adder_5,Adder,7,5,tket_FPO_noswap,75,,pass,
E_listing_sensitivity_v8,adder_5,Adder,7,5,cirq_default,160,,pass,
E_listing_sensitivity_v8,adder_5,Adder,7,5,prototype_greedy,14,,pass,
E_listing_sensitivity_v8,adder_5,Adder,7,6,qiskit_L3,14,,pass,
E_listing_sensitivity_v8,adder_5,Adder,7,6,tket_FPO_noswap,75,,pass,
E_listing_sensitivity_v8,adder_5,Adder,7,6,cirq_default,160,,pass,
E_listing_sensitivity_v8,adder_5,Adder,7,6,prototype_greedy,14,,pass,
E_listing_sensitivity_v8,adder_5,Adder,7,7,qiskit_L3,14,,pass,
E_listing_sensitivity_v8,adder_5,Adder,7,7,tket_FPO_noswap,75,,pass,
E_listing_sensitivity_v8,adder_5,Adder,7,7,cirq_default,160,,pass,
E_listing_sensitivity_v8,adder_5,Adder,7,7,prototype_greedy,14,,pass,
E_listing_sensitivity_v8,adder_5,Adder,7,8,qiskit_L3,14,,pass,
