schema_version,experiment_id,run_id,timestamp_utc,circuit_id,circuit_family,circuit_type,benchmark_suite,n_qubits,depth,gate_count_total,gate_count_1q,gate_count_2q,gate_count_multiq,gate_counts_json,baseline_gate_count,optimized_gate_count,reduction,reduction_pct,fidelity,success,runtime_seconds,optimizer,optimizer_version,optimizer_config_json,compiler,compiler_version,compiler_optimization_level,compiler_config_id,seed,trial,source_file,source_sha256,input_circuit_sha256,output_circuit_sha256,env_id,notes,fidelity_method
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:21.410236+00:00,qft_3,QFT,qft,extended_v5_full,3,5,6,3,3,0,"{""cp"":3,""h"":3}",6,6,0.0,0.0,0.9999999999999992,False,0.0039999485015869,greedy_phase1,4.0.0,"{""algorithm"":""greedy"",""improvements"":0,""version"":""3.1.0""}",none,none,none,none,42,0,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,0ac4b0a0e813ec474432f4044e46798bce4668210034b65414d4d5303e67f710,0ac4b0a0e813ec474432f4044e46798bce4668210034b65414d4d5303e67f710,e11_full_20260611_114615,,
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:21.414235+00:00,qft_3,QFT,qft,extended_v5_full,3,5,6,3,3,0,"{""cp"":3,""h"":3}",6,6,0.0,0.0,0.9999999999999992,False,0.0029983520507812,commutation_phase2,4.0.0,"{""algorithm"":""commutation_rewriter"",""improvements"":0,""window_size"":10}",none,none,none,none,42,0,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,0ac4b0a0e813ec474432f4044e46798bce4668210034b65414d4d5303e67f710,0ac4b0a0e813ec474432f4044e46798bce4668210034b65414d4d5303e67f710,e11_full_20260611_114615,,
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:21.448087+00:00,qft_3,QFT,qft,extended_v5_full,3,5,6,3,3,0,"{""cp"":3,""h"":3}",6,6,0.0,0.0,0.9999999999999992,False,0.0155189037322998,hybrid_phase1_2,4.0.0,"{""algorithm"":""hybrid_commute_rewrite"",""improvements"":0,""phase1_reduction"":0.0,""phase2_reduction"":0.0,""phase3_reduction"":0.0,""total_reduction"":0.0,""window_size"":10}",none,none,none,none,42,0,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,0ac4b0a0e813ec474432f4044e46798bce4668210034b65414d4d5303e67f710,0ac4b0a0e813ec474432f4044e46798bce4668210034b65414d4d5303e67f710,e11_full_20260611_114615,,
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:21.452089+00:00,ghz_3,GHZ,ghz,extended_v5_full,3,3,3,1,2,0,"{""cx"":2,""h"":1}",3,3,0.0,0.0,0.9999999999999996,False,0.0019996166229248,greedy_phase1,4.0.0,"{""algorithm"":""greedy"",""improvements"":0,""version"":""3.1.0""}",none,none,none,none,42,1,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,c69d250a367e14af30448dc6336a129d4b1d3025bf8f24a8e752571bfc1813ba,c69d250a367e14af30448dc6336a129d4b1d3025bf8f24a8e752571bfc1813ba,e11_full_20260611_114615,,
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:21.495093+00:00,ghz_3,GHZ,ghz,extended_v5_full,3,3,3,1,2,0,"{""cx"":2,""h"":1}",3,3,0.0,0.0,0.9999999999999996,False,0.0030007362365722,commutation_phase2,4.0.0,"{""algorithm"":""commutation_rewriter"",""improvements"":0,""window_size"":10}",none,none,none,none,42,1,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,c69d250a367e14af30448dc6336a129d4b1d3025bf8f24a8e752571bfc1813ba,c69d250a367e14af30448dc6336a129d4b1d3025bf8f24a8e752571bfc1813ba,e11_full_20260611_114615,,
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:21.503089+00:00,ghz_3,GHZ,ghz,extended_v5_full,3,3,3,1,2,0,"{""cx"":2,""h"":1}",3,3,0.0,0.0,0.9999999999999996,False,0.0060000419616699,hybrid_phase1_2,4.0.0,"{""algorithm"":""hybrid_commute_rewrite"",""improvements"":0,""phase1_reduction"":0.0,""phase2_reduction"":0.0,""phase3_reduction"":0.0,""total_reduction"":0.0,""window_size"":10}",none,none,none,none,42,1,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,c69d250a367e14af30448dc6336a129d4b1d3025bf8f24a8e752571bfc1813ba,c69d250a367e14af30448dc6336a129d4b1d3025bf8f24a8e752571bfc1813ba,e11_full_20260611_114615,,
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:21.507133+00:00,cnot_chain_3,CNOT,cnot_chain,extended_v5_full,3,16,16,0,16,0,"{""cx"":16}",16,0,1.0,100.0,1.0,True,0.0015299320220947,greedy_phase1,4.0.0,"{""algorithm"":""greedy"",""improvements"":8,""version"":""3.1.0""}",none,none,none,none,42,2,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,f3e1cc1549652f162539e9c0634f98494d1781a08f998296495d4a11a19ae4e8,e05a2d3a8b49e581ac31c9c8e6fd401977ac89b309189aacc2b8074ecefad676,e11_full_20260611_114615,,
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:21.524018+00:00,cnot_chain_3,CNOT,cnot_chain,extended_v5_full,3,16,16,0,16,0,"{""cx"":16}",16,16,0.0,0.0,1.0,False,0.0061442852020263,commutation_phase2,4.0.0,"{""algorithm"":""commutation_rewriter"",""improvements"":0,""window_size"":10}",none,none,none,none,42,2,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,f3e1cc1549652f162539e9c0634f98494d1781a08f998296495d4a11a19ae4e8,f3e1cc1549652f162539e9c0634f98494d1781a08f998296495d4a11a19ae4e8,e11_full_20260611_114615,,
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:21.533228+00:00,cnot_chain_3,CNOT,cnot_chain,extended_v5_full,3,16,16,0,16,0,"{""cx"":16}",16,0,1.0,100.0,1.0,True,0.007669448852539,hybrid_phase1_2,4.0.0,"{""algorithm"":""hybrid_commute_rewrite"",""improvements"":8,""phase1_reduction"":1.0,""phase2_reduction"":0.0,""phase3_reduction"":0.0,""total_reduction"":1.0,""window_size"":10}",none,none,none,none,42,2,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,f3e1cc1549652f162539e9c0634f98494d1781a08f998296495d4a11a19ae4e8,e05a2d3a8b49e581ac31c9c8e6fd401977ac89b309189aacc2b8074ecefad676,e11_full_20260611_114615,,
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:21.579162+00:00,bv_3,Oracle,bernstein_vazirani,extended_v5_full,4,6,12,10,2,0,"{""cx"":2,""h"":8,""x"":2}",12,12,0.0,0.0,0.9999999999999974,False,0.0049965381622314,greedy_phase1,4.0.0,"{""algorithm"":""greedy"",""improvements"":0,""version"":""3.1.0""}",none,none,none,none,45,3,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,2b1cde4abea2ed44a9eb8279de400f807116abcb88a364fd04bbb05b1c3244ae,2b1cde4abea2ed44a9eb8279de400f807116abcb88a364fd04bbb05b1c3244ae,e11_full_20260611_114615,,
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:21.584163+00:00,bv_3,Oracle,bernstein_vazirani,extended_v5_full,4,6,12,10,2,0,"{""cx"":2,""h"":8,""x"":2}",12,10,0.1666666666666666,16.666666666666664,0.999999999999998,True,0.003000259399414,commutation_phase2,4.0.0,"{""algorithm"":""commutation_rewriter"",""improvements"":1,""window_size"":10}",none,none,none,none,45,3,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,2b1cde4abea2ed44a9eb8279de400f807116abcb88a364fd04bbb05b1c3244ae,060da1187b344c94fb6c3b6204ca7abdb676b30ab29942aba81ee6d150fd8568,e11_full_20260611_114615,,
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:21.601163+00:00,bv_3,Oracle,bernstein_vazirani,extended_v5_full,4,6,12,10,2,0,"{""cx"":2,""h"":8,""x"":2}",12,10,0.1666666666666666,16.666666666666664,0.999999999999998,True,0.0149998664855957,hybrid_phase1_2,4.0.0,"{""algorithm"":""hybrid_commute_rewrite"",""improvements"":1,""phase1_reduction"":0.0,""phase2_reduction"":0.16666666666666663,""phase3_reduction"":0.0,""total_reduction"":0.16666666666666663,""window_size"":10}",none,none,none,none,45,3,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,2b1cde4abea2ed44a9eb8279de400f807116abcb88a364fd04bbb05b1c3244ae,060da1187b344c94fb6c3b6204ca7abdb676b30ab29942aba81ee6d150fd8568,e11_full_20260611_114615,,
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:21.617696+00:00,qaoa_line_3,QAOA,qaoa_line,extended_v5_full,3,15,21,13,8,0,"{""cx"":8,""u"":13}",21,21,0.0,0.0,1.000000000000001,False,0.0145332813262939,greedy_phase1,4.0.0,"{""algorithm"":""greedy"",""improvements"":0,""version"":""3.1.0""}",none,none,none,none,145,4,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,4ab7f5ec5a5f9989af1f36279dbbc10173d67caa576e8d8365361fd7b2825f61,4ab7f5ec5a5f9989af1f36279dbbc10173d67caa576e8d8365361fd7b2825f61,e11_full_20260611_114615,,
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:21.628593+00:00,qaoa_line_3,QAOA,qaoa_line,extended_v5_full,3,15,21,13,8,0,"{""cx"":8,""u"":13}",21,21,0.0,0.0,1.000000000000001,False,0.0076014995574951,commutation_phase2,4.0.0,"{""algorithm"":""commutation_rewriter"",""improvements"":0,""window_size"":10}",none,none,none,none,145,4,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,4ab7f5ec5a5f9989af1f36279dbbc10173d67caa576e8d8365361fd7b2825f61,4ab7f5ec5a5f9989af1f36279dbbc10173d67caa576e8d8365361fd7b2825f61,e11_full_20260611_114615,,
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:21.701619+00:00,qaoa_line_3,QAOA,qaoa_line,extended_v5_full,3,15,21,13,8,0,"{""cx"":8,""u"":13}",21,21,0.0,0.0,1.000000000000001,False,0.0720176696777343,hybrid_phase1_2,4.0.0,"{""algorithm"":""hybrid_commute_rewrite"",""improvements"":0,""phase1_reduction"":0.0,""phase2_reduction"":0.0,""phase3_reduction"":0.0,""total_reduction"":0.0,""window_size"":10}",none,none,none,none,145,4,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,4ab7f5ec5a5f9989af1f36279dbbc10173d67caa576e8d8365361fd7b2825f61,4ab7f5ec5a5f9989af1f36279dbbc10173d67caa576e8d8365361fd7b2825f61,e11_full_20260611_114615,,
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:21.712628+00:00,vqe_twolocal_3,VQE,two_local,extended_v5_full,3,10,22,18,4,0,"{""cx"":4,""u"":18}",22,22,0.0,0.0,1.0000000000000004,False,0.0080082416534423,greedy_phase1,4.0.0,"{""algorithm"":""greedy"",""improvements"":0,""version"":""3.1.0""}",none,none,none,none,245,5,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,dcd9e71f60c8f6cbdd359b080e754fa27352f6697878f78765d880b4e2e3a2be,dcd9e71f60c8f6cbdd359b080e754fa27352f6697878f78765d880b4e2e3a2be,e11_full_20260611_114615,,
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:21.722146+00:00,vqe_twolocal_3,VQE,two_local,extended_v5_full,3,10,22,18,4,0,"{""cx"":4,""u"":18}",22,22,0.0,0.0,1.0000000000000004,False,0.008519172668457,commutation_phase2,4.0.0,"{""algorithm"":""commutation_rewriter"",""improvements"":0,""window_size"":10}",none,none,none,none,245,5,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,dcd9e71f60c8f6cbdd359b080e754fa27352f6697878f78765d880b4e2e3a2be,dcd9e71f60c8f6cbdd359b080e754fa27352f6697878f78765d880b4e2e3a2be,e11_full_20260611_114615,,
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:21.772968+00:00,vqe_twolocal_3,VQE,two_local,extended_v5_full,3,10,22,18,4,0,"{""cx"":4,""u"":18}",22,22,0.0,0.0,1.0000000000000004,False,0.0498223304748535,hybrid_phase1_2,4.0.0,"{""algorithm"":""hybrid_commute_rewrite"",""improvements"":0,""phase1_reduction"":0.0,""phase2_reduction"":0.0,""phase3_reduction"":0.0,""total_reduction"":0.0,""window_size"":10}",none,none,none,none,245,5,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,dcd9e71f60c8f6cbdd359b080e754fa27352f6697878f78765d880b4e2e3a2be,dcd9e71f60c8f6cbdd359b080e754fa27352f6697878f78765d880b4e2e3a2be,e11_full_20260611_114615,,
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:21.823135+00:00,hardware_eff_3,HardwareEfficient,hardware_efficient,extended_v5_full,3,8,16,12,4,0,"{""cx"":4,""ry"":6,""rz"":6}",16,16,0.0,0.0,0.9999999999999992,False,0.0461046695709228,greedy_phase1,4.0.0,"{""algorithm"":""greedy"",""improvements"":0,""version"":""3.1.0""}",none,none,none,none,345,6,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,1b903d51ab9c0ccf044b3a368ea979a8f5f6b41a3f43814c4207751e2749a4d8,1b903d51ab9c0ccf044b3a368ea979a8f5f6b41a3f43814c4207751e2749a4d8,e11_full_20260611_114615,,
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:21.829813+00:00,hardware_eff_3,HardwareEfficient,hardware_efficient,extended_v5_full,3,8,16,12,4,0,"{""cx"":4,""ry"":6,""rz"":6}",16,16,0.0,0.0,0.9999999999999992,False,0.0046803951263427,commutation_phase2,4.0.0,"{""algorithm"":""commutation_rewriter"",""improvements"":0,""window_size"":10}",none,none,none,none,345,6,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,1b903d51ab9c0ccf044b3a368ea979a8f5f6b41a3f43814c4207751e2749a4d8,1b903d51ab9c0ccf044b3a368ea979a8f5f6b41a3f43814c4207751e2749a4d8,e11_full_20260611_114615,,
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:21.855813+00:00,hardware_eff_3,HardwareEfficient,hardware_efficient,extended_v5_full,3,8,16,12,4,0,"{""cx"":4,""ry"":6,""rz"":6}",16,16,0.0,0.0,0.9999999999999992,False,0.0250003337860107,hybrid_phase1_2,4.0.0,"{""algorithm"":""hybrid_commute_rewrite"",""improvements"":0,""phase1_reduction"":0.0,""phase2_reduction"":0.0,""phase3_reduction"":0.0,""total_reduction"":0.0,""window_size"":10}",none,none,none,none,345,6,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,1b903d51ab9c0ccf044b3a368ea979a8f5f6b41a3f43814c4207751e2749a4d8,1b903d51ab9c0ccf044b3a368ea979a8f5f6b41a3f43814c4207751e2749a4d8,e11_full_20260611_114615,,
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:21.883117+00:00,grover_3,Grover,grover,extended_v5_full,3,11,23,21,0,2,"{""ccx"":2,""h"":13,""x"":8}",23,23,0.0,0.0,0.9999999999999956,False,0.0223050117492675,greedy_phase1,4.0.0,"{""algorithm"":""greedy"",""improvements"":0,""version"":""3.1.0""}",none,none,none,none,445,7,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,4919c6a54e51fe092d959dc79954a48e23b877bb12ed03b45dc4b47a72222587,4919c6a54e51fe092d959dc79954a48e23b877bb12ed03b45dc4b47a72222587,e11_full_20260611_114615,"Single Grover iteration, random marked state",
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:21.891117+00:00,grover_3,Grover,grover,extended_v5_full,3,11,23,21,0,2,"{""ccx"":2,""h"":13,""x"":8}",23,19,0.1739130434782608,17.391304347826086,0.9999999999999968,True,0.0069992542266845,commutation_phase2,4.0.0,"{""algorithm"":""commutation_rewriter"",""improvements"":2,""window_size"":10}",none,none,none,none,445,7,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,4919c6a54e51fe092d959dc79954a48e23b877bb12ed03b45dc4b47a72222587,15169f01a9483c29b5b416a82ac900ea0acff9b5181b78ebd502a3f4920a8829,e11_full_20260611_114615,"Single Grover iteration, random marked state",
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:21.947469+00:00,grover_3,Grover,grover,extended_v5_full,3,11,23,21,0,2,"{""ccx"":2,""h"":13,""x"":8}",23,19,0.1739130434782608,17.391304347826086,0.9999999999999968,True,0.0530004501342773,hybrid_phase1_2,4.0.0,"{""algorithm"":""hybrid_commute_rewrite"",""improvements"":2,""phase1_reduction"":0.0,""phase2_reduction"":0.17391304347826086,""phase3_reduction"":0.0,""total_reduction"":0.17391304347826086,""window_size"":10}",none,none,none,none,445,7,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,4919c6a54e51fe092d959dc79954a48e23b877bb12ed03b45dc4b47a72222587,15169f01a9483c29b5b416a82ac900ea0acff9b5181b78ebd502a3f4920a8829,e11_full_20260611_114615,"Single Grover iteration, random marked state",
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:21.952501+00:00,adder_3,Adder,quantum_adder,extended_v5_full,4,6,6,1,2,3,"{""ccx"":3,""cx"":2,""x"":1}",6,6,0.0,0.0,1.0,False,0.0030076503753662,greedy_phase1,4.0.0,"{""algorithm"":""greedy"",""improvements"":0,""version"":""3.1.0""}",none,none,none,none,545,8,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,376ceef4983731f7550ead348027cf64df326a3131ced4b5445918208feab683,376ceef4983731f7550ead348027cf64df326a3131ced4b5445918208feab683,e11_full_20260611_114615,"Ripple-carry adder, random inputs",
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:21.955501+00:00,adder_3,Adder,quantum_adder,extended_v5_full,4,6,6,1,2,3,"{""ccx"":3,""cx"":2,""x"":1}",6,6,0.0,0.0,1.0,False,0.002000093460083,commutation_phase2,4.0.0,"{""algorithm"":""commutation_rewriter"",""improvements"":0,""window_size"":10}",none,none,none,none,545,8,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,376ceef4983731f7550ead348027cf64df326a3131ced4b5445918208feab683,376ceef4983731f7550ead348027cf64df326a3131ced4b5445918208feab683,e11_full_20260611_114615,"Ripple-carry adder, random inputs",
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:21.965502+00:00,adder_3,Adder,quantum_adder,extended_v5_full,4,6,6,1,2,3,"{""ccx"":3,""cx"":2,""x"":1}",6,6,0.0,0.0,1.0,False,0.0080001354217529,hybrid_phase1_2,4.0.0,"{""algorithm"":""hybrid_commute_rewrite"",""improvements"":0,""phase1_reduction"":0.0,""phase2_reduction"":0.0,""phase3_reduction"":0.0,""total_reduction"":0.0,""window_size"":10}",none,none,none,none,545,8,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,376ceef4983731f7550ead348027cf64df326a3131ced4b5445918208feab683,376ceef4983731f7550ead348027cf64df326a3131ced4b5445918208feab683,e11_full_20260611_114615,"Ripple-carry adder, random inputs",
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:22.044157+00:00,qwalk_3,QuantumWalk,quantum_walk,extended_v5_full,4,29,46,28,6,12,"{""ccx"":6,""cx"":6,""h"":3,""mcx"":6,""ry"":1,""x"":24}",46,46,0.0,0.0,0.9999999999999928,False,0.0756552219390869,greedy_phase1,4.0.0,"{""algorithm"":""greedy"",""improvements"":0,""version"":""3.1.0""}",none,none,none,none,645,9,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,bd97910978c45d89b2e706cb72ed5c7ad32da6f9c7c4cef89372874f609bb98d,bd97910978c45d89b2e706cb72ed5c7ad32da6f9c7c4cef89372874f609bb98d,e11_full_20260611_114615,"DTQW on cycle, 3 steps",
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:22.126973+00:00,qwalk_3,QuantumWalk,quantum_walk,extended_v5_full,4,29,46,28,6,12,"{""ccx"":6,""cx"":6,""h"":3,""mcx"":6,""ry"":1,""x"":24}",46,46,0.0,0.0,0.9999999999999928,False,0.0802843570709228,commutation_phase2,4.0.0,"{""algorithm"":""commutation_rewriter"",""improvements"":0,""window_size"":10}",none,none,none,none,645,9,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,bd97910978c45d89b2e706cb72ed5c7ad32da6f9c7c4cef89372874f609bb98d,bd97910978c45d89b2e706cb72ed5c7ad32da6f9c7c4cef89372874f609bb98d,e11_full_20260611_114615,"DTQW on cycle, 3 steps",
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:22.680992+00:00,qwalk_3,QuantumWalk,quantum_walk,extended_v5_full,4,29,46,28,6,12,"{""ccx"":6,""cx"":6,""h"":3,""mcx"":6,""ry"":1,""x"":24}",46,46,0.0,0.0,0.9999999999999928,False,0.5514817237854004,hybrid_phase1_2,4.0.0,"{""algorithm"":""hybrid_commute_rewrite"",""improvements"":0,""phase1_reduction"":0.0,""phase2_reduction"":0.0,""phase3_reduction"":0.0,""total_reduction"":0.0,""window_size"":10}",none,none,none,none,645,9,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,bd97910978c45d89b2e706cb72ed5c7ad32da6f9c7c4cef89372874f609bb98d,bd97910978c45d89b2e706cb72ed5c7ad32da6f9c7c4cef89372874f609bb98d,e11_full_20260611_114615,"DTQW on cycle, 3 steps",
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:22.717715+00:00,iqp_3,IQP,iqp,extended_v5_full,3,7,17,15,2,0,"{""cz"":2,""h"":6,""rz"":9}",17,17,0.0,0.0,0.999999999999998,False,0.0336725711822509,greedy_phase1,4.0.0,"{""algorithm"":""greedy"",""improvements"":0,""version"":""3.1.0""}",none,none,none,none,745,10,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,d02e3ecde9f57aa38d95595a12111ce2c60c01c291e4e33c0d19e7f94ca55c62,d02e3ecde9f57aa38d95595a12111ce2c60c01c291e4e33c0d19e7f94ca55c62,e11_full_20260611_114615,"IQP circuit, 3 diagonal layers",
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:22.724227+00:00,iqp_3,IQP,iqp,extended_v5_full,3,7,17,15,2,0,"{""cz"":2,""h"":6,""rz"":9}",17,17,0.0,0.0,0.999999999999998,False,0.005511999130249,commutation_phase2,4.0.0,"{""algorithm"":""commutation_rewriter"",""improvements"":0,""window_size"":10}",none,none,none,none,745,10,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,d02e3ecde9f57aa38d95595a12111ce2c60c01c291e4e33c0d19e7f94ca55c62,d02e3ecde9f57aa38d95595a12111ce2c60c01c291e4e33c0d19e7f94ca55c62,e11_full_20260611_114615,"IQP circuit, 3 diagonal layers",
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:22.791725+00:00,iqp_3,IQP,iqp,extended_v5_full,3,7,17,15,2,0,"{""cz"":2,""h"":6,""rz"":9}",17,17,0.0,0.0,0.999999999999998,False,0.0639734268188476,hybrid_phase1_2,4.0.0,"{""algorithm"":""hybrid_commute_rewrite"",""improvements"":0,""phase1_reduction"":0.0,""phase2_reduction"":0.0,""phase3_reduction"":0.0,""total_reduction"":0.0,""window_size"":10}",none,none,none,none,745,10,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,d02e3ecde9f57aa38d95595a12111ce2c60c01c291e4e33c0d19e7f94ca55c62,d02e3ecde9f57aa38d95595a12111ce2c60c01c291e4e33c0d19e7f94ca55c62,e11_full_20260611_114615,"IQP circuit, 3 diagonal layers",
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:22.801266+00:00,clifford_3,RandomClifford,random_clifford,extended_v5_full,3,12,25,21,4,0,"{""cx"":4,""h"":12,""s"":9}",25,25,0.0,0.0,0.9999999999999968,False,0.0060081481933593,greedy_phase1,4.0.0,"{""algorithm"":""greedy"",""improvements"":0,""version"":""3.1.0""}",none,none,none,none,845,11,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,85dfe98fd4307bc57ac18eb29d0be9cedbae20ad1cfc120617cc115f7595d373,85dfe98fd4307bc57ac18eb29d0be9cedbae20ad1cfc120617cc115f7595d373,e11_full_20260611_114615,"Random Clifford, depth=10",
1.0.0,E11,e11_full_20260611_114615,2026-06-11T11:46:22.810303+00:00,clifford_3,RandomClifford,random_clifford,extended_v5_full,3,12,25,21,4,0,"{""cx"":4,""h"":12,""s"":9}",25,17,0.3199999999999999,32.0,0.9999999999999972,True,0.0080337524414062,commutation_phase2,4.0.0,"{""algorithm"":""commutation_rewriter"",""improvements"":4,""window_size"":10}",none,none,none,none,845,11,experiments/e11_real_circuit_benchmark/run.py,c5a46a1cb945b730235ac3df97e33964412422484c513e4ad1035adbd5cb06dc,85dfe98fd4307bc57ac18eb29d0be9cedbae20ad1cfc120617cc115f7595d373,bd322bcd40fdf5e6ab994ab2481ef962b8055c949f7251a55eb6b0fea28322a9,e11_full_20260611_114615,"Random Clifford, depth=10",
