family,n_qubits,param_n,depth,seed,circuit_sha256,gate_reduction,phase1_only_reduction,total_gates,log_total_gates,gate_density,original_depth,depth_per_qubit,two_qubit_fraction,gate_diversity,rotation_fraction,adjacent_cancellable_pairs,phase1_action_density,commutation_enabled_pairs,commutation_density,mergeable_rotation_pairs,mergeable_rotation_density,structural_upper_bound,commuting_block_count,commuting_block_density,mean_block_size,max_block_size,self_inverse_fraction
TrotterHamiltonian,3,3,30,1,33cd9e5920722046ed20e194105c59669d9192cda2b1163a1d7b774e75da22b7,0.0,0.0,180,5.198497031265826,60.0,120,40.0,0.3333333333333333,4,0.6666666666666666,0,0.0,0,0.0,0,0.0,0.0,86,0.4777777777777778,2.0930232558139537,5,0.3333333333333333
TrotterHamiltonian,3,3,30,2,771a4cdb622fbd3d4b9713376a988be95c7920147c2968f80ece525f07398366,0.0,0.0,180,5.198497031265826,60.0,120,40.0,0.3333333333333333,4,0.6666666666666666,0,0.0,0,0.0,0,0.0,0.0,83,0.46111111111111114,2.1686746987951806,5,0.3333333333333333
TrotterHamiltonian,3,3,30,3,58cd3d16d89524fd1d946fddadfbe421910fd18f181444f38aa0454d64a03d05,0.0,0.0,180,5.198497031265826,60.0,120,40.0,0.3333333333333333,4,0.6666666666666666,0,0.0,0,0.0,0,0.0,0.0,87,0.48333333333333334,2.0689655172413794,5,0.3333333333333333
TrotterHamiltonian,4,4,10,1,216cc30a257695d4193e8e49d0740526294caf05c99dde87666daf614b04a860,0.0,0.0,100,4.61512051684126,25.0,58,14.5,0.4,4,0.6,0,0.0,0,0.0,0,0.0,0.0,53,0.53,1.8867924528301887,6,0.4
TrotterHamiltonian,4,4,10,2,0fd69eb3585c3db4fbe1aeaedb066a66c8badb0eca08596202ea206e14cb99ca,0.0,0.0,100,4.61512051684126,25.0,55,13.75,0.4,4,0.6,0,0.0,0,0.0,0,0.0,0.0,52,0.52,1.9230769230769231,6,0.4
TrotterHamiltonian,4,4,10,3,a3c60ee2e6e0213fe46502395918bb65e2c4e52f7c2659fc66475b42cc931178,0.06000000000000005,0.06000000000000005,100,4.61512051684126,25.0,67,16.75,0.4,4,0.6,2,0.02,0,0.0,0,0.0,0.04,54,0.54,1.8518518518518519,6,0.4
TrotterHamiltonian,4,4,20,1,cf71c00be67b865bf7e0fe067c03f22fffc20fe924439ce392832c2fb902c3d2,0.015000000000000013,0.015000000000000013,200,5.303304908059076,50.0,122,30.5,0.4,4,0.6,1,0.005,0,0.0,0,0.0,0.01,107,0.535,1.8691588785046729,6,0.4
TrotterHamiltonian,4,4,20,2,4a8092d24087b9e89b0e5ceeb777787c2339a700f9d95e1ea30466c68b5f8109,0.0,0.0,200,5.303304908059076,50.0,110,27.5,0.4,4,0.6,0,0.0,0,0.0,0,0.0,0.0,107,0.535,1.8691588785046729,6,0.4
TrotterHamiltonian,4,4,20,3,b6696dbd978c24a587a062458151bfb6a10c2e66a227723a89bd67331f9027ea,0.04500000000000004,0.04500000000000004,200,5.303304908059076,50.0,131,32.75,0.4,4,0.6,3,0.015,0,0.0,0,0.0,0.03,109,0.545,1.834862385321101,6,0.4
TrotterHamiltonian,4,4,30,1,a1617de5a25fd72fd068d65b954980ed18260fc5a20dab21bf998a396b378ecd,0.020000000000000018,0.020000000000000018,300,5.707110264748875,75.0,180,45.0,0.4,4,0.6,2,0.006666666666666667,0,0.0,0,0.0,0.013333333333333334,163,0.5433333333333333,1.8404907975460123,6,0.4
TrotterHamiltonian,4,4,30,2,1d0d6f99539022ae7df1e9c2f5fa0ef9a9968b2c4a90cc414bb3e5fd65db7e4c,0.01666666666666672,0.010000000000000009,300,5.707110264748875,75.0,168,42.0,0.4,4,0.6,1,0.0033333333333333335,1,0.0033333333333333335,0,0.0,0.013333333333333334,158,0.5266666666666666,1.8987341772151898,6,0.4
TrotterHamiltonian,4,4,30,3,67ae9a33c63a8683f6b902295122aa7cf221f9a4be10cc39bbf97449019c4d7e,0.050000000000000044,0.050000000000000044,300,5.707110264748875,75.0,186,46.5,0.4,4,0.6,5,0.016666666666666666,0,0.0,0,0.0,0.03333333333333333,162,0.54,1.8518518518518519,6,0.4
TrotterHamiltonian,5,5,10,1,2c27b49319c4c1f2c9497e0c3ae5aba2379b951c1f77ef40fd6ad56a35312c90,0.0,0.0,110,4.709530201312334,22.0,52,10.4,0.36363636363636365,4,0.6363636363636364,0,0.0,0,0.0,0,0.0,0.0,57,0.5181818181818182,1.9298245614035088,7,0.36363636363636365
TrotterHamiltonian,5,5,10,2,8c827bc5acea24df6f4d84713bfbc981529a7984bafc956c6dd328d192feb349,0.027272727272727226,0.027272727272727226,110,4.709530201312334,22.0,55,11.0,0.36363636363636365,4,0.6363636363636364,1,0.00909090909090909,0,0.0,0,0.0,0.01818181818181818,49,0.44545454545454544,2.2448979591836733,7,0.36363636363636365
TrotterHamiltonian,5,5,10,3,03af3d9a00b472b6b36ce183b33ac7f0c1f660a389a4325f2b173443dcc36102,0.0,0.0,110,4.709530201312334,22.0,49,9.8,0.36363636363636365,4,0.6363636363636364,0,0.0,0,0.0,0,0.0,0.0,53,0.4818181818181818,2.0754716981132075,7,0.36363636363636365
TrotterHamiltonian,5,5,20,1,6c5d3e08affaad23423caf825f10b60df5147c4a9a31d1ca766b434e2fe8e2da,0.0,0.0,220,5.3981627015177525,44.0,104,20.8,0.36363636363636365,4,0.6363636363636364,0,0.0,0,0.0,0,0.0,0.0,112,0.509090909090909,1.9642857142857142,7,0.36363636363636365
TrotterHamiltonian,5,5,20,2,d402093b65f08823f990f516af34d96fe94f59980f502102b96974a72a193fcf,0.027272727272727226,0.027272727272727226,220,5.3981627015177525,44.0,116,23.2,0.36363636363636365,4,0.6363636363636364,2,0.00909090909090909,0,0.0,0,0.0,0.01818181818181818,102,0.4636363636363636,2.156862745098039,7,0.36363636363636365
TrotterHamiltonian,5,5,20,3,8a637e95845c4d4196206d2f7b94634f145c99cd2f4105447ad233725b807a2c,0.0,0.0,220,5.3981627015177525,44.0,101,20.2,0.36363636363636365,4,0.6363636363636364,0,0.0,0,0.0,0,0.0,0.0,107,0.4863636363636364,2.05607476635514,7,0.36363636363636365
TrotterHamiltonian,5,5,30,1,98ff1ba1bf8e40f22679c709c0f839ea00443a75aa0a8b1da202366dfa900375,0.009090909090909038,0.009090909090909038,330,5.802118375377063,66.0,159,31.8,0.36363636363636365,4,0.6363636363636364,1,0.0030303030303030303,0,0.0,0,0.0,0.006060606060606061,165,0.5,2.0,7,0.36363636363636365
TrotterHamiltonian,5,5,30,2,198d6b6000311bfc229df853a7e256b168c961d977c9b66575ec5c5e2ba7e061,0.027272727272727226,0.027272727272727226,330,5.802118375377063,66.0,174,34.8,0.36363636363636365,4,0.6363636363636364,3,0.00909090909090909,0,0.0,0,0.0,0.01818181818181818,155,0.4696969696969697,2.129032258064516,7,0.36363636363636365
TrotterHamiltonian,5,5,30,3,427c0ed53bc276d5e6587dbc56a86b047bd576f5ef058670576ab564c0ac932c,0.009090909090909038,0.009090909090909038,330,5.802118375377063,66.0,156,31.2,0.36363636363636365,4,0.6363636363636364,1,0.0030303030303030303,0,0.0,0,0.0,0.006060606060606061,158,0.47878787878787876,2.088607594936709,7,0.36363636363636365
TrotterHamiltonian,6,6,10,1,424da059068f4996d731fb50f91559d3b3171a018c4b261faae27e89692f52c8,0.0,0.0,150,5.017279836814924,25.0,70,11.666666666666666,0.4,4,0.6,0,0.0,0,0.0,0,0.0,0.0,80,0.5333333333333333,1.875,8,0.4
TrotterHamiltonian,6,6,10,2,9795cdf82b49b649297169ef1d75d7ee2bde88757ba24cc4a3669b62f6d1cd40,0.0,0.0,150,5.017279836814924,25.0,73,12.166666666666666,0.4,4,0.6,0,0.0,0,0.0,0,0.0,0.0,78,0.52,1.9230769230769231,8,0.4
TrotterHamiltonian,6,6,10,3,461dc73c5c7dbc59e1c14def3b34e6c9026789bcddafb4b148280635fa75b3c7,0.0,0.0,150,5.017279836814924,25.0,76,12.666666666666666,0.4,4,0.6,0,0.0,0,0.0,0,0.0,0.0,76,0.5066666666666667,1.9736842105263157,8,0.4
TrotterHamiltonian,6,6,20,1,0b477720258d85c05a365413c2a7676db32cfcaf9cbf9f596b3e0292baf9768d,0.0,0.0,300,5.707110264748875,50.0,137,22.833333333333332,0.4,4,0.6,0,0.0,0,0.0,0,0.0,0.0,156,0.52,1.9230769230769231,8,0.4
TrotterHamiltonian,6,6,20,2,d484600b07f676cea913a296576a034ab98d49c9f71ac3ddfaf4efa842e780b6,0.0,0.0,300,5.707110264748875,50.0,146,24.333333333333332,0.4,4,0.6,0,0.0,0,0.0,0,0.0,0.0,154,0.5133333333333333,1.948051948051948,8,0.4
TrotterHamiltonian,6,6,20,3,56706fcc79611adcdca715e8abe6efbc86d940c51fb6792235e6dfb044b5cefa,0.010000000000000009,0.010000000000000009,300,5.707110264748875,50.0,155,25.833333333333332,0.4,4,0.6,1,0.0033333333333333335,0,0.0,0,0.0,0.006666666666666667,154,0.5133333333333333,1.948051948051948,8,0.4
TrotterHamiltonian,6,6,30,1,19e5e7983411e4f48a8480e19714dec2acb181329697dfd23b440886065f325b,0.0,0.0,450,6.111467339502679,75.0,195,32.5,0.4,4,0.6,0,0.0,0,0.0,0,0.0,0.0,232,0.5155555555555555,1.9396551724137931,8,0.4
TrotterHamiltonian,6,6,30,2,f7f29ece6b0ab049b778bd30206a5944df38dfc0bbbca219e26941b4b69a7df5,0.0,0.0,450,6.111467339502679,75.0,225,37.5,0.4,4,0.6,0,0.0,0,0.0,0,0.0,0.0,234,0.52,1.9230769230769231,8,0.4
TrotterHamiltonian,6,6,30,3,3d265f53fe562ab0a2b6a7baeef7cc032577701833ac7d7846a029fecc26a4ac,0.011111111111111072,0.00666666666666671,450,6.111467339502679,75.0,216,36.0,0.4,4,0.6,1,0.0022222222222222222,1,0.0022222222222222222,0,0.0,0.008888888888888889,226,0.5022222222222222,1.991150442477876,8,0.4
TrotterHamiltonian,8,8,10,1,32d1e0d74b3d81ddbf3e2c5af10889c09d3a59e102c2b91739c93e84631c00e1,0.0,0.0,200,5.303304908059076,25.0,79,9.875,0.4,4,0.6,0,0.0,0,0.0,0,0.0,0.0,102,0.51,1.9607843137254901,10,0.4
TrotterHamiltonian,8,8,10,2,551834a30ce01cbc1791364ca43f86a11eef7ec82b2a4fd1f67e718d8920500c,0.015000000000000013,0.015000000000000013,200,5.303304908059076,25.0,76,9.5,0.4,4,0.6,1,0.005,0,0.0,0,0.0,0.01,92,0.46,2.1739130434782608,10,0.4
TrotterHamiltonian,8,8,10,3,2ff7928322de534985826e2940520154823f7ab928e75fab071699d9c4afcc67,0.0,0.0,200,5.303304908059076,25.0,85,10.625,0.4,4,0.6,0,0.0,0,0.0,0,0.0,0.0,96,0.48,2.0833333333333335,10,0.4
TrotterHamiltonian,8,8,20,1,667c342b9fae1a35a1c999f226fe82361fce85094221d80d0a475d590852d8e6,0.015000000000000013,0.015000000000000013,400,5.993961427306569,50.0,158,19.75,0.4,4,0.6,2,0.005,0,0.0,0,0.0,0.01,203,0.5075,1.9704433497536946,10,0.4
TrotterHamiltonian,8,8,20,2,926919ee866994dfc68f465d9ba9caa32ddc4884796e84068aaed1268be5e77c,0.007499999999999951,0.007499999999999951,400,5.993961427306569,50.0,158,19.75,0.4,4,0.6,1,0.0025,0,0.0,0,0.0,0.005,192,0.48,2.0833333333333335,10,0.4
TrotterHamiltonian,8,8,20,3,e1d809ce8c93eae97c7b4bbc9d31c1b5d7c292539100bea2d5c6269c3e53f34a,0.0,0.0,400,5.993961427306569,50.0,167,20.875,0.4,4,0.6,0,0.0,0,0.0,0,0.0,0.0,199,0.4975,2.0100502512562812,10,0.4
TrotterHamiltonian,8,8,30,1,d66dcb8812607b3926da0bd6af6599c57937a0d0f126d55dfb337c04cf5b8a35,0.018333333333333313,0.015000000000000013,600,6.398594934535208,75.0,237,29.625,0.4,4,0.6,3,0.005,1,0.0016666666666666668,0,0.0,0.013333333333333334,300,0.5,2.0,10,0.4
TrotterHamiltonian,8,8,30,2,c87768839c682eca82788070a2462719e34963483e831069a1b2493b72f9a68d,0.018333333333333313,0.015000000000000013,600,6.398594934535208,75.0,243,30.375,0.4,4,0.6,3,0.005,1,0.0016666666666666668,0,0.0,0.013333333333333334,297,0.495,2.0202020202020203,10,0.4
TrotterHamiltonian,8,8,30,3,eca7e7d80882149f2651a894d51dd682c09dd63215ad750a625cc2dbe963251b,0.0033333333333332993,0.0,600,6.398594934535208,75.0,237,29.625,0.4,4,0.6,0,0.0,1,0.0016666666666666668,0,0.0,0.0033333333333333335,296,0.49333333333333335,2.027027027027027,10,0.4
WState,3,3,10,1,d1931334f9a5347b9ecfd2b166223a361108af0e582df69702a2d47c080377c2,0.0,0.0,9,2.302585092994046,3.0,9,3.0,0.4444444444444444,4,0.4444444444444444,0,0.0,0,0.0,0,0.0,0.0,9,1.0,1.0,1,0.5555555555555556
WState,4,4,10,1,cb6fd56caf699ac15a03a388503ef45dc58b55b23eb2a0f8ad26d8ff888b1cc8,0.0,0.0,13,2.6390573296152584,3.25,13,3.25,0.46153846153846156,4,0.46153846153846156,0,0.0,0,0.0,0,0.0,0.0,13,1.0,1.0,1,0.5384615384615384
WState,5,5,10,1,a9e585fa3a05cba46cb1e5d54d186a14fe9a809713d57671aa8eb2e3781d8caf,0.0,0.0,17,2.8903717578961645,3.4,17,3.4,0.47058823529411764,4,0.47058823529411764,0,0.0,0,0.0,0,0.0,0.0,17,1.0,1.0,1,0.5294117647058824
WState,6,6,10,1,b28315ee4d78e563abeff627db1025f70d6fc440445964c484047c46f5891046,0.0,0.0,21,3.091042453358316,3.5,21,3.5,0.47619047619047616,4,0.47619047619047616,0,0.0,0,0.0,0,0.0,0.0,21,1.0,1.0,1,0.5238095238095238
WState,8,8,10,1,f39f646489a9d93c1b5a337b461f28aa082d10a3be12911368e749d35ef06ef5,0.0,0.0,29,3.4011973816621555,3.625,29,3.625,0.4827586206896552,4,0.4827586206896552,0,0.0,0,0.0,0,0.0,0.0,29,1.0,1.0,1,0.5172413793103449
