row_idx,family,n_qubits,trial_seed,input_circuit_sha256,total_gates,log_total_gates,gate_density,original_depth,depth_per_qubit,two_qubit_fraction,gate_diversity,rotation_fraction,adjacent_cancellable_pairs,phase1_action_density,commutation_enabled_pairs,commutation_density,mergeable_rotation_pairs,mergeable_rotation_density,structural_upper_bound,commuting_block_count,commuting_block_density,mean_block_size,max_block_size,self_inverse_fraction
95,CNOT,6,893102645,a9cbe813352eb8bbddbb6de7feecde853f066b5cf29e96a7a2f84a6cd354761a,40,3.713572066704308,6.666666666666667,22,3.6666666666666665,1.0,1,0.0,20,0.5,0,0.0,0,0.0,1.0,37,0.925,1.0810810810810811,2,1.0
96,CNOT,6,200619113,a9cbe813352eb8bbddbb6de7feecde853f066b5cf29e96a7a2f84a6cd354761a,40,3.713572066704308,6.666666666666667,22,3.6666666666666665,1.0,1,0.0,20,0.5,0,0.0,0,0.0,1.0,37,0.925,1.0810810810810811,2,1.0
97,CNOT,6,290770691,a9cbe813352eb8bbddbb6de7feecde853f066b5cf29e96a7a2f84a6cd354761a,40,3.713572066704308,6.666666666666667,22,3.6666666666666665,1.0,1,0.0,20,0.5,0,0.0,0,0.0,1.0,37,0.925,1.0810810810810811,2,1.0
98,CNOT,6,793943861,a9cbe813352eb8bbddbb6de7feecde853f066b5cf29e96a7a2f84a6cd354761a,40,3.713572066704308,6.666666666666667,22,3.6666666666666665,1.0,1,0.0,20,0.5,0,0.0,0,0.0,1.0,37,0.925,1.0810810810810811,2,1.0
99,CNOT,6,134489564,a9cbe813352eb8bbddbb6de7feecde853f066b5cf29e96a7a2f84a6cd354761a,40,3.713572066704308,6.666666666666667,22,3.6666666666666665,1.0,1,0.0,20,0.5,0,0.0,0,0.0,1.0,37,0.925,1.0810810810810811,2,1.0
100,CNOT,8,2016850622,d3e8b51351e86caa6d8939fe0a903f48a089e7d220d46a14b52d6c94e6e43394,56,4.04305126783455,7.0,26,3.25,1.0,1,0.0,28,0.5,0,0.0,0,0.0,1.0,53,0.9464285714285714,1.0566037735849056,2,1.0
101,CNOT,8,1470101905,d3e8b51351e86caa6d8939fe0a903f48a089e7d220d46a14b52d6c94e6e43394,56,4.04305126783455,7.0,26,3.25,1.0,1,0.0,28,0.5,0,0.0,0,0.0,1.0,53,0.9464285714285714,1.0566037735849056,2,1.0
102,CNOT,8,1181686489,d3e8b51351e86caa6d8939fe0a903f48a089e7d220d46a14b52d6c94e6e43394,56,4.04305126783455,7.0,26,3.25,1.0,1,0.0,28,0.5,0,0.0,0,0.0,1.0,53,0.9464285714285714,1.0566037735849056,2,1.0
103,CNOT,8,1931679275,d3e8b51351e86caa6d8939fe0a903f48a089e7d220d46a14b52d6c94e6e43394,56,4.04305126783455,7.0,26,3.25,1.0,1,0.0,28,0.5,0,0.0,0,0.0,1.0,53,0.9464285714285714,1.0566037735849056,2,1.0
104,CNOT,8,1887633569,d3e8b51351e86caa6d8939fe0a903f48a089e7d220d46a14b52d6c94e6e43394,56,4.04305126783455,7.0,26,3.25,1.0,1,0.0,28,0.5,0,0.0,0,0.0,1.0,53,0.9464285714285714,1.0566037735849056,2,1.0
105,CNOT,8,1697157321,d3e8b51351e86caa6d8939fe0a903f48a089e7d220d46a14b52d6c94e6e43394,56,4.04305126783455,7.0,26,3.25,1.0,1,0.0,28,0.5,0,0.0,0,0.0,1.0,53,0.9464285714285714,1.0566037735849056,2,1.0
106,CNOT,8,1695770557,d3e8b51351e86caa6d8939fe0a903f48a089e7d220d46a14b52d6c94e6e43394,56,4.04305126783455,7.0,26,3.25,1.0,1,0.0,28,0.5,0,0.0,0,0.0,1.0,53,0.9464285714285714,1.0566037735849056,2,1.0
107,CNOT,8,1832485859,d3e8b51351e86caa6d8939fe0a903f48a089e7d220d46a14b52d6c94e6e43394,56,4.04305126783455,7.0,26,3.25,1.0,1,0.0,28,0.5,0,0.0,0,0.0,1.0,53,0.9464285714285714,1.0566037735849056,2,1.0
108,CNOT,8,420477197,d3e8b51351e86caa6d8939fe0a903f48a089e7d220d46a14b52d6c94e6e43394,56,4.04305126783455,7.0,26,3.25,1.0,1,0.0,28,0.5,0,0.0,0,0.0,1.0,53,0.9464285714285714,1.0566037735849056,2,1.0
109,CNOT,8,976125790,d3e8b51351e86caa6d8939fe0a903f48a089e7d220d46a14b52d6c94e6e43394,56,4.04305126783455,7.0,26,3.25,1.0,1,0.0,28,0.5,0,0.0,0,0.0,1.0,53,0.9464285714285714,1.0566037735849056,2,1.0
110,CNOT,10,1811936047,7493d18adbd49d0a63a0ac022363f1f97db8362fbdde0da81edaff8d4b2351ca,72,4.290459441148391,7.2,30,3.0,1.0,1,0.0,36,0.5,0,0.0,0,0.0,1.0,69,0.9583333333333334,1.0434782608695652,2,1.0
111,CNOT,10,1402481934,7493d18adbd49d0a63a0ac022363f1f97db8362fbdde0da81edaff8d4b2351ca,72,4.290459441148391,7.2,30,3.0,1.0,1,0.0,36,0.5,0,0.0,0,0.0,1.0,69,0.9583333333333334,1.0434782608695652,2,1.0
112,CNOT,10,380072391,7493d18adbd49d0a63a0ac022363f1f97db8362fbdde0da81edaff8d4b2351ca,72,4.290459441148391,7.2,30,3.0,1.0,1,0.0,36,0.5,0,0.0,0,0.0,1.0,69,0.9583333333333334,1.0434782608695652,2,1.0
113,CNOT,10,302554573,7493d18adbd49d0a63a0ac022363f1f97db8362fbdde0da81edaff8d4b2351ca,72,4.290459441148391,7.2,30,3.0,1.0,1,0.0,36,0.5,0,0.0,0,0.0,1.0,69,0.9583333333333334,1.0434782608695652,2,1.0
114,CNOT,10,841739990,7493d18adbd49d0a63a0ac022363f1f97db8362fbdde0da81edaff8d4b2351ca,72,4.290459441148391,7.2,30,3.0,1.0,1,0.0,36,0.5,0,0.0,0,0.0,1.0,69,0.9583333333333334,1.0434782608695652,2,1.0
115,CNOT,10,89482491,7493d18adbd49d0a63a0ac022363f1f97db8362fbdde0da81edaff8d4b2351ca,72,4.290459441148391,7.2,30,3.0,1.0,1,0.0,36,0.5,0,0.0,0,0.0,1.0,69,0.9583333333333334,1.0434782608695652,2,1.0
116,CNOT,10,194249720,7493d18adbd49d0a63a0ac022363f1f97db8362fbdde0da81edaff8d4b2351ca,72,4.290459441148391,7.2,30,3.0,1.0,1,0.0,36,0.5,0,0.0,0,0.0,1.0,69,0.9583333333333334,1.0434782608695652,2,1.0
117,CNOT,10,1980718781,7493d18adbd49d0a63a0ac022363f1f97db8362fbdde0da81edaff8d4b2351ca,72,4.290459441148391,7.2,30,3.0,1.0,1,0.0,36,0.5,0,0.0,0,0.0,1.0,69,0.9583333333333334,1.0434782608695652,2,1.0
118,CNOT,10,1397283111,7493d18adbd49d0a63a0ac022363f1f97db8362fbdde0da81edaff8d4b2351ca,72,4.290459441148391,7.2,30,3.0,1.0,1,0.0,36,0.5,0,0.0,0,0.0,1.0,69,0.9583333333333334,1.0434782608695652,2,1.0
119,CNOT,10,1479761620,7493d18adbd49d0a63a0ac022363f1f97db8362fbdde0da81edaff8d4b2351ca,72,4.290459441148391,7.2,30,3.0,1.0,1,0.0,36,0.5,0,0.0,0,0.0,1.0,69,0.9583333333333334,1.0434782608695652,2,1.0
120,Oracle,4,1669356239,4ae8943f799faae7e1b0ea35ba0735dacc8733ca21e488e404fc3b8431d95cd9,14,2.70805020110221,3.5,6,1.5,0.14285714285714285,3,0.0,0,0.0,2,0.14285714285714285,0,0.0,0.2857142857142857,4,0.2857142857142857,3.5,6,1.0
121,Oracle,4,1062231788,9d77864e2e4a0d42b52c73e55234db679d6e1573c366b4f96c2fbc69e97a49c0,14,2.70805020110221,3.5,6,1.5,0.14285714285714285,3,0.0,0,0.0,2,0.14285714285714285,0,0.0,0.2857142857142857,4,0.2857142857142857,3.5,6,1.0
122,Oracle,4,1165435217,9d77864e2e4a0d42b52c73e55234db679d6e1573c366b4f96c2fbc69e97a49c0,14,2.70805020110221,3.5,6,1.5,0.14285714285714285,3,0.0,0,0.0,2,0.14285714285714285,0,0.0,0.2857142857142857,4,0.2857142857142857,3.5,6,1.0
123,Oracle,4,170476398,50d9a47ee18d2e3012d55867372cff942253cf0f5194a46210afdf68c5391777,13,2.6390573296152584,3.25,5,1.25,0.07692307692307693,3,0.0,0,0.0,3,0.23076923076923078,0,0.0,0.46153846153846156,3,0.23076923076923078,4.333333333333333,11,1.0
124,Oracle,4,1411916852,7a04363d9f353a5749c06747d397174fcc9ec60cc3822cbd5f984ded855ef66b,15,2.772588722239781,3.75,7,1.75,0.2,3,0.0,0,0.0,1,0.06666666666666667,0,0.0,0.13333333333333333,5,0.3333333333333333,3.0,6,1.0
125,Oracle,4,372593431,5f284ab0861b4e9f1d89e3c3f0c09ffc0ea0764df9dbcf09366168d018839c88,12,2.5649493574615367,3.0,4,1.0,0.0,2,0.0,0,0.0,5,0.4166666666666667,0,0.0,0.8333333333333334,3,0.25,4.0,10,1.0
126,Oracle,4,1532243865,b81e1fce8a1444d85177c6bc7af38bad39960f4060e55d08611f399ee4619722,14,2.70805020110221,3.5,6,1.5,0.14285714285714285,3,0.0,0,0.0,2,0.14285714285714285,0,0.0,0.2857142857142857,4,0.2857142857142857,3.5,6,1.0
127,Oracle,4,1998256344,b81e1fce8a1444d85177c6bc7af38bad39960f4060e55d08611f399ee4619722,14,2.70805020110221,3.5,6,1.5,0.14285714285714285,3,0.0,0,0.0,2,0.14285714285714285,0,0.0,0.2857142857142857,4,0.2857142857142857,3.5,6,1.0
128,Oracle,4,1206604539,4621ef48fbfa81d505e50e099d2d9bb268c3bcebb00ba5aac807e68b83d47cc6,13,2.6390573296152584,3.25,5,1.25,0.07692307692307693,3,0.0,0,0.0,3,0.23076923076923078,0,0.0,0.46153846153846156,3,0.23076923076923078,4.333333333333333,11,1.0
129,Oracle,4,459708603,d666adb13ce66e444e16398e08fd2d7d2169fcc728eb154e78b91f40918df82c,14,2.70805020110221,3.5,6,1.5,0.14285714285714285,3,0.0,0,0.0,2,0.14285714285714285,0,0.0,0.2857142857142857,4,0.2857142857142857,3.5,6,1.0
130,Oracle,6,183378299,1263bb7900bdbc5f80cf80f58f7de147484711608fcf67badcdcc2d195c3e6d8,17,2.8903717578961645,2.8333333333333335,5,0.8333333333333334,0.058823529411764705,3,0.0,0,0.0,5,0.29411764705882354,0,0.0,0.5882352941176471,4,0.23529411764705882,4.25,8,1.0
131,Oracle,6,1185407468,c34cc0fd3135a3cfe1299fa741a94744c16b14b6a16915485b948cd686c10bb4,20,3.044522437723423,3.3333333333333335,8,1.3333333333333333,0.2,3,0.0,0,0.0,0,0.0,0,0.0,0.0,6,0.3,3.3333333333333335,8,1.0
132,Oracle,6,605264936,7dd714769e4d1d1a5837e552f316f56ed499893ba094d552e95b44baa7bc1087,19,2.995732273553991,3.1666666666666665,7,1.1666666666666667,0.15789473684210525,3,0.0,0,0.0,3,0.15789473684210525,0,0.0,0.3157894736842105,5,0.2631578947368421,3.8,8,1.0
133,Oracle,6,1272485020,18f6795235b277725554559d396a86926bf61026fc6ca6ec491d53d7dd94cfe7,17,2.8903717578961645,2.8333333333333335,5,0.8333333333333334,0.058823529411764705,3,0.0,0,0.0,5,0.29411764705882354,0,0.0,0.5882352941176471,4,0.23529411764705882,4.25,8,1.0
134,Oracle,6,1297926158,dbf410d1e5693402b537af90e7218374f0c429041426b90bd4d34500d64685d5,19,2.995732273553991,3.1666666666666665,7,1.1666666666666667,0.15789473684210525,3,0.0,0,0.0,3,0.15789473684210525,0,0.0,0.3157894736842105,5,0.2631578947368421,3.8,8,1.0
135,Oracle,6,709816108,10bccf5b9e9d410c40b6752daa0b258aaf6391f291402db7dd33288270bb5ac7,20,3.044522437723423,3.3333333333333335,8,1.3333333333333333,0.2,3,0.0,0,0.0,0,0.0,0,0.0,0.0,6,0.3,3.3333333333333335,8,1.0
136,Oracle,6,320192576,ea35cdaebcc83e38febe7db50517ceef51edfed198ba7cbb4f3cc64485df66df,20,3.044522437723423,3.3333333333333335,8,1.3333333333333333,0.2,3,0.0,0,0.0,0,0.0,0,0.0,0.0,6,0.3,3.3333333333333335,8,1.0
137,Oracle,6,67157848,ae0cffdd2a78210b17f6b24608af63a3d7e4883ee52ef28f4a14f1589a01b90c,19,2.995732273553991,3.1666666666666665,7,1.1666666666666667,0.15789473684210525,3,0.0,0,0.0,3,0.15789473684210525,0,0.0,0.3157894736842105,5,0.2631578947368421,3.8,8,1.0
138,Oracle,6,2091163462,6a6cf0f00d85ece4ad64c271afdd08b4cd8473655919bce2bcfa5db0713a4a8f,20,3.044522437723423,3.3333333333333335,8,1.3333333333333333,0.2,3,0.0,0,0.0,0,0.0,0,0.0,0.0,6,0.3,3.3333333333333335,8,1.0
139,Oracle,6,1818495496,fa2efd34bd40a3a85da2bd1ab53d385c5a657d60febccfe0110c76c82601c72d,18,2.9444389791664403,3.0,6,1.0,0.1111111111111111,3,0.0,0,0.0,4,0.2222222222222222,0,0.0,0.4444444444444444,4,0.2222222222222222,4.5,8,1.0
140,Oracle,8,1169282391,67c41fc428a3b22580d9eabe1b5f5f95012b23a60a3b56dcddf1c968339f05fd,23,3.1780538303479458,2.875,7,0.875,0.13043478260869565,3,0.0,0,0.0,0,0.0,0,0.0,0.0,5,0.21739130434782608,4.6,10,1.0
141,Oracle,8,1696003200,fc7693699c4a1d690c4d270238b7c14858637ac5cfc1b8fa40cdcbcf1f648e9d,25,3.258096538021482,3.125,9,1.125,0.2,3,0.0,0,0.0,0,0.0,0,0.0,0.0,7,0.28,3.5714285714285716,10,1.0
142,Oracle,8,853477355,97a9378b02445390576d343b050d8aaee3720c211fcca0e2f14e79476f2b835c,24,3.2188758248682006,3.0,8,1.0,0.16666666666666666,3,0.0,0,0.0,0,0.0,0,0.0,0.0,6,0.25,4.0,10,1.0
143,Oracle,8,1260522119,7a83a16594a374564b5c5860102eebe9d1452eec6331f7b7cb2003fce0719b9f,24,3.2188758248682006,3.0,8,1.0,0.16666666666666666,3,0.0,0,0.0,0,0.0,0,0.0,0.0,6,0.25,4.0,10,1.0
144,Oracle,8,23717335,c91f9eaea21fb4a8b442935b18c6795ebdf8f5a99f78177bdc46655693af0058,23,3.1780538303479458,2.875,7,0.875,0.13043478260869565,3,0.0,0,0.0,0,0.0,0,0.0,0.0,5,0.21739130434782608,4.6,10,1.0
145,Oracle,8,60472382,c819c46536c516bfe0fb88fcf8c11d2ffc15537f72babb625565fa3617b2e92f,22,3.1354942159291497,2.75,6,0.75,0.09090909090909091,3,0.0,0,0.0,0,0.0,0,0.0,0.0,4,0.18181818181818182,5.5,10,1.0
146,Oracle,8,1354896522,a6c1afb2d6292dcb2ff32038ab2228e14a109a5d5e5860009eb990b139eba9d8,26,3.295836866004329,3.25,10,1.25,0.23076923076923078,3,0.0,0,0.0,0,0.0,0,0.0,0.0,8,0.3076923076923077,3.25,10,1.0
147,Oracle,8,854021618,cdd96a292311d7bfa5f6dc569803622403cb747e18e3f166e362264f4966a209,24,3.2188758248682006,3.0,8,1.0,0.16666666666666666,3,0.0,0,0.0,0,0.0,0,0.0,0.0,6,0.25,4.0,10,1.0
148,Oracle,8,888445520,1c5388de1686e0593ee90f154bae9e95b8918d780fe6ee7b71941ee9000d1c5b,23,3.1780538303479458,2.875,7,0.875,0.13043478260869565,3,0.0,0,0.0,0,0.0,0,0.0,0.0,5,0.21739130434782608,4.6,10,1.0
149,Oracle,8,907706759,c495c8772dc82a2b0da94b190e69749078aadbb4051df4941a71ed40981139e5,22,3.1354942159291497,2.75,6,0.75,0.09090909090909091,3,0.0,0,0.0,0,0.0,0,0.0,0.0,4,0.18181818181818182,5.5,10,1.0
150,Oracle,10,983578274,f36e2ebc0352066ebb86213b40531bf74e46e008446f993eaf44fdf53889bd30,28,3.367295829986474,2.8,8,0.8,0.14285714285714285,3,0.0,0,0.0,0,0.0,0,0.0,0.0,6,0.21428571428571427,4.666666666666667,12,1.0
151,Oracle,10,1246294434,b8495c50ec54e169948065d589177bdf94696f476bc24ea8173be21d05ede184,28,3.367295829986474,2.8,8,0.8,0.14285714285714285,3,0.0,0,0.0,0,0.0,0,0.0,0.0,6,0.21428571428571427,4.666666666666667,12,1.0
152,Oracle,10,1165097248,0b2f07ee3d00ea79fd6377e29347dae6b3c33bdd9a54ba394ceedc3385aee63b,30,3.4339872044851463,3.0,10,1.0,0.2,3,0.0,0,0.0,0,0.0,0,0.0,0.0,8,0.26666666666666666,3.75,12,1.0
153,Oracle,10,455094650,8e793bf8e254b3750d5b17f8e43d43e6af77aa6f8e19b438c517b09f6b479ff8,27,3.332204510175204,2.7,7,0.7,0.1111111111111111,3,0.0,0,0.0,0,0.0,0,0.0,0.0,5,0.18518518518518517,5.4,12,1.0
154,Oracle,10,318019332,cb36de120b402b4d4624e9cfc303d05718a1f32bcb16f750765a09dd8ebf9365,30,3.4339872044851463,3.0,10,1.0,0.2,3,0.0,0,0.0,0,0.0,0,0.0,0.0,8,0.26666666666666666,3.75,12,1.0
155,Oracle,10,1830948329,48e8378609038618a6b8cb4d9e1a4978792e881e0b05e6b8a16c5bf6d1e26e7c,32,3.4965075614664802,3.2,12,1.2,0.25,3,0.0,0,0.0,0,0.0,0,0.0,0.0,10,0.3125,3.2,12,1.0
156,Oracle,10,1539598566,b588102c11b5da98db6ade152bd5fcc59b018290c37fe6409a96bcad19c74677,27,3.332204510175204,2.7,7,0.7,0.1111111111111111,3,0.0,0,0.0,0,0.0,0,0.0,0.0,5,0.18518518518518517,5.4,12,1.0
157,Oracle,10,648870905,e84f375f25af7aabed8e3dc997a910a6efd3fe1381452d08c2d274f063d32d06,28,3.367295829986474,2.8,8,0.8,0.14285714285714285,3,0.0,0,0.0,0,0.0,0,0.0,0.0,6,0.21428571428571427,4.666666666666667,12,1.0
158,Oracle,10,497653800,527759b6f52d546169c2f4352c482610a133ed8eca36e57c01ce4d69ae68565f,31,3.4657359027997265,3.1,11,1.1,0.22580645161290322,3,0.0,0,0.0,0,0.0,0,0.0,0.0,9,0.2903225806451613,3.4444444444444446,12,1.0
159,Oracle,10,1782238235,8db9f46fc4bcc27296edb84bfb0ca7e38e7bf2fd0fb7acd4088b4551bf906496,30,3.4339872044851463,3.0,10,1.0,0.2,3,0.0,0,0.0,0,0.0,0,0.0,0.0,8,0.26666666666666666,3.75,12,1.0
160,QAOA,4,1559517318,e449cc1491e50806b51afcb31ee089994f63b39d03df0a2095c21673313c6189,17,2.8903717578961645,4.25,11,2.75,0.35294117647058826,2,0.0,0,0.0,0,0.0,0,0.0,0.0,13,0.7647058823529411,1.3076923076923077,2,0.35294117647058826
161,QAOA,4,1503404232,d884cb25f18b367536cdc0551d8df066e46563c1d6343e7093a7574a9f95ceaa,17,2.8903717578961645,4.25,11,2.75,0.35294117647058826,2,0.0,0,0.0,0,0.0,0,0.0,0.0,13,0.7647058823529411,1.3076923076923077,2,0.35294117647058826
162,QAOA,4,529561415,13251d2768a337637683931d925f6bce27c9d474dccb4fd0f81bef08d96d86ec,17,2.8903717578961645,4.25,11,2.75,0.35294117647058826,2,0.0,0,0.0,0,0.0,0,0.0,0.0,13,0.7647058823529411,1.3076923076923077,2,0.35294117647058826
163,QAOA,4,1930375947,69baad7dc6cee3d1c545f3e8423d614d9d1cbf9124f77a8413e46c72deb38c8a,17,2.8903717578961645,4.25,11,2.75,0.35294117647058826,2,0.0,0,0.0,0,0.0,0,0.0,0.0,13,0.7647058823529411,1.3076923076923077,2,0.35294117647058826
164,QAOA,4,1421196193,247b8f0b27af1f53abed6aaffb91658e6335f6b3fa24eb6b6c9d2e609de5fb53,17,2.8903717578961645,4.25,11,2.75,0.35294117647058826,2,0.0,0,0.0,0,0.0,0,0.0,0.0,13,0.7647058823529411,1.3076923076923077,2,0.35294117647058826
165,QAOA,4,409783328,0c5e88b79c6ca5fbe77bf67528153980d647d8380c73c093d2122c63ebd584f6,17,2.8903717578961645,4.25,11,2.75,0.35294117647058826,2,0.0,0,0.0,0,0.0,0,0.0,0.0,13,0.7647058823529411,1.3076923076923077,2,0.35294117647058826
166,QAOA,4,272981039,0d5de7bd6d426221339d619bfeae9ab93c68e76dcdc46ff7b2918be05695dbc6,17,2.8903717578961645,4.25,11,2.75,0.35294117647058826,2,0.0,0,0.0,0,0.0,0,0.0,0.0,13,0.7647058823529411,1.3076923076923077,2,0.35294117647058826
167,QAOA,4,1592652278,1b1a5c2b5455250a00139f38ae029cd7f0486b371a3d62af735ab6cc1ebbbf6f,17,2.8903717578961645,4.25,11,2.75,0.35294117647058826,2,0.0,0,0.0,0,0.0,0,0.0,0.0,13,0.7647058823529411,1.3076923076923077,2,0.35294117647058826
168,QAOA,4,1335658902,e12674646014a82970796b2263d2e3e72184788bec2fd74970ee8b80775a2492,17,2.8903717578961645,4.25,11,2.75,0.35294117647058826,2,0.0,0,0.0,0,0.0,0,0.0,0.0,13,0.7647058823529411,1.3076923076923077,2,0.35294117647058826
169,QAOA,4,725167677,e1def1eaea4446a5f23b6b11678552938ab1c3f6abd088463bc3432d2e230288,17,2.8903717578961645,4.25,11,2.75,0.35294117647058826,2,0.0,0,0.0,0,0.0,0,0.0,0.0,13,0.7647058823529411,1.3076923076923077,2,0.35294117647058826
170,QAOA,6,1396651735,f91e615ed1f5ae6cf8ac15b6394cb75331daad4e1e2bf4868e26831c088dc001,27,3.332204510175204,4.5,17,2.8333333333333335,0.37037037037037035,2,0.0,0,0.0,0,0.0,0,0.0,0.0,21,0.7777777777777778,1.2857142857142858,2,0.37037037037037035
171,QAOA,6,712631076,e39b97bddcc9c18a0b69041ade0616031959f49922762579dc24a82624f7a0c8,27,3.332204510175204,4.5,17,2.8333333333333335,0.37037037037037035,2,0.0,0,0.0,0,0.0,0,0.0,0.0,21,0.7777777777777778,1.2857142857142858,2,0.37037037037037035
172,QAOA,6,986151010,7bd5a02ea1b3b0ce8a1199554b00aaf0a6711c8e4b3b51bd41e313a9cddd9589,27,3.332204510175204,4.5,17,2.8333333333333335,0.37037037037037035,2,0.0,0,0.0,0,0.0,0,0.0,0.0,21,0.7777777777777778,1.2857142857142858,2,0.37037037037037035
173,QAOA,6,392121003,8cb83d67f06c666fde120586e2ca1a498e1a20929e1cc2e26f161286bcfe5358,27,3.332204510175204,4.5,17,2.8333333333333335,0.37037037037037035,2,0.0,0,0.0,0,0.0,0,0.0,0.0,21,0.7777777777777778,1.2857142857142858,2,0.37037037037037035
174,QAOA,6,590804839,52c0f4181c14b2ff680ae850cc80c2e150a18aeb124ba39a7708e941b0c607a2,27,3.332204510175204,4.5,17,2.8333333333333335,0.37037037037037035,2,0.0,0,0.0,0,0.0,0,0.0,0.0,21,0.7777777777777778,1.2857142857142858,2,0.37037037037037035
175,QAOA,6,1179921109,fff17345b4a0e616806c327692d6932df41eccb55144b81ede784d816a6dc7d7,27,3.332204510175204,4.5,17,2.8333333333333335,0.37037037037037035,2,0.0,0,0.0,0,0.0,0,0.0,0.0,21,0.7777777777777778,1.2857142857142858,2,0.37037037037037035
176,QAOA,6,1663066074,545d0073f19944c1348ba75754920499e4cdb5fec9b89c4e74e9dabc9cdc7bfe,27,3.332204510175204,4.5,17,2.8333333333333335,0.37037037037037035,2,0.0,0,0.0,0,0.0,0,0.0,0.0,21,0.7777777777777778,1.2857142857142858,2,0.37037037037037035
177,QAOA,6,263038498,bc02157ff739448df3da772cc994d8d1c97da42d7d967f44bb1ca3af11712ea3,27,3.332204510175204,4.5,17,2.8333333333333335,0.37037037037037035,2,0.0,0,0.0,0,0.0,0,0.0,0.0,21,0.7777777777777778,1.2857142857142858,2,0.37037037037037035
178,QAOA,6,2028147648,7c7e6fbe6823020640b129581815d67db4a8cf15d02c7d62ca7ad18319cf3053,27,3.332204510175204,4.5,17,2.8333333333333335,0.37037037037037035,2,0.0,0,0.0,0,0.0,0,0.0,0.0,21,0.7777777777777778,1.2857142857142858,2,0.37037037037037035
179,QAOA,6,1644658402,ef284f725ceca1155d8b16a9f77d1c5a794095e25d032e6112111e82d79c640e,27,3.332204510175204,4.5,17,2.8333333333333335,0.37037037037037035,2,0.0,0,0.0,0,0.0,0,0.0,0.0,21,0.7777777777777778,1.2857142857142858,2,0.37037037037037035
180,QAOA,8,513653348,d81e52794eb1828021017e4545df664f71cf4784102e12fbc9b4469f90f39852,37,3.6375861597263857,4.625,23,2.875,0.3783783783783784,2,0.0,0,0.0,0,0.0,0,0.0,0.0,29,0.7837837837837838,1.2758620689655173,2,0.3783783783783784
181,QAOA,8,2025988014,ab58f43085604d8282e4d2444c1edfd1f7f2506b67d138796998bd1f9ad4b805,37,3.6375861597263857,4.625,23,2.875,0.3783783783783784,2,0.0,0,0.0,0,0.0,0,0.0,0.0,29,0.7837837837837838,1.2758620689655173,2,0.3783783783783784
182,QAOA,8,915879373,d3a3e3634bdb903cec6c5a349fa7c6aed76a59e4d879598905233ec7760c8726,37,3.6375861597263857,4.625,23,2.875,0.3783783783783784,2,0.0,0,0.0,0,0.0,0,0.0,0.0,29,0.7837837837837838,1.2758620689655173,2,0.3783783783783784
183,QAOA,8,1498573442,8b902a43a5f0d6aca8b733eed5f9751d07bb52a64f5bb764d9425d57b1842f43,37,3.6375861597263857,4.625,23,2.875,0.3783783783783784,2,0.0,0,0.0,0,0.0,0,0.0,0.0,29,0.7837837837837838,1.2758620689655173,2,0.3783783783783784
184,QAOA,8,1120063232,3743685c7db6b2db3557d580e89e7846ebe8cabaf91019c93e9b45b231e1355e,37,3.6375861597263857,4.625,23,2.875,0.3783783783783784,2,0.0,0,0.0,0,0.0,0,0.0,0.0,29,0.7837837837837838,1.2758620689655173,2,0.3783783783783784
185,QAOA,8,952321028,bea2192b9f4a8e69b6b2fe1c3ea0835f40e7218cb6819e9adf2465d306217aa7,37,3.6375861597263857,4.625,23,2.875,0.3783783783783784,2,0.0,0,0.0,0,0.0,0,0.0,0.0,29,0.7837837837837838,1.2758620689655173,2,0.3783783783783784
186,QAOA,8,263183577,a4e9cad97ea767bc9a2cf5be0e5429bd94fee222547885a6f45dc2572cdb2ced,37,3.6375861597263857,4.625,23,2.875,0.3783783783783784,2,0.0,0,0.0,0,0.0,0,0.0,0.0,29,0.7837837837837838,1.2758620689655173,2,0.3783783783783784
187,QAOA,8,1013547510,70ac2ffc7809e8021225d5f2b124c243f2090ee6b513b687b34e5a89dda9c3f6,37,3.6375861597263857,4.625,23,2.875,0.3783783783783784,2,0.0,0,0.0,0,0.0,0,0.0,0.0,29,0.7837837837837838,1.2758620689655173,2,0.3783783783783784
188,QAOA,8,1163795198,56e278b02e62718c3d03e93c3b7ceeb542b1d98b128b126bc51d4f0f97b58d5c,37,3.6375861597263857,4.625,23,2.875,0.3783783783783784,2,0.0,0,0.0,0,0.0,0,0.0,0.0,29,0.7837837837837838,1.2758620689655173,2,0.3783783783783784
189,QAOA,8,1099805069,96bfc39454a4c15f33a2ae067e084aed02a7fa5121ed71cfd175fa47c3822ff2,37,3.6375861597263857,4.625,23,2.875,0.3783783783783784,2,0.0,0,0.0,0,0.0,0,0.0,0.0,29,0.7837837837837838,1.2758620689655173,2,0.3783783783783784
190,QAOA,10,2120835942,0185bd89c6b2f8e5ac9190336de97cc8391883755c98d38e1b6131123c3845d6,47,3.871201010907891,4.7,29,2.9,0.3829787234042553,2,0.0,0,0.0,0,0.0,0,0.0,0.0,37,0.7872340425531915,1.2702702702702702,2,0.3829787234042553
191,QAOA,10,173660954,2610caf3db6292abf27e1215e3f25a7a0e97cfb2af93ad1bef6caa7a2d9aef1b,47,3.871201010907891,4.7,29,2.9,0.3829787234042553,2,0.0,0,0.0,0,0.0,0,0.0,0.0,37,0.7872340425531915,1.2702702702702702,2,0.3829787234042553
