title,authors,year,citations,abstract,result_id,publication_info,pdf_links,url,total_results,search_time
A 200-Line Python Micro-Benchmark Suite for NISQ Circuit Compilers,J Merilehto,2025,0,"We present microbench.py, a compact (approx. 200 lines) Python script that automates the collection of key compiler metrics, i.e., gate depth, two-qubit-gate count, wall-clock compilation time, and memory footprint, across multiple open-source quantum circuit transpilers. The suite ships with six didactic circuits (3 to 8 qubits) implementing fundamental quantum algorithms and supports Qiskit, tket, Cirq, and the Qiskit-Braket provider; in this paper we showcase results for Qiskit 0.46 and Braket 1.16. The entire run completes in under three minutes on a laptop, emits a single CSV plus publisheable plot, and reproduces the figure here with one command. We release the code under the MIT licence to serve as a quick-start regression harness for NISQ compiler research.",OhMLKyOX8K4J,"J Merilehto - arXiv preprint arXiv:2509.16205, 2025 - arxiv.org",[],https://arxiv.org/abs/2509.16205,unknown,unknown
