title,authors,year,citations,abstract,result_id,publication_info,pdf_links,url,total_results,search_time
Quartz: superoptimization of quantum circuits,"M Xu, Z Li, O Padon, S Lin, J Pointing, A Hirth…",2022,125,"… Recently, Quanto [25] proposed to automatically discover … +𝑖 sin𝜙, and trigonometric identities for parity and sum of angles… of circuits is inspired by prior work in automatically generating …",TFvU0kao7B0J,"M Xu, Z Li, O Padon, S Lin, J Pointing, A Hirth… - Proceedings of the 43rd …, 2022 - dl.acm.org",[],https://dl.acm.org/doi/abs/10.1145/3519939.3523433,unknown,unknown
"Optimizing Quantum Circuits with Automatic Generation of Circuit Identities., 2021","J Pointing, O Padon, Z Jia, H Ma, A Hirth, J Palsberg…",1088,2,,zgtj2F0zLRkJ,"J Pointing, O Padon, Z Jia, H Ma, A Hirth, J Palsberg… - DOI: https://doi. org/10.1088/2058 …",[],,unknown,unknown
"QSimplify, Less is More: Reduction of Quantum Circuits","V Mardones, S Sepúlveda",2025,0,"… Aiken, Quanto: Optimizing quantum circuits with automatic generation of circuit identities, Quantum Science and Technology 9 (4) (2024) 045009. [15] QiskitDevelopmentTeam,Qiskit:…",xAUSuBaa554J,"V Mardones, S Sepúlveda - 2025 IEEE CHILEAN Conference …, 2025 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/11476025/,unknown,unknown
Optimization and Simulation of Quantum Circuits,M Xu,2026,0,"… For quantum circuit optimization, we first automate the discovery … Equivalence Circuit Class (ECC) sets and an efficient generation … Quanto [109] proposed to automatically discover …",XCRA419DiWUJ,M Xu - 2026 - search.proquest.com,[],https://search.proquest.com/openview/feb53aa4a5e9f4fdf41b3c123fbb7c94/1?pq-origsite=gscholar&cbl=18750&diss=y,unknown,unknown
Noise-Aware Synthesis of Quantum LDPC Encoder Circuits via Two-Sided Hamming Descent,"A Sodhani, KK Parhi",2026,0,"… resulting circuits should therefore be optimized before hardware execution [19]. Quantum circuit … This category also includes automated identity generation [24], which discovers such …",fI-0uMiNf7kJ,"A Sodhani, KK Parhi - arXiv preprint arXiv:2607.04462, 2026 - arxiv.org",[],https://arxiv.org/abs/2607.04462,unknown,unknown
