title,authors,year,citations,abstract,result_id,publication_info,pdf_links,url,total_results,search_time
Order p Quantum Wasserstein Distances from Couplings,"E Beatty, D Stilck França",2026,23,"… quantum states, unveil phase transitions concerning the complexity of subsystems of random states and use it to derive circuit lower bounds. In … Whereas the geometric approach is well …",zcTMA-KNbTUJ,"E Beatty, D Stilck França - Annales Henri Poincaré, 2026 - Springer",[],https://link.springer.com/article/10.1007/s00023-025-01557-z,unknown,unknown
Geometric optimization for quantum communication,"C Zhu, H Mao, K Fang, X Wang",2025,3,"… For lower bounds, we introduce Riemannian optimization methods to compute multi-shot … establish lower bounds on the one-way distillable entanglement by parameterizing quantum …",LQy1x6NhJjwJ,"C Zhu, H Mao, K Fang, X Wang - arXiv preprint arXiv:2509.15106, 2025 - arxiv.org",[],https://arxiv.org/abs/2509.15106,unknown,unknown
Estimates of loss function concentration in noisy parametrized quantum circuits,"G Crognaletti, M Grossi, A Bassi",2026,15,"… In the first part, we provide theoretical lower bounds for all absorption coefficients, along with scaling guarantees for the absorption into the trivial subspace, thereby demonstrating …",dudbSkFqDSMJ,"G Crognaletti, M Grossi, A Bassi - PRX Quantum, 2026 - APS",[],https://link.aps.org/doi/10.1103/dw2h-ll6r,unknown,unknown
Quantum circuit lower bounds in the magic hierarchy,N Parham,2026,8,"… approach to proving increasingly stronger lower bounds one level at a time, in this section we discuss the implications of these lower bounds for classical circuit … lower bounds. …",ZuFHpKtORHwJ,"N Parham - Proceedings of the 58th Annual ACM Symposium on …, 2026 - dl.acm.org",[],https://dl.acm.org/doi/abs/10.1145/3798129.3800788,unknown,unknown
Coherence and imaginarity as resources in quantum circuit complexity,"L Ye, Z Wu, N Zhou",2026,3,,mGHX_Ab-6EoJ,"L Ye, Z Wu, N Zhou - Advanced Quantum Technologies, 2026 - Wiley Online Library",[],https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/qute.202501007,unknown,unknown
