title,authors,year,citations,abstract,result_id,publication_info,pdf_links,url,total_results,search_time
Elementary gates for quantum computation,"A Barenco, CH Bennett, R Cleve, DP DiVincenzo…",1995,6669,"… play a central role in many proposed constructions of quantum computational networks. We … of elementary gates required to build up a variety of two-and three-bit quantum gates, the …",6KiYgciKqZUJ,"A Barenco, CH Bennett, R Cleve, DP DiVincenzo… - Physical review A, 1995 - APS",[],https://journals.aps.org/pra/abstract/10.1103/PhysRevA.52.3457,unknown,unknown
Quantum circuits for general multiqubit gates,"M Möttönen, JJ Vartiainen, V Bergholm, MM Salomaa",2004,523,… We consider a generic elementary gate sequence which is needed to implement a general quantum gate acting on … [14] as a part of the implementation of a diagonal quantum computer. …,gZzXUTeJBEAJ,"M Möttönen, JJ Vartiainen, V Bergholm, MM Salomaa - Physical review letters, 2004 - APS",[],https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.93.130502,unknown,unknown
An arbitrary twoqubit computation in 23 elementary gates or less,"SS Bullock, IL Markov",2003,95,… in terms of elementary gates for quantum computation. … seventeen elementary gates: fifteen rotations and two CNOTs. We also constructively prove that twenty three elementary gates …,leOlSx-TNbEJ,"SS Bullock, IL Markov - Proceedings of the 40th Annual Design …, 2003 - dl.acm.org",[],https://dl.acm.org/doi/abs/10.1145/775832.775916,unknown,unknown
Quantum computation,D Aharonov,1999,268,"… Quantum Gates What kind of elementary gates can be used in a quantum computation … We would like to write our program using elementary steps, ie the algorithm should be a …",cOoo17fNT6gJ,"D Aharonov - Annual Reviews of Computational Physics VI, 1999 - World Scientific",[],https://www.worldscientific.com/doi/abs/10.1142/9789812815569_0007,unknown,unknown
Basic concepts in quantum computation,"A Ekert, PM Hayden, H Inamori",2002,192,… elementary gates also allow us to construct a very useful gate called the controlled-controlled-not gate (… know how to build a quantum computer; we can start with simple quantum logic …,9ZRN5_b2X58J,"A Ekert, PM Hayden, H Inamori - Coherent atomic matter waves: 27 July …, 2002 - Springer",[],https://link.springer.com/chapter/10.1007/3-540-45338-5_10,unknown,unknown
