title,authors,year,citations,abstract,result_id,publication_info,pdf_links,url,total_results,search_time
Peephole optimization,WM McKeeman,1965,284,"… One particularly simple and often neglected technique might be called peephole optimization, a method which consists of a local inspection of the object code to identify and …",-A961P_UjGMJ,"WM McKeeman - Communications of the ACM, 1965 - dl.acm.org",[],https://dl.acm.org/doi/pdf/10.1145/364995.365000,unknown,unknown
Automatic generation of peephole superoptimizers,"S Bansal, A Aiken",2006,283,… We believe it is possible to build a peephole optimizer using … portable optimizer” (VPO) in [4] uses peephole optimization … and systematically discovering peephole optimizations. The …,4asz9gRuJewJ,"S Bansal, A Aiken - ACM SIGARCH Computer Architecture News, 2006 - dl.acm.org",[],https://dl.acm.org/doi/abs/10.1145/1168919.1168906,unknown,unknown
The design and application of a retargetable peephole optimizer,"JW Davidson, CW Fraser",1980,189,"… Peephole optimizers improve object code by replacing certain sequences of instructions with better sequences. This paper describes PO, a peephole optimizer that uses a symbolic …",CJkraTanKTQJ,"JW Davidson, CW Fraser - ACM Transactions on Programming …, 1980 - dl.acm.org",[],https://dl.acm.org/doi/abs/10.1145/357094.357098,unknown,unknown
Provably correct peephole optimizations with alive,"NP Lopes, D Menendez, S Nagarakatte…",2015,225,… peephole optimizations that perform local rewriting to improve the efficiency of LLVM code. These optimizations … -specific language for writing optimizations and for automatically either …,dZYT2kyabRIJ,"NP Lopes, D Menendez, S Nagarakatte… - Proceedings of the 36th …, 2015 - dl.acm.org",[],https://dl.acm.org/doi/abs/10.1145/2737924.2737965,unknown,unknown
Heuristic logic resynthesis algorithms at the core of peephole optimization,"SY Lee, G De Micheli",2023,21,… Peephole optimization is a divide-and-conquer strategy to maintain scalability of logic … of peephole optimizations. One of the important steps in any peephole optimization algorithm is …,IYkHjAEkRugJ,"SY Lee, G De Micheli - … on Computer-Aided Design of Integrated …, 2023 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/10066519/,unknown,unknown
