title,authors,year,citations,abstract,result_id,publication_info,pdf_links,url,total_results,search_time
Stabilizer codes and quantum error correction,D Gottesman,1997,4011,… The first quantum error-correcting codes were discovered … code and some basics of quantum errorcorrecting codes in chapter 2. I then go on to describe the formalism of stabilizer codes …,opny57sThM4J,D Gottesman - 1997 - search.proquest.com,[],https://search.proquest.com/openview/82213d22fc3a65405da6fe9a2106c432/1?pq-origsite=gscholar&cbl=18750&diss=y,unknown,unknown
Quantum computations: algorithms and error correction,AY Kitaev,1997,2288,"… The first part of the article (§l-§6) is devoted mainly to one goal, namely, to showing the computational capacity of a quantum computer using the problem of a stabilizer in the group Zk …",wt8NnhwenNsJ,"AY Kitaev - Russian Mathematical Surveys, 1997 - iopscience.iop.org",[],https://iopscience.iop.org/article/10.1070/RM1997v052n06ABEH002155/meta,unknown,unknown
Quantum error correction for quantum memories,BM Terhal,2015,2176,"… stabilizer codes and give various examples of such codes. Roughly speaking, D-dimensional stabilizer codes are quantum errorcorrecting codes … and all the quantum operations for …",2mNhSx-p0fMJ,"BM Terhal - Reviews of Modern Physics, 2015 - APS",[],https://journals.aps.org/rmp/abstract/10.1103/RevModPhys.87.307,unknown,unknown
An introduction to quantum error correction and fault-tolerant quantum computation,D Gottesman,2010,1255,"… stabilizer codes, we should take advantage of another connection to classical coding theory. … many quantum error-correcting codes that are not stabilizer codes, and a good deal of work …",fTYJL50_iPAJ,"D Gottesman - Quantum information science and its contributions …, 2010 - books.google.com",[],https://books.google.com/books?hl=en&lr=&id=akSDAwAAQBAJ&oi=fnd&pg=PA13&dq=Stabilizer+codes+and+quantum+error+correction&ots=_Q3LeCwHfw&sig=5wEcsCJqYPQftR3KtA1PtsxFcMo,unknown,unknown
Quantum error correction for beginners,"SJ Devitt, WJ Munro, K Nemoto",2013,1161,… properties of any quantum error correcting protocol. In section … how they influence quantum algorithms. Section 4 introduces … the stabilizer formalism to describe quantum error correction …,eV7kABALUOEJ,"SJ Devitt, WJ Munro, K Nemoto - Reports on Progress in Physics, 2013 - iopscience.iop.org",[],https://iopscience.iop.org/article/10.1088/0034-4885/76/7/076001/meta,unknown,unknown
