schema_version,experiment_id,run_id,timestamp_utc,circuit_id,circuit_family,circuit_type,benchmark_suite,n_qubits,depth,gate_count_total,gate_count_1q,gate_count_2q,gate_count_multiq,gate_counts_json,compiled_depth,compiled_gate_counts_json,baseline_gate_count,optimized_gate_count,reduction,reduction_pct,fidelity,success,runtime_seconds,optimizer,optimizer_version,optimizer_config_json,compiler,compiler_version,compiler_optimization_level,compiler_config_id,seed,trial,source_file,source_sha256,input_circuit_sha256,output_circuit_sha256,env_id,notes
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.394372+00:00,clifford_3,RandomClifford,random_clifford,extended_v5_smoke,3,12,25,21,4,0,"{""cx"":4,""h"":12,""s"":9}",5,"{""cx"":2,""h"":1,""u1"":1,""u2"":3}",25,7,0.72,72.0,0.9999999999999977,True,0.004003286361694336,none,none,{},qiskit_transpile,2.4.1,1,qiskit_heavy_hex,42,11,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,85dfe98fd4307bc57ac18eb29d0be9cedbae20ad1cfc120617cc115f7595d373,f6d26e0fd1aacb4c4d4955da060b86a519eefc2d3f54af42b6fd887c843ea76b,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.403078+00:00,clifford_3,RandomClifford,random_clifford,extended_v5_smoke,3,12,25,21,4,0,"{""cx"":4,""h"":12,""s"":9}",1,"{""u2"":1,""unitary"":1}",25,2,0.92,92.0,0.9999999999999992,True,0.006682395935058594,none,none,{},qiskit_transpile,2.4.1,2,qiskit_heavy_hex,42,11,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,85dfe98fd4307bc57ac18eb29d0be9cedbae20ad1cfc120617cc115f7595d373,80f19415ec538ba0f9d0e753fb5c932f92660d5eb58837dbcb851aa670c74c07,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.411967+00:00,clifford_3,RandomClifford,random_clifford,extended_v5_smoke,3,12,25,21,4,0,"{""cx"":4,""h"":12,""s"":9}",1,"{""u2"":1,""unitary"":1}",25,2,0.92,92.0,0.9999999999999992,True,0.006996631622314453,none,none,{},qiskit_transpile,2.4.1,3,qiskit_heavy_hex,42,11,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,85dfe98fd4307bc57ac18eb29d0be9cedbae20ad1cfc120617cc115f7595d373,80f19415ec538ba0f9d0e753fb5c932f92660d5eb58837dbcb851aa670c74c07,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.416067+00:00,surface_code_3,SurfaceCode,surface_code,extended_v5_smoke,5,6,6,2,4,0,"{""cx"":4,""h"":2}",6,"{""cx"":4,""h"":2}",6,6,0.0,0.0,0.9999999999999996,True,0.0020923614501953125,none,none,{},qiskit_transpile,2.4.1,0,qiskit_heavy_hex,42,12,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,98123c419282ef8d7ead755526545f8d1b8e6129c506a92b5eb114e588eb0ab3,98123c419282ef8d7ead755526545f8d1b8e6129c506a92b5eb114e588eb0ab3,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.421058+00:00,surface_code_3,SurfaceCode,surface_code,extended_v5_smoke,5,6,6,2,4,0,"{""cx"":4,""h"":2}",6,"{""cx"":4,""h"":2}",6,6,0.0,0.0,0.9999999999999996,True,0.003982067108154297,none,none,{},qiskit_transpile,2.4.1,1,qiskit_heavy_hex,42,12,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,98123c419282ef8d7ead755526545f8d1b8e6129c506a92b5eb114e588eb0ab3,98123c419282ef8d7ead755526545f8d1b8e6129c506a92b5eb114e588eb0ab3,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.431969+00:00,surface_code_3,SurfaceCode,surface_code,extended_v5_smoke,5,6,6,2,4,0,"{""cx"":4,""h"":2}",6,"{""cx"":4,""h"":2}",6,6,0.0,0.0,0.9999999999999996,True,0.007897138595581055,none,none,{},qiskit_transpile,2.4.1,2,qiskit_heavy_hex,42,12,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,98123c419282ef8d7ead755526545f8d1b8e6129c506a92b5eb114e588eb0ab3,98123c419282ef8d7ead755526545f8d1b8e6129c506a92b5eb114e588eb0ab3,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.440972+00:00,surface_code_3,SurfaceCode,surface_code,extended_v5_smoke,5,6,6,2,4,0,"{""cx"":4,""h"":2}",6,"{""cx"":4,""h"":2}",6,6,0.0,0.0,0.9999999999999996,True,0.0070035457611083984,none,none,{},qiskit_transpile,2.4.1,3,qiskit_heavy_hex,42,12,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,98123c419282ef8d7ead755526545f8d1b8e6129c506a92b5eb114e588eb0ab3,98123c419282ef8d7ead755526545f8d1b8e6129c506a92b5eb114e588eb0ab3,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.444971+00:00,uccsd_3,UCCSD,uccsd_ansatz,extended_v5_smoke,3,4,7,5,2,0,"{""cx"":2,""ry"":4,""x"":1}",4,"{""cx"":2,""ry"":4,""x"":1}",7,7,0.0,0.0,1.0,True,0.002997159957885742,none,none,{},qiskit_transpile,2.4.1,0,qiskit_heavy_hex,42,13,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,0e499410a12fe3d46da1324e02e57047df8aeca8ecafc81a05fd4297239070f2,0e499410a12fe3d46da1324e02e57047df8aeca8ecafc81a05fd4297239070f2,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.449971+00:00,uccsd_3,UCCSD,uccsd_ansatz,extended_v5_smoke,3,4,7,5,2,0,"{""cx"":2,""ry"":4,""x"":1}",4,"{""cx"":2,""ry"":4,""x"":1}",7,7,0.0,0.0,1.0,True,0.0039975643157958984,none,none,{},qiskit_transpile,2.4.1,1,qiskit_heavy_hex,42,13,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,0e499410a12fe3d46da1324e02e57047df8aeca8ecafc81a05fd4297239070f2,0e499410a12fe3d46da1324e02e57047df8aeca8ecafc81a05fd4297239070f2,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.457968+00:00,uccsd_3,UCCSD,uccsd_ansatz,extended_v5_smoke,3,4,7,5,2,0,"{""cx"":2,""ry"":4,""x"":1}",4,"{""cx"":2,""ry"":4,""x"":1}",7,7,0.0,0.0,1.0,True,0.006997346878051758,none,none,{},qiskit_transpile,2.4.1,2,qiskit_heavy_hex,42,13,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,0e499410a12fe3d46da1324e02e57047df8aeca8ecafc81a05fd4297239070f2,0e499410a12fe3d46da1324e02e57047df8aeca8ecafc81a05fd4297239070f2,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.465968+00:00,uccsd_3,UCCSD,uccsd_ansatz,extended_v5_smoke,3,4,7,5,2,0,"{""cx"":2,""ry"":4,""x"":1}",4,"{""cx"":2,""ry"":4,""x"":1}",7,7,0.0,0.0,1.0,True,0.006999492645263672,none,none,{},qiskit_transpile,2.4.1,3,qiskit_heavy_hex,42,13,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,0e499410a12fe3d46da1324e02e57047df8aeca8ecafc81a05fd4297239070f2,0e499410a12fe3d46da1324e02e57047df8aeca8ecafc81a05fd4297239070f2,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.470967+00:00,qft_4,QFT,qft,extended_v5_smoke,4,7,10,4,6,0,"{""cp"":6,""h"":4}",7,"{""cp"":6,""h"":4}",10,10,0.0,0.0,0.9999999999999988,True,0.001999378204345703,none,none,{},qiskit_transpile,2.4.1,0,qiskit_heavy_hex,42,14,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,ec754f7e3892ee8ca405ace36ffa2cf3d8489863d2f83852f623de773dd94b1e,001408f6c8b62c5aa1e72c56729dcc2520332ae2954b17daf86162a5a4f46ac6,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.479042+00:00,qft_4,QFT,qft,extended_v5_smoke,4,7,10,4,6,0,"{""cp"":6,""h"":4}",7,"{""cp"":6,""h"":4}",10,10,0.0,0.0,0.9999999999999988,True,0.005005359649658203,none,none,{},qiskit_transpile,2.4.1,1,qiskit_heavy_hex,42,14,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,ec754f7e3892ee8ca405ace36ffa2cf3d8489863d2f83852f623de773dd94b1e,001408f6c8b62c5aa1e72c56729dcc2520332ae2954b17daf86162a5a4f46ac6,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.489149+00:00,qft_4,QFT,qft,extended_v5_smoke,4,7,10,4,6,0,"{""cp"":6,""h"":4}",7,"{""cp"":6,""h"":4}",10,10,0.0,0.0,0.9999999999999988,True,0.006114482879638672,none,none,{},qiskit_transpile,2.4.1,2,qiskit_heavy_hex,42,14,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,ec754f7e3892ee8ca405ace36ffa2cf3d8489863d2f83852f623de773dd94b1e,001408f6c8b62c5aa1e72c56729dcc2520332ae2954b17daf86162a5a4f46ac6,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.497834+00:00,qft_4,QFT,qft,extended_v5_smoke,4,7,10,4,6,0,"{""cp"":6,""h"":4}",7,"{""cp"":6,""h"":4}",10,10,0.0,0.0,0.9999999999999988,True,0.006998777389526367,none,none,{},qiskit_transpile,2.4.1,3,qiskit_heavy_hex,42,14,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,ec754f7e3892ee8ca405ace36ffa2cf3d8489863d2f83852f623de773dd94b1e,001408f6c8b62c5aa1e72c56729dcc2520332ae2954b17daf86162a5a4f46ac6,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.501841+00:00,ghz_4,GHZ,ghz,extended_v5_smoke,4,4,4,1,3,0,"{""cx"":3,""h"":1}",4,"{""cx"":3,""h"":1}",4,4,0.0,0.0,0.9999999999999996,True,0.002988576889038086,none,none,{},qiskit_transpile,2.4.1,0,qiskit_heavy_hex,42,15,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,632a65a86fd9bfab17ccedbd10b32b45490cc33030a23af0d675ad3e8ad7a445,632a65a86fd9bfab17ccedbd10b32b45490cc33030a23af0d675ad3e8ad7a445,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.506839+00:00,ghz_4,GHZ,ghz,extended_v5_smoke,4,4,4,1,3,0,"{""cx"":3,""h"":1}",4,"{""cx"":3,""h"":1}",4,4,0.0,0.0,0.9999999999999996,True,0.00399470329284668,none,none,{},qiskit_transpile,2.4.1,1,qiskit_heavy_hex,42,15,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,632a65a86fd9bfab17ccedbd10b32b45490cc33030a23af0d675ad3e8ad7a445,632a65a86fd9bfab17ccedbd10b32b45490cc33030a23af0d675ad3e8ad7a445,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.513834+00:00,ghz_4,GHZ,ghz,extended_v5_smoke,4,4,4,1,3,0,"{""cx"":3,""h"":1}",4,"{""cx"":3,""h"":1}",4,4,0.0,0.0,0.9999999999999996,True,0.005994319915771484,none,none,{},qiskit_transpile,2.4.1,2,qiskit_heavy_hex,42,15,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,632a65a86fd9bfab17ccedbd10b32b45490cc33030a23af0d675ad3e8ad7a445,632a65a86fd9bfab17ccedbd10b32b45490cc33030a23af0d675ad3e8ad7a445,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.521741+00:00,ghz_4,GHZ,ghz,extended_v5_smoke,4,4,4,1,3,0,"{""cx"":3,""h"":1}",4,"{""cx"":3,""h"":1}",4,4,0.0,0.0,0.9999999999999996,True,0.006918907165527344,none,none,{},qiskit_transpile,2.4.1,3,qiskit_heavy_hex,42,15,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,632a65a86fd9bfab17ccedbd10b32b45490cc33030a23af0d675ad3e8ad7a445,632a65a86fd9bfab17ccedbd10b32b45490cc33030a23af0d675ad3e8ad7a445,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.528740+00:00,cnot_chain_4,CNOT,cnot_chain,extended_v5_smoke,4,18,24,0,24,0,"{""cx"":24}",18,"{""cx"":24}",24,24,0.0,0.0,1.0,True,0.002999544143676758,none,none,{},qiskit_transpile,2.4.1,0,qiskit_heavy_hex,42,16,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,c15ccd1efbe0b71c21464e888a978afbe6b6cf006bd895873c7d9b8e51efbaf0,6fc54da90c7d858700af390450b3cb285a393a37b27d0497ac425160a1241dd5,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.534739+00:00,cnot_chain_4,CNOT,cnot_chain,extended_v5_smoke,4,18,24,0,24,0,"{""cx"":24}",0,{},24,0,1.0,100.0,1.0,True,0.0039997100830078125,none,none,{},qiskit_transpile,2.4.1,1,qiskit_heavy_hex,42,16,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,c15ccd1efbe0b71c21464e888a978afbe6b6cf006bd895873c7d9b8e51efbaf0,80cb67051feabb1a835727fede3367602f1e692e3ec9d1d7247266c73803bd7d,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.542743+00:00,cnot_chain_4,CNOT,cnot_chain,extended_v5_smoke,4,18,24,0,24,0,"{""cx"":24}",0,{},24,0,1.0,100.0,1.0,True,0.006003141403198242,none,none,{},qiskit_transpile,2.4.1,2,qiskit_heavy_hex,42,16,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,c15ccd1efbe0b71c21464e888a978afbe6b6cf006bd895873c7d9b8e51efbaf0,80cb67051feabb1a835727fede3367602f1e692e3ec9d1d7247266c73803bd7d,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.550828+00:00,cnot_chain_4,CNOT,cnot_chain,extended_v5_smoke,4,18,24,0,24,0,"{""cx"":24}",0,{},24,0,1.0,100.0,1.0,True,0.00700068473815918,none,none,{},qiskit_transpile,2.4.1,3,qiskit_heavy_hex,42,16,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,c15ccd1efbe0b71c21464e888a978afbe6b6cf006bd895873c7d9b8e51efbaf0,80cb67051feabb1a835727fede3367602f1e692e3ec9d1d7247266c73803bd7d,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.555829+00:00,bv_4,Oracle,bernstein_vazirani,extended_v5_smoke,5,6,14,12,2,0,"{""cx"":2,""h"":10,""x"":2}",6,"{""cx"":2,""h"":10,""x"":2}",14,14,0.0,0.0,0.9999999999999968,True,0.0019850730895996094,none,none,{},qiskit_transpile,2.4.1,0,qiskit_heavy_hex,42,17,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,f82545ab8dd2e124bb20b12a2943a1f6d29666837c03c9275f4c803dc1929c72,7cc5486c732c1e2b2122d958f646ed106ce357212c589abfc103d632135d2778,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.562828+00:00,bv_4,Oracle,bernstein_vazirani,extended_v5_smoke,5,6,14,12,2,0,"{""cx"":2,""h"":10,""x"":2}",4,"{""cx"":2,""h"":4,""u2"":2}",14,8,0.4285714285714286,42.85714285714286,0.9999999999999979,True,0.004999637603759766,none,none,{},qiskit_transpile,2.4.1,1,qiskit_heavy_hex,42,17,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,f82545ab8dd2e124bb20b12a2943a1f6d29666837c03c9275f4c803dc1929c72,f89645b6f4d2dca8cffede4181211e446c1c7a1b8c4c5c656670a7231e0b2690,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.572827+00:00,bv_4,Oracle,bernstein_vazirani,extended_v5_smoke,5,6,14,12,2,0,"{""cx"":2,""h"":10,""x"":2}",4,"{""cx"":2,""h"":4,""u2"":2}",14,8,0.4285714285714286,42.85714285714286,0.9999999999999979,True,0.008024454116821289,none,none,{},qiskit_transpile,2.4.1,2,qiskit_heavy_hex,42,17,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,f82545ab8dd2e124bb20b12a2943a1f6d29666837c03c9275f4c803dc1929c72,f89645b6f4d2dca8cffede4181211e446c1c7a1b8c4c5c656670a7231e0b2690,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.581914+00:00,bv_4,Oracle,bernstein_vazirani,extended_v5_smoke,5,6,14,12,2,0,"{""cx"":2,""h"":10,""x"":2}",4,"{""cx"":2,""h"":4,""u2"":2}",14,8,0.4285714285714286,42.85714285714286,0.9999999999999979,True,0.007008075714111328,none,none,{},qiskit_transpile,2.4.1,3,qiskit_heavy_hex,42,17,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,f82545ab8dd2e124bb20b12a2943a1f6d29666837c03c9275f4c803dc1929c72,f89645b6f4d2dca8cffede4181211e446c1c7a1b8c4c5c656670a7231e0b2690,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.586940+00:00,qaoa_line_4,QAOA,qaoa_line,extended_v5_smoke,4,11,17,11,6,0,"{""cx"":6,""u"":11}",11,"{""cx"":6,""u"":11}",17,17,0.0,0.0,1.0000000000000009,True,0.003004312515258789,none,none,{},qiskit_transpile,2.4.1,0,qiskit_heavy_hex,42,18,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,e20ffcb1a9717778c70580faf6b1a64698209f87c655bd7f0f057d368861bd74,e20ffcb1a9717778c70580faf6b1a64698209f87c655bd7f0f057d368861bd74,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.593922+00:00,qaoa_line_4,QAOA,qaoa_line,extended_v5_smoke,4,11,17,11,6,0,"{""cx"":6,""u"":11}",11,"{""cx"":6,""u"":11}",17,17,0.0,0.0,1.0000000000000009,True,0.003991365432739258,none,none,{},qiskit_transpile,2.4.1,1,qiskit_heavy_hex,42,18,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,e20ffcb1a9717778c70580faf6b1a64698209f87c655bd7f0f057d368861bd74,e20ffcb1a9717778c70580faf6b1a64698209f87c655bd7f0f057d368861bd74,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.603581+00:00,qaoa_line_4,QAOA,qaoa_line,extended_v5_smoke,4,11,17,11,6,0,"{""cx"":6,""u"":11}",11,"{""cx"":6,""u"":11}",17,17,0.0,0.0,1.0000000000000009,True,0.006667137145996094,none,none,{},qiskit_transpile,2.4.1,2,qiskit_heavy_hex,42,18,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,e20ffcb1a9717778c70580faf6b1a64698209f87c655bd7f0f057d368861bd74,e20ffcb1a9717778c70580faf6b1a64698209f87c655bd7f0f057d368861bd74,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.613502+00:00,qaoa_line_4,QAOA,qaoa_line,extended_v5_smoke,4,11,17,11,6,0,"{""cx"":6,""u"":11}",11,"{""cx"":6,""u"":11}",17,17,0.0,0.0,1.0000000000000009,True,0.006001949310302734,none,none,{},qiskit_transpile,2.4.1,3,qiskit_heavy_hex,42,18,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,e20ffcb1a9717778c70580faf6b1a64698209f87c655bd7f0f057d368861bd74,e20ffcb1a9717778c70580faf6b1a64698209f87c655bd7f0f057d368861bd74,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.619591+00:00,vqe_twolocal_4,VQE,two_local,extended_v5_smoke,4,7,19,16,3,0,"{""cx"":3,""u"":16}",7,"{""cx"":3,""u"":16}",19,19,0.0,0.0,0.9999999999999998,True,0.003101825714111328,none,none,{},qiskit_transpile,2.4.1,0,qiskit_heavy_hex,42,19,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,35d1276057c9c8f78eff72f8e8af5f71640c17187cc09d1d2be31d47d99c592f,35d1276057c9c8f78eff72f8e8af5f71640c17187cc09d1d2be31d47d99c592f,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.626581+00:00,vqe_twolocal_4,VQE,two_local,extended_v5_smoke,4,7,19,16,3,0,"{""cx"":3,""u"":16}",5,"{""cx"":3,""u3"":8}",19,11,0.42105263157894735,42.10526315789473,1.0,True,0.004002809524536133,none,none,{},qiskit_transpile,2.4.1,1,qiskit_heavy_hex,42,19,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,35d1276057c9c8f78eff72f8e8af5f71640c17187cc09d1d2be31d47d99c592f,9891e4e4279b5f6b5edea8e8e9d209c053151333faf0c64238e46d31f41d8058,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.636582+00:00,vqe_twolocal_4,VQE,two_local,extended_v5_smoke,4,7,19,16,3,0,"{""cx"":3,""u"":16}",5,"{""cx"":3,""u3"":8}",19,11,0.42105263157894735,42.10526315789473,1.0,True,0.006005525588989258,none,none,{},qiskit_transpile,2.4.1,2,qiskit_heavy_hex,42,19,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,35d1276057c9c8f78eff72f8e8af5f71640c17187cc09d1d2be31d47d99c592f,9891e4e4279b5f6b5edea8e8e9d209c053151333faf0c64238e46d31f41d8058,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.645577+00:00,vqe_twolocal_4,VQE,two_local,extended_v5_smoke,4,7,19,16,3,0,"{""cx"":3,""u"":16}",5,"{""cx"":3,""u3"":8}",19,11,0.42105263157894735,42.10526315789473,1.0,True,0.006911754608154297,none,none,{},qiskit_transpile,2.4.1,3,qiskit_heavy_hex,42,19,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,35d1276057c9c8f78eff72f8e8af5f71640c17187cc09d1d2be31d47d99c592f,9891e4e4279b5f6b5edea8e8e9d209c053151333faf0c64238e46d31f41d8058,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.651288+00:00,hardware_eff_4,HardwareEfficient,hardware_efficient,extended_v5_smoke,4,4,11,8,3,0,"{""cx"":3,""ry"":4,""rz"":4}",4,"{""cx"":3,""ry"":4,""rz"":4}",11,11,0.0,0.0,0.9999999999999996,True,0.0032265186309814453,none,none,{},qiskit_transpile,2.4.1,0,qiskit_heavy_hex,42,20,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,33988bf724ee4f0288b21c44f5541594b36c74bf2c579fbd6e43ba76ba98305d,f0521fd02a140601eb47b59eedfe8047fa6c63d05ed8d62203957a429e446011,e12_smoke_20260622_034413_nocoupling,
1.0.0,E12,e12_smoke_20260622_034413_nocoupling,2026-06-22T03:44:19.657989+00:00,hardware_eff_4,HardwareEfficient,hardware_efficient,extended_v5_smoke,4,4,11,8,3,0,"{""cx"":3,""ry"":4,""rz"":4}",3,"{""cx"":3,""u3"":4}",11,7,0.36363636363636365,36.36363636363637,0.9999999999999998,True,0.004447460174560547,none,none,{},qiskit_transpile,2.4.1,1,qiskit_heavy_hex,42,20,experiments/e12_compiler_baseline/run.py,629188a07b88d23ddd5f7d88d88377dbd06b6fd6e02388925728dd72e47f1b48,33988bf724ee4f0288b21c44f5541594b36c74bf2c579fbd6e43ba76ba98305d,d83dd0327ad484eeb56c9bd5988b624b8d285f01e606296b33548191141e9865,e12_smoke_20260622_034413_nocoupling,
