experiment,n_qubits,depth,trial,seed,optimizer,gate_count,entanglement_entropy,normalized_entropy,original_size,optimized_size,reduction,fidelity,success,runtime_seconds,optimizer_version
4,5,15,50,92,greedy,75,0.4532185038128711,0.2589820021787835,75,75,0.0,0.999999999999995,False,0.0035245418548583984,3.0.0
4,5,15,50,92,rls,75,0.4532185038128711,0.2589820021787835,75,75,0.0,0.999999999999995,False,5.533372163772583,3.0.0
4,5,15,50,92,sa,75,0.4532185038128711,0.2589820021787835,75,75,0.0,0.999999999999995,False,2.2305686473846436,3.0.0
4,5,15,50,92,ga,75,0.4532185038128711,0.2589820021787835,75,75,0.0,0.999999999999995,False,6.564883232116699,3.0.0
4,5,15,51,93,greedy,75,1.398496168872632,0.7991406679272183,75,75,0.0,0.9999999999999942,False,0.0020852088928222656,3.0.0
4,5,15,51,93,rls,75,1.398496168872632,0.7991406679272183,75,75,0.0,0.9999999999999948,False,5.897312164306641,3.0.0
4,5,15,51,93,sa,75,1.398496168872632,0.7991406679272183,75,83,-0.10666666666666669,0.9999999999999947,False,2.277567148208618,3.0.0
4,5,15,51,93,ga,75,1.398496168872632,0.7991406679272183,75,77,-0.026666666666666616,0.9999999999999944,False,7.051726579666138,3.0.0
4,5,15,52,94,greedy,75,0.5087448142637624,0.29071132243643566,75,75,0.0,0.9999999999999922,False,0.002500772476196289,3.0.0
4,5,15,52,94,rls,75,0.5087448142637624,0.29071132243643566,75,75,0.0,0.9999999999999925,False,7.912312030792236,3.0.0
4,5,15,52,94,sa,75,0.5087448142637624,0.29071132243643566,75,75,0.0,0.9999999999999922,False,2.2464475631713867,3.0.0
4,5,15,52,94,ga,75,0.5087448142637624,0.29071132243643566,75,75,0.0,0.9999999999999922,False,8.324563980102539,3.0.0
4,5,15,53,95,greedy,75,1.2989238128940128,0.7422421787965787,75,75,0.0,0.9999999999999966,False,0.0025098323822021484,3.0.0
4,5,15,53,95,rls,75,1.2989238128940128,0.7422421787965787,75,75,0.0,0.999999999999997,False,7.919660329818726,3.0.0
4,5,15,53,95,sa,75,1.2989238128940128,0.7422421787965787,75,85,-0.1333333333333333,0.999999999999997,False,2.0709874629974365,3.0.0
4,5,15,53,95,ga,75,1.2989238128940128,0.7422421787965787,75,75,0.0,0.9999999999999966,False,7.319000482559204,3.0.0
4,5,15,54,96,greedy,75,0.8052297789071156,0.4601313022326375,75,75,0.0,0.999999999999994,False,0.00200653076171875,3.0.0
4,5,15,54,96,rls,75,0.8052297789071156,0.4601313022326375,75,75,0.0,0.999999999999994,False,5.175481796264648,3.0.0
4,5,15,54,96,sa,75,0.8052297789071156,0.4601313022326375,75,75,0.0,0.999999999999994,False,2.242570400238037,3.0.0
4,5,15,54,96,ga,75,0.8052297789071156,0.4601313022326375,75,75,0.0,0.999999999999994,False,6.935576677322388,3.0.0
4,5,15,55,97,greedy,75,0.9638162746322975,0.5507521569327414,75,75,0.0,0.9999999999999933,False,0.0020074844360351562,3.0.0
4,5,15,55,97,rls,75,0.9638162746322975,0.5507521569327414,75,75,0.0,0.9999999999999936,False,5.16081976890564,3.0.0
4,5,15,55,97,sa,75,0.9638162746322975,0.5507521569327414,75,75,0.0,0.9999999999999936,False,2.0968332290649414,3.0.0
4,5,15,55,97,ga,75,0.9638162746322975,0.5507521569327414,75,75,0.0,0.9999999999999936,False,6.233190536499023,3.0.0
4,5,15,56,98,greedy,75,1.671289740559843,0.9550227088913389,75,75,0.0,0.9999999999999948,False,0.003789663314819336,3.0.0
4,5,15,56,98,rls,75,1.671289740559843,0.9550227088913389,75,75,0.0,0.9999999999999952,False,6.574437141418457,3.0.0
4,5,15,56,98,sa,75,1.671289740559843,0.9550227088913389,75,77,-0.026666666666666616,0.999999999999995,False,1.9842145442962646,3.0.0
4,5,15,56,98,ga,75,1.671289740559843,0.9550227088913389,75,75,0.0,0.9999999999999948,False,6.05034613609314,3.0.0
4,5,15,57,99,greedy,75,1.516184665156121,0.8663912372320691,75,75,0.0,0.9999999999999944,False,0.0029103755950927734,3.0.0
4,5,15,57,99,rls,75,1.516184665156121,0.8663912372320691,75,75,0.0,0.9999999999999944,False,4.8015546798706055,3.0.0
4,5,15,57,99,sa,75,1.516184665156121,0.8663912372320691,75,75,0.0,0.9999999999999944,False,1.9975526332855225,3.0.0
4,5,15,57,99,ga,75,1.516184665156121,0.8663912372320691,75,75,0.0,0.9999999999999944,False,6.110102415084839,3.0.0
4,5,15,58,100,greedy,75,1.1788745908437233,0.6736426233392704,75,75,0.0,0.999999999999994,False,0.0019068717956542969,3.0.0
4,5,15,58,100,rls,75,1.1788745908437233,0.6736426233392704,75,75,0.0,0.9999999999999942,False,5.867891788482666,3.0.0
4,5,15,58,100,sa,75,1.1788745908437233,0.6736426233392704,75,75,0.0,0.9999999999999942,False,2.4698970317840576,3.0.0
4,5,15,58,100,ga,75,1.1788745908437233,0.6736426233392704,75,74,0.013333333333333308,0.994724329785195,False,6.539170026779175,3.0.0
4,5,15,59,101,greedy,75,1.1095144120461646,0.6340082354549512,75,75,0.0,0.9999999999999961,False,0.003099679946899414,3.0.0
4,5,15,59,101,rls,75,1.1095144120461646,0.6340082354549512,75,75,0.0,0.9999999999999966,False,5.315296411514282,3.0.0
4,5,15,59,101,sa,75,1.1095144120461646,0.6340082354549512,75,75,0.0,0.9999999999999961,False,2.067009449005127,3.0.0
4,5,15,59,101,ga,75,1.1095144120461646,0.6340082354549512,75,75,0.0,0.9999999999999961,False,5.907295227050781,3.0.0
4,5,15,60,102,greedy,75,1.4948547780800183,0.854202730331439,75,75,0.0,0.9999999999999929,False,0.0016183853149414062,3.0.0
4,5,15,60,102,rls,75,1.4948547780800183,0.854202730331439,75,75,0.0,0.9999999999999931,False,4.772678852081299,3.0.0
4,5,15,60,102,sa,75,1.4948547780800183,0.854202730331439,75,75,0.0,0.9999999999999931,False,2.031785249710083,3.0.0
4,5,15,60,102,ga,75,1.4948547780800183,0.854202730331439,75,75,0.0,0.9999999999999931,False,5.914112091064453,3.0.0
4,5,15,61,103,greedy,75,1.0130647835999125,0.5788941620570929,75,75,0.0,0.999999999999994,False,0.0014405250549316406,3.0.0
4,5,15,61,103,rls,75,1.0130647835999125,0.5788941620570929,75,75,0.0,0.9999999999999944,False,5.855682373046875,3.0.0
4,5,15,61,103,sa,75,1.0130647835999125,0.5788941620570929,75,77,-0.026666666666666616,0.9999999999999942,False,2.1356444358825684,3.0.0
4,5,15,61,103,ga,75,1.0130647835999125,0.5788941620570929,75,75,0.0,0.999999999999994,False,5.90501594543457,3.0.0
4,5,15,62,104,greedy,75,1.2470895609412556,0.712622606252146,75,75,0.0,0.9999999999999942,False,0.001508474349975586,3.0.0
4,5,15,62,104,rls,75,1.2470895609412556,0.712622606252146,75,75,0.0,0.9999999999999944,False,5.227709531784058,3.0.0
4,5,15,62,104,sa,75,1.2470895609412556,0.712622606252146,75,75,0.0,0.9999999999999944,False,2.4031684398651123,3.0.0
4,5,15,62,104,ga,75,1.2470895609412556,0.712622606252146,75,75,0.0,0.9999999999999944,False,6.242922782897949,3.0.0
4,5,15,63,105,greedy,75,0.6596499761028809,0.3769428434873605,75,75,0.0,0.9999999999999931,False,0.0016078948974609375,3.0.0
4,5,15,63,105,rls,75,0.6596499761028809,0.3769428434873605,75,75,0.0,0.9999999999999931,False,4.850967884063721,3.0.0
4,5,15,63,105,sa,75,0.6596499761028809,0.3769428434873605,75,77,-0.026666666666666616,0.9999999999999933,False,2.0131583213806152,3.0.0
4,5,15,63,105,ga,75,0.6596499761028809,0.3769428434873605,75,75,0.0,0.9999999999999931,False,5.836457967758179,3.0.0
4,5,15,64,106,greedy,75,1.2997216676361045,0.7426980957920597,75,75,0.0,0.9999999999999936,False,0.002691030502319336,3.0.0
4,5,15,64,106,rls,75,1.2997216676361045,0.7426980957920597,75,75,0.0,0.999999999999994,False,5.541610240936279,3.0.0
4,5,15,64,106,sa,75,1.2997216676361045,0.7426980957920597,75,75,0.0,0.999999999999994,False,2.478766441345215,3.0.0
4,5,15,64,106,ga,75,1.2997216676361045,0.7426980957920597,75,75,0.0,0.999999999999994,False,6.254685640335083,3.0.0
4,5,15,65,107,greedy,75,1.0161483871419774,0.5806562212239871,75,75,0.0,0.9999999999999936,False,0.0020058155059814453,3.0.0
4,5,15,65,107,rls,75,1.0161483871419774,0.5806562212239871,75,75,0.0,0.9999999999999936,False,5.018282413482666,3.0.0
4,5,15,65,107,sa,75,1.0161483871419774,0.5806562212239871,75,75,0.0,0.9999999999999936,False,2.0856988430023193,3.0.0
4,5,15,65,107,ga,75,1.0161483871419774,0.5806562212239871,75,75,0.0,0.9999999999999936,False,6.125657796859741,3.0.0
4,5,15,66,108,greedy,75,1.6307921688319347,0.9318812393325341,75,75,0.0,0.9999999999999922,False,0.002012014389038086,3.0.0
4,5,15,66,108,rls,75,1.6307921688319347,0.9318812393325341,75,75,0.0,0.9999999999999927,False,5.086218595504761,3.0.0
4,5,15,66,108,sa,75,1.6307921688319347,0.9318812393325341,75,75,0.0,0.9999999999999927,False,1.9754290580749512,3.0.0
4,5,15,66,108,ga,75,1.6307921688319347,0.9318812393325341,75,75,0.0,0.9999999999999925,False,6.195996284484863,3.0.0
4,5,15,67,109,greedy,75,1.9279844293015298,1.1017053881723027,75,75,0.0,0.9999999999999933,False,0.0024170875549316406,3.0.0
4,5,15,67,109,rls,75,1.9279844293015298,1.1017053881723027,75,75,0.0,0.9999999999999936,False,5.016539573669434,3.0.0
4,5,15,67,109,sa,75,1.9279844293015298,1.1017053881723027,75,77,-0.026666666666666616,0.9999999999999936,False,1.990661382675171,3.0.0
4,5,15,67,109,ga,75,1.9279844293015298,1.1017053881723027,75,75,0.0,0.9999999999999936,False,6.246336221694946,3.0.0
4,5,15,68,110,greedy,75,1.0901703200333985,0.6229544685905134,75,75,0.0,0.9999999999999925,False,0.0021080970764160156,3.0.0
4,5,15,68,110,rls,75,1.0901703200333985,0.6229544685905134,75,75,0.0,0.9999999999999927,False,5.569721460342407,3.0.0
4,5,15,68,110,sa,75,1.0901703200333985,0.6229544685905134,75,75,0.0,0.9999999999999927,False,2.692272663116455,3.0.0
4,5,15,68,110,ga,75,1.0901703200333985,0.6229544685905134,75,75,0.0,0.9999999999999927,False,6.14886212348938,3.0.0
4,5,15,69,111,greedy,75,1.1338892470278603,0.6479367125873488,75,75,0.0,0.9999999999999922,False,0.0015110969543457031,3.0.0
4,5,15,69,111,rls,75,1.1338892470278603,0.6479367125873488,75,75,0.0,0.9999999999999927,False,6.776587009429932,3.0.0
4,5,15,69,111,sa,75,1.1338892470278603,0.6479367125873488,75,75,0.0,0.9999999999999927,False,2.336329698562622,3.0.0
4,5,15,69,111,ga,75,1.1338892470278603,0.6479367125873488,75,75,0.0,0.9999999999999927,False,6.5809948444366455,3.0.0
4,5,15,70,112,greedy,75,1.4793404421359693,0.8453373955062682,75,75,0.0,0.9999999999999954,False,0.0020012855529785156,3.0.0
4,5,15,70,112,rls,75,1.4793404421359693,0.8453373955062682,75,75,0.0,0.9999999999999959,False,5.7345664501190186,3.0.0
4,5,15,70,112,sa,75,1.4793404421359693,0.8453373955062682,75,75,0.0,0.9999999999999954,False,2.1676909923553467,3.0.0
4,5,15,70,112,ga,75,1.4793404421359693,0.8453373955062682,75,75,0.0,0.9999999999999954,False,6.352806568145752,3.0.0
4,5,15,71,113,greedy,75,1.553094665646247,0.8874826660835697,75,75,0.0,0.999999999999994,False,0.001997709274291992,3.0.0
4,5,15,71,113,rls,75,1.553094665646247,0.8874826660835697,75,75,0.0,0.999999999999994,False,5.194813966751099,3.0.0
4,5,15,71,113,sa,75,1.553094665646247,0.8874826660835697,75,75,0.0,0.999999999999994,False,2.2441604137420654,3.0.0
4,5,15,71,113,ga,75,1.553094665646247,0.8874826660835697,75,75,0.0,0.999999999999994,False,6.340830326080322,3.0.0
4,5,15,72,114,greedy,75,1.5435820291051439,0.882046873774368,75,75,0.0,0.9999999999999947,False,0.001535177230834961,3.0.0
4,5,15,72,114,rls,75,1.5435820291051439,0.882046873774368,75,75,0.0,0.9999999999999948,False,5.52259635925293,3.0.0
4,5,15,72,114,sa,75,1.5435820291051439,0.882046873774368,75,75,0.0,0.9999999999999948,False,2.4044291973114014,3.0.0
4,5,15,72,114,ga,75,1.5435820291051439,0.882046873774368,75,75,0.0,0.9999999999999947,False,6.30253267288208,3.0.0
4,5,15,73,115,greedy,75,0.6654088297861049,0.3802336170206314,75,75,0.0,0.9999999999999927,False,0.002652406692504883,3.0.0
4,5,15,73,115,rls,75,0.6654088297861049,0.3802336170206314,75,75,0.0,0.9999999999999931,False,6.47623872756958,3.0.0
4,5,15,73,115,sa,75,0.6654088297861049,0.3802336170206314,75,75,0.0,0.9999999999999929,False,2.3217554092407227,3.0.0
4,5,15,73,115,ga,75,0.6654088297861049,0.3802336170206314,75,75,0.0,0.9999999999999929,False,7.036475896835327,3.0.0
4,5,15,74,116,greedy,75,1.0527863625655094,0.601592207180291,75,75,0.0,0.9999999999999948,False,0.0021178722381591797,3.0.0
4,5,15,74,116,rls,75,1.0527863625655094,0.601592207180291,75,75,0.0,0.9999999999999948,False,5.705556392669678,3.0.0
4,5,15,74,116,sa,75,1.0527863625655094,0.601592207180291,75,75,0.0,0.999999999999995,False,2.363956928253174,3.0.0
4,5,15,74,116,ga,75,1.0527863625655094,0.601592207180291,75,75,0.0,0.9999999999999948,False,6.73021674156189,3.0.0
4,5,15,75,117,greedy,75,1.5673687509444674,0.8956392862539814,75,75,0.0,0.9999999999999952,False,0.0026314258575439453,3.0.0
4,5,15,75,117,rls,75,1.5673687509444674,0.8956392862539814,75,75,0.0,0.9999999999999954,False,5.426597595214844,3.0.0
4,5,15,75,117,sa,75,1.5673687509444674,0.8956392862539814,75,75,0.0,0.9999999999999954,False,2.0776612758636475,3.0.0
4,5,15,75,117,ga,75,1.5673687509444674,0.8956392862539814,75,75,0.0,0.9999999999999954,False,6.4558470249176025,3.0.0
4,5,15,76,118,greedy,75,1.232108325233657,0.7040619001335183,75,75,0.0,0.9999999999999954,False,0.0016021728515625,3.0.0
4,5,15,76,118,rls,75,1.232108325233657,0.7040619001335183,75,75,0.0,0.9999999999999957,False,5.658816814422607,3.0.0
4,5,15,76,118,sa,75,1.232108325233657,0.7040619001335183,75,75,0.0,0.9999999999999957,False,2.2071945667266846,3.0.0
4,5,15,76,118,ga,75,1.232108325233657,0.7040619001335183,75,75,0.0,0.9999999999999957,False,6.7058491706848145,3.0.0
4,5,15,77,119,greedy,75,0.7293193112792722,0.4167538921595841,75,75,0.0,0.9999999999999931,False,0.0024518966674804688,3.0.0
4,5,15,77,119,rls,75,0.7293193112792722,0.4167538921595841,75,75,0.0,0.9999999999999931,False,5.110842704772949,3.0.0
4,5,15,77,119,sa,75,0.7293193112792722,0.4167538921595841,75,75,0.0,0.9999999999999931,False,2.05615234375,3.0.0
4,5,15,77,119,ga,75,0.7293193112792722,0.4167538921595841,75,75,0.0,0.9999999999999931,False,6.391139984130859,3.0.0
4,5,15,78,120,greedy,75,1.0640446441263762,0.6080255109293579,75,75,0.0,0.9999999999999931,False,0.0020318031311035156,3.0.0
4,5,15,78,120,rls,75,1.0640446441263762,0.6080255109293579,75,75,0.0,0.9999999999999931,False,5.058139324188232,3.0.0
4,5,15,78,120,sa,75,1.0640446441263762,0.6080255109293579,75,75,0.0,0.9999999999999931,False,2.1707470417022705,3.0.0
4,5,15,78,120,ga,75,1.0640446441263762,0.6080255109293579,75,75,0.0,0.9999999999999931,False,6.007382869720459,3.0.0
4,5,15,79,121,greedy,75,1.2553812475799988,0.7173607129028564,75,75,0.0,0.9999999999999942,False,0.002809762954711914,3.0.0
4,5,15,79,121,rls,75,1.2553812475799988,0.7173607129028564,75,75,0.0,0.9999999999999944,False,5.0822649002075195,3.0.0
4,5,15,79,121,sa,75,1.2553812475799988,0.7173607129028564,75,85,-0.1333333333333333,0.9999999999999944,False,1.978877305984497,3.0.0
4,5,15,79,121,ga,75,1.2553812475799988,0.7173607129028564,75,75,0.0,0.9999999999999944,False,5.789345026016235,3.0.0
4,5,15,80,122,greedy,75,1.3361019800691216,0.7634868457537838,75,75,0.0,0.9999999999999931,False,0.001977205276489258,3.0.0
4,5,15,80,122,rls,75,1.3361019800691216,0.7634868457537838,75,75,0.0,0.9999999999999931,False,4.96958065032959,3.0.0
4,5,15,80,122,sa,75,1.3361019800691216,0.7634868457537838,75,77,-0.026666666666666616,0.9999999999999933,False,2.0679636001586914,3.0.0
4,5,15,80,122,ga,75,1.3361019800691216,0.7634868457537838,75,75,0.0,0.9999999999999931,False,5.99216628074646,3.0.0
4,5,15,81,123,greedy,75,1.8596329059083296,1.0626473748047598,75,75,0.0,0.9999999999999933,False,0.002505779266357422,3.0.0
4,5,15,81,123,rls,75,1.8596329059083296,1.0626473748047598,75,75,0.0,0.9999999999999936,False,5.526797771453857,3.0.0
4,5,15,81,123,sa,75,1.8596329059083296,1.0626473748047598,75,75,0.0,0.9999999999999933,False,2.0340940952301025,3.0.0
4,5,15,81,123,ga,75,1.8596329059083296,1.0626473748047598,75,75,0.0,0.9999999999999933,False,6.003622055053711,3.0.0
4,5,15,82,124,greedy,75,0.6873218564133604,0.39275534652192023,75,75,0.0,0.9999999999999942,False,0.0023794174194335938,3.0.0
4,5,15,82,124,rls,75,0.6873218564133604,0.39275534652192023,75,75,0.0,0.9999999999999944,False,4.9384613037109375,3.0.0
4,5,15,82,124,sa,75,0.6873218564133604,0.39275534652192023,75,75,0.0,0.9999999999999944,False,2.1148884296417236,3.0.0
4,5,15,82,124,ga,75,0.6873218564133604,0.39275534652192023,75,77,-0.026666666666666616,0.9999999999999944,False,6.26351261138916,3.0.0
4,5,15,83,125,greedy,75,0.9831553824259154,0.5618030756719516,75,75,0.0,0.9999999999999927,False,0.001999378204345703,3.0.0
4,5,15,83,125,rls,75,0.9831553824259154,0.5618030756719516,75,75,0.0,0.9999999999999929,False,5.175717353820801,3.0.0
4,5,15,83,125,sa,75,0.9831553824259154,0.5618030756719516,75,77,-0.026666666666666616,0.9999999999999931,False,2.0516343116760254,3.0.0
4,5,15,83,125,ga,75,0.9831553824259154,0.5618030756719516,75,75,0.0,0.9999999999999927,False,6.379802227020264,3.0.0
4,5,15,84,126,greedy,75,1.6483344162296367,0.9419053807026495,75,75,0.0,0.999999999999994,False,0.002842426300048828,3.0.0
4,5,15,84,126,rls,75,1.6483344162296367,0.9419053807026495,75,75,0.0,0.999999999999994,False,5.209229946136475,3.0.0
4,5,15,84,126,sa,75,1.6483344162296367,0.9419053807026495,75,75,0.0,0.999999999999994,False,2.1692190170288086,3.0.0
4,5,15,84,126,ga,75,1.6483344162296367,0.9419053807026495,75,75,0.0,0.999999999999994,False,6.27681040763855,3.0.0
4,5,15,85,127,greedy,75,0.5409295619532386,0.30910260683042207,75,75,0.0,0.9999999999999931,False,0.003408670425415039,3.0.0
4,5,15,85,127,rls,75,0.5409295619532386,0.30910260683042207,75,75,0.0,0.9999999999999936,False,8.121153593063354,3.0.0
4,5,15,85,127,sa,75,0.5409295619532386,0.30910260683042207,75,75,0.0,0.9999999999999933,False,2.0536258220672607,3.0.0
4,5,15,85,127,ga,75,0.5409295619532386,0.30910260683042207,75,75,0.0,0.9999999999999931,False,5.481159448623657,3.0.0
4,5,15,86,128,greedy,75,0.9403338728945202,0.5373336416540115,75,75,0.0,0.9999999999999938,False,0.002317190170288086,3.0.0
4,5,15,86,128,rls,75,0.9403338728945202,0.5373336416540115,75,75,0.0,0.999999999999994,False,4.692855358123779,3.0.0
4,5,15,86,128,sa,75,0.9403338728945202,0.5373336416540115,75,75,0.0,0.999999999999994,False,1.7389616966247559,3.0.0
4,5,15,86,128,ga,75,0.9403338728945202,0.5373336416540115,75,75,0.0,0.999999999999994,False,5.8816916942596436,3.0.0
4,5,15,87,129,greedy,75,1.6113454389002233,0.920768822228699,75,75,0.0,0.9999999999999929,False,0.002001047134399414,3.0.0
4,5,15,87,129,rls,75,1.6113454389002233,0.920768822228699,75,75,0.0,0.9999999999999929,False,5.212114334106445,3.0.0
4,5,15,87,129,sa,75,1.6113454389002233,0.920768822228699,75,75,0.0,0.9999999999999929,False,2.1629085540771484,3.0.0
4,5,15,87,129,ga,75,1.6113454389002233,0.920768822228699,75,75,0.0,0.9999999999999929,False,5.98304009437561,3.0.0
4,5,15,88,130,greedy,75,0.9727364651420534,0.5558494086526019,75,75,0.0,0.9999999999999922,False,0.0010037422180175781,3.0.0
4,5,15,88,130,rls,75,0.9727364651420534,0.5558494086526019,75,75,0.0,0.9999999999999922,False,4.862247467041016,3.0.0
4,5,15,88,130,sa,75,0.9727364651420534,0.5558494086526019,75,75,0.0,0.9999999999999922,False,1.9802615642547607,3.0.0
4,5,15,88,130,ga,75,0.9727364651420534,0.5558494086526019,75,75,0.0,0.9999999999999922,False,5.758592128753662,3.0.0
4,5,15,89,131,greedy,75,0.8177028124164298,0.46725874995224564,75,75,0.0,0.9999999999999931,False,0.002013683319091797,3.0.0
4,5,15,89,131,rls,75,0.8177028124164298,0.46725874995224564,75,75,0.0,0.9999999999999936,False,5.237826824188232,3.0.0
4,5,15,89,131,sa,75,0.8177028124164298,0.46725874995224564,75,75,0.0,0.9999999999999933,False,1.9870681762695312,3.0.0
4,5,15,89,131,ga,75,0.8177028124164298,0.46725874995224564,75,77,-0.026666666666666616,0.9999999999999933,False,5.872466087341309,3.0.0
4,5,15,90,132,greedy,75,1.4298904545654865,0.8170802597517065,75,75,0.0,0.9999999999999931,False,0.0035123825073242188,3.0.0
4,5,15,90,132,rls,75,1.4298904545654865,0.8170802597517065,75,75,0.0,0.9999999999999931,False,4.811041593551636,3.0.0
4,5,15,90,132,sa,75,1.4298904545654865,0.8170802597517065,75,75,0.0,0.9999999999999931,False,2.1818959712982178,3.0.0
4,5,15,90,132,ga,75,1.4298904545654865,0.8170802597517065,75,75,0.0,0.9999999999999931,False,5.734738111495972,3.0.0
4,5,15,91,133,greedy,75,1.3505250900800756,0.7717286229029003,75,75,0.0,0.9999999999999944,False,0.001994609832763672,3.0.0
4,5,15,91,133,rls,75,1.3505250900800756,0.7717286229029003,75,75,0.0,0.9999999999999948,False,4.93513298034668,3.0.0
4,5,15,91,133,sa,75,1.3505250900800756,0.7717286229029003,75,75,0.0,0.9999999999999948,False,1.855393886566162,3.0.0
4,5,15,91,133,ga,75,1.3505250900800756,0.7717286229029003,75,77,-0.026666666666666616,0.9999999999999948,False,5.896424055099487,3.0.0
4,5,15,92,134,greedy,75,1.6356728024358875,0.9346701728205071,75,75,0.0,0.9999999999999947,False,0.0010933876037597656,3.0.0
4,5,15,92,134,rls,75,1.6356728024358875,0.9346701728205071,75,75,0.0,0.999999999999995,False,6.68020486831665,3.0.0
4,5,15,92,134,sa,75,1.6356728024358875,0.9346701728205071,75,77,-0.026666666666666616,0.999999999999995,False,2.0255379676818848,3.0.0
4,5,15,92,134,ga,75,1.6356728024358875,0.9346701728205071,75,75,0.0,0.9999999999999947,False,6.378566265106201,3.0.0
4,5,15,93,135,greedy,75,1.0338722219679417,0.5907841268388239,75,75,0.0,0.999999999999995,False,0.00251007080078125,3.0.0
4,5,15,93,135,rls,75,1.0338722219679417,0.5907841268388239,75,75,0.0,0.9999999999999952,False,5.074129104614258,3.0.0
4,5,15,93,135,sa,75,1.0338722219679417,0.5907841268388239,75,75,0.0,0.999999999999995,False,1.948258399963379,3.0.0
4,5,15,93,135,ga,75,1.0338722219679417,0.5907841268388239,75,77,-0.026666666666666616,0.9999999999999952,False,6.5772788524627686,3.0.0
4,5,15,94,136,greedy,75,1.0290916979144156,0.5880523988082375,75,75,0.0,0.9999999999999961,False,0.0025894641876220703,3.0.0
4,5,15,94,136,rls,75,1.0290916979144156,0.5880523988082375,75,75,0.0,0.9999999999999961,False,5.148399114608765,3.0.0
4,5,15,94,136,sa,75,1.0290916979144156,0.5880523988082375,75,75,0.0,0.9999999999999961,False,2.028350830078125,3.0.0
4,5,15,94,136,ga,75,1.0290916979144156,0.5880523988082375,75,75,0.0,0.9999999999999961,False,5.765474319458008,3.0.0
4,5,15,95,137,greedy,75,0.8951685994385625,0.5115249139648929,75,75,0.0,0.9999999999999936,False,0.003218412399291992,3.0.0
4,5,15,95,137,rls,75,0.8951685994385625,0.5115249139648929,75,75,0.0,0.999999999999994,False,5.683067321777344,3.0.0
4,5,15,95,137,sa,75,0.8951685994385625,0.5115249139648929,75,79,-0.05333333333333323,0.999999999999994,False,2.0983810424804688,3.0.0
4,5,15,95,137,ga,75,0.8951685994385625,0.5115249139648929,75,75,0.0,0.9999999999999938,False,6.983507871627808,3.0.0
4,5,15,96,138,greedy,75,1.8542511347250632,1.0595720769857504,75,75,0.0,0.9999999999999944,False,0.002261638641357422,3.0.0
4,5,15,96,138,rls,75,1.8542511347250632,1.0595720769857504,75,75,0.0,0.9999999999999948,False,6.086019277572632,3.0.0
4,5,15,96,138,sa,75,1.8542511347250632,1.0595720769857504,75,79,-0.05333333333333323,0.9999999999999948,False,2.251741647720337,3.0.0
4,5,15,96,138,ga,75,1.8542511347250632,1.0595720769857504,75,75,0.0,0.9999999999999948,False,5.961119651794434,3.0.0
4,5,15,97,139,greedy,75,1.2144122590062632,0.6939498622892932,75,75,0.0,0.9999999999999944,False,0.0024406909942626953,3.0.0
4,5,15,97,139,rls,75,1.2144122590062632,0.6939498622892932,75,75,0.0,0.9999999999999944,False,5.28093957901001,3.0.0
4,5,15,97,139,sa,75,1.2144122590062632,0.6939498622892932,75,75,0.0,0.9999999999999944,False,2.3318355083465576,3.0.0
4,5,15,97,139,ga,75,1.2144122590062632,0.6939498622892932,75,75,0.0,0.9999999999999944,False,6.717928409576416,3.0.0
4,5,15,98,140,greedy,75,1.587733647317465,0.9072763698956943,75,75,0.0,0.9999999999999961,False,0.0011584758758544922,3.0.0
4,5,15,98,140,rls,75,1.587733647317465,0.9072763698956943,75,75,0.0,0.9999999999999966,False,5.322227239608765,3.0.0
4,5,15,98,140,sa,75,1.587733647317465,0.9072763698956943,75,75,0.0,0.9999999999999966,False,2.0425145626068115,3.0.0
4,5,15,98,140,ga,75,1.587733647317465,0.9072763698956943,75,77,-0.026666666666666616,0.9999999999999963,False,5.816222190856934,3.0.0
4,5,15,99,141,greedy,75,0.9555113093993293,0.5460064625139024,75,75,0.0,0.9999999999999922,False,0.0026586055755615234,3.0.0
4,5,15,99,141,rls,75,0.9555113093993293,0.5460064625139024,75,75,0.0,0.9999999999999922,False,4.944735765457153,3.0.0
4,5,15,99,141,sa,75,0.9555113093993293,0.5460064625139024,75,73,0.026666666666666616,0.9999999999999922,False,1.8521695137023926,3.0.0
4,5,15,99,141,ga,75,0.9555113093993293,0.5460064625139024,75,75,0.0,0.9999999999999922,False,6.98171329498291,3.0.0
