experiment,n_qubits,depth,circuit_id,sample,base_entropy,perturbed_entropy,entropy_diff,base_gates,perturbed_gates,optimized_size,reduction,fidelity,success,runtime_seconds,optimizer_version
5,5,3,0,60,4.805139755722375e-16,4.805139755722375e-16,0.0,15,15,15,0.0,0.9999999999999996,False,0.0021245479583740234,3.0.0
5,5,3,0,61,4.805139755722375e-16,4.805139755722375e-16,0.0,15,14,14,0.0,0.9999999999999996,False,0.001007080078125,3.0.0
5,5,3,0,62,4.805139755722375e-16,4.805139755722375e-16,0.0,15,15,15,0.0,0.9999999999999996,False,0.0017387866973876953,3.0.0
5,5,3,0,63,4.805139755722375e-16,3.2034265038149176e-16,1.6017132519074573e-16,15,14,14,0.0,0.9999999999999996,False,0.0006098747253417969,3.0.0
5,5,3,0,64,4.805139755722375e-16,3.2034265038149176e-16,1.6017132519074573e-16,15,15,15,0.0,0.9999999999999998,False,0.0,3.0.0
5,5,3,0,65,4.805139755722375e-16,4.805139755722375e-16,0.0,15,15,15,0.0,0.9999999999999998,False,0.0020072460174560547,3.0.0
5,5,3,0,66,4.805139755722375e-16,1.6017132519074586e-16,3.2034265038149167e-16,15,15,15,0.0,0.9999999999999991,False,0.0,3.0.0
5,5,3,0,67,4.805139755722375e-16,4.805139755722375e-16,0.0,15,14,14,0.0,0.9999999999999996,False,0.0008745193481445312,3.0.0
5,5,3,0,68,4.805139755722375e-16,4.805139755722375e-16,0.0,15,15,15,0.0,0.9999999999999996,False,0.0011551380157470703,3.0.0
5,5,3,0,69,4.805139755722375e-16,4.805139755722375e-16,0.0,15,15,15,0.0,1.0,False,0.0,3.0.0
5,5,3,0,70,4.805139755722375e-16,4.805139755722375e-16,0.0,15,14,14,0.0,0.9999999999999996,False,0.0,3.0.0
5,5,3,0,71,4.805139755722375e-16,3.2034265038149176e-16,1.6017132519074573e-16,15,15,15,0.0,0.9999999999999998,False,0.0005862712860107422,3.0.0
5,5,3,0,72,4.805139755722375e-16,4.805139755722375e-16,0.0,15,15,15,0.0,0.9999999999999996,False,0.0009961128234863281,3.0.0
5,5,3,0,73,4.805139755722375e-16,-0.0,4.805139755722375e-16,15,14,14,0.0,0.9999999999999996,False,0.0010006427764892578,3.0.0
5,5,3,0,74,4.805139755722375e-16,3.2034265038149176e-16,1.6017132519074573e-16,15,15,15,0.0,0.9999999999999991,False,0.0010006427764892578,3.0.0
5,5,3,0,75,4.805139755722375e-16,4.805139755722375e-16,0.0,15,14,14,0.0,0.9999999999999998,False,0.0010001659393310547,3.0.0
5,5,3,0,76,4.805139755722375e-16,3.2034265038149176e-16,1.6017132519074573e-16,15,15,15,0.0,1.0,False,0.0006735324859619141,3.0.0
5,5,3,0,77,4.805139755722375e-16,1.6017132519074586e-16,3.2034265038149167e-16,15,14,14,0.0,1.0,False,0.0010006427764892578,3.0.0
5,5,3,0,78,4.805139755722375e-16,4.805139755722375e-16,0.0,15,15,15,0.0,0.9999999999999996,False,0.0010004043579101562,3.0.0
5,5,3,0,79,4.805139755722375e-16,4.805139755722375e-16,0.0,15,14,14,0.0,0.9999999999999996,False,0.0009980201721191406,3.0.0
5,5,3,0,80,4.805139755722375e-16,4.805139755722375e-16,0.0,15,14,14,0.0,0.9999999999999996,False,0.001005411148071289,3.0.0
5,5,3,0,81,4.805139755722375e-16,4.805139755722375e-16,0.0,15,15,15,0.0,0.9999999999999998,False,0.0010101795196533203,3.0.0
5,5,3,0,82,4.805139755722375e-16,1.6017132519074586e-16,3.2034265038149167e-16,15,15,15,0.0,0.9999999999999996,False,0.0010077953338623047,3.0.0
5,5,3,0,83,4.805139755722375e-16,3.2034265038149176e-16,1.6017132519074573e-16,15,15,15,0.0,0.9999999999999991,False,0.0006823539733886719,3.0.0
5,5,3,0,84,4.805139755722375e-16,1.6017132519074586e-16,3.2034265038149167e-16,15,15,15,0.0,1.0,False,0.0,3.0.0
5,5,3,0,85,4.805139755722375e-16,1.4415419267167124e-15,9.610279511444748e-16,15,14,14,0.0,0.9999999999999996,False,0.0014584064483642578,3.0.0
5,5,3,0,86,4.805139755722375e-16,4.805139755722375e-16,0.0,15,15,15,0.0,0.9999999999999998,False,0.0009975433349609375,3.0.0
5,5,3,0,87,4.805139755722375e-16,3.2034265038149176e-16,1.6017132519074573e-16,15,14,14,0.0,0.9999999999999996,False,0.003000974655151367,3.0.0
5,5,3,0,88,4.805139755722375e-16,3.2034265038149176e-16,1.6017132519074573e-16,15,14,14,0.0,0.9999999999999998,False,0.0,3.0.0
5,5,3,0,89,4.805139755722375e-16,1.0,0.9999999999999996,15,15,15,0.0,0.9999999999999991,False,0.0010075569152832031,3.0.0
5,5,3,0,90,4.805139755722375e-16,3.2034265038149176e-16,1.6017132519074573e-16,15,15,15,0.0,0.9999999999999996,False,0.0009992122650146484,3.0.0
5,5,3,0,91,4.805139755722375e-16,4.805139755722375e-16,0.0,15,15,13,0.1333333333333333,0.9999999999999998,False,0.0,3.0.0
5,5,3,0,92,4.805139755722375e-16,4.805139755722375e-16,0.0,15,14,14,0.0,0.9999999999999998,False,0.0,3.0.0
5,5,3,0,93,4.805139755722375e-16,1.6017132519074586e-16,3.2034265038149167e-16,15,14,14,0.0,1.0,False,0.0,3.0.0
5,5,3,0,94,4.805139755722375e-16,-0.0,4.805139755722375e-16,15,14,14,0.0,0.9999999999999996,False,0.0,3.0.0
5,5,3,0,95,4.805139755722375e-16,4.805139755722375e-16,0.0,15,15,15,0.0,0.9999999999999996,False,0.0,3.0.0
5,5,3,0,96,4.805139755722375e-16,3.2034265038149176e-16,1.6017132519074573e-16,15,15,15,0.0,0.9999999999999996,False,0.0010027885437011719,3.0.0
5,5,3,0,97,4.805139755722375e-16,3.2034265038149176e-16,1.6017132519074573e-16,15,14,14,0.0,0.9999999999999998,False,0.0009982585906982422,3.0.0
5,5,3,0,98,4.805139755722375e-16,1.6017132519074586e-16,3.2034265038149167e-16,15,14,14,0.0,1.0,False,0.0013227462768554688,3.0.0
5,5,3,0,99,4.805139755722375e-16,3.2034265038149176e-16,1.6017132519074573e-16,15,14,14,0.0,0.9999999999999998,False,0.0,3.0.0
5,5,3,1,0,1.2813706015259665e-15,1.2813706015259665e-15,0.0,15,14,14,0.0,0.9999999999999987,False,0.0010471343994140625,3.0.0
