experiment,n_qubits,depth,entanglement_density,trial,seed,gate_count,entanglement_entropy,normalized_entropy,original_size,optimized_size,reduction,fidelity,success,runtime_seconds,optimizer_version
2,6,20,0.0,30,72,120,1.0090793487016954e-14,4.036317394806782e-15,120,120,0.0,0.9999999999999851,False,0.006715297698974609,3.0.0
2,6,20,0.0,31,73,120,9.289936861063231e-15,3.715974744425292e-15,120,120,0.0,0.9999999999999878,False,0.018183469772338867,3.0.0
2,6,20,0.0,32,74,120,6.887366983202056e-15,2.7549467932808225e-15,120,120,0.0,0.9999999999999895,False,0.011218786239624023,3.0.0
2,6,20,0.0,33,75,120,1.0891650112970679e-14,4.356660045188272e-15,120,120,0.0,0.999999999999986,False,0.009048223495483398,3.0.0
2,6,20,0.0,34,76,120,7.688223609155783e-15,3.0752894436623132e-15,120,120,0.0,0.9999999999999885,False,0.004570484161376953,3.0.0
2,6,20,0.0,35,77,120,8.809422885490996e-15,3.5237691541963987e-15,120,120,0.0,0.9999999999999891,False,0.0055103302001953125,3.0.0
2,6,20,0.0,36,78,120,1.1051821438161424e-14,4.4207285752645696e-15,120,120,0.0,0.999999999999986,False,0.0030269622802734375,3.0.0
2,6,20,0.0,37,79,120,8.168737584728017e-15,3.2674950338912067e-15,120,120,0.0,0.9999999999999865,False,0.007014751434326172,3.0.0
2,6,20,0.0,38,80,120,8.969594210681742e-15,3.587837684272697e-15,120,120,0.0,0.9999999999999873,False,0.005000114440917969,3.0.0
2,6,20,0.0,39,81,120,1.2813706015259615e-14,5.125482406103846e-15,120,120,0.0,0.9999999999999827,False,0.010572671890258789,3.0.0
2,6,20,0.0,40,82,120,8.328908909918763e-15,3.331563563967505e-15,120,120,0.0,0.9999999999999891,False,0.006665706634521484,3.0.0
2,6,20,0.0,41,83,120,1.0411136137398445e-14,4.164454454959378e-15,120,120,0.0,0.9999999999999873,False,0.005525827407836914,3.0.0
2,6,20,0.0,42,84,120,9.450108186253977e-15,3.7800432745015906e-15,120,120,0.0,0.9999999999999882,False,0.005877494812011719,3.0.0
2,6,20,0.0,43,85,120,7.528052283965037e-15,3.011220913586015e-15,120,120,0.0,0.9999999999999899,False,0.003018617630004883,3.0.0
2,6,20,0.0,44,86,120,8.969594210681742e-15,3.587837684272697e-15,120,120,0.0,0.9999999999999865,False,0.003808259963989258,3.0.0
