budget_seconds,circuit_family,circuit_id,common_basis_gate_reduction_pct,design_manifest_sha256,exact_fidelity,input_circuit_sha256,listing_model,optimized_common_basis_gate_count,optimizer_runtime_seconds,original_common_basis_gate_count,output_circuit_sha256,peak_rss_mb,primary_pair_orientation,protocol_sha256,rule_set,run_id,run_order,status,template_enabled,trace,valid_equivalent_output,wall_seconds_end_to_end,window_gates
120,Grover,grover_8,2.961918194640334,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999933,48b1b2262a81838842891d34d28e8bb95c6ab5d240dc058f0b6299173c5a36fe,RANDOM_TOPOLOGICAL,1376.0,0.14465808868408203,1418.0,057b057801d1f2bf4d20722a0f743e251711f49b37daed0dd112594287ccb867,143.984375,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,8bb4504719f0d750956b4aa5c60e50b167b22e68e549313fb238a171ebf39c29,14059,success,True,"[{'cz_conversions': 0, 'gate_count': 1110, 'h_reorders': 29, 'hh_cancellations': 7, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 6, 'phase_merges': 0, 'template_rewrites': 0}, {'cz_conversions': 0, 'gate_count': 1110, 'h_reorders': 6, 'hh_cancellations': 0, 'iteration': 1, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,6.821806300009484,4
30,UCCSD_inspired,uccsd_8,25.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999998,6d3b95d34d14070b7343cb878e296c782e0bb8553754324f96aa3678075d10e1,LBL,180.0,0.03482174873352051,240.0,69ab88559873c6f1964239ec8efbb3a3346671ce3b6e4e4190dfc07f90800a48,143.05859375,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,3f48b943e383fc9b6075eb3ef62a65dce4fbc0f03d49d4d8e1457468f6d9899c,14060,success,True,"[{'cz_conversions': 0, 'gate_count': 68, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 78, 'phase_merges': 12, 'template_rewrites': 0}, {'cz_conversions': 0, 'gate_count': 68, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 1, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.791627900005551,64
10,HardwareEfficient,hardware_eff_4,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999998,dbf2ecc496a8a4f6e88f13828e776d93956e73b115d0ae52ddd4ce1fa1fc5605,RANDOM_TOPOLOGICAL,54.0,0.011302709579467773,54.0,fe955347d4afd7150ef20e325133f8f2ea2d81312c39cb93f4e9895c91484990,143.4765625,1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_ONLY,4f30cfc6f6034f825f344f25d04844ce0d1eae8e0557343745d7b3a3107c31c8,14061,success,False,"[{'cz_conversions': 0, 'gate_count': 22, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.102414499997394,64
10,RandomClifford,clifford_6,12.5,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999943,28bfaeeecb293e1f876f9558f967228672ed62c635b047fed680c0fd03f9b918,RANDOM_TOPOLOGICAL,70.0,0.009840965270996094,80.0,9cc1851ccacdad1229566ed85a9f813f5f4b5ba8bc3d7fdd9d9dfdb99e4557d9,142.8359375,1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,dab605e5b247bff834072e2eabf5273caed0370040f51cca56928a21d7fc9fcf,14062,success,True,"[{'cz_conversions': 0, 'gate_count': 40, 'h_reorders': 7, 'hh_cancellations': 1, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 10, 'phase_merges': 4, 'template_rewrites': 0}, {'cz_conversions': 0, 'gate_count': 40, 'h_reorders': 3, 'hh_cancellations': 0, 'iteration': 1, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.4392210000078194,4
30,QuantumWalk,qwalk_3,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999927,5ead28e37038eedb416b5fe421b9e506b37e9503475ca2360ad0cdb94409277f,LBL,368.0,0.027461528778076172,368.0,1b4f04f215c1e7699d87243ab780da7d010d6c237440e0e3a4d14642a54b7a7a,143.54296875,1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,2f81a4150f0f8277652eb49223f38b35d547760dd4c9add56f81fe29326638c3,14063,success,True,"[{'cz_conversions': 0, 'gate_count': 226, 'h_reorders': 4, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.1810115999978734,64
10,VQE,vqe_twolocal_6,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,1.0000000000000009,1640ff7462e7311a41f33aa104a27eee9536fe8b771e28d6bc904b5a4f4f958a,RANDOM_TOPOLOGICAL,190.0,0.0025272369384765625,190.0,1e8690d74aaa46d9e0d6df8c20ebc56c86c892a3fb14e2b90765c22a5b16984d,143.12109375,1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,3545ed25dba17580f6fe84f771e72fa675b3ca8b1d53d68c63913e8c25b45d8a,14064,success,True,"[{'cz_conversions': 0, 'gate_count': 46, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.3218179999967106,16
120,Adder,adder_6,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,1.0,ffbccff06f7f6ee0e5485c7374bbae521e513bf19f08f375c992f0d2c68d895c,WCL,120.0,0.002004861831665039,120.0,cd636a9274517859960d10a5e5791267e484effb0b51be5da268af0ba8d5663f,142.73046875,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,54710dc95a7dc799f1c2fc0cb05afc79298dd00459778796316d8cb3ff10fc14,14065,success,True,"[{'cz_conversions': 0, 'gate_count': 12, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.124564800004009,4
10,UCCSD_inspired,uccsd_4,13.157894736842103,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,1.0000000000000009,569144f1f4ed5900a4ee35afd5c24a98a42de6ce3c141773dc514b4ea44405f4,RANDOM_TOPOLOGICAL,66.0,0.004021406173706055,76.0,c2a19e1eff1ae06cedc03a5ae1469fef00990ffede660a004dbee1f1ace1c6d8,143.3359375,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_ONLY,9bf053132a3c77e2a75ab64e45fb8587ed50dc7c5d4266d21a6e4b34f1561b82,14066,success,False,"[{'cz_conversions': 0, 'gate_count': 26, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 2, 'template_rewrites': 0}, {'cz_conversions': 0, 'gate_count': 26, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 1, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.0386659999931,64
10,QAOA,qaoa_line_4,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,1.0000000000000018,cdbe33fccd70c92e6cc7d2b7574511bac38dc61b4808e8978c79d8fe49b754db,WCL,102.0,0.0017592906951904297,102.0,cdbe33fccd70c92e6cc7d2b7574511bac38dc61b4808e8978c79d8fe49b754db,143.23828125,1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,4fe4efaf7c302badc72c38b8b8984d8f8be0f217d608c714e459229099ad2d0a,14067,success,True,"[{'cz_conversions': 0, 'gate_count': 30, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.1795573999988846,16
10,UCCSD_inspired,uccsd_8,22.916666666666664,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999987,327b728c1ca9b595df52e9004e38fd5c2c86f6df6d8c5681d21e504efae558cc,RANDOM_TOPOLOGICAL,185.0,0.00762629508972168,240.0,4ba30f1fb70bd665ce3602d9fc2619385dd7b6cbfe0670d9d23e4d6bdf4392c2,143.4140625,1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,c3a9e009d8b18962146af91341262f57f3f2a67ce4435172ab2f4e32d2697594,14068,success,True,"[{'cz_conversions': 0, 'gate_count': 69, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 14, 'phase_merges': 11, 'template_rewrites': 0}, {'cz_conversions': 0, 'gate_count': 69, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 1, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.3966454999899724,4
30,QAOA,qaoa_line_8,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,1.0000000000000027,688a54258c5fc58844911584b848f67ef97f01928a47184b30d01cdff70937e2,LBL,218.0,0.0,218.0,688a54258c5fc58844911584b848f67ef97f01928a47184b30d01cdff70937e2,142.65625,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_ONLY,f96f59208ddb6a4fff71fb2f0fcee01cdd39efe1836aa22be8a3ff45de4b2dfe,14069,success,False,"[{'cz_conversions': 0, 'gate_count': 66, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.1800273999979254,64
1,Oracle,bv_4,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,,e4d691f8c012af76095e7a10ad56544d75b24ab2672cd278233741ac8ea1250f,WCL,,,,,98.71875,1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,633cfb10123985a38977f15754b47d0eb6b49398b234bc9aaa5a05ab6d39af1d,14070,timeout,,[],False,1.023986900007003,16
10,SurfaceCode,surface_code_4,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999991,98123c419282ef8d7ead755526545f8d1b8e6129c506a92b5eb114e588eb0ab3,LBL,10.0,0.0,10.0,98123c419282ef8d7ead755526545f8d1b8e6129c506a92b5eb114e588eb0ab3,142.8515625,1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_ONLY,e3605d201f14e1f57a3a6e615663b02e95ca13e03338f075a4aefc4bc249dccd,14071,success,False,"[{'cz_conversions': 0, 'gate_count': 6, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.1414518999954453,64
10,VQE,vqe_twolocal_6,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,1.0000000000000009,fc2908d6c4fd8d02ebb288c7d8a25dc4e5b9a8036c7104236e5788bd6a0d11cd,WCL,190.0,0.0020051002502441406,190.0,fc2908d6c4fd8d02ebb288c7d8a25dc4e5b9a8036c7104236e5788bd6a0d11cd,143.09765625,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,286fd8277b6abbc8b045b0b1a33f63589fb92b07d9b512c7486206f7fbc55692,14072,success,True,"[{'cz_conversions': 0, 'gate_count': 46, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.122925799994846,64
120,SurfaceCode,surface_code_5,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999996,08654d0b844c66f30029c8c41a7a668b9899dc14c7c9d5a5445fa5df75b6a5f4,RANDOM_TOPOLOGICAL,14.0,0.0,14.0,f3f18fb0d1f4b586be1721a12ea6ef6970211dd44705d9dec4a85f1b88dd254d,143.015625,1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,19f324b89c5d17cec5454abc008b3d5d3dce97ee6111287c3224c0983ece905f,14073,success,True,"[{'cz_conversions': 0, 'gate_count': 10, 'h_reorders': 3, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.0206684000004316,16
10,QuantumWalk,qwalk_6,7.7684691546077715,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999997169,272804f10f95ecb2895a565280f8594781730f41735af2d503194d428323e8a2,WCL,4844.0,0.704775333404541,5252.0,2fbb88d7ee51bb53a6ddd5af156e564a7b918a572a2a15ffb0785d4a4407a5fd,146.88671875,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_ONLY,a0d3c6b6ac089721a960a8de242a7c2b81939681d760c05342e7b2dbad62709c,14074,success,False,"[{'cz_conversions': 0, 'gate_count': 3778, 'h_reorders': 291, 'hh_cancellations': 66, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 12, 'template_rewrites': 0}, {'cz_conversions': 0, 'gate_count': 3778, 'h_reorders': 132, 'hh_cancellations': 0, 'iteration': 1, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,6.131691599992337,16
30,IQP,iqp_8,0.6369426751592355,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999996,c250d0ccb4006b4e767ef51fbcbcf33ec45690c2483928f4ce6a525259b23d35,RANDOM_TOPOLOGICAL,156.0,0.005892515182495117,157.0,aa2aeb94ed63f68a873872a813e7c7efa69402caa96716e75102e89118614dae,142.56640625,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,fb272bd158e075c4f799e3c8ceac10ee8c969864f7f565a5e9fab78c36775bd2,14075,success,True,"[{'cz_conversions': 0, 'gate_count': 46, 'h_reorders': 5, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 3, 'phase_merges': 1, 'template_rewrites': 0}, {'cz_conversions': 0, 'gate_count': 46, 'h_reorders': 6, 'hh_cancellations': 0, 'iteration': 1, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.1127795000065817,4
120,RandomClifford,clifford_4,57.6271186440678,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999983,eddd39fb7713c30765eff96b2b18a93b5a81f161905df421991d8256e7b31b8f,RANDOM_TOPOLOGICAL,25.0,0.005386829376220703,59.0,4722d36183cb2bc11a227ed7096725ecc5448e7e842aece1705caec80d404b95,142.87890625,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,e5cca6f57e9fdeabb454a37c451644e7fe0cafa93419937d64f4c50607f9c67a,14076,success,True,"[{'cz_conversions': 0, 'gate_count': 15, 'h_reorders': 28, 'hh_cancellations': 5, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 31, 'phase_merges': 4, 'template_rewrites': 0}, {'cz_conversions': 0, 'gate_count': 15, 'h_reorders': 12, 'hh_cancellations': 0, 'iteration': 1, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.1338066999887815,64
10,Grover,grover_4,18.181818181818176,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.999999999999995,93777dbb1396f34119a3c7abd792673d63abea48eb3460371bc0edff6ad7e7d7,RANDOM_TOPOLOGICAL,108.0,0.018702268600463867,132.0,2918cf4495d38669cdb4c37a1c95de580b3321ce8010bfbd0d83b763b6d02bda,143.3671875,1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,bb4481afec0b21631eacaef0d570cc25e6a853c2b2f57e6304a273643bfd6617,14077,success,True,"[{'cz_conversions': 0, 'gate_count': 84, 'h_reorders': 4, 'hh_cancellations': 4, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 7, 'phase_merges': 0, 'template_rewrites': 0}, {'cz_conversions': 0, 'gate_count': 84, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 1, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.08361609998974,64
10,HardwareEfficient,hardware_eff_6,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999998,ae182db40b924159285ac8bdf3845f1ffd37b35456f942ececf2ce981152b240,RANDOM_TOPOLOGICAL,82.0,0.0040569305419921875,82.0,93257ea47e8a62d5c5d38c30000085540ac6506207e577fe705ecdd647835cf2,143.19140625,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,e69f57064e7735f19fd25512dc9fd35a8dd3179fe3dfe04b6d73b30495e3d502,14078,success,True,"[{'cz_conversions': 0, 'gate_count': 34, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.184235799999442,16
1,IQP,iqp_6,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,,400ce4e70469d8d27ab3ac5495866397a68ae2ee6ba481d37cd7f7e03df762d3,WCL,,,,,101.7265625,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,f4d90e19ad43c1d3a44159fd7c284b84ced66f2821743b6310412a73ae42491e,14079,timeout,,[],False,1.0283823999925517,4
120,SurfaceCode,surface_code_8,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999998,ec9289c88d9acb9814cb60890e2e2d888e2853fae21087e87cdc61fd856c3ee5,RANDOM_TOPOLOGICAL,17.0,0.002101421356201172,17.0,7153f77b4803c950fdfaac5f75847297f03834fe678ede6d2272ea68c11912df,143.23046875,1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_ONLY,56b6833a81854c4bf151d5fb581cc3e8efc2144e569a55b66c70854a2370f801,14080,success,False,"[{'cz_conversions': 0, 'gate_count': 13, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.24732049999875,4
120,Oracle,bv_6,87.5,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999973,6a6cf0f00d85ece4ad64c271afdd08b4cd8473655919bce2bcfa5db0713a4a8f,WCL,6.0,0.0017671585083007812,48.0,525828c76e99a3556623c0d8f692a5a1368792ab34e28b661b4c15fdf9db6d3f,142.94140625,1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,b69c911ec3b492863b83971e7fc6c5af1458e4b62d4c3aa57dcb1179865e8e91,14081,success,True,"[{'cz_conversions': 0, 'gate_count': 6, 'h_reorders': 42, 'hh_cancellations': 7, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 4}, {'cz_conversions': 0, 'gate_count': 6, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 1, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.083704000004218,64
30,SurfaceCode,surface_code_7,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999998,52fa838edc0ec27d2776b0f16823e23c9dd0d9fcbc80dde3c63633de21d71851,WCL,13.0,0.0,13.0,52fa838edc0ec27d2776b0f16823e23c9dd0d9fcbc80dde3c63633de21d71851,143.03515625,1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,f3d1b99bbce66faf21f79585b1b84cb813fc9900dd7a916922893f9782b54e99,14082,success,True,"[{'cz_conversions': 0, 'gate_count': 9, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.1943347999913385,64
1,QuantumWalk,qwalk_7,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,,9b819e13eadb54421cd96fd869adb2ed0aa6de9853a854066e3d928117142acf,RANDOM_TOPOLOGICAL,,,,,104.63671875,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,370dfe9f582393178d494705a0ce4059ecf0c0836f38b51d400c103826df4e74,14083,timeout,,[],False,1.0223673000000417,64
10,VQE,vqe_twolocal_6,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999984,aef180d7cfe4026d3e6db4acce1baa759ce2591ce74fa6b84d10d2c6bd83dc03,RANDOM_TOPOLOGICAL,190.0,0.0,190.0,0a8185a08e532b20204198a97a889deb1fd4e2f2a255decfb219a0697951f0f5,143.25,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,5446c9bb84d43f393083b653ba2e638b3cfa6a40f4c03260a5fed518498d0ec4,14084,success,True,"[{'cz_conversions': 0, 'gate_count': 46, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.1584179000055883,4
120,HaarRandom,haar_4,0.29112081513827937,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999929,ea616cc3027e3233ee7136c2491ed791a67189fd196da0c12b55f980a7200a76,LBL,685.0,0.03905510902404785,687.0,dce9be431b6505781b94c2dbcd5b295e98ef2ea0964869f252e18be987796634,142.9296875,1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,8e87ca68809cfed8706c45c623823a3fc43b93c11d739ab1230ffa1406d1aaa4,14085,success,True,"[{'cz_conversions': 0, 'gate_count': 273, 'h_reorders': 28, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 17, 'phase_merges': 2, 'template_rewrites': 0}, {'cz_conversions': 0, 'gate_count': 273, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 1, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.116715500000282,16
30,RandomClifford,clifford_6,14.60674157303371,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999991,974adb34b1a2c479396dd1800d00c4417c08a4c562a7370805ba00b5d6610880,LBL,76.0,0.01492452621459961,89.0,8e70801a0628f32ca96721e88be78545d59767ea581e196322bf15c775d5c1b8,143.04296875,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,828a49c6aafdcbcde3bc31aa84a4244dec5032dc14d8e0df9d3baa690870d8cf,14086,success,True,"[{'cz_conversions': 0, 'gate_count': 40, 'h_reorders': 10, 'hh_cancellations': 1, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 16, 'phase_merges': 7, 'template_rewrites': 1}, {'cz_conversions': 0, 'gate_count': 40, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 1, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.1946622999967076,4
30,RandomClifford,clifford_8,41.379310344827594,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999998,3cb9f2651afb8f2f779991fabaa51b5b5213c87aadc3075b406a14441a8d4cdd,LBL,68.0,0.01375889778137207,116.0,c1a4bc220de4f448827ee60405c0721bf7038bb510702bb3aec3dd225fe84aa4,143.21875,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,718d02eb4f240b54cc730c5268f5b96263dc09ce1ec46105bd3c15a4f65d7dbc,14087,success,True,"[{'cz_conversions': 2, 'gate_count': 35, 'h_reorders': 22, 'hh_cancellations': 7, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 98, 'phase_merges': 3, 'template_rewrites': 0}, {'cz_conversions': 0, 'gate_count': 32, 'h_reorders': 12, 'hh_cancellations': 0, 'iteration': 1, 'local_cancellations': 1, 'mcz_conversions': 0, 'pair_gathers': 22, 'phase_merges': 1, 'template_rewrites': 0}, {'cz_conversions': 0, 'gate_count': 32, 'h_reorders': 6, 'hh_cancellations': 0, 'iteration': 2, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.231563499997719,16
