experiment_id,mode,n_qubits,depth,seed_index,seed_base,trial,seed,optimizer,gate_count,entanglement_entropy,normalized_entropy,original_size,optimized_size,reduction,fidelity,success,runtime_seconds,optimizer_version
E29_multi_seed_e04,smoke,5,15,1,142,7,149,sa,75,1.4535716145753383,0.8306123511859076,75,85,-0.1333333333333333,0.999999999999995,True,1.3127834796905518,3.0.0
E29_multi_seed_e04,smoke,5,15,1,142,7,149,ga,75,1.4535716145753383,0.8306123511859076,75,79,-0.05333333333333323,0.9999999999999952,True,3.751565933227539,3.0.0
E29_multi_seed_e04,smoke,5,15,1,142,8,150,greedy,75,1.6766797182663082,0.9581026961521761,75,75,0.0,0.9999999999999944,True,0.0005033016204833984,3.0.0
E29_multi_seed_e04,smoke,5,15,1,142,8,150,rls,75,1.6766797182663082,0.9581026961521761,75,223,-1.9733333333333332,0.9999999999999897,True,8.659838914871216,3.0.0
E29_multi_seed_e04,smoke,5,15,1,142,8,150,sa,75,1.6766797182663082,0.9581026961521761,75,89,-0.18666666666666676,0.999999999999994,True,1.162903070449829,3.0.0
E29_multi_seed_e04,smoke,5,15,1,142,8,150,ga,75,1.6766797182663082,0.9581026961521761,75,79,-0.05333333333333323,0.999999999999994,True,3.7490172386169434,3.0.0
E29_multi_seed_e04,smoke,5,15,1,142,9,151,greedy,75,1.0632025706271273,0.6075443260726442,75,75,0.0,0.9999999999999944,True,0.0009992122650146484,3.0.0
E29_multi_seed_e04,smoke,5,15,1,142,9,151,rls,75,1.0632025706271273,0.6075443260726442,75,221,-1.9466666666666668,0.9999999999999901,True,8.781227827072144,3.0.0
E29_multi_seed_e04,smoke,5,15,1,142,9,151,sa,75,1.0632025706271273,0.6075443260726442,75,99,-0.32000000000000006,0.9999999999999931,True,1.4172859191894531,3.0.0
E29_multi_seed_e04,smoke,5,15,1,142,9,151,ga,75,1.0632025706271273,0.6075443260726442,75,81,-0.08000000000000007,0.9999999999999942,True,3.6477246284484863,3.0.0
