listing_model,contrast,n_circuits,mean,median,std,min,max
LBL,phase2a_over_phase1,44,-0.026324275197793002,0.0,0.2829653286152877,-1.0,0.375
LBL,phase2b_over_phase1,44,0.1107453240493522,0.0,0.20933516630993212,0.0,0.75
WCL,phase2a_over_phase1,44,-0.12242737978715076,0.0,0.25982831871337975,-1.0,0.0416666666666667
WCL,phase2b_over_phase1,44,0.0523373339634093,0.0,0.12115518897795047,0.0,0.5000000000000001
SHUFFLE,phase2a_over_phase1,44,-0.05202046292272402,0.0,0.23721613301318442,-1.0,0.2857142857142857
SHUFFLE,phase2b_over_phase1,44,0.09284090894573921,0.0,0.17485917382922792,0.0,0.7142857142857143
