experiment_id,circuit_id,circuit_family,n_qubits,listing_model,phase,original_gate_count,optimized_gate_count,reduction,listing_fidelity,input_circuit_sha256,listing_circuit_sha256,optimizer_metadata
E31-pilot,qft_3,QFT,3,LBL,phase1,6,6,0.0,0.9999999999999992,0ac4b0a0e813ec474432f4044e46798bce4668210034b65414d4d5303e67f710,0ac4b0a0e813ec474432f4044e46798bce4668210034b65414d4d5303e67f710,"{""algorithm"": ""greedy"", ""improvements"": 0, ""version"": ""3.2.0"", ""wire_traversal"": false}"
E31-pilot,qft_3,QFT,3,LBL,phase2a,6,6,0.0,0.9999999999999992,0ac4b0a0e813ec474432f4044e46798bce4668210034b65414d4d5303e67f710,0ac4b0a0e813ec474432f4044e46798bce4668210034b65414d4d5303e67f710,"{""algorithm"": ""commutation_rewriter"", ""improvements"": 0, ""window_size"": 10}"
E31-pilot,qft_3,QFT,3,LBL,phase2b,6,6,0.0,0.9999999999999992,0ac4b0a0e813ec474432f4044e46798bce4668210034b65414d4d5303e67f710,0ac4b0a0e813ec474432f4044e46798bce4668210034b65414d4d5303e67f710,"{""algorithm"": ""phase2b_template_matcher_full_pipeline"", ""cz_conversions"": 0, ""h_reorders"": 0, ""hh_cancellations"": 0, ""local_cancellations"": 0, ""mcz_conversions"": 0, ""pair_gathers"": 0, ""phase_merges"": 0, ""pipeline"": ""full"", ""template_library"": {""conjugation_templates"": 6, ""inverse_pairs"": [[""s"", ""sdg""], [""sx"", ""sxdg""], [""t"", ""tdg""]], ""parametric_inverse_gates"": [""p"", ""rx"", ""ry"", ""rz"", ""u1""], ""phase_merge_gates"": [""s"", ""sdg"", ""t"", ""tdg"", ""z"", ""p"", ""u1""], ""rotation_merge_gates"": [""rx"", ""ry"", ""rz""], ""self_inverse_gates"": [""ccx"", ""ch"", ""cswap"", ""cx"", ""cy"", ""cz"", ""h"", ""mcx"", ""swap"", ""x"", ""y"", ""z""]}, ""template_rewrites"": 0, ""theorem_target"": ""Thm 9 (BV oracle)"", ""version"": ""2.0.0""}"
E31-pilot,qft_3,QFT,3,WCL,phase1,6,6,0.0,0.9999999999999992,0ac4b0a0e813ec474432f4044e46798bce4668210034b65414d4d5303e67f710,0ac4b0a0e813ec474432f4044e46798bce4668210034b65414d4d5303e67f710,"{""algorithm"": ""greedy"", ""improvements"": 0, ""version"": ""3.2.0"", ""wire_traversal"": false}"
E31-pilot,qft_3,QFT,3,WCL,phase2a,6,6,0.0,0.9999999999999992,0ac4b0a0e813ec474432f4044e46798bce4668210034b65414d4d5303e67f710,0ac4b0a0e813ec474432f4044e46798bce4668210034b65414d4d5303e67f710,"{""algorithm"": ""commutation_rewriter"", ""improvements"": 0, ""window_size"": 10}"
E31-pilot,qft_3,QFT,3,WCL,phase2b,6,6,0.0,0.9999999999999992,0ac4b0a0e813ec474432f4044e46798bce4668210034b65414d4d5303e67f710,0ac4b0a0e813ec474432f4044e46798bce4668210034b65414d4d5303e67f710,"{""algorithm"": ""phase2b_template_matcher_full_pipeline"", ""cz_conversions"": 0, ""h_reorders"": 0, ""hh_cancellations"": 0, ""local_cancellations"": 0, ""mcz_conversions"": 0, ""pair_gathers"": 0, ""phase_merges"": 0, ""pipeline"": ""full"", ""template_library"": {""conjugation_templates"": 6, ""inverse_pairs"": [[""s"", ""sdg""], [""sx"", ""sxdg""], [""t"", ""tdg""]], ""parametric_inverse_gates"": [""p"", ""rx"", ""ry"", ""rz"", ""u1""], ""phase_merge_gates"": [""s"", ""sdg"", ""t"", ""tdg"", ""z"", ""p"", ""u1""], ""rotation_merge_gates"": [""rx"", ""ry"", ""rz""], ""self_inverse_gates"": [""ccx"", ""ch"", ""cswap"", ""cx"", ""cy"", ""cz"", ""h"", ""mcx"", ""swap"", ""x"", ""y"", ""z""]}, ""template_rewrites"": 0, ""theorem_target"": ""Thm 9 (BV oracle)"", ""version"": ""2.0.0""}"
E31-pilot,qft_3,QFT,3,SHUFFLE,phase1,6,6,0.0,0.9999999999999992,0ac4b0a0e813ec474432f4044e46798bce4668210034b65414d4d5303e67f710,f88fa5383f7aef6b6e03ff6283299c2b99e82f80c30a5bc6d21ebb59d6bfb64a,"{""algorithm"": ""greedy"", ""improvements"": 0, ""version"": ""3.2.0"", ""wire_traversal"": false}"
E31-pilot,qft_3,QFT,3,SHUFFLE,phase2a,6,6,0.0,0.9999999999999992,0ac4b0a0e813ec474432f4044e46798bce4668210034b65414d4d5303e67f710,f88fa5383f7aef6b6e03ff6283299c2b99e82f80c30a5bc6d21ebb59d6bfb64a,"{""algorithm"": ""commutation_rewriter"", ""improvements"": 0, ""window_size"": 10}"
E31-pilot,qft_3,QFT,3,SHUFFLE,phase2b,6,6,0.0,0.9999999999999992,0ac4b0a0e813ec474432f4044e46798bce4668210034b65414d4d5303e67f710,f88fa5383f7aef6b6e03ff6283299c2b99e82f80c30a5bc6d21ebb59d6bfb64a,"{""algorithm"": ""phase2b_template_matcher_full_pipeline"", ""cz_conversions"": 0, ""h_reorders"": 0, ""hh_cancellations"": 0, ""local_cancellations"": 0, ""mcz_conversions"": 0, ""pair_gathers"": 0, ""phase_merges"": 0, ""pipeline"": ""full"", ""template_library"": {""conjugation_templates"": 6, ""inverse_pairs"": [[""s"", ""sdg""], [""sx"", ""sxdg""], [""t"", ""tdg""]], ""parametric_inverse_gates"": [""p"", ""rx"", ""ry"", ""rz"", ""u1""], ""phase_merge_gates"": [""s"", ""sdg"", ""t"", ""tdg"", ""z"", ""p"", ""u1""], ""rotation_merge_gates"": [""rx"", ""ry"", ""rz""], ""self_inverse_gates"": [""ccx"", ""ch"", ""cswap"", ""cx"", ""cy"", ""cz"", ""h"", ""mcx"", ""swap"", ""x"", ""y"", ""z""]}, ""template_rewrites"": 0, ""theorem_target"": ""Thm 9 (BV oracle)"", ""version"": ""2.0.0""}"
E31-pilot,ghz_3,GHZ,3,LBL,phase1,3,3,0.0,0.9999999999999996,c69d250a367e14af30448dc6336a129d4b1d3025bf8f24a8e752571bfc1813ba,c69d250a367e14af30448dc6336a129d4b1d3025bf8f24a8e752571bfc1813ba,"{""algorithm"": ""greedy"", ""improvements"": 0, ""version"": ""3.2.0"", ""wire_traversal"": false}"
E31-pilot,ghz_3,GHZ,3,LBL,phase2a,3,3,0.0,0.9999999999999996,c69d250a367e14af30448dc6336a129d4b1d3025bf8f24a8e752571bfc1813ba,c69d250a367e14af30448dc6336a129d4b1d3025bf8f24a8e752571bfc1813ba,"{""algorithm"": ""commutation_rewriter"", ""improvements"": 0, ""window_size"": 10}"
E31-pilot,ghz_3,GHZ,3,LBL,phase2b,3,3,0.0,0.9999999999999996,c69d250a367e14af30448dc6336a129d4b1d3025bf8f24a8e752571bfc1813ba,c69d250a367e14af30448dc6336a129d4b1d3025bf8f24a8e752571bfc1813ba,"{""algorithm"": ""phase2b_template_matcher_full_pipeline"", ""cz_conversions"": 0, ""h_reorders"": 0, ""hh_cancellations"": 0, ""local_cancellations"": 0, ""mcz_conversions"": 0, ""pair_gathers"": 0, ""phase_merges"": 0, ""pipeline"": ""full"", ""template_library"": {""conjugation_templates"": 6, ""inverse_pairs"": [[""s"", ""sdg""], [""sx"", ""sxdg""], [""t"", ""tdg""]], ""parametric_inverse_gates"": [""p"", ""rx"", ""ry"", ""rz"", ""u1""], ""phase_merge_gates"": [""s"", ""sdg"", ""t"", ""tdg"", ""z"", ""p"", ""u1""], ""rotation_merge_gates"": [""rx"", ""ry"", ""rz""], ""self_inverse_gates"": [""ccx"", ""ch"", ""cswap"", ""cx"", ""cy"", ""cz"", ""h"", ""mcx"", ""swap"", ""x"", ""y"", ""z""]}, ""template_rewrites"": 0, ""theorem_target"": ""Thm 9 (BV oracle)"", ""version"": ""2.0.0""}"
E31-pilot,ghz_3,GHZ,3,WCL,phase1,3,3,0.0,0.9999999999999996,c69d250a367e14af30448dc6336a129d4b1d3025bf8f24a8e752571bfc1813ba,c69d250a367e14af30448dc6336a129d4b1d3025bf8f24a8e752571bfc1813ba,"{""algorithm"": ""greedy"", ""improvements"": 0, ""version"": ""3.2.0"", ""wire_traversal"": false}"
E31-pilot,ghz_3,GHZ,3,WCL,phase2a,3,3,0.0,0.9999999999999996,c69d250a367e14af30448dc6336a129d4b1d3025bf8f24a8e752571bfc1813ba,c69d250a367e14af30448dc6336a129d4b1d3025bf8f24a8e752571bfc1813ba,"{""algorithm"": ""commutation_rewriter"", ""improvements"": 0, ""window_size"": 10}"
E31-pilot,ghz_3,GHZ,3,WCL,phase2b,3,3,0.0,0.9999999999999996,c69d250a367e14af30448dc6336a129d4b1d3025bf8f24a8e752571bfc1813ba,c69d250a367e14af30448dc6336a129d4b1d3025bf8f24a8e752571bfc1813ba,"{""algorithm"": ""phase2b_template_matcher_full_pipeline"", ""cz_conversions"": 0, ""h_reorders"": 0, ""hh_cancellations"": 0, ""local_cancellations"": 0, ""mcz_conversions"": 0, ""pair_gathers"": 0, ""phase_merges"": 0, ""pipeline"": ""full"", ""template_library"": {""conjugation_templates"": 6, ""inverse_pairs"": [[""s"", ""sdg""], [""sx"", ""sxdg""], [""t"", ""tdg""]], ""parametric_inverse_gates"": [""p"", ""rx"", ""ry"", ""rz"", ""u1""], ""phase_merge_gates"": [""s"", ""sdg"", ""t"", ""tdg"", ""z"", ""p"", ""u1""], ""rotation_merge_gates"": [""rx"", ""ry"", ""rz""], ""self_inverse_gates"": [""ccx"", ""ch"", ""cswap"", ""cx"", ""cy"", ""cz"", ""h"", ""mcx"", ""swap"", ""x"", ""y"", ""z""]}, ""template_rewrites"": 0, ""theorem_target"": ""Thm 9 (BV oracle)"", ""version"": ""2.0.0""}"
E31-pilot,ghz_3,GHZ,3,SHUFFLE,phase1,3,3,0.0,0.9999999999999996,c69d250a367e14af30448dc6336a129d4b1d3025bf8f24a8e752571bfc1813ba,c69d250a367e14af30448dc6336a129d4b1d3025bf8f24a8e752571bfc1813ba,"{""algorithm"": ""greedy"", ""improvements"": 0, ""version"": ""3.2.0"", ""wire_traversal"": false}"
E31-pilot,ghz_3,GHZ,3,SHUFFLE,phase2a,3,3,0.0,0.9999999999999996,c69d250a367e14af30448dc6336a129d4b1d3025bf8f24a8e752571bfc1813ba,c69d250a367e14af30448dc6336a129d4b1d3025bf8f24a8e752571bfc1813ba,"{""algorithm"": ""commutation_rewriter"", ""improvements"": 0, ""window_size"": 10}"
E31-pilot,ghz_3,GHZ,3,SHUFFLE,phase2b,3,3,0.0,0.9999999999999996,c69d250a367e14af30448dc6336a129d4b1d3025bf8f24a8e752571bfc1813ba,c69d250a367e14af30448dc6336a129d4b1d3025bf8f24a8e752571bfc1813ba,"{""algorithm"": ""phase2b_template_matcher_full_pipeline"", ""cz_conversions"": 0, ""h_reorders"": 0, ""hh_cancellations"": 0, ""local_cancellations"": 0, ""mcz_conversions"": 0, ""pair_gathers"": 0, ""phase_merges"": 0, ""pipeline"": ""full"", ""template_library"": {""conjugation_templates"": 6, ""inverse_pairs"": [[""s"", ""sdg""], [""sx"", ""sxdg""], [""t"", ""tdg""]], ""parametric_inverse_gates"": [""p"", ""rx"", ""ry"", ""rz"", ""u1""], ""phase_merge_gates"": [""s"", ""sdg"", ""t"", ""tdg"", ""z"", ""p"", ""u1""], ""rotation_merge_gates"": [""rx"", ""ry"", ""rz""], ""self_inverse_gates"": [""ccx"", ""ch"", ""cswap"", ""cx"", ""cy"", ""cz"", ""h"", ""mcx"", ""swap"", ""x"", ""y"", ""z""]}, ""template_rewrites"": 0, ""theorem_target"": ""Thm 9 (BV oracle)"", ""version"": ""2.0.0""}"
E31-pilot,cnot_chain_3,CNOT,3,LBL,phase1,16,0,1.0,1.0,f3e1cc1549652f162539e9c0634f98494d1781a08f998296495d4a11a19ae4e8,f3e1cc1549652f162539e9c0634f98494d1781a08f998296495d4a11a19ae4e8,"{""algorithm"": ""greedy"", ""improvements"": 8, ""version"": ""3.2.0"", ""wire_traversal"": false}"
E31-pilot,cnot_chain_3,CNOT,3,LBL,phase2a,16,16,0.0,1.0,f3e1cc1549652f162539e9c0634f98494d1781a08f998296495d4a11a19ae4e8,f3e1cc1549652f162539e9c0634f98494d1781a08f998296495d4a11a19ae4e8,"{""algorithm"": ""commutation_rewriter"", ""improvements"": 0, ""window_size"": 10}"
E31-pilot,cnot_chain_3,CNOT,3,LBL,phase2b,16,0,1.0,1.0,f3e1cc1549652f162539e9c0634f98494d1781a08f998296495d4a11a19ae4e8,f3e1cc1549652f162539e9c0634f98494d1781a08f998296495d4a11a19ae4e8,"{""algorithm"": ""phase2b_template_matcher_full_pipeline"", ""cz_conversions"": 0, ""h_reorders"": 0, ""hh_cancellations"": 0, ""local_cancellations"": 8, ""mcz_conversions"": 0, ""pair_gathers"": 0, ""phase_merges"": 0, ""pipeline"": ""full"", ""template_library"": {""conjugation_templates"": 6, ""inverse_pairs"": [[""s"", ""sdg""], [""sx"", ""sxdg""], [""t"", ""tdg""]], ""parametric_inverse_gates"": [""p"", ""rx"", ""ry"", ""rz"", ""u1""], ""phase_merge_gates"": [""s"", ""sdg"", ""t"", ""tdg"", ""z"", ""p"", ""u1""], ""rotation_merge_gates"": [""rx"", ""ry"", ""rz""], ""self_inverse_gates"": [""ccx"", ""ch"", ""cswap"", ""cx"", ""cy"", ""cz"", ""h"", ""mcx"", ""swap"", ""x"", ""y"", ""z""]}, ""template_rewrites"": 0, ""theorem_target"": ""Thm 9 (BV oracle)"", ""version"": ""2.0.0""}"
E31-pilot,cnot_chain_3,CNOT,3,WCL,phase1,16,0,1.0,1.0,f3e1cc1549652f162539e9c0634f98494d1781a08f998296495d4a11a19ae4e8,f3e1cc1549652f162539e9c0634f98494d1781a08f998296495d4a11a19ae4e8,"{""algorithm"": ""greedy"", ""improvements"": 8, ""version"": ""3.2.0"", ""wire_traversal"": false}"
E31-pilot,cnot_chain_3,CNOT,3,WCL,phase2a,16,16,0.0,1.0,f3e1cc1549652f162539e9c0634f98494d1781a08f998296495d4a11a19ae4e8,f3e1cc1549652f162539e9c0634f98494d1781a08f998296495d4a11a19ae4e8,"{""algorithm"": ""commutation_rewriter"", ""improvements"": 0, ""window_size"": 10}"
E31-pilot,cnot_chain_3,CNOT,3,WCL,phase2b,16,0,1.0,1.0,f3e1cc1549652f162539e9c0634f98494d1781a08f998296495d4a11a19ae4e8,f3e1cc1549652f162539e9c0634f98494d1781a08f998296495d4a11a19ae4e8,"{""algorithm"": ""phase2b_template_matcher_full_pipeline"", ""cz_conversions"": 0, ""h_reorders"": 0, ""hh_cancellations"": 0, ""local_cancellations"": 8, ""mcz_conversions"": 0, ""pair_gathers"": 0, ""phase_merges"": 0, ""pipeline"": ""full"", ""template_library"": {""conjugation_templates"": 6, ""inverse_pairs"": [[""s"", ""sdg""], [""sx"", ""sxdg""], [""t"", ""tdg""]], ""parametric_inverse_gates"": [""p"", ""rx"", ""ry"", ""rz"", ""u1""], ""phase_merge_gates"": [""s"", ""sdg"", ""t"", ""tdg"", ""z"", ""p"", ""u1""], ""rotation_merge_gates"": [""rx"", ""ry"", ""rz""], ""self_inverse_gates"": [""ccx"", ""ch"", ""cswap"", ""cx"", ""cy"", ""cz"", ""h"", ""mcx"", ""swap"", ""x"", ""y"", ""z""]}, ""template_rewrites"": 0, ""theorem_target"": ""Thm 9 (BV oracle)"", ""version"": ""2.0.0""}"
E31-pilot,cnot_chain_3,CNOT,3,SHUFFLE,phase1,16,0,1.0,1.0,f3e1cc1549652f162539e9c0634f98494d1781a08f998296495d4a11a19ae4e8,f3e1cc1549652f162539e9c0634f98494d1781a08f998296495d4a11a19ae4e8,"{""algorithm"": ""greedy"", ""improvements"": 8, ""version"": ""3.2.0"", ""wire_traversal"": false}"
E31-pilot,cnot_chain_3,CNOT,3,SHUFFLE,phase2a,16,16,0.0,1.0,f3e1cc1549652f162539e9c0634f98494d1781a08f998296495d4a11a19ae4e8,f3e1cc1549652f162539e9c0634f98494d1781a08f998296495d4a11a19ae4e8,"{""algorithm"": ""commutation_rewriter"", ""improvements"": 0, ""window_size"": 10}"
E31-pilot,cnot_chain_3,CNOT,3,SHUFFLE,phase2b,16,0,1.0,1.0,f3e1cc1549652f162539e9c0634f98494d1781a08f998296495d4a11a19ae4e8,f3e1cc1549652f162539e9c0634f98494d1781a08f998296495d4a11a19ae4e8,"{""algorithm"": ""phase2b_template_matcher_full_pipeline"", ""cz_conversions"": 0, ""h_reorders"": 0, ""hh_cancellations"": 0, ""local_cancellations"": 8, ""mcz_conversions"": 0, ""pair_gathers"": 0, ""phase_merges"": 0, ""pipeline"": ""full"", ""template_library"": {""conjugation_templates"": 6, ""inverse_pairs"": [[""s"", ""sdg""], [""sx"", ""sxdg""], [""t"", ""tdg""]], ""parametric_inverse_gates"": [""p"", ""rx"", ""ry"", ""rz"", ""u1""], ""phase_merge_gates"": [""s"", ""sdg"", ""t"", ""tdg"", ""z"", ""p"", ""u1""], ""rotation_merge_gates"": [""rx"", ""ry"", ""rz""], ""self_inverse_gates"": [""ccx"", ""ch"", ""cswap"", ""cx"", ""cy"", ""cz"", ""h"", ""mcx"", ""swap"", ""x"", ""y"", ""z""]}, ""template_rewrites"": 0, ""theorem_target"": ""Thm 9 (BV oracle)"", ""version"": ""2.0.0""}"
E31-pilot,bv_3,Oracle,4,LBL,phase1,12,12,0.0,0.9999999999999974,2b1cde4abea2ed44a9eb8279de400f807116abcb88a364fd04bbb05b1c3244ae,2b1cde4abea2ed44a9eb8279de400f807116abcb88a364fd04bbb05b1c3244ae,"{""algorithm"": ""greedy"", ""improvements"": 0, ""version"": ""3.2.0"", ""wire_traversal"": false}"
E31-pilot,bv_3,Oracle,4,LBL,phase2a,12,10,0.16666666666666663,0.9999999999999974,2b1cde4abea2ed44a9eb8279de400f807116abcb88a364fd04bbb05b1c3244ae,2b1cde4abea2ed44a9eb8279de400f807116abcb88a364fd04bbb05b1c3244ae,"{""algorithm"": ""commutation_rewriter"", ""improvements"": 1, ""window_size"": 10}"
E31-pilot,bv_3,Oracle,4,LBL,phase2b,12,4,0.6666666666666667,0.9999999999999974,2b1cde4abea2ed44a9eb8279de400f807116abcb88a364fd04bbb05b1c3244ae,2b1cde4abea2ed44a9eb8279de400f807116abcb88a364fd04bbb05b1c3244ae,"{""algorithm"": ""phase2b_template_matcher_full_pipeline"", ""cz_conversions"": 0, ""h_reorders"": 15, ""hh_cancellations"": 4, ""local_cancellations"": 0, ""mcz_conversions"": 0, ""pair_gathers"": 8, ""phase_merges"": 0, ""pipeline"": ""full"", ""template_library"": {""conjugation_templates"": 6, ""inverse_pairs"": [[""s"", ""sdg""], [""sx"", ""sxdg""], [""t"", ""tdg""]], ""parametric_inverse_gates"": [""p"", ""rx"", ""ry"", ""rz"", ""u1""], ""phase_merge_gates"": [""s"", ""sdg"", ""t"", ""tdg"", ""z"", ""p"", ""u1""], ""rotation_merge_gates"": [""rx"", ""ry"", ""rz""], ""self_inverse_gates"": [""ccx"", ""ch"", ""cswap"", ""cx"", ""cy"", ""cz"", ""h"", ""mcx"", ""swap"", ""x"", ""y"", ""z""]}, ""template_rewrites"": 2, ""theorem_target"": ""Thm 9 (BV oracle)"", ""version"": ""2.0.0""}"
E31-pilot,bv_3,Oracle,4,WCL,phase1,12,10,0.16666666666666663,0.9999999999999974,2b1cde4abea2ed44a9eb8279de400f807116abcb88a364fd04bbb05b1c3244ae,0206731818e4f86ff942f8d2ef89eaebd104569c0850cb9a923dd3bdd885c8a2,"{""algorithm"": ""greedy"", ""improvements"": 1, ""version"": ""3.2.0"", ""wire_traversal"": false}"
E31-pilot,bv_3,Oracle,4,WCL,phase2a,12,12,0.0,0.9999999999999974,2b1cde4abea2ed44a9eb8279de400f807116abcb88a364fd04bbb05b1c3244ae,0206731818e4f86ff942f8d2ef89eaebd104569c0850cb9a923dd3bdd885c8a2,"{""algorithm"": ""commutation_rewriter"", ""improvements"": 0, ""window_size"": 10}"
E31-pilot,bv_3,Oracle,4,WCL,phase2b,12,4,0.6666666666666667,0.9999999999999974,2b1cde4abea2ed44a9eb8279de400f807116abcb88a364fd04bbb05b1c3244ae,0206731818e4f86ff942f8d2ef89eaebd104569c0850cb9a923dd3bdd885c8a2,"{""algorithm"": ""phase2b_template_matcher_full_pipeline"", ""cz_conversions"": 0, ""h_reorders"": 12, ""hh_cancellations"": 4, ""local_cancellations"": 0, ""mcz_conversions"": 0, ""pair_gathers"": 0, ""phase_merges"": 0, ""pipeline"": ""full"", ""template_library"": {""conjugation_templates"": 6, ""inverse_pairs"": [[""s"", ""sdg""], [""sx"", ""sxdg""], [""t"", ""tdg""]], ""parametric_inverse_gates"": [""p"", ""rx"", ""ry"", ""rz"", ""u1""], ""phase_merge_gates"": [""s"", ""sdg"", ""t"", ""tdg"", ""z"", ""p"", ""u1""], ""rotation_merge_gates"": [""rx"", ""ry"", ""rz""], ""self_inverse_gates"": [""ccx"", ""ch"", ""cswap"", ""cx"", ""cy"", ""cz"", ""h"", ""mcx"", ""swap"", ""x"", ""y"", ""z""]}, ""template_rewrites"": 2, ""theorem_target"": ""Thm 9 (BV oracle)"", ""version"": ""2.0.0""}"
E31-pilot,bv_3,Oracle,4,SHUFFLE,phase1,12,10,0.16666666666666663,0.9999999999999974,2b1cde4abea2ed44a9eb8279de400f807116abcb88a364fd04bbb05b1c3244ae,300be9d2ba5c32e01556cd4c3eb3f54f8a16c84c0b1c088dfda1d29945008ca4,"{""algorithm"": ""greedy"", ""improvements"": 1, ""version"": ""3.2.0"", ""wire_traversal"": false}"
E31-pilot,bv_3,Oracle,4,SHUFFLE,phase2a,12,12,0.0,0.9999999999999974,2b1cde4abea2ed44a9eb8279de400f807116abcb88a364fd04bbb05b1c3244ae,300be9d2ba5c32e01556cd4c3eb3f54f8a16c84c0b1c088dfda1d29945008ca4,"{""algorithm"": ""commutation_rewriter"", ""improvements"": 0, ""window_size"": 10}"
E31-pilot,bv_3,Oracle,4,SHUFFLE,phase2b,12,4,0.6666666666666667,0.9999999999999974,2b1cde4abea2ed44a9eb8279de400f807116abcb88a364fd04bbb05b1c3244ae,300be9d2ba5c32e01556cd4c3eb3f54f8a16c84c0b1c088dfda1d29945008ca4,"{""algorithm"": ""phase2b_template_matcher_full_pipeline"", ""cz_conversions"": 0, ""h_reorders"": 10, ""hh_cancellations"": 4, ""local_cancellations"": 0, ""mcz_conversions"": 0, ""pair_gathers"": 0, ""phase_merges"": 0, ""pipeline"": ""full"", ""template_library"": {""conjugation_templates"": 6, ""inverse_pairs"": [[""s"", ""sdg""], [""sx"", ""sxdg""], [""t"", ""tdg""]], ""parametric_inverse_gates"": [""p"", ""rx"", ""ry"", ""rz"", ""u1""], ""phase_merge_gates"": [""s"", ""sdg"", ""t"", ""tdg"", ""z"", ""p"", ""u1""], ""rotation_merge_gates"": [""rx"", ""ry"", ""rz""], ""self_inverse_gates"": [""ccx"", ""ch"", ""cswap"", ""cx"", ""cy"", ""cz"", ""h"", ""mcx"", ""swap"", ""x"", ""y"", ""z""]}, ""template_rewrites"": 2, ""theorem_target"": ""Thm 9 (BV oracle)"", ""version"": ""2.0.0""}"
E31-pilot,qaoa_line_3,QAOA,3,LBL,phase1,12,12,0.0,1.0000000000000016,7a7b6ebb8e44692817a8f944a158deeae90ddff8eabe43a2cdf9f6410f0e414e,7a7b6ebb8e44692817a8f944a158deeae90ddff8eabe43a2cdf9f6410f0e414e,"{""algorithm"": ""greedy"", ""improvements"": 0, ""version"": ""3.2.0"", ""wire_traversal"": false}"
E31-pilot,qaoa_line_3,QAOA,3,LBL,phase2a,12,12,0.0,1.0000000000000016,7a7b6ebb8e44692817a8f944a158deeae90ddff8eabe43a2cdf9f6410f0e414e,7a7b6ebb8e44692817a8f944a158deeae90ddff8eabe43a2cdf9f6410f0e414e,"{""algorithm"": ""commutation_rewriter"", ""improvements"": 0, ""window_size"": 10}"
E31-pilot,qaoa_line_3,QAOA,3,LBL,phase2b,12,12,0.0,1.0000000000000016,7a7b6ebb8e44692817a8f944a158deeae90ddff8eabe43a2cdf9f6410f0e414e,7a7b6ebb8e44692817a8f944a158deeae90ddff8eabe43a2cdf9f6410f0e414e,"{""algorithm"": ""phase2b_template_matcher_full_pipeline"", ""cz_conversions"": 0, ""h_reorders"": 0, ""hh_cancellations"": 0, ""local_cancellations"": 0, ""mcz_conversions"": 0, ""pair_gathers"": 0, ""phase_merges"": 0, ""pipeline"": ""full"", ""template_library"": {""conjugation_templates"": 6, ""inverse_pairs"": [[""s"", ""sdg""], [""sx"", ""sxdg""], [""t"", ""tdg""]], ""parametric_inverse_gates"": [""p"", ""rx"", ""ry"", ""rz"", ""u1""], ""phase_merge_gates"": [""s"", ""sdg"", ""t"", ""tdg"", ""z"", ""p"", ""u1""], ""rotation_merge_gates"": [""rx"", ""ry"", ""rz""], ""self_inverse_gates"": [""ccx"", ""ch"", ""cswap"", ""cx"", ""cy"", ""cz"", ""h"", ""mcx"", ""swap"", ""x"", ""y"", ""z""]}, ""template_rewrites"": 0, ""theorem_target"": ""Thm 9 (BV oracle)"", ""version"": ""2.0.0""}"
E31-pilot,qaoa_line_3,QAOA,3,WCL,phase1,12,12,0.0,1.0000000000000016,7a7b6ebb8e44692817a8f944a158deeae90ddff8eabe43a2cdf9f6410f0e414e,7a7b6ebb8e44692817a8f944a158deeae90ddff8eabe43a2cdf9f6410f0e414e,"{""algorithm"": ""greedy"", ""improvements"": 0, ""version"": ""3.2.0"", ""wire_traversal"": false}"
E31-pilot,qaoa_line_3,QAOA,3,WCL,phase2a,12,12,0.0,1.0000000000000016,7a7b6ebb8e44692817a8f944a158deeae90ddff8eabe43a2cdf9f6410f0e414e,7a7b6ebb8e44692817a8f944a158deeae90ddff8eabe43a2cdf9f6410f0e414e,"{""algorithm"": ""commutation_rewriter"", ""improvements"": 0, ""window_size"": 10}"
E31-pilot,qaoa_line_3,QAOA,3,WCL,phase2b,12,12,0.0,1.0000000000000016,7a7b6ebb8e44692817a8f944a158deeae90ddff8eabe43a2cdf9f6410f0e414e,7a7b6ebb8e44692817a8f944a158deeae90ddff8eabe43a2cdf9f6410f0e414e,"{""algorithm"": ""phase2b_template_matcher_full_pipeline"", ""cz_conversions"": 0, ""h_reorders"": 0, ""hh_cancellations"": 0, ""local_cancellations"": 0, ""mcz_conversions"": 0, ""pair_gathers"": 0, ""phase_merges"": 0, ""pipeline"": ""full"", ""template_library"": {""conjugation_templates"": 6, ""inverse_pairs"": [[""s"", ""sdg""], [""sx"", ""sxdg""], [""t"", ""tdg""]], ""parametric_inverse_gates"": [""p"", ""rx"", ""ry"", ""rz"", ""u1""], ""phase_merge_gates"": [""s"", ""sdg"", ""t"", ""tdg"", ""z"", ""p"", ""u1""], ""rotation_merge_gates"": [""rx"", ""ry"", ""rz""], ""self_inverse_gates"": [""ccx"", ""ch"", ""cswap"", ""cx"", ""cy"", ""cz"", ""h"", ""mcx"", ""swap"", ""x"", ""y"", ""z""]}, ""template_rewrites"": 0, ""theorem_target"": ""Thm 9 (BV oracle)"", ""version"": ""2.0.0""}"
E31-pilot,qaoa_line_3,QAOA,3,SHUFFLE,phase1,12,12,0.0,1.000000000000001,7a7b6ebb8e44692817a8f944a158deeae90ddff8eabe43a2cdf9f6410f0e414e,4a193bbf4f433a2df453c8e1af78d77b678e1d72b88e97aeeda8fbdcac626750,"{""algorithm"": ""greedy"", ""improvements"": 0, ""version"": ""3.2.0"", ""wire_traversal"": false}"
E31-pilot,qaoa_line_3,QAOA,3,SHUFFLE,phase2a,12,12,0.0,1.000000000000001,7a7b6ebb8e44692817a8f944a158deeae90ddff8eabe43a2cdf9f6410f0e414e,4a193bbf4f433a2df453c8e1af78d77b678e1d72b88e97aeeda8fbdcac626750,"{""algorithm"": ""commutation_rewriter"", ""improvements"": 0, ""window_size"": 10}"
