experiment,part,circuit_family,circuit_type,n_qubits,depth,trial,seed,optimizer,gate_count,original_size,optimized_size,reduction,fidelity,success,runtime_seconds,instance_id
10,random,Universal,random,5,20,55,97,commutation_phase2,100,100,94,0.06000000000000005,0.9999999999999906,False,0.022621631622314453,
10,random,Universal,random,5,20,55,97,hybrid_phase1_2,100,100,94,0.06000000000000005,0.9999999999999906,False,0.09506106376647949,
10,random,Universal,random,5,20,56,98,greedy_phase1,100,100,100,0.0,0.9999999999999927,False,0.002000570297241211,
10,random,Universal,random,5,20,56,98,commutation_phase2,100,100,96,0.040000000000000036,0.9999999999999936,False,0.015001773834228516,
10,random,Universal,random,5,20,56,98,hybrid_phase1_2,100,100,96,0.040000000000000036,0.9999999999999936,False,0.08144116401672363,
10,random,Universal,random,5,20,57,99,greedy_phase1,100,100,100,0.0,0.9999999999999938,False,0.0022509098052978516,
10,random,Universal,random,5,20,57,99,commutation_phase2,100,100,96,0.040000000000000036,0.9999999999999948,False,0.016003131866455078,
10,random,Universal,random,5,20,57,99,hybrid_phase1_2,100,100,96,0.040000000000000036,0.9999999999999948,False,0.08969497680664062,
10,random,Universal,random,5,20,58,100,greedy_phase1,100,100,100,0.0,0.9999999999999911,False,0.0020809173583984375,
10,random,Universal,random,5,20,58,100,commutation_phase2,100,100,98,0.020000000000000018,0.9999999999999916,False,0.012765169143676758,
10,random,Universal,random,5,20,58,100,hybrid_phase1_2,100,100,98,0.020000000000000018,0.9999999999999916,False,0.0882575511932373,
10,random,Universal,random,5,20,59,101,greedy_phase1,100,100,100,0.0,0.9999999999999927,False,0.0028905868530273438,
10,random,Universal,random,5,20,59,101,commutation_phase2,100,100,96,0.040000000000000036,0.9999999999999931,False,0.0186154842376709,
10,random,Universal,random,5,20,59,101,hybrid_phase1_2,100,100,96,0.040000000000000036,0.9999999999999931,False,0.09230256080627441,
10,random,Universal,random,5,20,60,102,greedy_phase1,100,100,100,0.0,0.9999999999999913,False,0.002000093460083008,
