a,a_se,b,b_se,r2,a_ci_lower,a_ci_upper,b_ci_lower,b_ci_upper,a_bootstrap_mean,b_bootstrap_mean
63.82866779392472,25.320020938117793,0.010000000000000231,0.21492641026710696,-0.007515123050025441,63.828667781248456,63.82866779174466,0.010000000000000002,0.010000000000000004,63.82866778651144,0.010000000000000005
