schema_version,experiment_id,run_id,timestamp_utc,circuit_id,circuit_family,circuit_type,benchmark_suite,n_qubits,depth,gate_count_total,gate_count_1q,gate_count_2q,gate_count_multiq,gate_counts_json,compiled_depth,compiled_gate_counts_json,baseline_gate_count,optimized_gate_count,reduction,reduction_pct,fidelity,fidelity_source,success,runtime_seconds,optimizer,optimizer_version,optimizer_config_json,compiler,compiler_version,compiler_optimization_level,compiler_config_id,seed,trial,source_file,source_sha256,input_circuit_sha256,output_circuit_sha256,env_id,notes
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.593828+00:00,cnot_chain_3,CNOT,cnot_chain,extended_v5_full,3,16,16,0,16,0,"{""cx"":16}",0,{},16,0,1.0,100.0,1.0,exact,True,0.005000352859497,none,none,{},qiskit_transpile,2.4.1,2,qiskit_heavy_hex,42,2,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,f3e1cc1549652f162539e9c0634f98494d1781a08f998296495d4a11a19ae4e8,e05a2d3a8b49e581ac31c9c8e6fd401977ac89b309189aacc2b8074ecefad676,e12_full_20260721_072841_nocoupling,
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.604065+00:00,cnot_chain_3,CNOT,cnot_chain,extended_v5_full,3,16,16,0,16,0,"{""cx"":16}",0,{},16,0,1.0,100.0,1.0,exact,True,0.0080382823944091,none,none,{},qiskit_transpile,2.4.1,3,qiskit_heavy_hex,42,2,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,f3e1cc1549652f162539e9c0634f98494d1781a08f998296495d4a11a19ae4e8,e05a2d3a8b49e581ac31c9c8e6fd401977ac89b309189aacc2b8074ecefad676,e12_full_20260721_072841_nocoupling,
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.623285+00:00,bv_3,Oracle,bernstein_vazirani,extended_v5_full,4,6,12,10,2,0,"{""cx"":2,""h"":8,""x"":2}",6,"{""cx"":2,""h"":8,""x"":2}",12,12,0.0,0.0,0.9999999999999974,exact,True,0.0029847621917724,none,none,{},qiskit_transpile,2.4.1,0,qiskit_heavy_hex,42,3,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,2b1cde4abea2ed44a9eb8279de400f807116abcb88a364fd04bbb05b1c3244ae,0206731818e4f86ff942f8d2ef89eaebd104569c0850cb9a923dd3bdd885c8a2,e12_full_20260721_072841_nocoupling,
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.630318+00:00,bv_3,Oracle,bernstein_vazirani,extended_v5_full,4,6,12,10,2,0,"{""cx"":2,""h"":8,""x"":2}",4,"{""cx"":2,""h"":4,""u2"":2}",12,8,0.3333333333333333,33.333333333333336,0.999999999999998,exact,True,0.0041108131408691,none,none,{},qiskit_transpile,2.4.1,1,qiskit_heavy_hex,42,3,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,2b1cde4abea2ed44a9eb8279de400f807116abcb88a364fd04bbb05b1c3244ae,e8b5518512be3903d2d30e0f6c146fde952b3d2dace601dc76038efdff5172b5,e12_full_20260721_072841_nocoupling,
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.638539+00:00,bv_3,Oracle,bernstein_vazirani,extended_v5_full,4,6,12,10,2,0,"{""cx"":2,""h"":8,""x"":2}",4,"{""cx"":2,""h"":4,""u2"":2}",12,8,0.3333333333333333,33.333333333333336,0.999999999999998,exact,True,0.0062158107757568,none,none,{},qiskit_transpile,2.4.1,2,qiskit_heavy_hex,42,3,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,2b1cde4abea2ed44a9eb8279de400f807116abcb88a364fd04bbb05b1c3244ae,e8b5518512be3903d2d30e0f6c146fde952b3d2dace601dc76038efdff5172b5,e12_full_20260721_072841_nocoupling,
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.647119+00:00,bv_3,Oracle,bernstein_vazirani,extended_v5_full,4,6,12,10,2,0,"{""cx"":2,""h"":8,""x"":2}",4,"{""cx"":2,""h"":4,""u2"":2}",12,8,0.3333333333333333,33.333333333333336,0.999999999999998,exact,True,0.0056567192077636,none,none,{},qiskit_transpile,2.4.1,3,qiskit_heavy_hex,42,3,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,2b1cde4abea2ed44a9eb8279de400f807116abcb88a364fd04bbb05b1c3244ae,e8b5518512be3903d2d30e0f6c146fde952b3d2dace601dc76038efdff5172b5,e12_full_20260721_072841_nocoupling,
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.667120+00:00,qaoa_line_3,QAOA,qaoa_line,extended_v5_full,3,15,21,13,8,0,"{""cx"":8,""u"":13}",15,"{""cx"":8,""u"":13}",21,21,0.0,0.0,1.000000000000001,exact,True,0.0030004978179931,none,none,{},qiskit_transpile,2.4.1,0,qiskit_heavy_hex,42,4,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,4ab7f5ec5a5f9989af1f36279dbbc10173d67caa576e8d8365361fd7b2825f61,4ab7f5ec5a5f9989af1f36279dbbc10173d67caa576e8d8365361fd7b2825f61,e12_full_20260721_072841_nocoupling,
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.673288+00:00,qaoa_line_3,QAOA,qaoa_line,extended_v5_full,3,15,21,13,8,0,"{""cx"":8,""u"":13}",15,"{""cx"":8,""u"":13}",21,21,0.0,0.0,1.000000000000001,exact,True,0.0030748844146728,none,none,{},qiskit_transpile,2.4.1,1,qiskit_heavy_hex,42,4,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,4ab7f5ec5a5f9989af1f36279dbbc10173d67caa576e8d8365361fd7b2825f61,4ab7f5ec5a5f9989af1f36279dbbc10173d67caa576e8d8365361fd7b2825f61,e12_full_20260721_072841_nocoupling,
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.684200+00:00,qaoa_line_3,QAOA,qaoa_line,extended_v5_full,3,15,21,13,8,0,"{""cx"":8,""u"":13}",15,"{""cx"":8,""u"":13}",21,21,0.0,0.0,1.000000000000001,exact,True,0.006925344467163,none,none,{},qiskit_transpile,2.4.1,2,qiskit_heavy_hex,42,4,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,4ab7f5ec5a5f9989af1f36279dbbc10173d67caa576e8d8365361fd7b2825f61,4ab7f5ec5a5f9989af1f36279dbbc10173d67caa576e8d8365361fd7b2825f61,e12_full_20260721_072841_nocoupling,
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.695319+00:00,qaoa_line_3,QAOA,qaoa_line,extended_v5_full,3,15,21,13,8,0,"{""cx"":8,""u"":13}",15,"{""cx"":8,""u"":13}",21,21,0.0,0.0,1.000000000000001,exact,True,0.0051145553588867,none,none,{},qiskit_transpile,2.4.1,3,qiskit_heavy_hex,42,4,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,4ab7f5ec5a5f9989af1f36279dbbc10173d67caa576e8d8365361fd7b2825f61,4ab7f5ec5a5f9989af1f36279dbbc10173d67caa576e8d8365361fd7b2825f61,e12_full_20260721_072841_nocoupling,
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.713479+00:00,vqe_twolocal_3,VQE,two_local,extended_v5_full,3,10,22,18,4,0,"{""cx"":4,""u"":18}",10,"{""cx"":4,""u"":18}",22,22,0.0,0.0,1.0000000000000004,exact,True,0.002000093460083,none,none,{},qiskit_transpile,2.4.1,0,qiskit_heavy_hex,42,5,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,dcd9e71f60c8f6cbdd359b080e754fa27352f6697878f78765d880b4e2e3a2be,dcd9e71f60c8f6cbdd359b080e754fa27352f6697878f78765d880b4e2e3a2be,e12_full_20260721_072841_nocoupling,
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.719753+00:00,vqe_twolocal_3,VQE,two_local,extended_v5_full,3,10,22,18,4,0,"{""cx"":4,""u"":18}",7,"{""cx"":4,""u3"":9}",22,13,0.409090909090909,40.90909090909091,1.0000000000000009,exact,True,0.0031569004058837,none,none,{},qiskit_transpile,2.4.1,1,qiskit_heavy_hex,42,5,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,dcd9e71f60c8f6cbdd359b080e754fa27352f6697878f78765d880b4e2e3a2be,e6efa30607c311cac940e7603c74e85bb3adb687346d8dcab0c6662eb921cc88,e12_full_20260721_072841_nocoupling,
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.729643+00:00,vqe_twolocal_3,VQE,two_local,extended_v5_full,3,10,22,18,4,0,"{""cx"":4,""u"":18}",7,"{""cx"":4,""u3"":9}",22,13,0.409090909090909,40.90909090909091,1.0000000000000009,exact,True,0.0059070587158203,none,none,{},qiskit_transpile,2.4.1,2,qiskit_heavy_hex,42,5,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,dcd9e71f60c8f6cbdd359b080e754fa27352f6697878f78765d880b4e2e3a2be,e6efa30607c311cac940e7603c74e85bb3adb687346d8dcab0c6662eb921cc88,e12_full_20260721_072841_nocoupling,
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.738750+00:00,vqe_twolocal_3,VQE,two_local,extended_v5_full,3,10,22,18,4,0,"{""cx"":4,""u"":18}",7,"{""cx"":4,""u3"":9}",22,13,0.409090909090909,40.90909090909091,1.0000000000000009,exact,True,0.0061125755310058,none,none,{},qiskit_transpile,2.4.1,3,qiskit_heavy_hex,42,5,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,dcd9e71f60c8f6cbdd359b080e754fa27352f6697878f78765d880b4e2e3a2be,e6efa30607c311cac940e7603c74e85bb3adb687346d8dcab0c6662eb921cc88,e12_full_20260721_072841_nocoupling,
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.757264+00:00,hardware_eff_3,HardwareEfficient,hardware_efficient,extended_v5_full,3,8,16,12,4,0,"{""cx"":4,""ry"":6,""rz"":6}",8,"{""cx"":4,""ry"":6,""rz"":6}",16,16,0.0,0.0,0.9999999999999992,exact,True,0.0029990673065185,none,none,{},qiskit_transpile,2.4.1,0,qiskit_heavy_hex,42,6,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,1b903d51ab9c0ccf044b3a368ea979a8f5f6b41a3f43814c4207751e2749a4d8,f34836a1fc2585d2de69a7fa3f780089dc56d34ad44188ea61a259fa6a19aee3,e12_full_20260721_072841_nocoupling,
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.765375+00:00,hardware_eff_3,HardwareEfficient,hardware_efficient,extended_v5_full,3,8,16,12,4,0,"{""cx"":4,""ry"":6,""rz"":6}",6,"{""cx"":4,""u3"":6}",16,10,0.375,37.5,0.9999999999999996,exact,True,0.0040004253387451,none,none,{},qiskit_transpile,2.4.1,1,qiskit_heavy_hex,42,6,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,1b903d51ab9c0ccf044b3a368ea979a8f5f6b41a3f43814c4207751e2749a4d8,d1da7c1423589afa598f87ceaf0380010744375d56ae4035bc88fb6f1802e00b,e12_full_20260721_072841_nocoupling,
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.773371+00:00,hardware_eff_3,HardwareEfficient,hardware_efficient,extended_v5_full,3,8,16,12,4,0,"{""cx"":4,""ry"":6,""rz"":6}",6,"{""cx"":4,""u3"":6}",16,10,0.375,37.5,0.9999999999999996,exact,True,0.0059995651245117,none,none,{},qiskit_transpile,2.4.1,2,qiskit_heavy_hex,42,6,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,1b903d51ab9c0ccf044b3a368ea979a8f5f6b41a3f43814c4207751e2749a4d8,d1da7c1423589afa598f87ceaf0380010744375d56ae4035bc88fb6f1802e00b,e12_full_20260721_072841_nocoupling,
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.782369+00:00,hardware_eff_3,HardwareEfficient,hardware_efficient,extended_v5_full,3,8,16,12,4,0,"{""cx"":4,""ry"":6,""rz"":6}",6,"{""cx"":4,""u3"":6}",16,10,0.375,37.5,0.9999999999999996,exact,True,0.0059981346130371,none,none,{},qiskit_transpile,2.4.1,3,qiskit_heavy_hex,42,6,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,1b903d51ab9c0ccf044b3a368ea979a8f5f6b41a3f43814c4207751e2749a4d8,d1da7c1423589afa598f87ceaf0380010744375d56ae4035bc88fb6f1802e00b,e12_full_20260721_072841_nocoupling,
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.800370+00:00,grover_3,Grover,grover,extended_v5_full,3,11,23,21,0,2,"{""ccx"":2,""h"":13,""x"":8}",11,"{""ccx"":2,""h"":13,""x"":8}",23,23,0.0,0.0,0.999999999999996,exact,True,0.0020036697387695,none,none,{},qiskit_transpile,2.4.1,0,qiskit_heavy_hex,42,7,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,4919c6a54e51fe092d959dc79954a48e23b877bb12ed03b45dc4b47a72222587,7209d56a6c1208f855dbf438928508f9e6828f4d4ff41f82273a09854409f1fe,e12_full_20260721_072841_nocoupling,
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.806558+00:00,grover_3,Grover,grover,extended_v5_full,3,11,23,21,0,2,"{""ccx"":2,""h"":13,""x"":8}",5,"{""ccx"":2,""h"":1,""u1"":1,""u2"":6}",23,10,0.5652173913043479,56.52173913043479,0.9999999999999974,exact,True,0.0030882358551025,none,none,{},qiskit_transpile,2.4.1,1,qiskit_heavy_hex,42,7,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,4919c6a54e51fe092d959dc79954a48e23b877bb12ed03b45dc4b47a72222587,2171735abd0018b5c24bbaa6271e3895fa4855dc328d0b1fb51749835a018d39,e12_full_20260721_072841_nocoupling,
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.816670+00:00,grover_3,Grover,grover,extended_v5_full,3,11,23,21,0,2,"{""ccx"":2,""h"":13,""x"":8}",5,"{""ccx"":2,""h"":1,""u1"":1,""u2"":6}",23,10,0.5652173913043479,56.52173913043479,0.9999999999999974,exact,True,0.0061051845550537,none,none,{},qiskit_transpile,2.4.1,2,qiskit_heavy_hex,42,7,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,4919c6a54e51fe092d959dc79954a48e23b877bb12ed03b45dc4b47a72222587,2171735abd0018b5c24bbaa6271e3895fa4855dc328d0b1fb51749835a018d39,e12_full_20260721_072841_nocoupling,
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.825679+00:00,grover_3,Grover,grover,extended_v5_full,3,11,23,21,0,2,"{""ccx"":2,""h"":13,""x"":8}",5,"{""ccx"":2,""h"":1,""u1"":1,""u2"":6}",23,10,0.5652173913043479,56.52173913043479,0.9999999999999974,exact,True,0.0060021877288818,none,none,{},qiskit_transpile,2.4.1,3,qiskit_heavy_hex,42,7,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,4919c6a54e51fe092d959dc79954a48e23b877bb12ed03b45dc4b47a72222587,2171735abd0018b5c24bbaa6271e3895fa4855dc328d0b1fb51749835a018d39,e12_full_20260721_072841_nocoupling,
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.841574+00:00,adder_3,Adder,quantum_adder,extended_v5_full,4,6,6,1,2,3,"{""ccx"":3,""cx"":2,""x"":1}",6,"{""ccx"":3,""cx"":2,""x"":1}",6,6,0.0,0.0,1.0,exact,True,0.0030834674835205,none,none,{},qiskit_transpile,2.4.1,0,qiskit_heavy_hex,42,8,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,376ceef4983731f7550ead348027cf64df326a3131ced4b5445918208feab683,376ceef4983731f7550ead348027cf64df326a3131ced4b5445918208feab683,e12_full_20260721_072841_nocoupling,
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.847494+00:00,adder_3,Adder,quantum_adder,extended_v5_full,4,6,6,1,2,3,"{""ccx"":3,""cx"":2,""x"":1}",6,"{""ccx"":3,""cx"":2,""x"":1}",6,6,0.0,0.0,1.0,exact,True,0.0039188861846923,none,none,{},qiskit_transpile,2.4.1,1,qiskit_heavy_hex,42,8,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,376ceef4983731f7550ead348027cf64df326a3131ced4b5445918208feab683,376ceef4983731f7550ead348027cf64df326a3131ced4b5445918208feab683,e12_full_20260721_072841_nocoupling,
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.857519+00:00,adder_3,Adder,quantum_adder,extended_v5_full,4,6,6,1,2,3,"{""ccx"":3,""cx"":2,""x"":1}",6,"{""ccx"":3,""cx"":2,""x"":1}",6,6,0.0,0.0,1.0,exact,True,0.0080175399780273,none,none,{},qiskit_transpile,2.4.1,2,qiskit_heavy_hex,42,8,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,376ceef4983731f7550ead348027cf64df326a3131ced4b5445918208feab683,376ceef4983731f7550ead348027cf64df326a3131ced4b5445918208feab683,e12_full_20260721_072841_nocoupling,
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.867610+00:00,adder_3,Adder,quantum_adder,extended_v5_full,4,6,6,1,2,3,"{""ccx"":3,""cx"":2,""x"":1}",6,"{""ccx"":3,""cx"":2,""x"":1}",6,6,0.0,0.0,1.0,exact,True,0.0080959796905517,none,none,{},qiskit_transpile,2.4.1,3,qiskit_heavy_hex,42,8,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,376ceef4983731f7550ead348027cf64df326a3131ced4b5445918208feab683,376ceef4983731f7550ead348027cf64df326a3131ced4b5445918208feab683,e12_full_20260721_072841_nocoupling,
