schema_version,experiment_id,run_id,timestamp_utc,circuit_id,circuit_family,circuit_type,benchmark_suite,n_qubits,depth,gate_count_total,gate_count_1q,gate_count_2q,gate_count_multiq,gate_counts_json,compiled_depth,compiled_gate_counts_json,baseline_gate_count,optimized_gate_count,reduction,reduction_pct,fidelity,fidelity_source,success,runtime_seconds,optimizer,optimizer_version,optimizer_config_json,compiler,compiler_version,compiler_optimization_level,compiler_config_id,seed,trial,source_file,source_sha256,input_circuit_sha256,output_circuit_sha256,env_id,notes
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.495634+00:00,qft_3,QFT,qft,extended_v5_full,3,5,6,3,3,0,"{""cp"":3,""h"":3}",5,"{""cp"":3,""h"":3}",6,6,0.0,0.0,0.9999999999999992,exact,True,1.039060115814209,none,none,{},qiskit_transpile,2.4.1,0,qiskit_heavy_hex,42,0,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,0ac4b0a0e813ec474432f4044e46798bce4668210034b65414d4d5303e67f710,f88fa5383f7aef6b6e03ff6283299c2b99e82f80c30a5bc6d21ebb59d6bfb64a,e12_full_20260721_072841_nocoupling,
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.503634+00:00,qft_3,QFT,qft,extended_v5_full,3,5,6,3,3,0,"{""cp"":3,""h"":3}",5,"{""cp"":3,""h"":3}",6,6,0.0,0.0,0.9999999999999992,exact,True,0.0050029754638671,none,none,{},qiskit_transpile,2.4.1,1,qiskit_heavy_hex,42,0,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,0ac4b0a0e813ec474432f4044e46798bce4668210034b65414d4d5303e67f710,f88fa5383f7aef6b6e03ff6283299c2b99e82f80c30a5bc6d21ebb59d6bfb64a,e12_full_20260721_072841_nocoupling,
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.511643+00:00,qft_3,QFT,qft,extended_v5_full,3,5,6,3,3,0,"{""cp"":3,""h"":3}",5,"{""cp"":3,""h"":3}",6,6,0.0,0.0,0.9999999999999992,exact,True,0.0059995651245117,none,none,{},qiskit_transpile,2.4.1,2,qiskit_heavy_hex,42,0,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,0ac4b0a0e813ec474432f4044e46798bce4668210034b65414d4d5303e67f710,f88fa5383f7aef6b6e03ff6283299c2b99e82f80c30a5bc6d21ebb59d6bfb64a,e12_full_20260721_072841_nocoupling,
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.520821+00:00,qft_3,QFT,qft,extended_v5_full,3,5,6,3,3,0,"{""cp"":3,""h"":3}",5,"{""cp"":3,""h"":3}",6,6,0.0,0.0,0.9999999999999992,exact,True,0.0071818828582763,none,none,{},qiskit_transpile,2.4.1,3,qiskit_heavy_hex,42,0,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,0ac4b0a0e813ec474432f4044e46798bce4668210034b65414d4d5303e67f710,f88fa5383f7aef6b6e03ff6283299c2b99e82f80c30a5bc6d21ebb59d6bfb64a,e12_full_20260721_072841_nocoupling,
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.539304+00:00,ghz_3,GHZ,ghz,extended_v5_full,3,3,3,1,2,0,"{""cx"":2,""h"":1}",3,"{""cx"":2,""h"":1}",3,3,0.0,0.0,0.9999999999999996,exact,True,0.0019989013671875,none,none,{},qiskit_transpile,2.4.1,0,qiskit_heavy_hex,42,1,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,c69d250a367e14af30448dc6336a129d4b1d3025bf8f24a8e752571bfc1813ba,c69d250a367e14af30448dc6336a129d4b1d3025bf8f24a8e752571bfc1813ba,e12_full_20260721_072841_nocoupling,
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.544406+00:00,ghz_3,GHZ,ghz,extended_v5_full,3,3,3,1,2,0,"{""cx"":2,""h"":1}",3,"{""cx"":2,""h"":1}",3,3,0.0,0.0,0.9999999999999996,exact,True,0.0029938220977783,none,none,{},qiskit_transpile,2.4.1,1,qiskit_heavy_hex,42,1,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,c69d250a367e14af30448dc6336a129d4b1d3025bf8f24a8e752571bfc1813ba,c69d250a367e14af30448dc6336a129d4b1d3025bf8f24a8e752571bfc1813ba,e12_full_20260721_072841_nocoupling,
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.553492+00:00,ghz_3,GHZ,ghz,extended_v5_full,3,3,3,1,2,0,"{""cx"":2,""h"":1}",3,"{""cx"":2,""h"":1}",3,3,0.0,0.0,0.9999999999999996,exact,True,0.0070881843566894,none,none,{},qiskit_transpile,2.4.1,2,qiskit_heavy_hex,42,1,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,c69d250a367e14af30448dc6336a129d4b1d3025bf8f24a8e752571bfc1813ba,c69d250a367e14af30448dc6336a129d4b1d3025bf8f24a8e752571bfc1813ba,e12_full_20260721_072841_nocoupling,
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.563503+00:00,ghz_3,GHZ,ghz,extended_v5_full,3,3,3,1,2,0,"{""cx"":2,""h"":1}",3,"{""cx"":2,""h"":1}",3,3,0.0,0.0,0.9999999999999996,exact,True,0.0079121589660644,none,none,{},qiskit_transpile,2.4.1,3,qiskit_heavy_hex,42,1,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,c69d250a367e14af30448dc6336a129d4b1d3025bf8f24a8e752571bfc1813ba,c69d250a367e14af30448dc6336a129d4b1d3025bf8f24a8e752571bfc1813ba,e12_full_20260721_072841_nocoupling,
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.581687+00:00,cnot_chain_3,CNOT,cnot_chain,extended_v5_full,3,16,16,0,16,0,"{""cx"":16}",16,"{""cx"":16}",16,16,0.0,0.0,1.0,exact,True,0.003005027770996,none,none,{},qiskit_transpile,2.4.1,0,qiskit_heavy_hex,42,2,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,f3e1cc1549652f162539e9c0634f98494d1781a08f998296495d4a11a19ae4e8,f3e1cc1549652f162539e9c0634f98494d1781a08f998296495d4a11a19ae4e8,e12_full_20260721_072841_nocoupling,
1.0.0,E12,e12_full_20260721_072841_nocoupling,2026-07-21T07:28:43.586656+00:00,cnot_chain_3,CNOT,cnot_chain,extended_v5_full,3,16,16,0,16,0,"{""cx"":16}",0,{},16,0,1.0,100.0,1.0,exact,True,0.0030019283294677,none,none,{},qiskit_transpile,2.4.1,1,qiskit_heavy_hex,42,2,experiments/e12_compiler_baseline/run.py,10f7595c9adbe703d05441e503aea4ad795eaacfc60f43ce1fc71f9253dfbf1e,f3e1cc1549652f162539e9c0634f98494d1781a08f998296495d4a11a19ae4e8,e05a2d3a8b49e581ac31c9c8e6fd401977ac89b309189aacc2b8074ecefad676,e12_full_20260721_072841_nocoupling,
